,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-01-09 00:01:00,0.7027,36.18,1.5171,412.5,2637.0,0.8438,50.64,908.5,1.3614,119.27343700000002,92.7,62.9,0.010962999999999999,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.75,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8709.0,123.69,116.015,99.52,42.32,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.38,855.7,1.5095,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:02:00,0.7027,36.16,1.5171,412.5,2637.0,0.8438,50.64,908.5,1.3614,119.27343700000002,92.7,62.9,0.010964,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.75,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8709.0,123.69,116.015,99.52,42.32,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.31,855.5,1.5095,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:03:00,0.7027,36.16,1.5171,412.5,2637.0,0.8438,50.64,908.75,1.3615,119.27343700000002,92.7,62.9,0.010964,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.75,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8709.0,123.69,116.015,99.52,42.32,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.29,855.4,1.51,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:04:00,0.7027,36.23,1.5171,413.0,2637.0,0.8438,50.64,908.25,1.3615,119.27343700000002,92.7,62.9,0.010964,113.75,640.75,83.75,8830.0,8900.0,1253.0,436.8,501.2,1012.75,12.09,0.9124,304.5,108.953125,125.203125,132.796875,42.0,620.5,8704.0,123.69,116.015,99.52,42.28,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.29,855.5,1.51,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:05:00,0.7027,36.23,1.5171,412.5,2637.0,0.8438,50.64,908.25,1.3614,119.27343700000002,92.7,62.9,0.010967,113.75,640.75,83.75,8830.0,8900.0,1253.0,436.8,501.2,1013.0,12.09,0.9124,304.5,108.953125,125.171875,132.796875,42.0,620.5,8704.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.29,855.6,1.51,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:06:00,0.7027,36.23,1.5171,412.5,2637.0,0.8438,50.64,908.25,1.3615,119.27343700000002,92.7,62.9,0.010965,113.75,640.75,83.75,8830.0,8900.0,1253.0,436.8,501.2,1012.25,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8704.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.29,855.6,1.51,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:07:00,0.7027,36.23,1.5171,412.5,2637.0,0.8438,50.64,908.5,1.3615,119.27343700000002,92.7,62.9,0.010965,113.75,640.75,83.75,8830.0,8900.0,1253.0,436.8,501.2,1012.25,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8705.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.31,855.7,1.511,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:08:00,0.7027,36.23,1.5171,413.0,2637.0,0.8438,50.64,908.5,1.3615,119.27343700000002,92.7,62.9,0.010966,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9124,304.5,108.953125,125.1875,132.796875,42.0,620.5,8706.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.27,855.9,1.5105,1.541,5.625,1009.9,1.1024,11.14,339.9
2009-01-09 00:09:00,0.7027,36.23,1.5171,413.25,2637.0,0.8438,50.64,908.5,1.3619,119.27343700000002,92.7,62.9,0.010966,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9124,304.5,108.953125,125.171875,132.796875,42.0,620.5,8705.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.3,855.9,1.5105,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:10:00,0.7027,36.27,1.5171,413.0,2637.0,0.8438,50.64,908.5,1.3623,119.27343700000002,92.7,62.9,0.010966,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9129,304.5,108.953125,125.171875,132.796875,42.0,620.5,8708.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.26,855.6,1.5105,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:11:00,0.7027,36.24,1.5171,413.5,2637.0,0.8438,50.64,908.5,1.3623,119.27343700000002,92.7,62.9,0.010965,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9129,304.5,108.953125,125.171875,132.796875,42.0,620.5,8708.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.3,856.0,1.5105,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:12:00,0.7027,36.16,1.5171,412.75,2637.0,0.8438,50.64,908.75,1.3626,119.27343700000002,92.7,62.9,0.010966,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9129,305.0,108.953125,125.171875,132.796875,42.0,620.25,8708.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.27,856.0,1.5105,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:13:00,0.7027,36.16,1.5171,412.75,2637.0,0.8438,50.64,908.75,1.3626,119.27343700000002,92.7,62.9,0.010966,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.913,305.0,108.96093700000002,125.15625,132.796875,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.26,855.8,1.5135,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:14:00,0.7035,36.16,1.5176,413.5,2637.0,0.8438,50.64,908.75,1.3633,119.27343700000002,92.7,62.9,0.010969,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9136,305.0,108.96093700000002,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.3,856.4,1.514,1.541,5.625,1009.9,1.1024,11.15,339.9
2009-01-09 00:15:00,0.7039,36.16,1.5176,413.5,2637.0,0.8438,50.64,908.75,1.3638,119.27343700000002,92.7,62.9,0.010969,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.914,305.0,108.96093700000002,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.3,856.5,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:16:00,0.7039,36.16,1.5179,413.5,2637.0,0.8438,50.64,909.0,1.3643,119.27343700000002,92.7,62.9,0.01097,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9141,305.0,108.953125,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.3,856.9,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:17:00,0.7039,36.16,1.5179,413.5,2637.0,0.8438,50.64,909.0,1.3642,119.27343700000002,92.7,62.9,0.01097,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.9141,305.0,108.953125,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,857.3,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:18:00,0.7038,36.11,1.5179,413.5,2637.0,0.8438,50.64,909.0,1.3638,119.27343700000002,92.7,62.9,0.010973,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.25,12.09,0.914,305.0,108.953125,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.36,857.2,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:19:00,0.7038,36.11,1.5179,413.5,2637.0,0.8438,50.64,909.25,1.3638,119.27343700000002,92.7,62.9,0.010973,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.0,12.09,0.914,305.0,108.953125,125.15625,132.828125,42.0,620.25,8710.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.33,856.7,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
