,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-01-09 00:20:00,0.704,36.11,1.5179,413.5,2637.0,0.8438,50.64,909.25,1.364,119.27343700000002,92.7,62.9,0.010971,113.75,640.75,83.75,8830.0,8900.0,1253.25,436.8,501.2,1012.0,12.09,0.914,305.0,108.953125,125.15625,132.828125,42.0,620.5,8712.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.36,857.0,1.514,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:21:00,0.7042,36.11,1.5179,413.5,2637.0,0.8438,50.64,908.25,1.364,119.27343700000002,92.7,62.9,0.01097,113.75,640.75,83.75,8830.0,8900.0,1252.75,436.8,501.2,1012.0,12.09,0.914,305.0,108.953125,125.15625,132.828125,42.0,620.5,8707.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,856.9,1.513,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:22:00,0.7042,36.11,1.5179,413.5,2637.0,0.8438,50.64,908.5,1.3635,119.27343700000002,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1252.75,436.8,501.2,1012.0,12.09,0.914,305.3,108.953125,125.15625,132.828125,42.0,620.5,8707.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,856.9,1.513,1.541,5.625,1009.9,1.1025,11.16,339.9
2009-01-09 00:23:00,0.7035,36.11,1.5179,413.5,2637.0,0.8438,50.64,908.5,1.3637,119.27343700000002,92.7,62.9,0.010973,113.75,640.75,83.75,8830.0,8900.0,1252.75,436.8,501.2,1012.25,12.09,0.914,305.3,108.953125,125.15625,132.828125,42.0,620.5,8704.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,856.5,1.513,1.541,5.625,1006.0,1.1025,11.165,339.9
2009-01-09 00:24:00,0.7035,36.11,1.5179,413.5,2637.0,0.8438,50.64,908.5,1.3638,119.27343700000002,92.7,62.9,0.010973,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.25,12.09,0.9138,305.3,108.953125,125.15625,132.828125,42.0,620.5,8706.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.34,856.8,1.513,1.541,5.625,1006.0,1.1025,11.165,339.9
2009-01-09 00:25:00,0.7035,36.11,1.5179,413.25,2637.0,0.8438,50.64,908.5,1.3639,119.27343700000002,92.7,62.9,0.010974,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.25,12.09,0.9138,305.3,108.953125,125.15625,132.8125,42.0,620.5,8706.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,856.4,1.513,1.541,5.625,1006.0,1.1025,11.165,339.9
2009-01-09 00:26:00,0.7033,36.11,1.5183,413.25,2637.0,0.8438,50.64,908.25,1.3637,119.27343700000002,92.7,62.9,0.010978,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.25,12.09,0.9138,305.3,108.953125,125.171875,132.8125,42.0,620.5,8706.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.35,856.4,1.513,1.541,5.625,1006.0,1.1025,11.165,339.9
2009-01-09 00:27:00,0.7033,36.11,1.5183,413.25,2637.0,0.8438,50.64,908.5,1.3637,119.27343700000002,92.7,62.9,0.010979000000000001,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.0,12.09,0.9138,305.3,108.953125,125.171875,132.8125,42.0,620.5,8704.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.5,856.2,1.513,1.541,5.625,1006.0,1.1025,11.175,339.9
2009-01-09 00:28:00,0.7033,36.11,1.5183,413.0,2637.0,0.8438,50.64,908.25,1.3637,119.28125,92.7,62.9,0.010978,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.0,12.09,0.9138,305.3,108.953125,125.203125,132.828125,42.0,620.5,8703.0,123.69,116.015,99.52,42.25,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.5,856.3,1.513,1.541,5.625,1006.0,1.1025,11.15,339.9
2009-01-09 00:29:00,0.7033,36.11,1.519,413.0,2637.0,0.8453,50.64,908.0,1.3654,119.28125,92.7,62.9,0.010978,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1012.0,12.09,0.9149,305.3,108.953125,125.203125,132.875,42.0,620.5,8700.0,123.69,116.015,99.52,42.39,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.45,856.8,1.515,1.541,5.625,1006.0,1.1025,11.145,339.9
2009-01-09 00:30:00,0.7033,36.11,1.5192,413.0,2637.0,0.8453,50.64,908.0,1.3644,119.28125,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1252.25,436.8,501.2,1012.0,12.09,0.9145,305.3,108.953125,125.203125,132.875,42.0,620.5,8700.0,123.69,116.015,99.52,42.39,45.49,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.43,856.6,1.515,1.541,5.625,1006.0,1.1025,11.155,339.9
2009-01-09 00:31:00,0.7038,36.11,1.5192,413.0,2637.0,0.8453,50.64,907.75,1.3654,119.28125,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1252.25,436.8,501.2,1012.0,12.09,0.9149,305.3,108.953125,125.203125,132.875,42.0,620.0,8700.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,856.8,1.5155,1.541,5.625,1006.0,1.1025,11.155,339.9
2009-01-09 00:32:00,0.7041,36.11,1.5188,412.75,2637.0,0.845,50.64,907.75,1.3648,119.28125,92.7,62.9,0.010981,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1012.75,12.09,0.9146,305.3,108.953125,125.203125,132.875,42.0,620.0,8700.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.46,856.9,1.5155,1.541,5.625,1006.0,1.1025,11.155,339.9
2009-01-09 00:33:00,0.7041,36.11,1.5187,412.75,2637.0,0.8448,50.64,907.75,1.3646,119.28125,92.7,62.9,0.010986,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1012.75,12.09,0.9144,305.3,108.953125,125.203125,132.875,42.0,620.0,8700.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.46,857.0,1.518,1.541,5.625,1006.0,1.1025,11.16,339.9
2009-01-09 00:34:00,0.7041,36.11,1.5187,412.75,2637.0,0.8437,50.64,907.25,1.3638,119.28125,92.7,62.9,0.010983,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1012.75,12.09,0.9137,305.3,108.953125,125.21875,132.953125,42.0,620.0,8693.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.42,856.5,1.5255,1.541,5.625,1006.0,1.1025,11.16,339.9
2009-01-09 00:35:00,0.7041,36.11,1.5187,412.75,2637.0,0.8437,50.64,907.25,1.3638,119.28906200000002,92.7,62.9,0.010981999999999999,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1012.75,12.09,0.9137,305.3,108.953125,125.203125,132.90625,42.0,620.0,8693.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.44,856.4,1.525,1.541,5.625,1006.0,1.1025,11.16,339.9
2009-01-09 00:36:00,0.7041,36.15,1.5182,411.5,2637.0,0.8437,50.64,907.25,1.3634,119.28906200000002,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.5,12.09,0.9136,305.2,108.953125,125.21875,132.90625,42.0,619.25,8692.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,855.8,1.5235,1.541,5.625,1006.0,1.1025,11.16,339.9
2009-01-09 00:37:00,0.7031,36.15,1.5182,411.5,2637.0,0.844,50.64,907.75,1.3635,119.28906200000002,92.7,62.9,0.010985,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.5,12.09,0.9136,305.2,108.953125,125.203125,132.90625,42.0,620.0,8696.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,855.8,1.523,1.541,5.624,1006.0,1.1025,11.16,339.9
2009-01-09 00:38:00,0.7028,36.15,1.5182,411.25,2637.0,0.844,50.64,907.75,1.3633,119.28906200000002,92.7,62.9,0.010985,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.5,12.09,0.9135,305.2,108.953125,125.21875,132.90625,42.0,620.0,8696.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.48,856.0,1.5245,1.541,5.624,1006.0,1.1025,11.16,339.9
2009-01-09 00:39:00,0.7028,36.15,1.5182,411.25,2637.0,0.844,50.64,907.75,1.3637,119.30468700000002,92.7,62.9,0.010985,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.5,12.09,0.9137,305.2,108.96093700000002,125.25,132.9375,42.0,620.0,8699.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.48,856.1,1.5245,1.541,5.624,1006.0,1.1025,11.145,339.9
2009-01-09 00:40:00,0.7036,36.15,1.5182,411.75,2637.0,0.844,50.64,907.75,1.3637,119.3125,92.7,62.9,0.010979000000000001,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.5,12.09,0.9135,305.2,108.96093700000002,125.265625,132.953125,42.0,620.0,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,856.2,1.5295,1.541,5.622999999999999,1006.0,1.1025,11.145,339.9
2009-01-09 00:41:00,0.7039,36.15,1.5182,411.75,2637.0,0.844,50.64,907.5,1.364,119.30468700000002,92.7,62.9,0.010985,113.75,640.75,83.75,8830.0,8900.0,1251.25,436.8,501.2,1011.5,12.09,0.9137,305.3,108.96093700000002,125.25,132.96875,42.0,619.75,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,856.6,1.5345,1.541,5.622999999999999,1006.0,1.1025,11.145,339.9
2009-01-09 00:42:00,0.7039,36.12,1.5178,411.75,2637.0,0.844,50.64,907.5,1.3635,119.30468700000002,92.7,62.9,0.010981,113.75,640.75,83.75,8830.0,8900.0,1251.25,436.8,501.2,1012.25,12.09,0.9137,305.3,108.96093700000002,125.25,132.96875,42.0,619.25,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,856.2,1.5395,1.541,5.625,1006.0,1.1025,11.16,339.9
2009-01-09 00:43:00,0.7039,36.12,1.5178,411.75,2637.0,0.8434,50.64,907.5,1.3635,119.3125,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1251.25,436.8,501.2,1012.5,12.09,0.9137,305.3,108.96093700000002,125.25,132.953125,42.0,619.25,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.47,856.1,1.5385,1.541,5.625,1006.0,1.1025,11.145,339.9
2009-01-09 00:44:00,0.7039,36.12,1.5178,412.0,2637.0,0.8433,50.64,907.75,1.3637,119.28906200000002,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1251.25,436.8,501.2,1012.5,12.09,0.9135,305.3,108.96093700000002,125.25,132.921875,42.0,619.25,8698.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.43,856.0,1.5365,1.541,5.625,1006.0,1.1025,11.13,339.9
2009-01-09 00:45:00,0.7039,36.19,1.5178,412.0,2637.0,0.8433,50.64,908.0,1.3637,119.28906200000002,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1251.5,436.8,501.2,1011.75,12.09,0.9136,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8698.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.44,855.6,1.536,1.541,5.625,1006.0,1.1025,11.13,339.9
2009-01-09 00:46:00,0.7039,36.19,1.5178,412.75,2637.0,0.8433,50.64,908.0,1.3639,119.28906200000002,92.7,62.9,0.01098,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9136,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8700.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.44,856.0,1.536,1.541,5.625,1006.0,1.1025,11.13,339.9
2009-01-09 00:47:00,0.7036,36.19,1.5173,412.25,2637.0,0.8432,50.64,908.0,1.3628,119.28906200000002,92.7,62.9,0.010979000000000001,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9132,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8699.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.43,855.5,1.5355,1.541,5.624,1006.0,1.1025,11.13,339.9
2009-01-09 00:48:00,0.7036,36.19,1.5165,412.25,2637.0,0.843,50.64,907.75,1.3624,119.30468700000002,92.7,62.9,0.010976,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9132,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.43,855.2,1.535,1.541,5.625,1005.6,1.1025,11.125,339.9
2009-01-09 00:49:00,0.7034,36.19,1.5165,412.25,2637.0,0.843,50.64,907.75,1.3629,119.30468700000002,92.7,62.9,0.010979000000000001,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9132,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.32,855.5,1.5335,1.541,5.625,1005.6,1.1025,11.125,339.9
2009-01-09 00:50:00,0.7032,36.19,1.5165,412.25,2637.0,0.8435,50.64,907.75,1.363,119.30468700000002,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9132,305.1,108.96093700000002,125.25,132.921875,42.0,619.25,8697.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.31,855.5,1.5315,1.541,5.625,1005.6,1.1025,11.14,339.9
2009-01-09 00:51:00,0.7036,36.19,1.5165,412.25,2637.0,0.8435,50.64,908.0,1.3626,119.30468700000002,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9131,305.1,108.953125,125.234375,132.921875,42.0,619.25,8698.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.28,855.5,1.536,1.541,5.61,1005.6,1.1025,11.15,339.9
2009-01-09 00:52:00,0.7036,36.19,1.5175,412.25,2637.0,0.8435,50.64,908.0,1.3625,119.30468700000002,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9131,305.1,108.953125,125.21875,132.921875,42.0,619.25,8701.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.29,855.7,1.5375,1.541,5.61,1005.6,1.1025,11.16,339.9
2009-01-09 00:53:00,0.7035,36.26,1.5173,412.25,2637.0,0.8435,50.64,908.5,1.3626,119.30468700000002,92.7,62.9,0.010976999999999999,113.75,640.75,83.75,8830.0,8900.0,1251.75,436.8,501.2,1011.75,12.09,0.9131,305.1,108.96875,125.21875,132.921875,42.0,619.25,8702.0,123.69,116.015,99.52,42.39,45.48,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.28,855.7,1.5375,1.541,5.61,1005.6,1.1025,11.16,339.9
2009-01-09 00:54:00,0.7035,36.19,1.5173,412.0,2637.0,0.8435,50.64,908.5,1.3625,119.30468700000002,92.7,62.9,0.010979000000000001,113.75,640.75,83.75,8830.0,8900.0,1252.5,436.8,501.2,1011.75,12.09,0.9131,305.1,108.96093700000002,125.21875,132.921875,42.0,619.25,8704.0,123.69,116.015,99.52,42.39,45.41,2531.0,107.725,14572.0,10775.0,1683.0,43.98,1853.0,42.27,855.7,1.533,1.541,5.61,1005.6,1.1025,11.16,339.9
