,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2019-09-06 00:11:00,0.6825,28.51,1.233,10810.0,359.75,2234.0,0.7568,59.35,2979.75,1.10425,119.734375,131.4,65.5,0.0093465,95.2,393.25,97.2,1877.1,1005.6,21220.0,21080.0,7874.5,445.3,1513.3,864.0,11.0,1.0137,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.75,26781.0,174.43,136.17,214.52,56.44,61.1,3484.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.09,1661.0,56.44,1523.2,2.6285,1.8924,2.419,947.3,1.5513,18.595,301.8
2019-09-06 00:12:00,0.6824,28.51,1.2329,10815.0,359.5,2234.0,0.75675,59.35,2978.75,1.1041,119.734375,131.4,65.5,0.009348,95.2,393.25,97.2,1877.1,1005.6,21215.0,21080.0,7871.0,445.3,1512.8,864.0,11.0,1.0136,291.4,143.5625,107.9765625,131.21875,194.28125,163.71875,17.25,464.5,26773.0,174.43,136.17,214.52,56.44,61.07,3484.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.42,1523.4,2.628,1.8924,2.419,947.7,1.5501,18.605,301.8
2019-09-06 00:13:00,0.6825,28.51,1.2329,10810.0,359.5,2234.0,0.75685,59.35,2979.5,1.1041,119.734375,131.4,65.5,0.009348,95.2,393.25,97.2,1877.1,1005.3,21215.0,21080.0,7872.5,445.3,1512.7,864.0,11.0,1.0136,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.5,26779.0,174.43,136.17,214.52,56.44,61.07,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.41,1523.5,2.628,1.8912,2.421,947.7,1.5501,18.61,301.8
2019-09-06 00:14:00,0.6825,28.51,1.2331,10820.0,359.5,2234.0,0.75685,59.35,2979.25,1.1041,119.734375,131.4,65.5,0.0093495,95.2,393.25,97.2,1877.1,1005.3,21215.0,21080.0,7871.25,445.3,1512.9,864.0,11.0,1.0137,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.5,26777.0,174.43,136.17,214.52,56.44,61.08,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1523.8,2.628,1.8916,2.421,947.6,1.5501,18.615,301.8
2019-09-06 00:15:00,0.6825,28.51,1.233,10820.0,359.5,2234.0,0.7568,59.35,2979.5,1.104,119.7421875,131.4,65.5,0.009349,95.2,393.25,97.2,1877.1,1005.3,21215.0,21080.0,7872.25,445.3,1513.0,864.0,11.0,1.0136,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.5,26778.0,174.43,136.17,214.52,56.42,61.08,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.41,1523.6,2.628,1.8912,2.42,947.6,1.5501,18.62,301.8
2019-09-06 00:16:00,0.6825,28.51,1.233,10820.0,359.5,2234.0,0.7568,59.35,2979.5,1.10405,119.7421875,131.4,65.5,0.0093495,95.2,393.25,97.2,1877.1,1005.3,21210.0,21075.0,7872.25,445.3,1513.0,864.0,11.0,1.0137,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.5,26778.0,174.43,136.17,214.52,56.42,61.07,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.41,1523.7,2.6285,1.8912,2.42,947.7,1.5491,18.62,301.8
2019-09-06 00:17:00,0.6824,28.51,1.233,10810.0,359.5,2234.0,0.7568,59.35,2979.0,1.10405,119.734375,131.4,65.5,0.009349,95.2,393.25,97.2,1877.1,1005.3,21210.0,21075.0,7871.5,445.3,1512.9,864.0,11.0,1.0137,291.4,143.5625,107.9765625,131.21875,194.3125,163.71875,17.25,464.75,26777.0,174.43,136.17,214.52,56.42,61.06,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.41,1523.8,2.6285,1.8912,2.419,948.2,1.5491,18.63,301.8
2019-09-06 00:18:00,0.6824,28.51,1.233,10800.0,359.5,2234.0,0.75665,59.35,2978.5,1.10405,119.7421875,131.4,65.5,0.009351,95.2,393.25,97.2,1877.1,1005.6,21210.0,21070.0,7869.5,445.3,1512.6,864.0,11.0,1.0138,291.4,143.59375,107.98046875,131.234375,194.34375,163.78125,17.25,464.75,26772.0,174.44,136.17,214.52,56.42,61.07,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.4,1524.2,2.628,1.8912,2.419,948.2,1.5491,18.635,301.8
2019-09-06 00:19:00,0.6824,28.51,1.2331,10800.0,359.5,2234.0,0.7567,59.35,2978.75,1.104,119.7421875,131.4,65.5,0.0093505,95.2,393.25,97.2,1877.1,1005.6,21210.0,21070.0,7869.5,445.3,1512.7,864.0,11.0,1.0139,291.4,143.59375,107.9765625,131.234375,194.375,163.78125,17.25,464.75,26775.0,174.44,136.17,214.52,56.42,61.06,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.1,2.6285,1.8912,2.42,948.9,1.5497,18.63,301.8
2019-09-06 00:20:00,0.6824,28.51,1.2331,10800.0,359.5,2234.0,0.7568,59.35,2978.5,1.1041,119.7421875,131.4,65.5,0.009352,95.2,393.25,97.2,1877.1,1005.6,21205.0,21070.0,7868.25,445.3,1512.7,864.0,11.0,1.0139,291.4,143.59375,107.9765625,131.234375,194.375,163.78125,17.25,464.75,26772.0,174.44,136.17,214.52,56.42,61.08,3484.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.0,2.628,1.8912,2.42,948.6,1.5497,18.63,301.8
2019-09-06 00:21:00,0.6824,28.51,1.233,10805.0,359.5,2234.0,0.75685,59.35,2978.25,1.1041,119.7421875,131.4,65.5,0.0093505,95.2,393.25,97.2,1877.1,1005.6,21205.0,21070.0,7868.25,445.3,1512.5,864.0,11.0,1.0139,291.4,143.59375,107.9765625,131.234375,194.375,163.78125,17.3,464.75,26771.0,174.44,136.17,214.52,56.42,61.07,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.41,1524.2,2.628,1.8912,2.42,949.1,1.5497,18.63,301.8
2019-09-06 00:22:00,0.6823,28.51,1.233,10805.0,359.5,2234.0,0.75685,59.35,2978.5,1.10415,119.7421875,131.4,65.5,0.0093505,95.2,393.25,97.2,1877.1,1005.6,21205.0,21070.0,7868.0,445.3,1512.7,864.0,11.0,1.0139,291.4,143.59375,107.9765625,131.234375,194.375,163.78125,17.25,464.75,26773.0,174.44,136.17,214.52,56.42,61.09,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.4,2.6285,1.8912,2.42,949.5,1.5505,18.635,301.8
2019-09-06 00:23:00,0.6824,28.51,1.2331,10810.0,359.5,2234.0,0.75685,59.35,2978.5,1.1041,119.7421875,131.4,65.5,0.009351,95.2,393.25,97.2,1877.1,1005.6,21210.0,21070.0,7868.0,445.3,1512.7,864.0,11.0,1.0139,291.4,143.59375,107.9765625,131.234375,194.375,163.78125,17.25,464.75,26773.0,174.44,136.17,214.52,56.42,61.09,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.5,2.6285,1.8912,2.42,949.5,1.5505,18.64,301.8
2019-09-06 00:24:00,0.6823,28.52,1.2331,10800.0,359.5,2234.0,0.75685,59.35,2978.5,1.1041,119.7578125,131.4,65.5,0.0093505,95.2,393.25,97.2,1877.1,1005.6,21210.0,21070.0,7868.0,445.3,1512.5,864.0,11.0,1.0138,291.4,143.609375,107.98046875,131.25,194.40625,163.78125,17.25,464.75,26774.0,174.44,136.17,214.52,56.42,61.09,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.8,2.6285,1.8912,2.42,950.0,1.5505,18.64,301.8
2019-09-06 00:25:00,0.6824,28.52,1.2331,10800.0,359.5,2234.0,0.75685,59.4,2978.5,1.1041,119.75,131.4,65.5,0.0093505,95.2,393.25,97.2,1877.1,1005.6,21210.0,21070.0,7868.0,445.3,1512.5,864.0,11.0,1.0138,291.4,143.609375,107.98046875,131.234375,194.375,163.78125,17.25,464.75,26773.0,174.44,136.17,214.52,56.42,61.09,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.07,1661.0,56.42,1524.9,2.6285,1.8912,2.419,949.5,1.5505,18.64,301.8
2019-09-06 00:26:00,0.6823,28.52,1.2331,10800.0,359.5,2234.0,0.75685,59.4,2978.5,1.1041,119.7421875,131.4,65.5,0.00935,95.2,393.25,97.2,1877.1,1005.6,21215.0,21070.0,7868.5,445.3,1512.5,864.0,11.0,1.0138,291.4,143.59375,107.98046875,131.234375,194.34375,163.78125,17.25,464.75,26773.0,174.44,136.17,214.52,56.42,61.07,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.06,1661.0,56.42,1524.7,2.628,1.8912,2.419,948.1,1.5505,18.64,301.8
2019-09-06 00:27:00,0.6823,28.52,1.2331,10800.0,359.5,2234.0,0.75675,59.4,2978.75,1.1041,119.7421875,131.4,65.5,0.00935,95.2,393.0,97.2,1877.1,1005.6,21215.0,21070.0,7868.75,445.3,1512.5,864.25,11.0,1.0138,291.4,143.59375,107.98046875,131.234375,194.34375,163.75,17.25,464.5,26773.0,174.44,136.17,214.52,56.42,61.07,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.06,1661.0,56.42,1524.6,2.6275,1.8912,2.419,948.1,1.5495,18.64,301.8
2019-09-06 00:28:00,0.6823,28.52,1.2331,10800.0,359.75,2234.0,0.7568,59.4,2978.75,1.1041,119.7421875,131.4,65.5,0.00935,95.2,393.0,97.2,1877.1,1005.6,21215.0,21070.0,7868.75,445.3,1512.6,864.25,11.0,1.0138,291.4,143.59375,107.9765625,131.234375,194.3125,163.75,17.25,464.5,26774.0,174.44,136.17,214.52,56.42,61.07,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.06,1661.0,56.41,1524.6,2.6275,1.8912,2.419,947.8,1.5495,18.64,301.8
2019-09-06 00:29:00,0.6823,28.52,1.233,10795.0,359.75,2234.0,0.75685,59.4,2978.5,1.1041,119.75,131.4,65.5,0.00935,95.2,393.0,97.2,1877.1,1005.6,21215.0,21070.0,7869.5,445.3,1512.6,864.25,11.0,1.0138,291.4,143.59375,107.9765625,131.234375,194.3125,163.75,17.25,464.5,26774.0,174.44,136.17,214.52,56.42,61.08,3483.0,112.53,16.0,580.5,1.8876,1.5454,170.51,61.06,1661.0,56.42,1524.6,2.627,1.8912,2.419,947.0,1.5495,18.635,301.8
2019-09-06 00:30:00,0.6823,28.52,1.233,10795.0,359.75,2234.0,0.75685,59.4,2978.75,1.1041,119.7421875,131.4,65.5,0.0093495,95.2,393.0,97.2,1877.1,1005.6,21215.0,21070.0,7869.5,445.3,1512.7,864.25,11.0,1.0137,291.4,143.59375,107.9765625,131.234375,194.3125,163.75,17.25,464.5,26774.0,174.44,136.17,214.52,56.42,61.08,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.43,1525.0,2.628,1.8921,2.42,947.8,1.5495,18.64,301.8
2019-09-06 00:31:00,0.6823,28.52,1.233,10795.0,359.75,2234.0,0.7568,59.4,2978.5,1.1041,119.7421875,131.4,65.5,0.009349,95.2,393.0,97.2,1877.1,1005.6,21215.0,21070.0,7868.25,445.3,1512.6,864.25,11.0,1.0138,291.4,143.59375,107.9765625,131.234375,194.3125,163.75,17.25,464.25,26772.0,174.44,136.17,214.52,56.42,61.08,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.42,1525.5,2.628,1.892,2.418,947.7,1.5495,18.65,301.8
2019-09-06 00:32:00,0.6822,28.5,1.233,10785.0,359.75,2234.0,0.7568,59.37,2978.5,1.1041,119.75,131.4,65.5,0.0093495,95.2,392.75,97.2,1877.1,1005.6,21215.0,21070.0,7867.75,445.3,1512.4,863.75,11.0,1.0138,291.4,143.609375,107.98046875,131.234375,194.34375,163.78125,17.25,464.25,26770.0,174.44,136.17,214.52,56.43,61.08,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.43,1525.7,2.6265,1.892,2.42,948.1,1.5495,18.645,301.8
2019-09-06 00:33:00,0.6821,28.5,1.233,10785.0,359.75,2234.0,0.75675,59.37,2978.0,1.1041,119.75,131.4,65.5,0.0093505,95.2,392.75,97.2,1877.1,1005.6,21215.0,21070.0,7866.75,445.3,1512.3,863.75,11.0,1.0138,291.4,143.609375,107.9765625,131.25,194.375,163.78125,17.25,464.25,26767.0,174.47,136.18,214.52,56.43,61.08,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.42,1526.3,2.6265,1.892,2.42,948.0,1.5495,18.65,301.8
2019-09-06 00:34:00,0.6821,28.5,1.2329,10785.0,359.5,2234.0,0.7567,59.37,2978.25,1.10405,119.75,131.4,65.5,0.0093475,95.2,392.75,97.2,1877.1,1005.6,21220.0,21080.0,7867.25,445.3,1512.4,863.75,11.0,1.0139,291.4,143.609375,107.9765625,131.25,194.34375,163.78125,17.25,464.25,26769.0,174.47,136.18,214.52,56.43,61.08,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.42,1525.6,2.6265,1.8917,2.42,947.6,1.5495,18.635,301.8
2019-09-06 00:35:00,0.6821,28.5,1.2329,10785.0,359.5,2234.0,0.7567,59.37,2978.5,1.10415,119.75,131.4,65.5,0.0093485,95.2,392.75,97.2,1877.1,1005.6,21220.0,21080.0,7867.75,445.3,1512.4,863.75,11.0,1.0137,291.4,143.609375,107.9765625,131.234375,194.34375,163.78125,17.25,464.25,26771.0,174.47,136.18,214.52,56.43,61.06,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.4,1525.7,2.6265,1.8912,2.42,948.3,1.5495,18.64,301.8
2019-09-06 00:36:00,0.6821,28.5,1.233,10785.0,359.5,2234.0,0.7567,59.37,2978.25,1.10415,119.7421875,131.4,65.5,0.0093475,95.2,392.75,97.2,1877.1,1005.6,21220.0,21080.0,7867.75,445.3,1512.4,863.75,11.0,1.0138,291.4,143.59375,107.9765625,131.234375,194.34375,163.75,17.25,464.25,26770.0,174.47,136.18,214.52,56.43,61.06,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.4,1525.5,2.6275,1.8912,2.42,948.3,1.5495,18.645,301.8
2019-09-06 00:37:00,0.6821,28.5,1.2331,10785.0,359.5,2234.0,0.7567,59.37,2978.0,1.1042,119.7578125,131.4,65.5,0.0093495,95.2,392.75,97.2,1877.1,1005.6,21220.0,21080.0,7866.75,445.3,1512.3,863.75,11.0,1.0138,291.4,143.609375,107.98046875,131.25,194.34375,163.78125,17.25,464.25,26769.0,174.47,136.18,214.52,56.43,61.05,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.07,1661.0,56.39,1525.6,2.6265,1.8912,2.42,948.0,1.5495,18.645,301.8
2019-09-06 00:38:00,0.682,28.5,1.2331,10800.0,359.5,2234.0,0.7567,59.37,2977.75,1.1042,119.7578125,131.4,65.5,0.00935,95.2,392.75,97.2,1877.1,1005.6,21215.0,21080.0,7866.75,445.3,1512.2,863.75,11.0,1.0138,291.4,143.625,107.984375,131.265625,194.46875,163.8125,17.25,464.25,26767.0,174.48,136.18,214.52,56.43,61.05,3483.0,112.53,16.0,580.75,1.8876,1.5454,170.51,61.03,1661.0,56.38,1525.7,2.627,1.8907,2.42,948.2,1.5495,18.64,301.8
2019-09-06 00:39:00,0.682,28.5,1.2331,10805.0,359.5,2234.0,0.7567,59.37,2977.25,1.10425,119.7578125,131.4,65.5,0.0093515,95.2,392.75,97.2,1877.1,1004.9,21210.0,21060.0,7864.0,445.3,1511.9,863.75,11.0,1.0138,291.4,143.640625,107.984375,131.265625,194.4375,163.8125,17.3,464.25,26759.0,174.48,136.18,214.52,56.39,61.02,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,61.01,1661.0,56.37,1525.9,2.627,1.8904,2.42,948.3,1.5495,18.635,301.8
2019-09-06 00:40:00,0.682,28.5,1.2331,10805.0,359.5,2234.0,0.75675,59.4,2977.25,1.10425,119.765625,131.4,65.5,0.0093505,95.2,392.75,97.2,1877.1,1005.0,21210.0,21060.0,7862.75,445.3,1511.7,863.75,11.0,1.0138,291.4,143.640625,107.984375,131.265625,194.46875,163.8125,17.3,464.25,26759.0,174.48,136.18,214.52,56.39,61.04,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,61.01,1661.0,56.37,1525.4,2.6265,1.8904,2.42,948.3,1.5495,18.63,301.8
2019-09-06 00:41:00,0.6821,28.48,1.2331,10795.0,359.5,2234.0,0.7568,59.44,2977.0,1.1043,119.765625,131.4,65.5,0.0093525,95.2,392.5,97.2,1877.1,1005.0,21205.0,21060.0,7862.25,445.3,1511.7,863.25,11.0,1.0139,291.4,143.640625,107.984375,131.265625,194.46875,163.8125,17.3,464.0,26756.0,174.48,136.18,214.52,56.36,61.02,3482.0,112.53,16.0,580.25,1.8876,1.5454,170.51,61.01,1661.0,56.35,1525.6,2.627,1.8904,2.42,947.3,1.5495,18.635,301.8
2019-09-06 00:42:00,0.6821,28.48,1.2331,10795.0,359.5,2234.0,0.7568,59.44,2977.0,1.1043,119.7578125,131.4,65.5,0.009353,95.2,392.5,97.2,1877.1,1005.0,21205.0,21060.0,7863.5,445.3,1511.7,863.25,11.0,1.0139,291.4,143.625,107.984375,131.265625,194.46875,163.8125,17.3,464.0,26757.0,174.48,136.18,214.52,56.34,60.99,3482.0,112.53,16.0,580.25,1.8876,1.5454,170.51,60.98,1661.0,56.34,1525.7,2.627,1.8898,2.42,947.3,1.548,18.635,301.8
2019-09-06 00:43:00,0.6821,28.48,1.2332,10805.0,359.5,2234.0,0.75675,59.44,2977.0,1.10435,119.7578125,131.4,65.5,0.009352,95.2,392.5,97.2,1877.1,1005.0,21210.0,21060.0,7863.5,445.3,1511.7,863.0,11.0,1.0139,291.2,143.640625,107.98828125,131.265625,194.46875,163.84375,17.3,464.0,26759.0,174.48,136.18,214.52,56.34,60.99,3482.0,112.53,16.0,580.25,1.8876,1.5454,170.51,60.98,1661.0,56.33,1525.7,2.6275,1.8898,2.42,948.0,1.548,18.635,301.8
2019-09-06 00:44:00,0.682,28.48,1.2331,10805.0,359.5,2234.0,0.75675,59.44,2977.5,1.10435,119.7578125,131.4,65.5,0.0093525,95.2,392.5,97.2,1877.1,1005.0,21210.0,21060.0,7864.0,445.3,1511.9,863.0,11.0,1.0139,291.2,143.640625,107.984375,131.265625,194.46875,163.84375,17.3,463.75,26760.0,174.48,136.18,214.52,56.36,61.01,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,60.98,1661.0,56.35,1525.7,2.6275,1.8898,2.42,949.0,1.548,18.64,301.8
2019-09-06 00:45:00,0.6819,28.48,1.2331,10805.0,359.5,2234.0,0.7567,59.44,2977.25,1.10435,119.7578125,131.4,65.5,0.009352,95.2,392.5,97.2,1877.1,1005.0,21215.0,21060.0,7863.75,445.3,1511.9,863.0,11.0,1.0139,291.2,143.640625,107.984375,131.25,194.46875,163.84375,17.3,463.75,26760.0,174.48,136.18,214.52,56.36,61.01,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,60.98,1661.0,56.35,1525.7,2.627,1.8898,2.42,948.3,1.548,18.64,301.8
2019-09-06 00:46:00,0.6819,28.48,1.2331,10815.0,359.5,2234.0,0.7567,59.48,2977.25,1.10435,119.7578125,131.4,65.5,0.0093525,95.2,392.5,97.2,1877.1,1005.0,21215.0,21060.0,7864.0,445.3,1511.8,863.0,11.0,1.0139,291.2,143.640625,107.984375,131.265625,194.46875,163.8125,17.3,463.75,26761.0,174.48,136.18,214.52,56.36,61.0,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,60.98,1661.0,56.35,1525.9,2.627,1.8898,2.42,948.8,1.548,18.645,301.8
2019-09-06 00:47:00,0.682,28.48,1.2331,10815.0,359.5,2234.0,0.75675,59.49,2977.5,1.10435,119.7578125,131.4,65.5,0.009353,95.2,392.5,97.2,1877.1,1005.0,21215.0,21060.0,7863.75,445.3,1511.8,863.0,11.0,1.014,291.2,143.640625,107.984375,131.265625,194.46875,163.8125,17.3,463.75,26761.0,174.48,136.18,214.52,56.36,61.01,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,61.0,1661.0,56.36,1526.3,2.6265,1.8898,2.421,949.2,1.548,18.65,301.8
2019-09-06 00:48:00,0.682,28.48,1.2331,10815.0,359.5,2234.0,0.75675,59.49,2977.75,1.1044,119.7578125,131.4,65.5,0.009353,95.2,392.5,97.2,1877.1,1005.0,21215.0,21060.0,7864.5,445.3,1511.8,863.0,11.0,1.014,291.2,143.640625,107.984375,131.265625,194.40625,163.8125,17.3,463.75,26762.0,174.47,136.18,214.52,56.36,61.02,3483.0,112.53,16.0,580.25,1.8876,1.5454,170.51,61.0,1661.0,56.36,1526.1,2.628,1.8903,2.421,949.3,1.548,18.645,301.8
