,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2017-08-04 00:01:00,0.7962,33.51,1.3156,365.0,2058.0,0.7961,70.37,2470.5,1.1905,118.34375,150.975,65.95,0.0090995,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.5,495.8,1405.8,953.25,14.4,1.0361,307.1,135.84375,108.1875,126.390625,167.53125,155.15625,11.45,457.75,21978.0,163.45,132.43,165.76,48.91,51.9,3461.0,112.105,14.5,484.75,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.94,1274.0,2.883,1.6373,2.784,966.0,1.6338,16.655,388.4
2017-08-04 00:02:00,0.7961,33.51,1.3156,365.0,2058.0,0.79605,70.37,2470.5,1.1905,118.34375,150.975,65.95,0.0090995,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.5,495.8,1405.8,953.25,14.4,1.0361,307.1,135.84375,108.1875,126.390625,167.5625,155.15625,11.45,457.75,21978.0,163.45,132.43,165.76,48.91,51.9,3461.0,112.105,14.5,484.75,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.91,1274.0,2.883,1.6373,2.784,965.9,1.6338,16.655,388.4
2017-08-04 00:03:00,0.7961,33.5,1.3156,365.0,2058.0,0.79605,70.37,2470.5,1.19045,118.34375,150.975,65.95,0.0090995,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.75,495.8,1405.8,953.25,14.4,1.0361,307.1,135.84375,108.1875,126.390625,167.5625,155.15625,11.45,457.75,21978.0,163.45,132.43,165.76,48.91,51.88,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.91,1274.0,2.883,1.6373,2.784,965.9,1.6338,16.655,388.4
2017-08-04 00:04:00,0.7961,33.5,1.3157,365.0,2058.0,0.79615,70.37,2470.5,1.1905,118.34375,150.975,65.95,0.0091005,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.75,495.8,1405.8,953.25,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.15625,11.45,457.75,21977.0,163.45,132.43,165.76,48.91,51.9,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.92,1274.1,2.883,1.638,2.784,966.2,1.6338,16.655,388.4
2017-08-04 00:05:00,0.7961,33.5,1.3157,365.0,2058.0,0.79615,70.38,2470.5,1.1905,118.34375,150.975,65.95,0.0091005,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.5,495.8,1405.8,953.25,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.15625,11.45,457.75,21977.0,163.45,132.43,165.76,48.91,51.9,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.92,1274.2,2.8835,1.638,2.784,966.2,1.6338,16.655,388.4
2017-08-04 00:06:00,0.7961,33.5,1.3157,365.0,2058.0,0.79615,70.38,2470.5,1.1905,118.34375,150.975,65.95,0.0091015,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.5,495.8,1405.8,953.25,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.1875,11.45,457.75,21977.0,163.45,132.43,165.76,48.91,51.88,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.9,1593.0,48.91,1274.2,2.883,1.638,2.784,966.2,1.6338,16.655,388.4
2017-08-04 00:07:00,0.7961,33.54,1.3157,365.0,2058.0,0.7962,70.38,2470.5,1.1905,118.34375,150.975,65.95,0.0091015,139.95,459.75,114.675,1952.3,1067.8,19950.0,19960.0,5889.5,495.8,1405.8,953.25,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.1875,11.45,457.75,21977.0,163.45,132.43,165.76,48.93,51.9,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.89,1593.0,48.93,1274.3,2.883,1.638,2.785,966.3,1.6338,16.66,388.4
2017-08-04 00:08:00,0.7962,33.54,1.3157,365.0,2058.0,0.7962,70.38,2470.25,1.19055,118.34375,150.975,65.95,0.0091015,139.95,459.75,114.675,1952.3,1067.8,19945.0,19960.0,5889.5,495.8,1405.8,953.5,14.4,1.036,307.1,135.84375,108.1875,126.375,167.5625,155.1875,11.45,457.75,21977.0,163.45,132.43,165.76,48.93,51.89,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.89,1593.0,48.93,1274.2,2.883,1.638,2.785,966.4,1.6338,16.66,388.4
2017-08-04 00:09:00,0.7962,33.54,1.3157,365.0,2058.0,0.79605,70.38,2470.25,1.19055,118.34375,150.975,65.95,0.009101,139.95,459.75,114.675,1952.3,1067.8,19945.0,19960.0,5889.5,495.8,1405.8,953.5,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.15625,11.45,457.75,21977.0,163.45,132.43,165.76,48.93,51.89,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.89,1593.0,48.93,1274.2,2.882,1.638,2.785,966.4,1.6338,16.66,388.4
2017-08-04 00:10:00,0.7962,33.54,1.3157,365.0,2058.0,0.79625,70.38,2470.25,1.19055,118.34375,150.975,65.95,0.009101,139.95,459.75,114.675,1952.3,1067.8,19945.0,19955.0,5889.25,495.8,1405.8,953.5,14.4,1.036,307.1,135.84375,108.1875,126.375,167.53125,155.15625,11.4,457.75,21976.0,163.45,132.43,165.76,48.91,51.88,3461.0,112.105,14.5,484.5,1.6281,1.6268,2137.0,149.88,51.89,1593.0,48.91,1274.2,2.8825,1.638,2.785,966.5,1.6338,16.66,388.4
