,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-01-08 00:01:00,112.015625,0.9094,39.85,1.5935,416.25,3290.0,0.9669,73.13,1137.75,1.431,114.60156200000002,96.6,67.8,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.5,1018.0,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10548.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.38,1125.5,3.4135,2.1795,5.806,1546.6,2.1295,18.13,724.5
2010-01-08 00:02:00,112.015625,0.9094,39.85,1.5935,416.25,3290.0,0.9669,73.13,1137.75,1.431,114.60156200000002,96.6,67.8,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.5,1018.5,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10548.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.38,1125.6,3.4135,2.1795,5.806,1546.6,2.1295,18.13,724.5
2010-01-08 00:03:00,112.015625,0.9094,39.85,1.5935,416.0,3290.0,0.9669,73.13,1137.75,1.4311,114.60156200000002,96.6,67.8,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.5,1018.75,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10548.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.38,1125.5,3.4135,2.1795,5.808,1546.6,2.1295,18.13,724.5
2010-01-08 00:04:00,112.015625,0.9095,39.85,1.5935,416.0,3290.0,0.9669,73.13,1137.75,1.4311,114.60156200000002,96.6,67.8,0.010738,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.5,1019.25,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10547.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.36,1125.5,3.414,2.1795,5.808,1546.6,2.1295,18.13,724.5
2010-01-08 00:05:00,112.015625,0.9095,39.85,1.5935,416.0,3290.0,0.9669,73.13,1138.0,1.4311,114.609375,96.6,67.8,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.5,1019.25,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10547.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.38,1125.1,3.414,2.1795,5.808,1546.6,2.1295,18.125,724.5
2010-01-08 00:06:00,112.015625,0.9095,39.85,1.5935,416.0,3290.0,0.9669,73.13,1138.0,1.4312,114.609375,96.6,67.8,0.010736,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.5,1019.25,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10547.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.4,1124.8,3.413,2.1795,5.807,1546.6,2.1295,18.125,724.5
2010-01-08 00:07:00,112.015625,0.9095,39.84,1.5935,416.0,3290.0,0.9669,73.13,1138.25,1.4312,114.609375,96.6,67.8,0.010736,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.5,1019.25,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10550.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.4,1125.0,3.413,2.1795,5.805,1546.6,2.1295,18.125,724.5
2010-01-08 00:08:00,112.015625,0.9096,39.88,1.5935,416.25,3290.0,0.9669,73.13,1137.75,1.4312,114.609375,96.6,67.8,0.010734,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.5,1019.5,27.81,0.9674,298.4,108.32031200000002,115.625,114.875,20.7,550.25,10551.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.37,1125.1,3.414,2.1795,5.805,1546.6,2.1295,18.125,724.5
2010-01-08 00:09:00,112.015625,0.9096,39.88,1.5938,416.0,3290.0,0.9669,73.13,1138.0,1.4312,114.609375,96.6,67.8,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.5,1019.5,27.81,0.9674,298.4,108.32031200000002,115.640625,114.875,20.7,550.25,10551.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.4,1125.1,3.414,2.1795,5.805,1546.6,2.1295,18.13,724.5
2010-01-08 00:10:00,112.015625,0.9096,39.88,1.5938,416.0,3290.0,0.9669,73.13,1138.0,1.4312,114.609375,96.6,67.8,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.5,1019.25,27.81,0.9674,298.4,108.32031200000002,115.640625,114.875,20.7,550.25,10551.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.4,1125.2,3.4125,2.1795,5.808,1546.6,2.1295,18.13,724.5
2010-01-08 00:11:00,112.015625,0.9096,39.87,1.5941,416.0,3290.0,0.9669,73.13,1137.75,1.4314,114.609375,96.6,67.8,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.5,1019.5,27.81,0.9674,298.4,108.328125,115.640625,114.90625,20.7,550.25,10551.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.4,1125.2,3.4125,2.1795,5.808,1546.6,2.1295,18.13,724.5
2010-01-08 00:12:00,112.015625,0.9095,39.88,1.5941,416.25,3290.0,0.9671,73.13,1138.0,1.4314,114.609375,96.6,67.825,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.5,639.5,1019.5,27.81,0.9675,298.4,108.328125,115.640625,114.9375,20.7,549.0,10553.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.39,1125.6,3.4125,2.1795,5.808,1546.6,2.1295,18.135,724.5
2010-01-08 00:13:00,112.015625,0.9096,39.88,1.5941,416.25,3290.0,0.9672,73.13,1138.0,1.4314,114.609375,96.6,67.825,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.5,1019.5,27.81,0.9675,298.4,108.328125,115.640625,114.9375,20.7,549.0,10553.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.36,1125.6,3.4125,2.1795,5.809,1546.6,2.1295,18.135,724.5
2010-01-08 00:14:00,112.015625,0.9097,39.85,1.5941,416.5,3290.0,0.9671,73.13,1138.25,1.4315,114.609375,96.6,67.825,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.5,1019.25,27.81,0.9675,298.3,108.328125,115.640625,114.9375,20.7,549.0,10553.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.34,1125.7,3.4125,2.1795,5.809,1548.0,2.1295,18.14,724.5
2010-01-08 00:15:00,112.015625,0.9095,39.84,1.5941,416.25,3290.0,0.9671,73.13,1138.25,1.4315,114.609375,96.6,67.825,0.010737,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.25,639.5,1019.25,27.81,0.9675,298.5,108.328125,115.640625,114.90625,20.7,549.0,10553.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.35,1126.0,3.4125,2.1795,5.809,1548.0,2.1295,18.145,724.5
2010-01-08 00:16:00,112.015625,0.9094,39.84,1.5941,416.5,3290.0,0.967,73.13,1138.0,1.4315,114.609375,96.6,67.825,0.010736,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.25,639.9,1019.5,27.81,0.9675,298.5,108.328125,115.65625,114.9375,20.7,549.0,10551.0,121.3,115.83,96.36,82.39,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.38,1125.9,3.4125,2.1795,5.811,1548.0,2.1295,18.145,724.5
2010-01-08 00:17:00,112.015625,0.9091,39.84,1.594,416.5,3290.0,0.9668,73.13,1138.0,1.4313,114.609375,96.6,67.825,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.25,639.9,1019.5,27.81,0.9673,298.5,108.328125,115.65625,114.9375,20.7,549.0,10551.0,121.3,115.83,96.36,82.35,81.16,3022.0,108.07,2.1756,1348.0,2267.0,82.3,1125.6,3.4135,2.1795,5.811,1548.0,2.1295,18.14,724.5
2010-01-08 00:18:00,112.015625,0.9092,39.84,1.594,416.5,3290.0,0.9667,73.13,1138.0,1.431,114.609375,96.6,67.825,0.010735,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.5,639.9,1019.75,27.81,0.9673,298.5,108.328125,115.65625,114.9375,20.7,549.0,10550.0,121.3,115.83,96.36,82.27,81.12,3022.0,108.07,2.1756,1348.0,2267.0,82.3,1125.3,3.413,2.1795,5.811,1548.0,2.1295,18.14,724.5
2010-01-08 00:19:00,112.015625,0.909,39.84,1.594,416.5,3290.0,0.9666,73.13,1138.25,1.431,114.609375,96.6,67.825,0.010734,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1019.75,27.81,0.9672,298.5,108.328125,115.640625,114.9375,20.7,549.25,10550.0,121.3,115.83,96.36,82.27,81.12,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1125.2,3.4115,2.1795,5.811,1548.0,2.1295,18.14,724.5
2010-01-08 00:20:00,112.015625,0.9092,39.84,1.594,416.5,3290.0,0.9666,73.13,1138.25,1.431,114.609375,96.6,67.825,0.010734,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1020.0,27.81,0.9672,298.5,108.328125,115.640625,114.9375,20.7,549.75,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1125.1,3.41,2.1795,5.811,1548.0,2.1295,18.145,724.5
2010-01-08 00:21:00,112.015625,0.9092,39.87,1.594,416.5,3290.0,0.9667,73.13,1138.25,1.4311,114.609375,96.75,67.825,0.010733,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1019.75,27.81,0.9673,298.5,108.328125,115.640625,114.9375,20.7,550.0,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1125.2,3.409,2.1795,5.811,1548.0,2.1295,18.135,724.5
2010-01-08 00:22:00,112.015625,0.9092,39.84,1.5942,416.25,3290.0,0.9667,73.13,1138.0,1.431,114.609375,96.75,67.825,0.010731999999999998,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1019.75,27.81,0.9673,298.6,108.328125,115.640625,114.9375,20.7,550.25,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.26,1125.0,3.409,2.1795,5.811,1548.0,2.1295,18.13,724.5
2010-01-08 00:23:00,112.015625,0.9092,39.86,1.5945,416.25,3290.0,0.9666,73.13,1138.0,1.4313,114.609375,96.75,67.825,0.010731999999999998,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1019.75,27.81,0.9673,298.6,108.328125,115.640625,114.9375,20.7,550.25,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1125.0,3.4085,2.1795,5.811,1548.0,2.1295,18.13,724.5
2010-01-08 00:24:00,112.015625,0.9092,39.82,1.5943,416.25,3290.0,0.9666,73.13,1138.25,1.4313,114.609375,96.75,67.825,0.010733,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1020.0,27.81,0.9672,298.6,108.328125,115.640625,114.90625,20.7,550.25,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.32,1125.4,3.41,2.1795,5.811,1548.0,2.1295,18.125,724.5
2010-01-08 00:25:00,112.015625,0.9091,39.82,1.5946,416.25,3290.0,0.9665,73.13,1138.0,1.4309,114.60156200000002,96.75,67.825,0.010731999999999998,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1879.0,639.9,1020.0,27.81,0.9673,298.6,108.328125,115.640625,114.90625,20.7,550.25,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.34,1125.3,3.409,2.1795,5.806,1548.0,2.1295,18.14,724.5
2010-01-08 00:26:00,112.015625,0.909,39.82,1.5943,416.25,3290.0,0.9664,73.13,1138.0,1.4308,114.60156200000002,96.75,67.825,0.010731000000000001,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.9,1020.0,27.81,0.967,298.6,108.328125,115.640625,114.90625,20.7,549.75,10549.0,121.3,115.83,96.36,82.27,81.11,3022.0,108.07,2.1756,1348.0,2267.0,82.32,1125.0,3.409,2.1795,5.806,1549.2,2.1295,18.125,724.5
2010-01-08 00:27:00,112.015625,0.909,39.82,1.5943,416.25,3290.0,0.9664,73.13,1138.0,1.431,114.60156200000002,96.75,67.825,0.01073,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.9,1020.0,27.81,0.967,298.6,108.328125,115.640625,114.90625,20.7,549.75,10549.0,121.3,115.83,96.36,82.27,81.17,3022.0,108.07,2.1756,1348.0,2267.0,82.31,1125.0,3.409,2.1795,5.811,1549.2,2.1295,18.12,724.5
2010-01-08 00:28:00,112.015625,0.909,39.82,1.5943,416.25,3290.0,0.9664,73.13,1137.75,1.431,114.60156200000002,96.725,67.825,0.01073,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.75,639.9,1019.75,27.81,0.967,298.6,108.328125,115.640625,114.90625,20.7,550.0,10549.0,121.3,115.83,96.36,82.27,81.17,3022.0,108.07,2.1756,1348.0,2267.0,82.31,1125.1,3.409,2.1795,5.812,1549.2,2.1295,18.125,724.5
2010-01-08 00:29:00,112.015625,0.9091,39.82,1.5942,416.25,3290.0,0.9665,73.13,1138.0,1.4309,114.609375,96.725,67.825,0.010729,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.9,1019.75,27.81,0.967,298.6,108.328125,115.640625,114.90625,20.7,550.0,10549.0,121.3,115.83,96.36,82.27,81.18,3022.0,108.07,2.1756,1348.0,2267.0,82.3,1125.0,3.409,2.1795,5.814,1549.2,2.1295,18.13,724.5
2010-01-08 00:30:00,112.015625,0.9089,39.86,1.5943,416.25,3290.0,0.9665,73.13,1137.75,1.4309,114.609375,96.725,67.825,0.010729,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.9,1019.75,27.81,0.967,298.6,108.328125,115.640625,114.90625,20.7,550.0,10549.0,121.3,115.83,96.36,82.24,81.05,3022.0,108.07,2.1756,1348.0,2267.0,82.24,1125.1,3.409,2.1795,5.816,1549.2,2.1295,18.13,724.5
2010-01-08 00:31:00,112.015625,0.9089,39.87,1.5944,416.25,3290.0,0.9665,73.13,1137.75,1.431,114.609375,96.725,67.825,0.010728,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.9,1020.0,27.81,0.9672,298.5,108.328125,115.625,114.9375,20.7,550.5,10549.0,121.3,115.83,96.36,82.24,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.23,1124.9,3.4085,2.1795,5.815,1549.2,2.1295,18.125,724.5
2010-01-08 00:32:00,112.015625,0.9089,39.87,1.5943,416.0,3290.0,0.9665,73.13,1137.75,1.431,114.609375,96.725,67.825,0.010728,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.9,1019.75,27.81,0.9673,298.5,108.328125,115.625,114.9375,20.7,550.5,10549.0,121.3,115.83,96.36,82.24,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.25,1125.0,3.411,2.1795,5.816,1549.2,2.1295,18.125,724.5
2010-01-08 00:33:00,112.015625,0.9089,39.87,1.5941,416.5,3290.0,0.9665,73.13,1137.75,1.431,114.609375,96.725,67.825,0.010726000000000001,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.9,1020.0,27.81,0.9673,298.5,108.328125,115.625,114.9375,20.7,550.5,10549.0,121.3,115.83,96.36,82.24,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.25,1124.3,3.411,2.1795,5.816,1549.2,2.1295,18.13,724.5
2010-01-08 00:34:00,112.015625,0.9085,39.87,1.594,416.5,3290.0,0.9663,73.13,1137.5,1.4306,114.609375,96.725,67.825,0.010725,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.25,639.9,1020.25,27.81,0.967,298.5,108.328125,115.640625,114.9375,20.7,550.75,10549.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.22,1124.0,3.411,2.1795,5.82,1549.2,2.1295,18.12,724.5
2010-01-08 00:35:00,112.015625,0.9083,39.88,1.594,416.5,3290.0,0.9661,73.13,1137.75,1.4305,114.609375,96.725,67.825,0.010723,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.9,1020.0,27.81,0.967,298.5,108.328125,115.640625,114.9375,20.7,550.5,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.22,1124.0,3.411,2.1795,5.821000000000001,1549.2,2.1291,18.115,724.5
2010-01-08 00:36:00,112.015625,0.9083,39.86,1.594,416.5,3290.0,0.9662,73.13,1137.5,1.4303,114.609375,96.725,67.825,0.010724,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.9,1019.5,27.81,0.9669,298.4,108.328125,115.640625,114.9375,20.7,550.5,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.23,1123.8,3.409,2.1795,5.82,1549.2,2.1293,18.105,724.5
2010-01-08 00:37:00,112.015625,0.9083,39.82,1.5939,416.0,3290.0,0.9661,73.13,1137.5,1.4302,114.61718700000002,96.725,67.825,0.010721,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.9,1019.25,27.81,0.9666,298.3,108.328125,115.640625,114.9375,20.7,550.25,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.21,1123.6,3.407,2.1795,5.82,1549.2,2.1293,18.105,724.5
2010-01-08 00:38:00,112.015625,0.9083,39.82,1.5938,416.0,3290.0,0.9662,73.13,1137.5,1.4302,114.61718700000002,96.725,67.825,0.010722,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1019.25,27.81,0.9667,298.3,108.328125,115.640625,114.90625,20.7,550.25,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.22,1123.3,3.409,2.1795,5.82,1546.0,2.1293,18.105,724.5
2010-01-08 00:39:00,112.015625,0.9084,39.78,1.5938,415.75,3290.0,0.9662,73.13,1137.5,1.4302,114.61718700000002,96.725,67.825,0.010723,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1018.5,27.81,0.9666,298.3,108.328125,115.640625,114.90625,20.7,550.25,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.23,1123.5,3.405,2.1795,5.821000000000001,1545.6,2.1293,18.105,724.5
2010-01-08 00:40:00,112.015625,0.9086,39.8,1.5941,415.75,3290.0,0.9662,73.13,1137.5,1.4305,114.61718700000002,96.725,67.825,0.01072,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1018.0,27.81,0.9666,298.1,108.328125,115.640625,114.90625,20.7,550.0,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.22,1123.5,3.406,2.1795,5.821000000000001,1545.6,2.1293,18.1,724.5
2010-01-08 00:41:00,112.015625,0.9087,39.79,1.594,415.75,3290.0,0.9664,73.13,1137.5,1.4305,114.61718700000002,96.725,67.825,0.01072,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1018.5,27.81,0.9666,298.0,108.328125,115.65625,114.90625,20.7,550.0,10548.0,121.3,115.83,96.36,82.23,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.24,1123.5,3.406,2.1795,5.821000000000001,1545.6,2.1293,18.095,724.5
2010-01-08 00:42:00,112.015625,0.9087,39.77,1.594,415.75,3290.0,0.9664,73.13,1137.5,1.4305,114.609375,96.725,67.825,0.010722,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1019.5,27.81,0.9666,298.5,108.328125,115.65625,114.90625,20.7,550.0,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.24,1123.5,3.406,2.1791,5.821000000000001,1545.6,2.1293,18.095,724.5
2010-01-08 00:43:00,112.015625,0.9087,39.77,1.5938,415.75,3290.0,0.9662,73.13,1137.5,1.4303,114.609375,96.725,67.825,0.010721,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1019.5,27.81,0.9666,298.3,108.328125,115.640625,114.90625,20.7,550.0,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.24,1123.4,3.402,2.1791,5.824,1545.6,2.1293,18.1,724.5
2010-01-08 00:44:00,112.015625,0.9087,39.75,1.5938,416.0,3290.0,0.9662,73.13,1137.5,1.4302,114.609375,96.725,67.825,0.01072,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.0,639.4,1019.0,27.81,0.9666,298.5,108.328125,115.640625,114.90625,20.7,550.0,10548.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.25,1123.5,3.4025,2.1791,5.824,1545.6,2.1293,18.09,724.5
2010-01-08 00:45:00,112.015625,0.9088,39.77,1.5935,416.0,3290.0,0.9662,73.13,1137.75,1.4304,114.60156200000002,96.725,67.825,0.01072,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.0,27.81,0.9666,298.5,108.328125,115.640625,114.90625,20.7,550.0,10546.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1123.4,3.4015,2.1791,5.824,1545.6,2.1293,18.08,724.5
2010-01-08 00:46:00,112.015625,0.9086,39.77,1.5935,416.0,3290.0,0.9662,73.13,1137.75,1.4303,114.609375,96.725,67.825,0.01072,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.5,27.81,0.9666,298.5,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1123.3,3.403,2.1791,5.824,1545.6,2.1293,18.085,724.5
2010-01-08 00:47:00,112.015625,0.9083,39.82,1.5938,415.75,3290.0,0.9662,73.13,1137.5,1.4303,114.609375,96.725,67.825,0.010721,142.15,544.0,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1020.0,27.81,0.9666,298.5,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.22,81.02,3022.0,108.07,2.1756,1348.0,2267.0,82.26,1123.6,3.402,2.1791,5.825,1545.6,2.1293,18.09,724.5
2010-01-08 00:48:00,112.015625,0.9071,39.81,1.593,415.75,3290.0,0.9659,73.13,1137.75,1.43,114.609375,96.725,67.825,0.010718,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.5,27.81,0.9663,298.5,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.24,81.03,3022.0,108.07,2.1756,1348.0,2267.0,82.25,1123.1,3.4025,2.1791,5.8229999999999995,1545.6,2.1293,18.09,724.5
2010-01-08 00:49:00,112.015625,0.9075,39.82,1.5933,416.0,3290.0,0.966,73.13,1137.75,1.4302,114.609375,96.725,67.825,0.010719,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.5,27.81,0.9664,298.5,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.24,81.03,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1123.0,3.402,2.18,5.8229999999999995,1545.6,2.1293,18.09,724.5
2010-01-08 00:50:00,112.015625,0.9072,39.83,1.5929,416.0,3290.0,0.9659,73.13,1137.75,1.4302,114.60156200000002,96.725,67.825,0.010719,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.5,27.81,0.9665,298.5,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.24,81.03,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1122.8,3.4045,2.18,5.8229999999999995,1545.6,2.1293,18.08,724.5
2010-01-08 00:51:00,112.015625,0.9072,39.83,1.5929,415.75,3290.0,0.9659,73.13,1137.75,1.43,114.60156200000002,96.725,67.825,0.010722,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.75,27.81,0.9665,298.7,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.27,81.06,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1123.0,3.4055,2.18,5.8229999999999995,1545.6,2.1293,18.085,724.5
2010-01-08 00:52:00,112.015625,0.9077,39.83,1.5935,415.75,3290.0,0.9661,73.13,1137.75,1.4305,114.60156200000002,96.725,67.825,0.010724,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.75,27.81,0.9666,298.7,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.27,81.06,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1123.1,3.403,2.18,5.8260000000000005,1545.6,2.1293,18.1,724.5
2010-01-08 00:53:00,112.015625,0.9077,39.83,1.5932,415.75,3290.0,0.9661,73.02,1137.75,1.4306,114.60156200000002,96.725,67.825,0.010723,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.75,27.81,0.9667,298.7,108.328125,115.640625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.27,81.06,3022.0,108.07,2.1756,1348.0,2267.0,82.28,1123.1,3.406,2.18,5.832000000000001,1545.6,2.1293,18.095,724.5
2010-01-08 00:54:00,112.015625,0.9075,39.84,1.5928,416.5,3290.0,0.9661,73.02,1137.75,1.4304,114.609375,96.725,67.825,0.010723,142.15,543.5,86.0,1618.7,1026.4,10825.0,10865.0,1878.5,639.4,1019.75,27.81,0.9667,298.5,108.328125,115.65625,114.9375,20.7,550.0,10546.0,121.3,115.83,96.36,82.26,81.04,3022.0,108.07,2.1756,1348.0,2267.0,82.27,1122.9,3.406,2.18,5.832000000000001,1545.6,2.1293,18.09,724.5
