,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-04-06 00:01:00,0.7678,31.61,1.4041,6765.0,386.0,2545.0,0.7844,83.3,2633.5,1.2302,114.234375,137.35,73.35,0.009366,117.7,497.75,103.95,1994.2,1167.4,21635.0,21670.0,6523.75,527.9,1532.6,1018.25,12.35,1.0447,382.2,129.046875,106.28125,120.6875,157.96875,145.09375,20.1,464.25,24176.0,159.24,131.13,164.82,63.12,67.95,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.13,1333.5,3.0365,1.9694,2.6830000000000003,915.1,1.9721,16.375,350.6
2018-04-06 00:02:00,0.7678,31.61,1.4041,6765.0,386.0,2545.0,0.7844,83.3,2633.0,1.2304,114.234375,137.35,73.35,0.009367499999999999,117.7,497.75,103.95,1994.2,1167.4,21625.0,21665.0,6522.5,527.9,1532.3,1018.25,12.35,1.0448,382.2,129.046875,106.28125,120.6875,157.96875,145.09375,20.05,464.25,24170.0,159.24,131.13,164.82,63.12,67.9,3321.0,111.93,18.0,604.0,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.09,1333.6,3.036,1.9694,2.6839999999999997,915.2,1.9716,16.375,350.6
2018-04-06 00:03:00,0.7679,31.61,1.4042,6775.0,386.0,2545.0,0.7845,83.3,2633.25,1.23045,114.234375,137.35,73.35,0.009366,117.7,497.75,103.95,1994.2,1167.4,21635.0,21670.0,6524.75,527.9,1532.3,1018.25,12.35,1.0449,382.2,129.046875,106.28125,120.6875,157.96875,145.09375,20.05,464.25,24174.0,159.24,131.13,164.82,63.12,67.93,3321.0,111.93,18.0,604.0,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.12,1333.4,3.0375,1.9694,2.6839999999999997,914.9,1.9716,16.37,350.6
2018-04-06 00:04:00,0.7679,31.61,1.404,6795.0,386.0,2545.0,0.78445,83.3,2633.75,1.23035,114.2265625,137.35,73.35,0.0093665,117.7,497.75,103.95,1994.2,1167.4,21640.0,21675.0,6525.0,527.9,1532.9,1018.25,12.35,1.0448,382.2,129.046875,106.28125,120.671875,157.9375,145.0625,20.05,464.25,24174.0,159.24,131.13,164.82,63.12,67.95,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.14,1333.4,3.0375,1.97,2.6839999999999997,915.5,1.9716,16.37,350.6
2018-04-06 00:05:00,0.7679,31.61,1.404,6800.0,386.0,2545.0,0.78445,83.29,2633.75,1.23035,114.2265625,137.35,73.35,0.0093665,117.7,497.75,103.95,1994.2,1167.4,21645.0,21685.0,6524.5,527.9,1532.9,1018.25,12.35,1.0448,382.2,129.046875,106.28125,120.6875,157.9375,145.0625,20.05,464.25,24176.0,159.24,131.13,164.82,63.12,67.95,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.14,1333.6,3.037,1.97,2.6839999999999997,916.2,1.9716,16.375,350.6
2018-04-06 00:06:00,0.768,31.61,1.4041,6800.0,386.0,2545.0,0.78445,83.28,2632.5,1.23045,114.2265625,137.35,73.35,0.009367,117.7,497.75,103.95,1994.2,1167.4,21640.0,21675.0,6520.75,527.9,1532.0,1018.25,12.35,1.0449,382.2,129.046875,106.28125,120.6875,157.9375,145.09375,20.1,464.25,24166.0,159.24,131.13,164.82,63.12,67.94,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.14,1333.8,3.038,1.97,2.6830000000000003,916.1,1.9716,16.375,350.6
2018-04-06 00:07:00,0.768,31.61,1.404,6805.0,386.0,2545.0,0.78445,83.28,2633.0,1.23045,114.2265625,137.35,73.35,0.009367,117.7,497.75,103.95,1994.2,1167.4,21635.0,21675.0,6523.25,527.9,1532.3,1018.25,12.35,1.0449,382.2,129.03125,106.28125,120.6875,157.9375,145.09375,20.1,464.25,24170.0,159.24,131.13,164.82,63.12,67.94,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.15,1333.5,3.0375,1.97,2.6830000000000003,914.8,1.9716,16.365,350.6
2018-04-06 00:08:00,0.768,31.61,1.4039,6805.0,386.0,2545.0,0.78445,83.28,2634.0,1.23045,114.234375,137.35,73.35,0.0093665,117.7,497.5,103.95,1994.2,1167.4,21645.0,21680.0,6526.0,527.9,1532.5,1018.25,12.35,1.0448,382.2,129.046875,106.28125,120.6875,157.96875,145.09375,20.1,464.0,24180.0,159.24,131.13,164.82,63.12,67.94,3321.0,111.93,18.0,604.25,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.16,1333.4,3.0385,1.97,2.6830000000000003,915.2,1.9716,16.37,350.6
2018-04-06 00:09:00,0.7679,31.61,1.4039,6805.0,386.0,2545.0,0.7845,83.28,2635.25,1.23035,114.2265625,137.35,73.35,0.0093655,117.7,497.0,103.95,1994.2,1167.4,21655.0,21690.0,6530.25,527.9,1533.7,1018.5,12.35,1.0448,382.3,129.03125,106.28125,120.6875,157.9375,145.09375,20.05,463.75,24190.0,159.24,131.13,164.82,63.12,67.98,3321.0,111.93,18.0,604.5,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.17,1333.4,3.0385,1.9703,2.68,915.6,1.9716,16.37,350.6
2018-04-06 00:10:00,0.7679,31.61,1.404,6795.0,386.0,2545.0,0.78455,83.28,2635.75,1.2304,114.2265625,137.35,73.35,0.0093655,117.7,497.0,103.95,1994.2,1167.4,21650.0,21685.0,6530.0,527.9,1533.9,1018.5,12.35,1.0448,382.3,129.03125,106.28125,120.6875,157.9375,145.09375,20.05,463.75,24190.0,159.24,131.13,164.82,63.12,68.01,3321.0,111.93,18.0,604.5,1.9667,1.9715,1757.0,154.25,67.9,1720.0,63.19,1333.4,3.039,1.9703,2.682,916.0,1.9716,16.37,350.6
