time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2020-08-07 04:01:00+00:00,453.0,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.6,,,,43.86,,,,,,,263.93,,,42.44,,44.29,6.45,68.81,,,,,,,,,,,96.6,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,204.2,,274.21,,,,,,,,334.02,,,29.93,,,171.62,,1485.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:02:00+00:00,453.0,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.6,,,,43.86,,,,,,,264.0,,,42.35,,44.29,6.45,68.81,,,,,,,,,,,96.6,,48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,215.51,,,,,,,,,,,,,,,,,,204.2,,274.1,,,,,,,,334.02,,,29.93,,,171.62,,1485.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:03:00+00:00,453.15,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.6,,,,43.86,,,,,,,264.0,,,42.2,,44.0,6.45,68.81,,,,,,,,,,,96.6,,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,215.51,,,,,,,,,,,,,,,,,,204.2,,274.1,,,,,,,,333.93,,,29.93,,,171.62,,1485.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:04:00+00:00,453.5,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.99,,,129.5,,,,43.86,,,,,,,264.03,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.47,,,,,,,,,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,274.06,,,,,,,,333.9,,,29.93,,,171.62,,1485.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:05:00+00:00,453.5,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98,,,129.5,,,,43.86,,,,,,,264.03,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,274.0,,,,,,,,333.9,,,29.93,,,171.62,,1485.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:06:00+00:00,452.95,,,,,,,,,,,,,,86.2,,,170.72,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98,,,129.5,,,,43.86,,,,,,,264.03,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.41,,,,,,,,47.44,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,273.87,,,,,,,,333.65,,,29.93,,,171.75,,1486.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:07:00+00:00,452.95,,,,,,,,,,,,,,86.2,,,171.12,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98,,,129.5,,,,43.86,,,,,,,264.02,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.35,,,,,,,,47.44,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,273.89,,,,,,,,333.79,,,29.93,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:08:00+00:00,452.65,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,129.5,,,,43.86,,,,,,,264.03,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.35,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,273.76,,,,,,,,333.71,,,29.93,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:09:00+00:00,452.95,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,129.5,,,,43.86,,,,,,,264.03,,,42.25,,44.0,6.45,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.71,,,,,,,,,,,,,,,,,204.2,110.5,273.74,,,,,,,,333.62,,,29.93,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:10:00+00:00,452.95,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,129.5,,,,43.86,,,,,,,264.03,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,204.2,110.5,273.73,,,,,,,,333.61,,,29.93,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,,,,,,,
2020-08-07 04:11:00+00:00,452.8,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.86,,,129.5,,,,43.86,,,,,,,264.03,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.26,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,204.2,110.5,273.59,,,,,,,,333.55,,,29.93,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:12:00+00:00,452.8,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,129.5,,,,43.86,,,,,,,263.01,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.26,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,204.2,110.5,273.7,,,,,,,,333.55,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:13:00+00:00,452.76,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,129.5,,,,43.86,,,,,,,263.01,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,204.2,110.5,273.72,,,,,,,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:14:00+00:00,452.5,,,,,,,,,,,,,,86.2,,,171.12,25.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,129.5,,,,43.86,,,,,,,263.37,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.73,,,,,,,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:15:00+00:00,452.5,,,,,,,,,,,,,,86.2,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,129.5,,,,43.86,,,,,,,263.37,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.7,,,,,,,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:16:00+00:00,452.5,,,,,,,,,,,,,,86.2,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.82,,,129.5,,,,43.86,,,,,,,263.37,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.22,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.51,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.7,,,,,,,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:17:00+00:00,452.5,,,,,,,,,,,,,,86.2,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.77,,,129.5,,,,43.86,,,,,,,263.05,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.18,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.78,,,,,,,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:18:00+00:00,452.5,,,,,,,,,,,,,,86.2,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,,,,,,,,,,,96.6,,48.15,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.66,,,,,,61.53,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:19:00+00:00,452.8,,,,,,,,,,,,,,86.2,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.1,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.67,,,,,,61.53,,333.6,,,29.83,,,171.75,,1486.0,37.67,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:20:00+00:00,452.8,,,,,,,,,,,,,,85.63,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.1,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.67,,,,19.37,,61.53,,333.63,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:21:00+00:00,452.8,,,,,,,,,,,,,,85.63,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.1,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.67,,,,19.37,,61.53,,333.63,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:22:00+00:00,452.8,,,,,,,,,,,,,,86.09,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.67,,,,19.37,,61.53,,333.63,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:23:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.58,,,,19.37,,61.53,,333.5,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:24:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.15,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.15,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.58,,,,19.37,,61.53,,333.42,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:25:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.05,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.58,,,,19.37,,61.53,,333.42,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:26:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.12,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.05,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.54,,,,19.37,,61.53,,333.42,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.1,24.21,,,,,
2020-08-07 04:27:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.05,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.54,,,,19.37,,61.53,,333.42,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:28:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.05,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.54,,,,19.37,,61.53,,333.3,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:29:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.29,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.54,,,,19.37,,61.53,,333.33,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:30:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.0,,,42.18,,44.0,6.27,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.42,,,,19.37,,61.5,,333.3,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:31:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.16,,,42.18,,44.0,6.25,68.88,26.64,,,,,,,,,,96.6,,48.0,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,,,,,,,,,,202.9,110.5,273.42,,,,19.37,,61.5,,333.4,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:32:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.09,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.3,,,,,,,,,202.9,110.5,273.51,,,,19.37,,61.5,,333.28,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:33:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.09,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.3,,,,,,,,,202.9,110.5,273.47,,,,19.37,,61.5,,333.22,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:34:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.13,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.09,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.3,,,,,,,,,202.9,110.5,273.43,,,,19.07,,61.5,,333.21,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:35:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.09,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.3,,,,,,,,,202.9,110.5,273.43,,,,19.07,,61.5,,333.22,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:37:00+00:00,452.75,,,,,,,,,,,,,,86.09,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.17,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.3,,,,,,,,,202.9,110.5,273.43,,,,19.07,,61.5,,333.22,,,29.86,,,171.75,,1486.0,37.57,,,,,,,,,,,,,,,37.01,24.21,,,,,
2020-08-07 04:38:00+00:00,452.05,,,,,,,,,,,,,,85.21,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.2,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.34,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.29,,,,,,,,,202.9,110.5,273.38,,,,19.05,,61.5,,333.15,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:39:00+00:00,451.8,,,,,,,,,,,,,,85.21,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,215.13,48.58,,,,,,,,15.29,,,,,,,,,202.9,110.5,273.38,,,,19.05,,61.5,,333.15,,,29.83,,,171.75,,1486.0,37.57,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:40:00+00:00,451.8,,,,,,,,,,,,,,85.21,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.18,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.49,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.7,48.58,,,99.84,,,,,15.29,,,,,,,,,202.9,110.5,273.38,,,,19.05,,61.5,,333.15,,,29.83,,,171.75,,1486.0,37.35,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:41:00+00:00,451.8,,,,,,,,,,,,,,85.21,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.24,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.7,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.4,,,,19.05,,61.5,,333.05,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:42:00+00:00,451.8,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.5,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.46,,,,19.05,,61.5,,333.05,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:44:00+00:00,451.89,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.5,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.53,,,,19.05,,61.5,,333.05,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:45:00+00:00,451.89,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.5,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.49,,,,19.05,,61.5,,333.05,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:46:00+00:00,451.97,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.5,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.49,,,,19.05,,61.5,,333.05,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:47:00+00:00,451.97,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,263.22,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.5,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.5,,,,19.05,,61.5,,333.15,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:48:00+00:00,451.97,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,264.0,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.45,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.53,48.58,,,99.57,,,,,15.29,,,,,,,,,202.9,110.5,273.5,,,,19.05,,61.5,,333.1,,,29.83,,,171.75,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:49:00+00:00,451.97,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,264.03,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.3,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.53,48.58,,,99.57,,,,,15.3,,,,,,,,,202.9,110.5,273.5,,,,19.05,,61.5,,333.1,,,29.83,,,171.84,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:50:00+00:00,452.2,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,264.03,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.25,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.53,48.58,,,99.57,,,,,15.3,,,,,,,,,202.9,110.5,273.58,,,,19.05,,61.5,,333.1,,,29.83,,,171.84,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
2020-08-07 04:51:00+00:00,452.2,,,,,,,,,,,,,,85.6,,,171.01,25.35,,,,,,61.69,,,,,,,,,,,,,,,,,,,,,,26.68,,,129.5,,,,43.86,,,,,,,264.06,,,42.15,,44.0,6.24,68.88,26.64,,,,,,,,,,96.6,,48.25,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,214.53,48.58,,,99.57,,,,,15.3,,,,,,,,,202.9,110.5,273.58,,,,19.03,,61.5,,333.25,,,29.83,,,171.8,,1486.0,37.17,,,,,,,,,,,24.05,,,,37.01,24.21,,,,,
