,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-07-06 00:01:00,0.7386,28.46,1.3257,6500.0,349.75,2484.0,0.7617,82.17,2739.0,1.1749,113.59375,152.675,75.725,0.0090775,109.25,500.75,106.425,1959.7,1046.0,21695.0,21735.0,7121.5,1683.1,838.25,11.42,1.012,327.2,128.390625,105.875,120.296875,160.375,145.53125,15.65,502.0,24327.0,162.5,132.08,178.46,72.92,77.15,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.82,1254.9,2.7915,2.1761,2.833,843.5,2.1218,16.015,341.4
2018-07-06 00:02:00,0.7386,28.46,1.3257,6500.0,349.75,2484.0,0.7617,82.17,2738.25,1.1749,113.59375,152.675,75.725,0.009079,109.25,500.75,106.425,1959.7,1046.0,21655.0,21690.0,7119.0,1682.9,838.25,11.42,1.012,327.2,128.390625,105.875,120.296875,160.40625,145.53125,15.65,502.0,24320.0,162.5,132.08,178.46,72.92,77.16,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.83,1255.0,2.7915,2.1761,2.833,843.5,2.1218,16.015,341.4
2018-07-06 00:03:00,0.7384,28.46,1.3255,6500.0,349.75,2484.0,0.7616,82.17,2738.25,1.17485,113.59375,152.675,75.725,0.009081,109.25,500.75,106.425,1959.7,1046.0,21655.0,21690.0,7119.25,1682.5,838.25,11.42,1.012,327.2,128.390625,105.875,120.296875,160.40625,145.53125,15.7,502.0,24319.0,162.5,132.08,178.46,72.92,77.16,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.83,1255.0,2.791,2.1761,2.833,843.5,2.1218,16.015,341.4
2018-07-06 00:04:00,0.7384,28.46,1.3254,6500.0,349.75,2484.0,0.7616,82.17,2738.5,1.17475,113.59375,152.675,75.725,0.0090785,109.25,500.75,106.425,1959.7,1046.0,21655.0,21690.0,7120.0,1682.6,838.25,11.42,1.0119,327.2,128.390625,105.875,120.3125,160.4375,145.53125,15.7,502.0,24321.0,162.5,132.08,178.46,72.92,77.16,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.83,1254.9,2.791,2.1761,2.833,843.5,2.1218,16.015,341.4
2018-07-06 00:05:00,0.738,28.46,1.3252,6500.0,349.75,2484.0,0.7615,82.17,2737.75,1.17465,113.6015625,152.675,75.725,0.0090825,109.25,500.75,106.425,1959.7,1046.0,21635.0,21675.0,7116.25,1682.1,838.25,11.42,1.0119,327.2,128.40625,105.875,120.3125,160.4375,145.5625,15.75,502.0,24313.0,162.5,132.08,178.46,72.92,77.15,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.82,1254.7,2.79,2.1761,2.833,843.5,2.1218,16.01,341.4
2018-07-06 00:06:00,0.7381,28.46,1.3254,6500.0,349.75,2484.0,0.76155,82.17,2737.75,1.17475,113.6015625,152.675,75.725,0.0090815,109.25,500.75,106.425,1959.7,1046.0,21625.0,21665.0,7116.75,1682.3,838.25,11.42,1.0119,327.2,128.40625,105.875,120.3125,160.4375,145.5625,15.75,502.0,24311.0,162.5,132.08,178.46,72.92,77.15,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.81,1254.9,2.79,2.1761,2.833,843.3,2.1218,16.01,341.4
2018-07-06 00:07:00,0.738,28.46,1.3254,6500.0,349.75,2484.0,0.7615,82.17,2737.5,1.1748,113.6015625,152.675,75.725,0.0090825,109.25,500.75,106.425,1959.7,1046.0,21625.0,21665.0,7115.5,1682.1,838.25,11.42,1.012,327.2,128.40625,105.875,120.3125,160.46875,145.5625,15.75,502.0,24309.0,162.5,132.08,178.46,72.92,77.15,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.81,1255.1,2.7905,2.1761,2.833,843.3,2.1218,16.005,341.4
2018-07-06 00:08:00,0.7381,28.46,1.3255,6495.0,349.75,2484.0,0.76155,82.17,2737.5,1.17485,113.6015625,152.675,75.725,0.0090815,109.25,500.75,106.425,1959.7,1046.0,21625.0,21660.0,7115.25,1681.9,838.25,11.42,1.0121,327.2,128.421875,105.875,120.328125,160.46875,145.5625,15.75,502.0,24310.0,162.5,132.08,178.46,72.92,77.14,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.8,1255.2,2.791,2.1754,2.833,843.5,2.1212,16.01,341.4
2018-07-06 00:09:00,0.738,28.46,1.3254,6495.0,349.75,2484.0,0.76155,82.17,2737.75,1.17485,113.609375,152.675,75.725,0.0090805,109.25,500.75,106.425,1959.7,1046.0,21645.0,21680.0,7116.0,1682.2,838.0,11.42,1.0121,327.2,128.421875,105.875,120.328125,160.46875,145.59375,15.75,502.25,24311.0,162.5,132.08,178.46,72.92,77.14,3453.0,112.045,15.65,666.0,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.79,1255.2,2.791,2.1754,2.833,843.8,2.1212,16.015,341.4
2018-07-06 00:10:00,0.738,28.46,1.3255,6495.0,349.75,2484.0,0.76155,82.17,2738.0,1.17485,113.6015625,152.675,75.725,0.009081,109.25,500.75,106.425,1959.7,1046.0,21645.0,21680.0,7116.5,1682.3,838.0,11.42,1.0121,327.2,128.421875,105.875,120.328125,160.46875,145.59375,15.75,502.25,24313.0,162.5,132.08,178.46,72.92,77.14,3453.0,112.045,15.65,665.75,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.8,1255.3,2.7915,2.1754,2.833,843.8,2.1212,16.015,341.4
2018-07-06 00:11:00,0.7384,28.46,1.3254,6495.0,350.0,2484.0,0.7616,82.17,2738.5,1.1749,113.6015625,152.675,75.725,0.0090795,109.25,500.75,106.425,1959.7,1046.0,21665.0,21690.0,7119.0,1682.8,838.0,11.42,1.0121,327.2,128.421875,105.875,120.328125,160.46875,145.59375,15.7,502.25,24320.0,162.5,132.08,178.46,72.92,77.16,3453.0,112.045,15.65,665.75,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.83,1255.4,2.792,2.1761,2.833,843.8,2.1212,16.015,341.4
2018-07-06 00:12:00,0.7388,28.46,1.3258,6495.0,350.0,2484.0,0.7618,82.18,2739.5,1.1752,113.6015625,152.675,75.725,0.0090785,109.25,500.75,106.425,1959.7,1046.0,21690.0,21725.0,7122.0,1682.9,838.0,11.42,1.0122,327.2,128.40625,105.875,120.296875,160.40625,145.5625,15.65,502.25,24330.0,162.5,132.08,178.46,72.92,77.17,3453.0,112.045,15.65,665.75,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.84,1255.4,2.794,2.1765,2.833,844.1,2.1212,16.015,341.4
2018-07-06 00:13:00,0.7395,28.48,1.326,6485.0,350.5,2484.0,0.762,82.18,2743.0,1.17535,113.5703125,152.675,75.725,0.009072,109.25,500.75,106.425,1959.7,1047.4,21735.0,21770.0,7143.5,1685.6,840.0,11.42,1.0122,327.2,128.328125,105.8671875,120.25,160.3125,145.46875,15.5,503.25,24375.0,162.5,132.08,178.46,72.92,77.21,3453.0,112.045,15.65,666.5,2.1761,2.1216,1705.0,154.67,77.21,1881.0,72.91,1255.2,2.795,2.1777,2.833,844.6,2.1246,16.02,341.4
2018-07-06 00:14:00,0.7397,28.48,1.3264,6485.0,350.5,2484.0,0.7621,82.2,2744.75,1.1755,113.5703125,152.675,75.725,0.0090735,109.25,502.0,106.425,1959.7,1047.4,21750.0,21795.0,7149.25,1685.9,840.75,11.42,1.0123,327.2,128.328125,105.8671875,120.25,160.28125,145.46875,15.5,503.5,24390.0,162.5,132.08,178.46,72.92,77.22,3453.0,112.045,15.65,666.5,2.1761,2.1216,1705.0,154.67,77.23,1881.0,72.92,1255.4,2.7965,2.1783,2.833,844.4,2.1239,16.02,341.4
