,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-06-05 00:15:00,112.046875,0.8035,40.09,1.6125,447.0,2720.0,0.9108,56.6,942.0,1.4201,114.28906200000002,97.425,61.25,0.010334000000000001,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.390625,30.1,625.0,8735.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,981.1,2.316,1.8016,3.8160000000000003,1286.0,1.9827,15.88,444.4
2009-06-05 00:16:00,112.046875,0.8035,40.09,1.6124,446.75,2720.0,0.9108,56.6,942.0,1.42,114.28906200000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.390625,30.1,625.0,8735.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,981.1,2.316,1.8016,3.8160000000000003,1286.0,1.9827,15.88,444.4
2009-06-05 00:17:00,112.046875,0.8035,40.09,1.6124,446.75,2720.0,0.9108,56.6,942.0,1.4198,114.28906200000002,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.390625,30.1,625.0,8737.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,980.7,2.316,1.8016,3.8160000000000003,1286.0,1.9827,15.88,444.4
2009-06-05 00:18:00,112.046875,0.8033,40.09,1.6119,446.75,2720.0,0.9107,56.6,942.0,1.4195,114.28906200000002,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,980.8,2.316,1.8016,3.8160000000000003,1286.0,1.9827,15.88,444.4
2009-06-05 00:19:00,112.046875,0.8033,40.09,1.6121,446.75,2720.0,0.9107,56.6,941.75,1.4197,114.28906200000002,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.9,2.318,1.8016,3.8160000000000003,1286.0,1.9827,15.865,444.4
2009-06-05 00:20:00,112.046875,0.8033,40.09,1.612,446.5,2720.0,0.9107,56.6,942.0,1.4198,114.28906200000002,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.359375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.8,2.318,1.8016,3.8160000000000003,1286.0,1.9827,15.86,444.4
2009-06-05 00:21:00,112.046875,0.8035,40.09,1.6122,446.5,2720.0,0.9107,56.6,942.0,1.4197,114.28906200000002,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.27,981.0,2.318,1.8016,3.8160000000000003,1286.0,1.9827,15.86,444.4
2009-06-05 00:22:00,112.046875,0.8035,40.09,1.6122,446.5,2720.0,0.9107,56.6,942.0,1.4196,114.28906200000002,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.84375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.31,980.7,2.3185,1.8016,3.8160000000000003,1286.0,1.9827,15.86,444.4
2009-06-05 00:23:00,112.046875,0.8035,40.09,1.6117,446.5,2720.0,0.9104,56.6,941.75,1.4196,114.28906200000002,97.425,61.25,0.010338,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,980.7,2.3185,1.8016,3.8160000000000003,1286.0,1.9827,15.875,444.4
2009-06-05 00:24:00,112.046875,0.8037,40.09,1.612,446.5,2720.0,0.9105,56.6,941.5,1.4197,114.296875,97.425,61.25,0.010338,139.2,690.0,81.4,9820.0,9900.0,1494.25,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.29,981.0,2.3145,1.8016,3.8139999999999996,1286.0,1.9827,15.875,444.4
2009-06-05 00:25:00,112.046875,0.8037,40.09,1.612,446.5,2720.0,0.9105,56.57,941.5,1.4196,114.296875,97.425,61.25,0.010339,139.2,690.0,81.4,9820.0,9900.0,1494.0,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.375,30.1,625.0,8736.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,981.0,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.875,444.4
2009-06-05 00:26:00,112.046875,0.8038,40.09,1.6119,446.75,2720.0,0.9103,56.57,941.5,1.4197,114.28906200000002,97.425,61.25,0.010339,139.2,690.0,81.4,9820.0,9900.0,1494.0,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.375,30.1,625.0,8733.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,981.0,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.875,444.4
2009-06-05 00:27:00,112.046875,0.8036,40.09,1.612,446.75,2720.0,0.9103,56.57,941.25,1.4196,114.28906200000002,97.425,61.25,0.010338,139.2,690.0,81.4,9820.0,9900.0,1494.0,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8733.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.7,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.865,444.4
2009-06-05 00:28:00,112.046875,0.8033,40.09,1.612,446.75,2720.0,0.9103,56.57,941.25,1.4197,114.28906200000002,97.425,61.25,0.010339,139.2,690.0,81.4,9820.0,9900.0,1494.0,476.0,531.6,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8732.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,981.1,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.865,444.4
2009-06-05 00:29:00,112.046875,0.8032,40.09,1.6119,446.75,2720.0,0.9103,56.57,941.25,1.4197,114.28906200000002,97.425,61.25,0.010339,139.2,690.0,81.4,9820.0,9900.0,1493.75,476.0,531.4,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8733.0,118.41,114.175,92.32,69.31,69.14,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.8,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.865,444.4
2009-06-05 00:30:00,112.046875,0.8034,40.09,1.6123,446.75,2720.0,0.9103,56.57,941.5,1.4198,114.28906200000002,97.425,61.25,0.010338,139.2,690.0,81.4,9820.0,9900.0,1493.75,476.0,531.4,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8733.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.8,2.3145,1.8016,3.8160000000000003,1286.0,1.9827,15.865,444.4
2009-06-05 00:31:00,112.046875,0.8032,40.09,1.6121,446.75,2720.0,0.9103,56.69,941.0,1.4197,114.296875,97.425,61.25,0.010338,139.2,690.0,81.4,9820.0,9900.0,1493.25,476.0,531.4,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8730.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.32,980.7,2.31,1.8016,3.8160000000000003,1284.5,1.9827,15.87,444.4
2009-06-05 00:32:00,112.046875,0.8032,40.09,1.6118,447.0,2720.0,0.9103,56.69,941.0,1.4195,114.296875,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1493.25,476.0,530.9,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8731.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.6,2.3095,1.8016,3.8160000000000003,1284.5,1.9827,15.855,444.4
2009-06-05 00:33:00,112.046875,0.803,40.09,1.6107,446.25,2720.0,0.9104,56.69,940.75,1.4192,114.296875,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,530.9,1218.5,15.13,0.9366,396.5,108.328125,114.859375,114.390625,30.1,625.0,8729.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.28,980.7,2.309,1.8016,3.8160000000000003,1284.5,1.9827,15.865,444.4
2009-06-05 00:34:00,112.046875,0.8028,40.09,1.6109,446.25,2720.0,0.91,56.69,940.5,1.4191,114.296875,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,530.9,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.390625,30.1,625.0,8729.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.27,980.2,2.3125,1.8016,3.8139999999999996,1284.5,1.9827,15.855,444.4
2009-06-05 00:35:00,112.046875,0.8032,40.09,1.6113,446.25,2720.0,0.91,56.69,940.75,1.4195,114.296875,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,530.9,1218.5,15.13,0.9364,396.5,108.328125,114.859375,114.390625,30.1,625.0,8729.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.26,980.3,2.3145,1.8016,3.815,1284.5,1.9827,15.855,444.4
2009-06-05 00:36:00,112.046875,0.8033,40.09,1.6118,446.25,2720.0,0.91,56.69,940.75,1.4195,114.296875,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,531.0,1218.5,15.13,0.9363,396.5,108.328125,114.859375,114.390625,30.1,625.0,8729.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.26,980.3,2.3135,1.8016,3.8139999999999996,1284.5,1.9827,15.86,444.4
2009-06-05 00:37:00,112.046875,0.8034,40.09,1.612,446.25,2720.0,0.9101,56.69,941.0,1.4195,114.296875,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,531.0,1218.5,15.13,0.9363,396.5,108.328125,114.859375,114.40625,30.1,625.0,8729.0,118.41,114.175,92.32,69.31,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.32,980.4,2.312,1.8016,3.8160000000000003,1284.5,1.9827,15.865,444.4
2009-06-05 00:38:00,112.046875,0.8031,40.09,1.6116,446.25,2720.0,0.9101,56.69,941.0,1.4194,114.296875,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,531.0,1218.5,15.13,0.9363,396.5,108.328125,114.859375,114.40625,30.1,625.0,8729.0,118.41,114.175,92.32,69.33,69.12,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.6,2.308,1.8016,3.8160000000000003,1284.5,1.9827,15.865,444.4
2009-06-05 00:39:00,112.046875,0.8032,40.09,1.6116,446.25,2720.0,0.91,56.69,940.75,1.4195,114.30468700000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.0,476.0,531.0,1218.5,15.13,0.9363,396.5,108.328125,114.859375,114.40625,30.1,625.0,8729.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.3,2.3125,1.8016,3.8160000000000003,1284.5,1.9827,15.86,444.4
2009-06-05 00:40:00,112.046875,0.8031,40.09,1.6111,446.25,2720.0,0.9099,56.69,940.75,1.4191,114.30468700000002,97.425,61.25,0.010334000000000001,139.2,690.0,81.4,9820.0,9900.0,1493.5,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8730.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.4,2.3125,1.8016,3.815,1284.5,1.9827,15.855,444.4
2009-06-05 00:41:00,112.046875,0.8031,40.09,1.6109,446.5,2720.0,0.9099,56.69,941.0,1.419,114.30468700000002,97.425,61.25,0.010334000000000001,139.2,690.0,81.4,9820.0,9900.0,1493.5,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.875,114.40625,30.1,625.0,8731.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.33,980.3,2.309,1.8016,3.815,1284.5,1.9827,15.86,444.4
2009-06-05 00:42:00,112.046875,0.8035,40.09,1.6116,446.5,2720.0,0.9099,56.69,941.0,1.4192,114.30468700000002,97.425,61.25,0.010334000000000001,139.2,690.0,81.4,9820.0,9900.0,1493.5,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8731.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.5,2.308,1.8016,3.815,1284.5,1.9827,15.855,444.4
2009-06-05 00:43:00,112.046875,0.8033,40.09,1.6113,446.5,2720.0,0.9099,56.69,941.0,1.419,114.30468700000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.5,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8731.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.6,2.3125,1.8016,3.815,1284.5,1.9827,15.855,444.4
2009-06-05 00:44:00,112.046875,0.8033,40.09,1.6113,446.5,2720.0,0.9099,56.69,941.0,1.4192,114.30468700000002,97.425,61.25,0.010334000000000001,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8731.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.6,2.3125,1.8016,3.815,1284.5,1.9827,15.865,444.4
2009-06-05 00:45:00,112.046875,0.8033,40.09,1.6114,446.5,2720.0,0.9098,56.69,941.0,1.4192,114.30468700000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8731.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.5,2.3125,1.8016,3.815,1284.5,1.9827,15.865,444.4
2009-06-05 00:46:00,112.046875,0.8033,40.09,1.6115,446.5,2720.0,0.91,56.69,941.25,1.4194,114.30468700000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8732.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.4,2.314,1.8016,3.8139999999999996,1284.5,1.9827,15.865,444.4
2009-06-05 00:47:00,112.046875,0.8036,40.09,1.6121,446.5,2720.0,0.9101,56.69,941.25,1.4195,114.30468700000002,97.425,61.25,0.010334999999999999,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9361,396.5,108.328125,114.859375,114.40625,30.1,625.0,8732.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.34,980.5,2.3125,1.8016,3.8139999999999996,1284.5,1.9827,15.865,444.4
2009-06-05 00:48:00,112.046875,0.8035,40.09,1.6121,446.5,2720.0,0.9099,56.69,941.0,1.4195,114.3125,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9365,396.5,108.328125,114.875,114.421875,30.1,625.0,8732.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.6,2.31,1.8016,3.8139999999999996,1284.5,1.9827,15.855,444.4
2009-06-05 00:49:00,112.046875,0.8034,40.09,1.612,446.5,2720.0,0.9099,56.69,941.0,1.4195,114.296875,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1493.5,474.0,531.0,1218.5,15.13,0.9365,396.5,108.328125,114.859375,114.421875,30.1,625.0,8732.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.35,980.5,2.31,1.8016,3.8139999999999996,1284.5,1.9827,15.845,444.4
2009-06-05 00:50:00,112.046875,0.8033,40.09,1.6118,446.25,2720.0,0.91,56.69,941.0,1.4195,114.296875,97.425,61.25,0.010337,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9365,396.5,108.328125,114.875,114.40625,30.1,625.0,8732.0,118.41,114.175,92.32,69.34,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.34,980.5,2.312,1.8016,3.8139999999999996,1284.4,1.9827,15.845,444.4
2009-06-05 00:51:00,112.046875,0.8035,40.09,1.6127,446.25,2720.0,0.91,56.69,941.0,1.4195,114.3125,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9365,396.5,108.328125,114.890625,114.4375,30.1,625.0,8732.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.34,980.4,2.312,1.8016,3.8139999999999996,1284.4,1.9827,15.835,444.4
2009-06-05 00:52:00,112.046875,0.8037,40.09,1.6121,446.5,2720.0,0.9099,56.69,941.25,1.4195,114.3125,97.425,61.25,0.010336,139.2,690.0,81.4,9820.0,9900.0,1493.25,474.0,531.0,1218.5,15.13,0.9365,396.5,108.328125,114.890625,114.4375,30.1,625.0,8733.0,118.41,114.175,92.32,69.33,69.16,2504.0,107.615,1.808,1.9517,1545.0,68.88,1760.0,69.34,980.4,2.311,1.8016,3.8139999999999996,1284.4,1.9827,15.835,444.4
