,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-11-02 00:01:00,1.036,50.11,1.6115,748.25,2411.0,1.0026,70.38,1422.0,1.2937,124.15625,146.825,78.225,0.012465,154.7,904.5,125.425,1531.5,1029.3,9040.0,9065.0,2682.0,619.0,824.2,1552.0,19.46,1.0728,482.8,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13152.0,141.7,125.92,132.48,86.79,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.8,1713.1,3.5365,3.0226,3.6719999999999997,1565.0,2.628,32.175,539.2
2012-11-02 00:02:00,1.036,50.11,1.6115,748.25,2411.0,1.0026,70.38,1422.25,1.2937,124.16406200000002,146.825,78.225,0.012466,154.7,904.5,125.425,1531.5,1029.3,9040.0,9065.0,2681.75,619.0,824.2,1552.0,19.46,1.0728,482.8,110.171875,132.703125,163.59375,148.4375,16.95,864.75,13152.0,141.7,125.92,132.48,86.79,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.78,1713.0,3.537,3.0226,3.6719999999999997,1565.0,2.628,32.155,539.2
2012-11-02 00:03:00,1.036,50.11,1.6115,748.0,2411.0,1.0026,70.38,1422.25,1.2937,124.15625,146.825,78.225,0.012465,154.7,904.5,125.425,1531.5,1029.3,9055.0,9065.0,2681.75,619.0,824.2,1552.0,19.46,1.0728,482.8,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.79,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.79,1713.0,3.5375,3.0226,3.6719999999999997,1565.0,2.628,32.15,539.2
2012-11-02 00:04:00,1.036,50.1,1.6115,748.0,2411.0,1.0026,70.38,1422.25,1.2937,124.15625,146.825,78.225,0.012464,154.7,904.5,125.425,1531.5,1029.3,9055.0,9065.0,2682.0,619.0,824.2,1552.0,19.46,1.0728,482.8,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.79,1712.9,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.16,539.2
2012-11-02 00:05:00,1.036,50.1,1.6114,748.25,2411.0,1.0026,70.38,1422.25,1.2936,124.15625,146.825,78.225,0.012465,154.7,904.5,125.425,1531.5,1029.3,9055.0,9065.0,2681.5,619.0,824.2,1552.0,19.46,1.0728,483.0,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.79,1713.0,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.16,539.2
2012-11-02 00:06:00,1.036,50.1,1.6115,748.25,2411.0,1.0026,70.38,1422.25,1.2936,124.15625,146.825,78.225,0.012465,154.7,904.5,125.425,1531.5,1029.3,9055.0,9065.0,2681.25,619.0,824.3,1552.25,19.46,1.0728,483.0,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.79,1712.9,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.15,539.2
2012-11-02 00:07:00,1.036,50.1,1.6115,748.25,2411.0,1.0027,70.38,1422.25,1.2936,124.15625,146.825,78.1,0.012466,154.7,904.5,125.425,1531.5,1029.3,9055.0,9060.0,2681.5,619.0,824.3,1552.25,19.46,1.0728,483.0,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.8,1713.0,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.15,539.2
2012-11-02 00:08:00,1.036,50.11,1.6115,748.25,2411.0,1.0027,70.38,1422.25,1.2936,124.15625,146.825,78.025,0.012466,154.7,904.5,125.425,1531.5,1029.3,9055.0,9060.0,2682.0,619.0,824.3,1552.5,19.46,1.0728,482.9,110.171875,132.6875,163.59375,148.4375,16.95,864.75,13153.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.8,1713.0,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.15,539.2
2012-11-02 00:09:00,1.036,50.11,1.6114,748.25,2411.0,1.0027,70.38,1422.25,1.2936,124.15625,146.825,78.025,0.012466,154.7,904.5,125.425,1531.5,1029.3,9055.0,9060.0,2682.0,619.0,824.3,1552.25,19.46,1.0728,482.9,110.171875,132.703125,163.59375,148.4375,16.95,864.75,13155.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.8,1713.0,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.15,539.2
2012-11-02 00:10:00,1.0359,50.11,1.6114,748.25,2411.0,1.0027,70.38,1422.25,1.2937,124.16406200000002,146.825,78.025,0.012466,154.7,904.5,125.425,1531.5,1029.3,9055.0,9060.0,2682.25,619.0,824.3,1552.25,19.46,1.0728,482.9,110.171875,132.703125,163.59375,148.4375,16.95,864.75,13155.0,141.7,125.92,132.48,86.8,107.93,2533.0,110.75,21.45,3.0303,2.6441,1971.0,134.69,108.01,1561.0,86.8,1712.8,3.5375,3.0226,3.6719999999999997,1564.5,2.628,32.15,539.2
