,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-10-03 00:01:00,0.7762,42.77,1.7677,456.5,2447.0,0.929,58.86,1130.0,1.3854,113.53906200000002,100.9,61.25,0.009581999999999999,125.55,673.0,98.05,10985.0,11020.0,1516.75,430.8,640.0,1002.0,13.31,0.8866,273.6,107.359375,115.671875,119.53125,33.82,637.5,10590.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,844.7,2.6495,2.7048,7.42,970.5,2.23,11.165,368.3
2008-10-03 00:02:00,0.7762,42.77,1.7677,456.5,2447.0,0.929,58.86,1130.25,1.3853,113.53906200000002,100.9,61.25,0.009579,125.55,673.0,98.05,10985.0,11020.0,1516.75,430.8,640.0,1002.0,13.31,0.8866,273.6,107.359375,115.671875,119.53125,33.82,637.5,10590.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,844.7,2.6495,2.7048,7.42,970.5,2.23,11.165,368.3
2008-10-03 00:03:00,0.7762,42.77,1.7677,456.5,2447.0,0.929,58.86,1130.5,1.3853,113.53906200000002,100.9,61.25,0.009581000000000001,125.55,673.0,98.05,10985.0,11020.0,1516.75,430.8,640.0,1002.0,13.31,0.8866,273.6,107.359375,115.671875,119.546875,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,844.9,2.6495,2.7048,7.42,970.5,2.23,11.17,368.3
2008-10-03 00:04:00,0.7761,42.77,1.7677,456.5,2447.0,0.929,58.86,1130.0,1.3855,113.53906200000002,100.9,61.25,0.009584,125.55,673.0,98.05,10985.0,11020.0,1516.75,430.8,640.0,1002.0,13.31,0.8866,273.6,107.359375,115.671875,119.546875,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,844.9,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:05:00,0.7763,42.77,1.7677,456.5,2447.0,0.929,58.86,1130.0,1.3861,113.546875,100.9,61.25,0.009584,125.55,673.0,98.05,10985.0,11020.0,1516.0,430.8,640.0,1002.5,13.31,0.8864,273.6,107.359375,115.671875,119.546875,33.82,637.5,10586.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,844.5,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:06:00,0.7763,42.77,1.7677,456.5,2447.0,0.929,58.86,1129.25,1.386,113.546875,100.9,61.25,0.009584,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8864,273.6,107.359375,115.6875,119.546875,33.82,637.5,10585.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,844.8,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:07:00,0.7764,42.77,1.7677,456.75,2447.0,0.929,58.86,1129.5,1.386,113.5625,100.9,61.25,0.009585,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8866,273.6,107.359375,115.6875,119.546875,33.82,637.5,10585.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.08,845.2,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:08:00,0.7763,42.77,1.7677,456.75,2447.0,0.9288,58.86,1130.25,1.3858,113.55468700000002,100.9,61.25,0.009585,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8868,273.6,107.359375,115.671875,119.546875,33.82,637.5,10585.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,845.0,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:09:00,0.7762,42.77,1.7677,456.75,2447.0,0.9287,58.86,1130.0,1.3864,113.55468700000002,100.9,61.25,0.009584,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8867,273.6,107.359375,115.671875,119.53125,33.82,637.5,10585.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,845.5,2.6495,2.7048,7.42,970.5,2.23,11.185,368.3
2008-10-03 00:10:00,0.7767,42.83,1.7677,456.75,2447.0,0.9289,58.86,1130.0,1.3871,113.55468700000002,100.9,61.25,0.009583,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8867,273.6,107.359375,115.671875,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,846.5,2.6495,2.7048,7.42,970.5,2.23,11.175,368.3
2008-10-03 00:11:00,0.777,42.83,1.7677,456.75,2447.0,0.929,58.86,1130.0,1.3872,113.55468700000002,100.9,61.25,0.009581000000000001,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8868,273.8,107.359375,115.671875,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,846.4,2.6495,2.7048,7.42,970.5,2.23,11.155,368.3
2008-10-03 00:12:00,0.777,42.83,1.7678,457.0,2447.0,0.929,58.86,1130.0,1.3877,113.55468700000002,100.9,61.25,0.009581999999999999,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8868,273.8,107.359375,115.671875,119.53125,33.82,637.5,10593.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,845.5,2.6495,2.7048,7.42,970.5,2.23,11.18,368.3
2008-10-03 00:13:00,0.7776,42.83,1.769,457.0,2447.0,0.9291,58.86,1130.0,1.3876,113.55468700000002,100.9,61.25,0.009581000000000001,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8868,273.8,107.359375,115.65625,119.53125,33.82,637.5,10593.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.11,846.4,2.6495,2.7048,7.42,970.5,2.23,11.18,368.3
2008-10-03 00:14:00,0.7776,42.83,1.769,457.0,2447.0,0.9293,58.86,1130.25,1.3871,113.546875,100.9,61.25,0.009577,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1002.5,13.31,0.8868,273.8,107.359375,115.65625,119.53125,33.82,637.5,10593.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.02,846.8,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:15:00,0.7781,42.94,1.769,456.75,2447.0,0.9293,58.86,1130.0,1.3872,113.546875,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1005.0,13.31,0.8867,274.2,107.359375,115.65625,119.53125,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.02,846.6,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:16:00,0.778,42.87,1.769,456.75,2447.0,0.9303,58.86,1130.0,1.3871,113.546875,100.9,61.25,0.009574,125.55,673.0,98.05,10985.0,11020.0,1515.5,430.8,640.0,1001.75,13.31,0.8867,273.6,107.359375,115.65625,119.515625,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.02,846.6,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:17:00,0.7783,42.87,1.7695,456.75,2447.0,0.9308,58.86,1130.0,1.3873,113.546875,100.9,61.25,0.009577,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1001.75,13.31,0.8867,273.6,107.359375,115.671875,119.53125,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.1,845.4,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:18:00,0.7781,42.87,1.77,457.25,2447.0,0.9305,58.86,1130.0,1.3874,113.53906200000002,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1001.75,13.31,0.8867,273.6,107.359375,115.671875,119.53125,33.82,637.5,10592.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.1,845.7,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:19:00,0.7783,42.87,1.7702,457.25,2447.0,0.9303,58.86,1130.0,1.3873,113.546875,100.9,61.25,0.009576000000000001,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1001.75,13.31,0.8867,273.6,107.359375,115.6875,119.53125,33.82,637.5,10594.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.1,846.8,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:20:00,0.7783,42.93,1.77,458.0,2447.0,0.9304,58.86,1130.0,1.3867,113.546875,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1003.75,13.31,0.8871,273.8,107.359375,115.671875,119.53125,33.82,637.5,10594.0,115.72,110.435,92.02,93.1,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.17,846.0,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:21:00,0.7778,42.93,1.7694,458.75,2447.0,0.9303,58.86,1130.0,1.3868,113.53125,100.9,61.25,0.009574,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1003.5,13.31,0.8871,273.8,107.359375,115.671875,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.19,845.7,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:22:00,0.7779,43.0,1.7696,458.25,2447.0,0.9304,58.86,1130.25,1.3872,113.53125,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1516.5,430.8,640.0,1004.5,13.31,0.8871,273.8,107.359375,115.65625,119.53125,33.82,637.5,10593.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.16,846.2,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:23:00,0.7779,43.0,1.7704,458.25,2447.0,0.9304,58.86,1130.0,1.3871,113.53125,100.9,61.25,0.009574,125.55,673.0,98.05,10985.0,11020.0,1517.25,430.8,640.0,1004.5,13.31,0.8869,273.8,107.359375,115.65625,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.16,846.1,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:24:00,0.7778,43.0,1.7704,458.25,2447.0,0.9304,58.86,1130.0,1.3871,113.52343700000002,100.9,61.25,0.009568,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8866,273.8,107.359375,115.640625,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.16,846.1,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:25:00,0.7776,43.0,1.7704,458.25,2447.0,0.9308,58.86,1130.0,1.3871,113.52343700000002,100.9,61.25,0.009568,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8862,273.8,107.359375,115.640625,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.18,846.1,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:26:00,0.7776,43.0,1.7704,458.0,2447.0,0.9299,58.86,1130.0,1.3873,113.52343700000002,100.9,61.25,0.009568,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8862,273.8,107.359375,115.640625,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.18,846.4,2.6495,2.7048,7.42,970.5,2.23,11.2,368.3
2008-10-03 00:27:00,0.7777,43.0,1.7704,458.0,2447.0,0.9304,58.86,1129.75,1.3874,113.52343700000002,100.9,61.25,0.009567,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8868,273.8,107.359375,115.640625,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.18,846.4,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:28:00,0.7779,43.0,1.7704,458.0,2447.0,0.9297,58.86,1130.0,1.3875,113.52343700000002,100.9,61.25,0.009567,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.887,273.8,107.359375,115.640625,119.484375,33.82,637.5,10591.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.2,847.3,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:29:00,0.7777,43.0,1.7704,458.0,2447.0,0.9299,58.86,1130.25,1.3874,113.52343700000002,100.9,61.25,0.009566,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.887,273.8,107.359375,115.640625,119.484375,33.82,637.5,10591.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.24,847.1,2.6495,2.7048,7.42,970.5,2.23,11.19,368.3
2008-10-03 00:30:00,0.7777,43.0,1.7704,458.0,2447.0,0.9297,58.86,1130.0,1.3875,113.52343700000002,100.9,61.25,0.009565,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.887,273.8,107.359375,115.640625,119.484375,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.24,847.4,2.6495,2.7048,7.42,970.5,2.23,11.215,368.3
2008-10-03 00:31:00,0.7777,43.0,1.7704,458.0,2447.0,0.9299,58.86,1130.0,1.3872,113.52343700000002,100.9,61.25,0.009565,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8869,273.5,107.359375,115.640625,119.484375,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.22,847.4,2.6445,2.7048,7.42,970.5,2.23,11.21,368.3
2008-10-03 00:32:00,0.7777,43.0,1.7704,458.0,2447.0,0.9298,58.86,1130.5,1.3871,113.515625,100.9,61.25,0.009569,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8868,273.5,107.359375,115.640625,119.484375,33.82,637.5,10592.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.24,847.4,2.64,2.7048,7.42,970.5,2.23,11.21,368.3
2008-10-03 00:33:00,0.7775,43.0,1.7704,458.0,2447.0,0.9299,58.86,1130.75,1.3871,113.52343700000002,100.9,61.25,0.009568,125.55,673.0,98.05,10985.0,11020.0,1518.0,430.8,640.0,1004.5,13.31,0.8868,273.5,107.359375,115.65625,119.5,33.82,637.5,10596.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.29,847.0,2.641,2.7048,7.42,970.5,2.23,11.21,368.3
2008-10-03 00:34:00,0.7775,43.0,1.7704,458.0,2447.0,0.9299,58.86,1130.0,1.387,113.52343700000002,100.9,61.25,0.00957,125.55,673.0,98.05,10985.0,11020.0,1518.0,430.8,640.0,1004.5,13.31,0.8868,273.5,107.359375,115.6875,119.5,33.82,637.5,10594.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.28,847.6,2.641,2.7048,7.42,970.5,2.23,11.22,368.3
2008-10-03 00:35:00,0.7771,43.0,1.7702,458.0,2447.0,0.9304,58.86,1130.0,1.3872,113.52343700000002,100.9,61.25,0.009572,125.55,673.0,98.05,10985.0,11020.0,1518.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.6875,119.5,33.82,637.25,10595.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.33,847.6,2.641,2.7048,7.42,970.5,2.23,11.22,368.3
2008-10-03 00:36:00,0.7771,43.0,1.7702,458.0,2447.0,0.9309,58.86,1130.0,1.3873,113.52343700000002,100.9,61.25,0.009572,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,640.0,1004.5,13.31,0.8869,273.5,107.359375,115.6875,119.5,33.82,637.5,10595.0,115.72,110.435,92.02,93.16,89.87,3029.0,104.735,22295.0,90.82,1430.0,93.34,848.2,2.647,2.7048,7.42,970.5,2.23,11.225,368.3
2008-10-03 00:37:00,0.7768,43.0,1.77,458.0,2447.0,0.9304,58.86,1130.0,1.3871,113.52343700000002,100.9,61.25,0.009572,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,640.0,1004.5,13.31,0.8869,273.5,107.359375,115.6875,119.5,33.82,637.5,10595.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.34,848.5,2.6405,2.7048,7.42,970.5,2.23,11.23,368.3
2008-10-03 00:38:00,0.7767,43.0,1.769,458.0,2447.0,0.9305,58.86,1130.0,1.3871,113.53125,100.9,61.25,0.009574,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,640.0,1004.5,13.31,0.8869,273.5,107.359375,115.6875,119.5,33.82,637.5,10595.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.34,848.8,2.6415,2.7048,7.42,970.5,2.23,11.24,368.3
2008-10-03 00:39:00,0.7767,43.0,1.769,457.75,2447.0,0.9301,58.86,1130.0,1.3869,113.53125,100.9,61.25,0.009571,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8869,273.5,107.359375,115.6875,119.546875,33.82,637.25,10595.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.32,848.5,2.645,2.7048,7.42,970.5,2.23,11.26,368.3
2008-10-03 00:40:00,0.7764,43.0,1.7693,457.75,2447.0,0.9301,58.86,1130.0,1.387,113.53125,100.9,61.25,0.009571,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.6875,119.546875,33.82,637.25,10595.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.32,848.7,2.645,2.7048,7.42,970.5,2.23,11.26,368.3
2008-10-03 00:41:00,0.7765,43.0,1.7693,457.75,2447.0,0.9301,58.86,1130.0,1.3869,113.52343700000002,100.9,61.25,0.00957,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.6875,119.546875,33.82,637.25,10595.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.36,849.0,2.645,2.7048,7.42,969.4,2.23,11.275,368.3
2008-10-03 00:42:00,0.7767,43.0,1.7692,457.75,2447.0,0.9298,58.86,1130.0,1.3867,113.52343700000002,100.9,61.25,0.009569,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.6875,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.37,849.2,2.642,2.7048,7.42,969.4,2.23,11.28,368.3
2008-10-03 00:43:00,0.7767,43.0,1.769,457.75,2447.0,0.9299,58.86,1130.0,1.3865,113.52343700000002,100.9,61.25,0.009567,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.6875,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.16,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.37,848.6,2.645,2.7048,7.42,969.4,2.23,11.28,368.3
2008-10-03 00:44:00,0.7762,43.0,1.7688,457.75,2447.0,0.9297,58.86,1130.0,1.3864,113.52343700000002,100.9,61.25,0.009568,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.640625,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.43,848.9,2.645,2.7048,7.42,969.4,2.23,11.28,368.3
2008-10-03 00:45:00,0.7762,43.0,1.7688,457.75,2447.0,0.9297,58.86,1130.0,1.3865,113.52343700000002,100.9,61.25,0.009569,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.65625,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.44,848.8,2.6465,2.7048,7.42,969.4,2.23,11.245,368.3
2008-10-03 00:46:00,0.7762,43.0,1.7688,458.5,2447.0,0.9299,58.86,1130.0,1.3864,113.52343700000002,100.9,61.25,0.00957,125.55,673.0,98.05,10985.0,11020.0,1517.0,430.8,640.0,1004.5,13.31,0.8867,273.5,107.359375,115.65625,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.45,849.1,2.645,2.7048,7.42,969.4,2.23,11.265,368.3
2008-10-03 00:47:00,0.7762,43.0,1.7687,458.5,2447.0,0.9297,58.86,1130.0,1.3864,113.52343700000002,100.9,61.25,0.009573,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.5,13.31,0.8867,273.5,107.33593700000002,115.65625,119.546875,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.45,849.0,2.6495,2.7048,7.42,969.4,2.23,11.255,368.3
2008-10-03 00:48:00,0.7762,43.0,1.7693,457.0,2447.0,0.9297,58.86,1130.0,1.3863,113.50781200000002,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.5,13.31,0.8867,273.5,107.33593700000002,115.65625,119.53125,33.82,637.5,10595.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.41,848.8,2.6485,2.7048,7.42,969.4,2.23,11.25,368.3
2008-10-03 00:49:00,0.7763,43.0,1.7687,457.0,2447.0,0.9298,58.86,1130.0,1.3864,113.50781200000002,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.25,13.31,0.8867,273.5,107.33593700000002,115.65625,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.41,849.0,2.6475,2.7048,7.42,969.4,2.23,11.24,368.3
2008-10-03 00:50:00,0.7762,43.0,1.7687,457.0,2447.0,0.9298,58.86,1130.0,1.3863,113.49218700000002,100.9,61.25,0.009576000000000001,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.25,13.31,0.8865,273.5,107.328125,115.65625,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.4,848.8,2.652,2.7048,7.42,969.4,2.23,11.25,368.3
2008-10-03 00:51:00,0.7763,43.0,1.7692,457.0,2447.0,0.9295,58.86,1130.0,1.3865,113.484375,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.25,13.31,0.8865,273.5,107.328125,115.65625,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.43,848.8,2.653,2.7048,7.42,969.4,2.23,11.25,368.3
2008-10-03 00:52:00,0.7764,43.0,1.7703,457.0,2447.0,0.9293,58.86,1130.0,1.3865,113.484375,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.5,430.8,639.6,1004.25,13.31,0.8865,273.5,107.328125,115.65625,119.53125,33.82,637.5,10591.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.45,848.9,2.6565,2.7048,7.42,969.4,2.23,11.265,368.3
2008-10-03 00:53:00,0.7762,43.0,1.769,457.0,2447.0,0.9293,58.86,1130.0,1.3865,113.484375,100.9,61.25,0.009578,125.55,673.0,98.05,10985.0,11020.0,1518.0,430.8,639.6,1004.25,13.31,0.8865,273.5,107.328125,115.65625,119.53125,33.82,637.0,10589.0,115.72,110.435,92.02,93.43,90.04,3029.0,104.735,22295.0,90.82,1430.0,93.45,848.9,2.653,2.7048,7.42,969.4,2.23,11.265,368.3
2008-10-03 00:54:00,0.7762,43.0,1.7689,457.0,2447.0,0.9294,58.86,1130.25,1.3867,113.484375,100.9,61.25,0.009579,125.55,673.0,98.05,10985.0,11020.0,1517.75,430.8,639.6,1004.0,13.31,0.8865,273.5,107.328125,115.65625,119.53125,33.82,637.0,10586.0,115.72,110.435,92.02,93.43,90.13,3029.0,104.735,22295.0,90.82,1430.0,93.45,848.8,2.6555,2.7048,7.42,969.4,2.23,11.265,368.3
2008-10-03 00:55:00,0.7763,43.0,1.769,457.0,2447.0,0.9295,58.86,1130.5,1.387,113.484375,100.9,61.25,0.009577,125.55,673.0,98.05,10985.0,11020.0,1517.75,430.8,639.6,1004.0,13.31,0.8867,273.5,107.328125,115.65625,119.515625,33.82,637.0,10590.0,115.72,110.435,92.02,93.43,90.13,3029.0,104.735,22295.0,90.82,1430.0,93.43,848.3,2.6565,2.7048,7.42,969.4,2.23,11.25,368.3
2008-10-03 00:56:00,0.7766,42.88,1.7694,457.0,2447.0,0.9295,58.86,1130.25,1.3872,113.484375,100.9,61.25,0.009577,125.55,673.0,98.05,10985.0,11020.0,1518.5,430.8,639.6,1004.0,13.31,0.8871,273.5,107.328125,115.65625,119.515625,33.82,637.0,10590.0,115.72,110.435,92.02,93.43,90.13,3029.0,104.735,22295.0,90.82,1430.0,93.45,848.3,2.655,2.7048,7.42,973.5,2.2292,11.26,368.3
2008-10-03 00:57:00,0.7765,42.88,1.7694,457.0,2447.0,0.93,58.86,1130.0,1.3873,113.484375,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.75,430.8,639.6,1004.0,13.31,0.8871,273.5,107.328125,115.65625,119.515625,33.82,637.0,10590.0,115.72,110.435,92.02,93.43,90.13,3029.0,104.735,22295.0,90.82,1430.0,93.42,848.2,2.655,2.7048,7.42,973.5,2.2292,11.28,368.3
2008-10-03 00:58:00,0.7767,42.78,1.77,457.0,2447.0,0.93,58.86,1130.0,1.3876,113.484375,100.9,61.25,0.009575,125.55,673.0,98.05,10985.0,11020.0,1517.75,430.8,639.6,1003.25,13.31,0.8871,273.5,107.328125,115.65625,119.515625,33.82,637.0,10590.0,115.72,110.435,92.02,93.43,90.13,3029.0,104.735,22295.0,90.82,1430.0,93.45,848.5,2.6535,2.7048,7.414,973.5,2.2292,11.25,368.3
