,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-08-05 00:01:00,0.7649,30.6,1.3143,322.75,2973.0,0.7679,75.95,2163.0,1.1153,122.0859375,146.45,58.725,0.009899,142.8,407.25,115.575,1664.7,885.5,16270.0,16295.0,4752.5,450.5,1213.0,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.625,173.46875,13.45,406.5,18304.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1367.6,2.177,1.314,2.818,1162.4,1.358,20.39,546.8
2016-08-05 00:02:00,0.7648,30.6,1.3143,322.75,2973.0,0.7679,75.95,2162.75,1.11535,122.0859375,146.45,58.725,0.009899,142.8,407.25,115.575,1664.7,885.5,16265.0,16295.0,4752.25,450.5,1213.0,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.625,173.4375,13.45,406.5,18304.0,167.63,133.64,195.5,41.59,43.91,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.59,1367.4,2.1765,1.314,2.818,1162.4,1.358,20.39,546.8
2016-08-05 00:03:00,0.7647,30.6,1.3143,322.75,2973.0,0.7679,75.95,2163.0,1.11525,122.0859375,146.45,58.725,0.0098975,142.8,407.25,115.575,1664.7,885.5,16270.0,16295.0,4752.25,450.5,1213.0,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.4375,13.45,406.75,18304.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.57,1367.4,2.1765,1.314,2.818,1162.4,1.358,20.385,546.8
2016-08-05 00:04:00,0.7647,30.6,1.3142,322.75,2973.0,0.7679,75.95,2162.75,1.1152,122.078125,146.45,58.725,0.009898,142.8,407.25,115.575,1664.7,885.5,16265.0,16295.0,4752.25,450.5,1213.0,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.4375,13.45,406.75,18304.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1367.6,2.1765,1.314,2.818,1162.4,1.358,20.38,546.8
2016-08-05 00:05:00,0.7647,30.6,1.3142,322.75,2973.0,0.7679,75.95,2162.75,1.1152,122.078125,146.45,58.725,0.0099005,142.8,407.25,115.575,1664.7,885.5,16265.0,16290.0,4752.0,450.5,1213.0,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.0,188.65625,173.4375,13.45,406.75,18304.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1367.6,2.1765,1.314,2.818,1162.4,1.358,20.375,546.8
2016-08-05 00:06:00,0.7647,30.6,1.3142,322.75,2973.0,0.7679,75.95,2162.5,1.1152,122.078125,146.45,58.725,0.0099015,142.8,407.25,115.575,1664.7,885.5,16260.0,16290.0,4751.5,450.5,1212.8,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.5,13.45,406.75,18302.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1367.6,2.1765,1.314,2.818,1162.4,1.358,20.375,546.8
2016-08-05 00:07:00,0.7647,30.6,1.3142,322.75,2973.0,0.7679,75.95,2162.5,1.11525,122.0859375,146.45,58.725,0.0099,142.8,407.25,115.575,1664.7,885.5,16260.0,16285.0,4751.5,450.5,1212.6,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.5,13.45,406.75,18299.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1367.7,2.1765,1.3139,2.818,1162.4,1.358,20.385,546.8
2016-08-05 00:08:00,0.7648,30.6,1.3141,322.75,2973.0,0.7679,75.95,2162.5,1.1153,122.0859375,146.45,58.725,0.0099025,142.8,407.25,115.575,1664.7,885.5,16260.0,16285.0,4751.5,450.5,1212.7,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.5,13.45,406.75,18301.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.57,1368.1,2.1765,1.3139,2.818,1163.1,1.358,20.39,546.8
2016-08-05 00:09:00,0.7649,30.6,1.3141,322.75,2973.0,0.7679,75.95,2162.5,1.1153,122.0859375,146.45,58.725,0.009903,142.8,407.25,115.575,1664.7,885.5,16260.0,16285.0,4751.25,450.5,1212.7,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.46875,13.45,406.75,18301.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.58,1368.0,2.1765,1.3139,2.818,1163.1,1.358,20.385,546.8
2016-08-05 00:10:00,0.7647,30.6,1.3141,322.75,2973.0,0.7679,75.95,2162.25,1.1153,122.0859375,146.45,58.725,0.009903,142.8,407.25,115.575,1664.7,885.3,16255.0,16285.0,4751.0,450.5,1212.7,985.5,19.73,1.0293,332.1,145.8125,109.515625,133.015625,188.65625,173.46875,13.45,406.75,18300.0,167.63,133.64,195.5,41.59,43.9,2937.0,111.995,22.35,381.25,1.3095,1.358,1837.0,161.79,43.91,2405.0,41.59,1368.0,2.1765,1.3141,2.819,1163.1,1.358,20.39,546.8
