,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@ETH#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-03-05 00:01:00,116.046875,0.77085,50.84,1.3886,46775.0,534.0,2571.0,0.78975,86.65,3755.75,1467.0,1.19585,123.9375,138.75,87.275,0.0092535,131.35,622.5,118.775,2163.8,1335.4,28695.0,28535.0,12408.75,2134.6,1414.75,16.26,1.0766,417.4,145.796875,110.3984375,132.203125,184.5,156.53125,27.45,652.75,30811.0,170.82,134.85,208.7,64.35,67.39,3671.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.39,1964.0,64.43,1689.6,4.001,1.9041,2.7230000000000003,1124.4,2.0096,25.27,461.7
2021-03-05 00:02:00,116.046875,0.77085,50.84,1.3886,46745.0,534.25,2571.0,0.7897,86.65,3755.5,1467.0,1.19585,123.9375,138.75,87.275,0.0092545,131.35,622.5,118.775,2163.8,1336.7,28705.0,28535.0,12410.75,2134.5,1415.25,16.26,1.0766,417.4,145.796875,110.3984375,132.203125,184.5,156.53125,27.45,652.75,30809.0,170.82,134.85,208.7,64.35,67.4,3671.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.4,1964.0,64.42,1690.1,4.0035,1.9041,2.722,1124.4,2.0096,25.285,461.7
2021-03-05 00:03:00,116.046875,0.77085,50.84,1.3885,46745.0,534.25,2571.0,0.7897,86.65,3754.25,1467.0,1.19585,123.9375,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1336.7,28675.0,28535.0,12406.25,2133.5,1415.5,16.26,1.0765,417.4,145.796875,110.3984375,132.203125,184.53125,156.53125,27.5,652.75,30801.0,170.82,134.85,208.7,64.35,67.39,3670.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.36,1964.0,64.42,1690.3,4.0025,1.9041,2.719,1124.4,2.0096,25.285,461.7
2021-03-05 00:04:00,116.046875,0.7709,50.83,1.3887,46925.0,534.0,2571.0,0.7898,86.65,3755.5,1467.0,1.1959,123.9375,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1336.7,28670.0,28535.0,12412.25,2135.5,1415.5,16.26,1.0765,417.3,145.796875,110.3984375,132.21875,184.53125,156.53125,27.45,652.5,30810.0,170.82,134.85,208.7,64.35,67.39,3670.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.39,1964.0,64.43,1690.5,4.0045,1.9045,2.72,1125.0,2.0096,25.295,461.7
2021-03-05 00:05:00,116.046875,0.7709,50.84,1.3887,46925.0,534.0,2571.0,0.7898,86.65,3757.0,1467.0,1.19595,123.9375,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1337.2,28670.0,28535.0,12419.75,2135.8,1415.5,16.26,1.0765,417.3,145.796875,110.3984375,132.21875,184.53125,156.53125,27.45,652.5,30818.0,170.82,134.85,208.7,64.35,67.37,3670.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.36,1964.0,64.41,1690.4,4.006,1.9046,2.721,1125.5,2.0096,25.295,461.7
2021-03-05 00:06:00,116.046875,0.77085,50.83,1.3885,47050.0,534.0,2571.0,0.78975,86.65,3756.25,1476.5,1.196,123.9375,138.75,87.275,0.0092545,131.35,622.5,118.775,2163.8,1337.2,28690.0,28535.0,12414.5,2135.5,1415.25,16.26,1.0766,417.3,145.796875,110.3984375,132.203125,184.5625,156.5625,27.45,652.5,30814.0,170.82,134.85,208.7,64.35,67.36,3670.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.36,1964.0,64.4,1690.4,4.006,1.9046,2.72,1125.0,2.0096,25.29,461.7
2021-03-05 00:07:00,116.046875,0.7708,50.82,1.3883,47055.0,533.75,2571.0,0.7897,86.65,3754.5,1476.5,1.196,123.9375,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1335.9,28660.0,28535.0,12405.5,2134.3,1415.25,16.26,1.0766,417.3,145.8125,110.3984375,132.203125,184.59375,156.5625,27.5,652.75,30801.0,170.82,134.84,208.7,64.35,67.35,3668.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.36,1964.0,64.39,1690.5,4.0035,1.9034,2.72,1123.4,2.0096,25.29,461.7
2021-03-05 00:08:00,116.046875,0.77085,50.81,1.3884,47055.0,533.75,2571.0,0.7897,86.59,3755.25,1476.5,1.19605,123.9375,138.75,87.275,0.009255,131.35,622.75,118.775,2163.8,1335.4,28670.0,28535.0,12408.0,2135.0,1415.0,16.26,1.0766,417.2,145.8125,110.3984375,132.21875,184.625,156.59375,27.5,653.0,30808.0,170.83,134.85,208.7,64.35,67.34,3670.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.36,1964.0,64.38,1690.4,4.003,1.903,2.72,1123.8,2.008,25.28,461.7
2021-03-05 00:09:00,116.046875,0.77085,50.81,1.3883,47135.0,533.75,2571.0,0.7897,86.59,3754.25,1476.5,1.1959,123.9453125,138.75,87.275,0.0092555,131.35,622.5,118.775,2163.8,1335.4,28660.0,28535.0,12407.5,2134.6,1415.0,16.26,1.0766,417.2,145.859375,110.3984375,132.234375,184.71875,156.625,27.5,653.0,30798.0,170.84,134.85,208.7,64.35,67.31,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.36,1964.0,64.35,1690.0,4.0005,1.903,2.72,1123.2,2.008,25.265,461.7
2021-03-05 00:10:00,116.046875,0.7708,50.81,1.3883,47135.0,534.0,2571.0,0.7896,86.59,3755.0,1476.5,1.19595,123.9453125,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1334.4,28665.0,28535.0,12406.25,2135.1,1414.5,16.26,1.0766,417.2,145.84375,110.3984375,132.234375,184.71875,156.65625,27.55,653.0,30805.0,170.85,134.85,208.7,64.34,67.31,3670.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.29,1964.0,64.35,1690.0,4.002,1.9028,2.72,1123.6,2.008,25.26,461.7
2021-03-05 00:11:00,116.046875,0.77075,50.79,1.3883,47175.0,534.0,2571.0,0.7896,86.59,3753.25,1476.5,1.19595,123.9453125,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1334.1,28650.0,28505.0,12398.25,2134.0,1414.5,16.26,1.0768,417.3,145.84375,110.3984375,132.234375,184.6875,156.625,27.55,653.0,30788.0,170.81,134.85,208.7,64.36,67.32,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.34,1689.7,4.0025,1.9028,2.721,1123.6,2.008,25.255,461.7
2021-03-05 00:12:00,116.046875,0.7707,50.78,1.3883,47175.0,534.0,2571.0,0.7895,86.59,3752.25,1476.5,1.19595,123.9453125,138.75,87.275,0.0092555,131.35,622.5,118.775,2163.8,1334.1,28645.0,28505.0,12390.0,2133.3,1414.5,16.26,1.0768,417.3,145.84375,110.3984375,132.234375,184.71875,156.625,27.55,652.75,30786.0,170.82,134.85,208.7,64.36,67.31,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.35,1689.6,4.0025,1.903,2.721,1123.2,2.008,25.245,461.7
2021-03-05 00:13:00,116.046875,0.7707,50.78,1.3882,47115.0,534.0,2571.0,0.78955,86.59,3752.75,1476.5,1.19595,123.953125,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1333.2,28645.0,28505.0,12393.0,2133.3,1414.25,16.26,1.0768,417.1,145.84375,110.3984375,132.234375,184.75,156.625,27.55,652.75,30782.0,170.83,134.85,208.7,64.36,67.29,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.34,1689.4,4.0045,1.903,2.72,1122.8,2.008,25.245,461.7
2021-03-05 00:14:00,116.046875,0.7707,50.8,1.3882,47115.0,534.0,2571.0,0.78955,86.59,3752.75,1476.5,1.19595,123.953125,138.75,87.275,0.009255,131.35,622.5,118.775,2163.8,1333.2,28635.0,28505.0,12393.75,2133.7,1414.5,16.26,1.0768,417.1,145.84375,110.3984375,132.234375,184.75,156.625,27.55,653.0,30782.0,170.83,134.85,208.7,64.36,67.29,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.34,1689.4,4.0035,1.903,2.72,1122.8,2.0079,25.24,461.7
2021-03-05 00:15:00,116.046875,0.7707,50.8,1.3882,47115.0,534.0,2571.0,0.7895,86.59,3752.75,1476.5,1.1959,123.953125,138.75,87.275,0.0092555,131.35,622.5,118.775,2163.8,1333.2,28645.0,28505.0,12392.0,2133.4,1414.5,16.26,1.0768,417.1,145.859375,110.3984375,132.234375,184.75,156.625,27.55,653.0,30784.0,170.83,134.85,208.7,64.36,67.31,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.35,1689.4,4.004,1.903,2.721,1122.6,2.0079,25.24,461.7
2021-03-05 00:16:00,116.046875,0.77075,50.81,1.3884,47115.0,534.0,2571.0,0.7896,86.59,3753.0,1476.5,1.196,123.9609375,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1333.2,28640.0,28505.0,12394.75,2133.6,1414.75,16.26,1.0767,417.2,145.875,110.40234375,132.25,184.78125,156.6875,27.55,653.0,30785.0,170.84,134.85,208.7,64.36,67.31,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.34,1690.1,4.0045,1.903,2.721,1122.6,2.0079,25.26,461.7
2021-03-05 00:17:00,116.046875,0.7706,50.81,1.3879,47115.0,534.0,2571.0,0.78945,86.59,3752.5,1476.5,1.1959,123.9609375,138.75,87.275,0.0092555,131.35,622.25,118.775,2163.8,1333.2,28630.0,28490.0,12395.5,2133.5,1414.75,16.26,1.0767,417.1,145.875,110.40234375,132.25,184.78125,156.6875,27.55,653.0,30780.0,170.84,134.85,208.7,64.36,67.29,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.33,1689.8,4.0025,1.903,2.721,1122.6,2.0079,25.235,461.7
2021-03-05 00:18:00,116.046875,0.7706,50.81,1.3881,47115.0,534.0,2571.0,0.78945,86.59,3752.5,1476.5,1.19595,123.9609375,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1333.2,28635.0,28490.0,12394.0,2133.5,1414.75,16.26,1.0767,417.1,145.875,110.40234375,132.234375,184.78125,156.65625,27.55,653.0,30776.0,170.84,134.85,208.7,64.36,67.29,3667.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.3,1964.0,64.33,1689.8,4.0035,1.903,2.72,1122.8,2.0079,25.24,461.7
2021-03-05 00:19:00,116.046875,0.7706,50.81,1.388,46880.0,534.0,2571.0,0.78945,86.59,3753.0,1476.5,1.19595,123.9609375,138.75,87.275,0.0092555,131.35,622.25,118.775,2163.8,1333.2,28640.0,28490.0,12395.75,2133.5,1414.75,16.26,1.0767,417.1,145.859375,110.3984375,132.25,184.78125,156.6875,27.55,653.0,30776.0,170.85,134.85,208.7,64.36,67.29,3667.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.31,1964.0,64.32,1689.9,4.0045,1.9026,2.721,1123.0,2.0079,25.24,461.7
2021-03-05 00:20:00,116.046875,0.7706,50.81,1.3881,47055.0,534.0,2571.0,0.78945,86.59,3754.0,1476.5,1.19595,123.9609375,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1333.2,28655.0,28490.0,12404.0,2134.3,1415.0,16.26,1.0766,417.2,145.859375,110.3984375,132.25,184.75,156.625,27.55,653.0,30786.0,170.84,134.85,208.7,64.36,67.3,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.31,1964.0,64.34,1689.7,4.0035,1.9026,2.721,1122.1,2.0086,25.25,461.7
2021-03-05 00:21:00,116.046875,0.77055,50.8,1.3882,47055.0,534.0,2571.0,0.7895,86.63,3753.25,1476.5,1.19595,123.953125,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1333.2,28650.0,28490.0,12399.0,2134.2,1415.0,16.26,1.0766,417.2,145.875,110.3984375,132.25,184.75,156.65625,27.55,653.0,30783.0,170.84,134.85,208.7,64.36,67.3,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.29,1964.0,64.33,1689.5,4.0035,1.9026,2.72,1122.0,2.0086,25.22,461.7
2021-03-05 00:22:00,116.046875,0.77065,50.8,1.3882,47055.0,534.0,2571.0,0.78955,86.63,3754.5,1476.5,1.19595,123.9609375,138.75,87.275,0.009256,131.35,622.0,118.775,2163.8,1333.2,28665.0,28490.0,12403.0,2134.8,1415.0,16.26,1.0766,417.2,145.859375,110.3984375,132.25,184.75,156.65625,27.6,652.75,30791.0,170.84,134.85,208.7,64.36,67.28,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.28,1964.0,64.32,1689.6,4.0035,1.902,2.72,1122.0,2.007,25.225,461.7
2021-03-05 00:23:00,116.046875,0.77065,50.79,1.3883,47055.0,534.0,2571.0,0.7895,86.63,3754.5,1476.5,1.196,123.9609375,138.75,87.275,0.009256499999999999,131.35,622.0,118.775,2163.8,1333.2,28660.0,28490.0,12403.25,2134.6,1415.0,16.26,1.0766,417.1,145.875,110.3984375,132.25,184.78125,156.65625,27.6,652.75,30792.0,170.85,134.85,208.7,64.36,67.28,3668.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.27,1964.0,64.32,1689.6,4.004,1.902,2.72,1122.0,2.007,25.225,461.7
2021-03-05 00:24:00,116.046875,0.7705,50.79,1.3883,47010.0,534.0,2571.0,0.78945,86.63,3754.0,1476.5,1.196,123.9609375,138.75,87.275,0.009256499999999999,131.35,622.0,118.775,2163.8,1333.2,28655.0,28490.0,12399.25,2134.4,1415.0,16.26,1.0766,417.1,145.875,110.3984375,132.25,184.8125,156.6875,27.55,652.75,30788.0,170.85,134.85,208.7,64.29,67.27,3669.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.25,1964.0,64.29,1689.4,4.001,1.9019,2.721,1122.0,2.007,25.215,461.7
2021-03-05 00:25:00,116.046875,0.7707,50.79,1.3886,47010.0,534.0,2571.0,0.7896,86.63,3755.5,1476.5,1.1961,123.9609375,138.75,87.275,0.009257,131.35,622.0,118.775,2163.8,1333.2,28660.0,28490.0,12404.5,2135.5,1415.0,16.26,1.0767,417.1,145.875,110.3984375,132.25,184.75,156.65625,27.5,652.75,30800.0,170.85,134.85,208.7,64.29,67.28,3669.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.25,1964.0,64.32,1689.8,4.004,1.9019,2.721,1122.0,2.007,25.22,461.7
2021-03-05 00:26:00,116.046875,0.7707,50.81,1.3884,47010.0,534.0,2571.0,0.78955,86.63,3755.5,1476.5,1.19605,123.9609375,138.75,87.275,0.0092575,131.35,622.0,118.775,2163.8,1333.2,28660.0,28490.0,12407.5,2135.8,1415.0,16.26,1.0767,417.2,145.859375,110.40234375,132.25,184.75,156.625,27.5,652.75,30803.0,170.86,134.85,208.7,64.29,67.27,3670.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.26,1964.0,64.31,1689.8,4.005,1.9019,2.72,1122.0,2.007,25.22,461.7
2021-03-05 00:27:00,116.046875,0.7707,50.81,1.3884,47010.0,534.0,2571.0,0.7896,86.63,3755.5,1476.5,1.1961,123.9609375,138.75,87.275,0.0092575,131.35,622.0,118.775,2163.8,1333.2,28655.0,28490.0,12407.75,2136.0,1415.0,16.26,1.0767,417.2,145.859375,110.40234375,132.234375,184.75,156.625,27.5,652.75,30803.0,170.85,134.85,208.7,64.29,67.28,3670.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.26,1964.0,64.31,1689.8,4.0045,1.9019,2.72,1122.0,2.007,25.22,461.7
2021-03-05 00:28:00,116.046875,0.7707,50.81,1.3885,47010.0,533.75,2571.0,0.7896,86.63,3755.5,1476.5,1.1961,123.9609375,138.75,87.275,0.0092575,131.35,622.0,118.775,2163.8,1333.2,28660.0,28490.0,12409.0,2136.4,1415.0,16.26,1.0767,417.2,145.859375,110.40234375,132.234375,184.75,156.625,27.5,652.75,30803.0,170.85,134.85,208.7,64.29,67.28,3670.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.26,1964.0,64.31,1689.9,4.0045,1.9019,2.719,1123.0,2.007,25.22,461.7
2021-03-05 00:29:00,116.046875,0.77065,50.8,1.3884,47010.0,534.0,2571.0,0.78955,86.63,3753.75,1476.5,1.19605,123.9609375,138.75,87.275,0.0092575,131.35,621.75,118.775,2163.8,1333.9,28640.0,28490.0,12398.5,2135.2,1415.0,16.26,1.0767,417.2,145.859375,110.40234375,132.25,184.78125,156.65625,27.5,652.5,30791.0,170.86,134.85,208.7,64.29,67.27,3668.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.26,1964.0,64.29,1689.9,4.001,1.9019,2.719,1122.7,2.007,25.205,461.7
2021-03-05 00:30:00,116.046875,0.77075,50.81,1.3883,47010.0,534.0,2571.0,0.7895,86.63,3753.25,1476.5,1.1961,123.9609375,138.75,87.275,0.0092575,131.35,621.75,118.775,2163.8,1333.9,28625.0,28490.0,12397.25,2135.0,1415.0,16.26,1.0767,417.2,145.859375,110.40234375,132.234375,184.8125,156.65625,27.55,652.5,30788.0,170.86,134.84,208.7,64.29,67.27,3668.0,112.08,23.45,539.5,1.9048,2.0145,163.68,67.26,1964.0,64.3,1690.3,4.0025,1.9019,2.72,1122.6,2.007,25.22,461.7
2021-03-05 00:31:00,116.046875,0.77085,50.77,1.3884,47010.0,533.75,2571.0,0.78955,86.6,3755.0,1476.5,1.1962,123.9609375,138.75,87.275,0.009256499999999999,131.35,621.75,118.775,2163.8,1333.9,28650.0,28490.0,12405.25,2134.8,1414.0,16.26,1.0769,416.8,145.859375,110.40234375,132.234375,184.78125,156.625,27.55,652.5,30798.0,170.85,134.84,208.7,64.29,67.28,3669.0,112.08,23.45,539.75,1.9048,2.0145,163.68,67.27,1964.0,64.31,1690.8,4.005,1.9015,2.72,1122.3,2.007,25.23,461.7
2021-03-05 00:32:00,116.046875,0.77115,50.8,1.3886,47010.0,533.75,2571.0,0.7897,86.6,3758.0,1476.5,1.19625,123.9453125,138.75,87.275,0.009257,131.35,622.5,118.775,2163.8,1333.9,28685.0,28490.0,12420.0,2136.6,1414.25,16.26,1.0769,416.9,145.84375,110.40234375,132.234375,184.71875,156.59375,27.4,653.0,30821.0,170.85,134.84,208.7,64.33,67.31,3671.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.28,1964.0,64.34,1691.7,4.0155,1.9027,2.721,1123.7,2.0062,25.25,461.7
2021-03-05 00:33:00,116.046875,0.77125,50.79,1.3887,47010.0,533.75,2571.0,0.78975,86.76,3758.75,1476.5,1.19625,123.953125,138.75,87.275,0.009256499999999999,131.35,622.25,118.775,2163.8,1335.8,28685.0,28490.0,12425.0,2137.0,1413.75,16.26,1.0768,416.7,145.828125,110.40234375,132.234375,184.71875,156.59375,27.35,653.0,30826.0,170.84,134.84,208.7,64.37,67.33,3672.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.28,1964.0,64.36,1691.5,4.015,1.9032,2.721,1123.9,2.0062,25.25,461.7
2021-03-05 00:34:00,116.046875,0.77135,50.84,1.3888,47050.0,534.0,2571.0,0.7898,86.76,3759.0,1476.5,1.19625,123.953125,138.75,87.275,0.009257,131.35,622.5,118.775,2163.8,1336.0,28710.0,28490.0,12426.0,2137.9,1414.5,16.26,1.0768,416.7,145.828125,110.40234375,132.234375,184.71875,156.59375,27.35,653.25,30831.0,170.84,134.84,208.7,64.37,67.34,3672.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.31,1964.0,64.37,1691.7,4.018,1.9033,2.72,1125.0,2.0062,25.27,461.7
2021-03-05 00:35:00,116.046875,0.77145,50.83,1.3889,47055.0,533.75,2571.0,0.7898,86.76,3759.0,1476.5,1.1962,123.953125,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1336.0,28705.0,28490.0,12428.25,2137.9,1414.5,16.26,1.0769,416.7,145.828125,110.40234375,132.21875,184.71875,156.59375,27.35,653.25,30832.0,170.85,134.84,208.7,64.37,67.3,3672.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.31,1964.0,64.34,1691.5,4.02,1.9033,2.72,1125.2,2.0062,25.27,461.7
2021-03-05 00:36:00,116.046875,0.77125,50.81,1.3886,47100.0,534.0,2571.0,0.78975,86.61,3758.5,1476.5,1.1961,123.953125,138.75,87.275,0.009256499999999999,131.35,622.25,118.775,2163.8,1336.0,28705.0,28490.0,12424.25,2137.4,1414.5,16.26,1.0768,416.7,145.828125,110.40234375,132.21875,184.71875,156.59375,27.35,653.25,30828.0,170.86,134.84,208.7,64.37,67.31,3672.0,112.08,23.45,540.0,1.9048,2.0145,163.68,67.29,1964.0,64.33,1691.8,4.023,1.9025,2.72,1124.3,2.0062,25.275,461.7
2021-03-05 00:37:00,116.046875,0.7715,50.81,1.389,47095.0,534.0,2571.0,0.78995,86.63,3761.5,1476.5,1.1963,123.953125,138.75,87.275,0.009256,131.35,622.25,118.775,2163.8,1336.0,28750.0,28490.0,12434.75,2139.7,1415.0,16.26,1.0768,416.8,145.84375,110.40234375,132.234375,184.75,156.625,27.3,653.5,30850.0,170.86,134.84,208.7,64.37,67.33,3675.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.29,1964.0,64.38,1692.3,4.0285,1.904,2.72,1126.0,2.0062,25.29,461.7
2021-03-05 00:38:00,116.046875,0.77135,50.86,1.3889,47095.0,534.0,2571.0,0.7899,86.75,3760.5,1476.5,1.19625,123.953125,138.75,87.275,0.009256499999999999,131.35,622.5,118.775,2163.8,1336.0,28745.0,28490.0,12431.5,2139.2,1415.25,16.26,1.0768,416.9,145.84375,110.40234375,132.234375,184.75,156.625,27.3,653.75,30843.0,170.86,134.85,208.7,64.38,67.34,3675.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.33,1964.0,64.37,1692.3,4.027,1.9042,2.719,1126.5,2.0062,25.285,461.7
2021-03-05 00:39:00,116.046875,0.77145,50.85,1.3888,47095.0,534.0,2571.0,0.7899,86.8,3760.5,1476.5,1.19625,123.953125,138.75,87.275,0.009257,131.35,622.75,118.775,2163.8,1336.0,28750.0,28490.0,12433.0,2138.9,1415.5,16.26,1.0768,416.9,145.875,110.40234375,132.25,184.8125,156.65625,27.3,653.75,30843.0,170.86,134.85,208.7,64.38,67.34,3675.0,112.08,23.45,540.25,1.9048,2.0145,163.68,67.32,1964.0,64.39,1692.3,4.0255,1.904,2.718,1126.9,2.0062,25.28,461.7
2021-03-05 00:40:00,116.046875,0.7715,50.85,1.3891,47215.0,534.0,2571.0,0.7899,86.8,3760.25,1476.5,1.19625,123.9609375,138.75,87.275,0.0092575,131.35,622.75,118.775,2163.8,1336.0,28760.0,28490.0,12430.25,2139.1,1415.0,16.26,1.0768,416.8,145.875,110.40234375,132.265625,184.84375,156.6875,27.3,653.75,30839.0,170.88,134.85,208.7,64.38,67.35,3675.0,112.08,23.45,540.5,1.9048,2.0145,163.68,67.32,1964.0,64.4,1692.4,4.026,1.905,2.718,1127.2,2.0062,25.28,461.7
2021-03-05 00:41:00,116.046875,0.77155,50.85,1.389,47215.0,534.0,2571.0,0.78995,86.63,3761.25,1476.5,1.1962,123.9609375,138.75,87.275,0.009257,131.35,622.75,118.775,2163.8,1336.0,28755.0,28490.0,12437.0,2140.0,1415.75,16.26,1.0768,416.9,145.890625,110.40234375,132.25,184.84375,156.65625,27.3,653.75,30847.0,170.87,134.85,208.7,64.42,67.37,3677.0,112.08,23.45,540.75,1.9048,2.0145,163.68,67.36,1964.0,64.42,1692.1,4.028,1.9053,2.719,1127.3,2.0099,25.27,461.7
2021-03-05 00:42:00,116.046875,0.7717,50.84,1.3889,47215.0,534.0,2571.0,0.79,86.79,3762.25,1476.5,1.19625,123.9609375,138.75,87.275,0.009255,131.35,622.75,118.775,2163.8,1336.0,28765.0,28490.0,12440.75,2140.9,1415.75,16.26,1.0768,416.9,145.875,110.40234375,132.25,184.84375,156.65625,27.3,653.75,30855.0,170.87,134.85,208.7,64.42,67.39,3677.0,112.08,23.45,540.75,1.9048,2.0145,163.68,67.36,1964.0,64.43,1691.9,4.0285,1.9053,2.719,1126.8,2.0099,25.28,461.7
2021-03-05 00:43:00,116.046875,0.7719,50.84,1.389,47305.0,534.0,2571.0,0.79005,86.94,3762.0,1476.5,1.1962,123.9609375,138.75,87.275,0.0092545,131.35,622.75,118.775,2163.8,1336.0,28755.0,28490.0,12436.25,2141.0,1416.0,16.26,1.0768,416.9,145.875,110.40234375,132.265625,184.84375,156.65625,27.3,653.75,30853.0,170.88,134.85,208.7,64.42,67.39,3677.0,112.08,23.45,541.0,1.9059,2.0145,163.68,67.4,1964.0,64.43,1692.1,4.0315,1.9063,2.719,1126.9,2.0104,25.26,461.7
2021-03-05 00:44:00,116.046875,0.7719,50.88,1.3889,47305.0,534.0,2571.0,0.79,86.95,3762.5,1476.5,1.1961,123.96875,138.75,87.275,0.009254,131.35,622.75,118.775,2163.8,1336.0,28770.0,28490.0,12437.5,2141.0,1416.25,16.26,1.0768,417.0,145.921875,110.40234375,132.28125,184.9375,156.75,27.3,653.75,30856.0,170.9,134.85,208.7,64.45,67.4,3677.0,112.08,23.45,541.0,1.9059,2.0145,163.68,67.39,1964.0,64.44,1692.3,4.0335,1.9065,2.719,1126.9,2.0104,25.275,461.7
2021-03-05 00:45:00,116.046875,0.7719,50.86,1.3887,47215.0,534.0,2571.0,0.79005,86.95,3763.25,1476.5,1.1961,123.96875,138.75,87.275,0.009254,131.35,622.75,118.775,2163.8,1339.9,28775.0,28490.0,12442.0,2141.4,1416.25,16.26,1.0768,417.0,145.921875,110.40234375,132.28125,184.96875,156.75,27.3,653.75,30862.0,170.91,134.86,208.7,64.46,67.39,3677.0,112.08,23.45,541.0,1.9059,2.0145,163.68,67.4,1964.0,64.44,1692.4,4.031,1.9063,2.719,1126.9,2.0104,25.27,461.7
2021-03-05 00:46:00,116.046875,0.77225,50.98,1.3889,47215.0,534.25,2571.0,0.79015,86.83,3764.0,1476.5,1.1962,123.9765625,138.75,87.275,0.0092545,131.35,622.75,118.775,2163.8,1340.9,28790.0,28490.0,12445.0,2142.0,1417.0,16.26,1.0768,417.1,145.9375,110.40234375,132.28125,185.03125,156.78125,27.25,654.5,30869.0,170.91,134.86,208.7,64.46,67.42,3678.0,112.08,23.45,541.0,1.9056,2.0145,163.68,67.41,1964.0,64.46,1692.7,4.0355,1.9063,2.719,1127.2,2.0104,25.28,461.7
2021-03-05 00:47:00,116.046875,0.7722,50.98,1.3888,47215.0,534.5,2571.0,0.7901,86.96,3764.0,1476.5,1.1961,123.9609375,138.75,87.275,0.0092535,131.35,623.25,118.775,2163.8,1341.0,28785.0,28490.0,12446.25,2141.6,1416.75,16.26,1.0768,417.2,145.9375,110.40625,132.28125,185.03125,156.75,27.2,654.25,30869.0,170.91,134.86,208.7,64.46,67.43,3678.0,112.08,23.45,541.0,1.9056,2.0145,163.68,67.41,1964.0,64.46,1692.6,4.0375,1.9067,2.721,1128.7,2.0104,25.275,461.7
