,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2015-06-05 00:01:00,0.7696,34.4,1.5359,362.5,3107.0,0.8003,65.07,2097.5,1.1212,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20405.0,20455.0,4492.25,496.3,1250.3,943.0,12.12,1.0701,304.2,109.2421875,125.75,154.90625,151.0,15.0,519.0,17912.0,150.78,129.04,151.54,58.14,62.16,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.06,1177.0,2.6835,1.8453,2.627,1099.4,1.9923,16.14,351.2
2015-06-05 00:02:00,0.7697,34.4,1.5359,362.5,3107.0,0.8003,65.07,2097.25,1.1213,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20455.0,4491.5,496.3,1250.3,943.0,12.12,1.0701,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17912.0,150.78,129.04,151.54,58.14,62.17,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.07,1176.9,2.6835,1.8453,2.627,1099.4,1.9923,16.145,351.2
2015-06-05 00:03:00,0.7698,34.4,1.536,362.5,3107.0,0.8003,65.07,2097.5,1.1214,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20390.0,20455.0,4491.5,496.3,1250.3,943.0,12.12,1.0701,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17911.0,150.78,129.04,151.54,58.14,62.17,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.06,1177.0,2.6835,1.8453,2.627,1099.4,1.9923,16.145,351.2
2015-06-05 00:04:00,0.7697,34.4,1.536,362.25,3107.0,0.8003,65.07,2097.5,1.1214,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20390.0,20455.0,4492.25,496.3,1250.3,943.0,12.12,1.0702,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17913.0,150.78,129.04,151.54,58.14,62.16,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.06,1177.0,2.6845,1.8453,2.627,1099.4,1.9923,16.145,351.2
2015-06-05 00:05:00,0.7698,34.4,1.536,362.0,3107.0,0.8003,65.07,2097.75,1.1214,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20460.0,4492.5,496.3,1250.3,943.0,12.12,1.0704,304.2,109.2421875,125.75,154.875,151.0,15.0,518.75,17914.0,150.78,129.04,151.54,58.14,62.17,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.06,1177.0,2.6845,1.8453,2.627,1099.2,1.9923,16.145,351.2
2015-06-05 00:06:00,0.7698,34.4,1.536,362.0,3107.0,0.8003,65.07,2097.5,1.1214,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20460.0,4492.5,496.3,1250.3,943.0,12.12,1.0704,304.2,109.2421875,125.75,154.875,151.0,15.0,518.75,17914.0,150.78,129.04,151.54,58.14,62.19,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.07,1176.9,2.6845,1.8453,2.627,1099.2,1.9923,16.14,351.2
2015-06-05 00:07:00,0.7699,34.4,1.5362,362.25,3107.0,0.8004,65.07,2097.5,1.1216,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20455.0,4492.25,496.3,1250.3,943.0,12.12,1.0704,304.2,109.2421875,125.75,154.875,151.0,15.0,518.75,17914.0,150.78,129.04,151.54,58.14,62.22,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.1,1176.9,2.6845,1.8453,2.627,1099.2,1.9923,16.14,351.2
2015-06-05 00:08:00,0.7699,34.4,1.5361,362.25,3107.0,0.8003,65.08,2097.5,1.1216,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20455.0,4492.0,496.3,1250.2,943.0,12.12,1.0704,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17912.0,150.78,129.04,151.54,58.14,62.22,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.07,1176.9,2.6845,1.8453,2.627,1099.2,1.9923,16.14,351.2
2015-06-05 00:09:00,0.7698,34.41,1.5361,362.25,3107.0,0.8003,65.08,2098.0,1.1215,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20455.0,4492.75,496.3,1250.2,943.0,12.12,1.0703,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17914.0,150.78,129.04,151.54,58.14,62.22,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.08,1176.9,2.6845,1.8453,2.625,1099.1,1.9923,16.14,351.2
2015-06-05 00:10:00,0.7698,34.43,1.5361,362.25,3107.0,0.8002,65.08,2098.0,1.1216,118.796875,222.475,80.4,0.008034,135.4,538.0,151.275,1879.6,980.0,20395.0,20455.0,4492.75,496.3,1250.6,943.0,12.12,1.0703,304.2,109.2421875,125.75,154.875,151.0,15.0,518.5,17915.0,150.78,129.04,151.54,58.14,62.22,3526.0,111.21,23.05,569.0,1.8599,1.9942,1731.0,148.44,62.2,2105.0,58.08,1176.9,2.6845,1.8453,2.6260000000000003,1099.1,1.9923,16.14,351.2
