,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-08-03 00:01:00,1.0437,52.15,1.5518,795.0,2365.0,0.9932,70.85,1362.25,1.2181,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8555.0,2620.5,614.0,767.8,1626.75,21.98,1.0144,505.9,110.28906200000002,134.640625,173.34375,151.4375,18.45,870.25,12839.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.3115,2.8485,2.918,1386.8,2.8696,27.065,610.0
2012-08-03 00:02:00,1.0437,52.15,1.5517,795.0,2365.0,0.9932,70.85,1362.25,1.2181,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0144,505.9,110.28906200000002,134.640625,173.34375,151.4375,18.45,870.25,12837.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.3115,2.8485,2.918,1386.5,2.8696,27.065,610.0
2012-08-03 00:03:00,1.0436,52.15,1.5516,795.0,2365.0,0.9932,70.85,1362.0,1.2182,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0144,505.9,110.28906200000002,134.640625,173.34375,151.4375,18.45,870.25,12835.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.311,2.8485,2.918,1386.1,2.8696,27.065,610.0
2012-08-03 00:04:00,1.0436,52.15,1.5516,795.0,2365.0,0.9933,70.85,1362.0,1.2182,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0144,505.9,110.28906200000002,134.640625,173.34375,151.4375,18.45,870.25,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.311,2.8485,2.918,1386.1,2.8696,27.065,610.0
2012-08-03 00:05:00,1.0436,52.15,1.5516,795.0,2365.0,0.9933,70.85,1362.0,1.2182,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0144,505.9,110.28906200000002,134.640625,173.34375,151.46875,18.45,870.25,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.5,3.311,2.8485,2.9189999999999996,1386.0,2.8696,27.09,610.0
2012-08-03 00:06:00,1.0436,52.15,1.5516,795.0,2365.0,0.9933,70.85,1362.25,1.2182,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.625,173.34375,151.46875,18.45,870.5,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.3,3.311,2.8485,2.9160000000000004,1386.0,2.8696,27.075,610.0
2012-08-03 00:07:00,1.0436,52.15,1.5516,795.0,2365.0,0.9933,70.85,1362.25,1.2181,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.640625,173.34375,151.46875,18.45,870.5,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.44,1592.4,3.311,2.8485,2.9139999999999997,1386.0,2.8696,27.075,610.0
2012-08-03 00:08:00,1.0436,52.15,1.5516,795.0,2365.0,0.9933,70.85,1362.0,1.2181,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.640625,173.34375,151.46875,18.45,870.5,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.44,1592.5,3.311,2.8485,2.9139999999999997,1386.2,2.8696,27.09,610.0
2012-08-03 00:09:00,1.0436,52.15,1.5517,794.25,2365.0,0.9933,70.85,1362.0,1.2181,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.640625,173.34375,151.46875,18.45,870.5,12834.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.4,3.311,2.8485,2.9139999999999997,1386.2,2.8696,27.09,610.0
2012-08-03 00:10:00,1.0436,52.14,1.5515,794.25,2365.0,0.9933,70.85,1362.0,1.2181,124.71093700000002,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.640625,173.375,151.53125,18.45,869.75,12836.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.3,3.311,2.8485,2.9139999999999997,1386.2,2.8696,27.085,610.0
2012-08-03 00:11:00,1.0436,52.14,1.5515,794.25,2365.0,0.9933,70.85,1362.0,1.218,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0143,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,868.75,12835.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.4,3.3115,2.8485,2.9139999999999997,1386.2,2.8696,27.09,610.0
2012-08-03 00:12:00,1.0436,52.14,1.5514,794.0,2365.0,0.9933,70.85,1362.25,1.218,124.703125,141.25,78.425,0.012794,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.625,173.375,151.5,18.45,868.75,12836.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.44,1592.4,3.3115,2.8485,2.917,1386.2,2.8696,27.09,610.0
2012-08-03 00:13:00,1.0435,52.14,1.5514,794.0,2365.0,0.9932,70.85,1362.0,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.625,173.375,151.46875,18.45,868.75,12836.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.43,1592.4,3.311,2.8485,2.917,1386.2,2.8696,27.085,610.0
2012-08-03 00:14:00,1.0435,52.14,1.5514,794.0,2365.0,0.9932,70.85,1362.5,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.25,614.0,767.9,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12837.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.43,1592.3,3.31,2.8485,2.917,1386.2,2.8696,27.085,610.0
2012-08-03 00:15:00,1.0435,52.14,1.5514,794.0,2365.0,0.9932,70.85,1362.0,1.218,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.25,614.0,767.9,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12837.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.44,1592.3,3.31,2.8485,2.917,1386.2,2.8696,27.075,610.0
2012-08-03 00:16:00,1.0434,52.14,1.5514,794.0,2365.0,0.9932,70.85,1361.75,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2619.75,614.0,767.6,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12835.0,144.89,127.85,137.98,87.44,106.3,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.31,2.8485,2.9160000000000004,1386.1,2.8696,27.075,610.0
2012-08-03 00:17:00,1.0435,52.14,1.5514,794.0,2365.0,0.9932,70.85,1362.0,1.2181,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12835.0,144.89,127.85,137.98,87.44,106.3,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.1,3.309,2.8485,2.9160000000000004,1386.2,2.8696,27.075,610.0
2012-08-03 00:18:00,1.0435,52.14,1.5514,794.0,2365.0,0.9932,70.85,1362.0,1.2181,124.703125,141.25,78.425,0.012795,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2620.0,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12835.0,144.89,127.85,137.98,87.44,106.3,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.2,3.309,2.8485,2.9160000000000004,1386.2,2.8696,27.08,610.0
2012-08-03 00:19:00,1.0433,52.14,1.5514,794.0,2365.0,0.9932,70.85,1361.75,1.218,124.703125,141.25,78.425,0.012797,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2619.75,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.46875,18.45,868.75,12834.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.2,3.309,2.8485,2.9160000000000004,1386.2,2.8696,27.075,610.0
2012-08-03 00:20:00,1.0433,52.14,1.5514,793.5,2365.0,0.9932,70.85,1361.75,1.218,124.703125,141.25,78.425,0.012797,172.1,869.25,125.4,1425.0,940.2,8545.0,8550.0,2619.75,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,868.75,12833.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.3,3.309,2.8485,2.917,1386.2,2.8696,27.075,610.0
2012-08-03 00:21:00,1.0433,52.14,1.5514,793.5,2365.0,0.9932,70.85,1361.75,1.2181,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2619.0,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.65625,173.375,151.5,18.45,869.0,12833.0,144.89,127.85,137.98,87.44,106.29,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.2,3.309,2.8485,2.917,1386.2,2.8696,27.075,610.0
2012-08-03 00:22:00,1.0432,52.12,1.5513,792.75,2365.0,0.9931,70.85,1361.75,1.2179,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2619.5,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.65625,173.375,151.5,18.45,867.5,12834.0,144.89,127.85,137.98,87.44,106.27,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.45,1592.2,3.3085,2.8485,2.917,1386.2,2.8696,27.075,610.0
2012-08-03 00:23:00,1.0432,52.12,1.5513,792.75,2365.0,0.9932,70.85,1362.0,1.2179,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,867.0,12835.0,144.89,127.85,137.98,87.44,106.27,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.4,3.308,2.8485,2.917,1386.2,2.8696,27.08,610.0
2012-08-03 00:24:00,1.0434,52.12,1.5514,792.75,2365.0,0.9932,70.85,1362.25,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,867.75,12836.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.4,3.308,2.8485,2.917,1386.2,2.8696,27.08,610.0
2012-08-03 00:25:00,1.0433,52.12,1.5514,792.75,2365.0,0.9932,70.85,1361.75,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2620.25,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,867.75,12835.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.46,1592.4,3.3085,2.8485,2.9130000000000003,1386.2,2.8696,27.08,610.0
2012-08-03 00:26:00,1.0432,52.12,1.5513,792.75,2365.0,0.9932,70.85,1361.25,1.218,124.703125,141.25,78.425,0.012796,172.1,869.25,125.4,1425.0,940.2,8540.0,8550.0,2619.0,614.0,767.8,1626.75,21.98,1.0142,505.9,110.28906200000002,134.640625,173.375,151.5,18.45,867.75,12831.0,144.89,127.85,137.98,87.44,106.28,2262.0,110.92,26.85,2.865,2.8732,2234.0,134.34,106.86,1652.0,87.44,1592.2,3.3085,2.8485,2.9130000000000003,1386.2,2.8696,27.075,610.0
