,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-04-04 00:01:00,0.9194,41.94,1.6578,499.0,2935.0,0.9052,90.83,1885.5,1.371,118.609375,180.25,122.525,0.009627,176.75,741.25,137.375,1903.3,992.6,15060.0,15105.0,3637.0,459.0,1179.9,1476.75,17.2,1.1215,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16518.0,142.9,125.2,127.6,100.33,106.14,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.35,1286.9,3.0395,2.9013,4.4430000000000005,1439.1,2.907,19.84,460.5
2014-04-04 00:02:00,0.9194,41.94,1.6579,499.0,2935.0,0.9051,90.83,1885.5,1.371,118.609375,180.25,122.525,0.009627,176.75,741.25,137.375,1903.3,992.6,15060.0,15105.0,3637.0,459.0,1179.9,1476.75,17.2,1.1215,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16518.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.35,1286.8,3.0395,2.9013,4.4430000000000005,1439.1,2.907,19.84,460.5
2014-04-04 00:03:00,0.9194,41.94,1.6579,499.0,2935.0,0.9051,90.83,1885.5,1.371,118.609375,180.25,122.525,0.009628,176.75,741.25,137.375,1903.3,992.6,15055.0,15100.0,3637.0,459.0,1179.9,1476.75,17.2,1.1216,479.5,109.72656200000002,122.9375,143.0625,132.21875,14.4,672.0,16518.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.34,1286.7,3.0395,2.9013,4.4430000000000005,1439.1,2.907,19.84,460.5
2014-04-04 00:04:00,0.9193,41.94,1.6579,499.0,2935.0,0.905,90.83,1885.5,1.3711,118.609375,180.25,122.525,0.009628,176.75,741.25,137.375,1903.3,992.6,15055.0,15100.0,3637.25,459.0,1179.9,1476.75,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16517.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.34,1286.8,3.0395,2.9013,4.4430000000000005,1439.1,2.907,19.84,460.5
2014-04-04 00:05:00,0.9192,41.94,1.6579,499.0,2935.0,0.905,90.88,1885.5,1.3711,118.609375,180.25,122.525,0.009628,176.75,741.25,137.375,1903.3,992.6,15055.0,15100.0,3637.5,459.0,1179.9,1476.75,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16518.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.34,1286.8,3.0395,2.9013,4.4430000000000005,1439.1,2.907,19.84,460.5
2014-04-04 00:06:00,0.9193,41.94,1.658,499.5,2935.0,0.905,90.88,1885.5,1.3711,118.609375,180.25,122.525,0.009628,176.75,741.25,137.375,1903.3,992.6,15055.0,15100.0,3637.5,459.0,1179.9,1476.75,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16518.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.34,1286.9,3.0395,2.9013,4.444,1439.1,2.907,19.84,460.5
2014-04-04 00:07:00,0.9192,41.94,1.6579,499.5,2935.0,0.905,90.88,1885.75,1.3711,118.609375,180.25,122.525,0.009627,176.75,741.25,137.375,1903.3,992.6,15065.0,15120.0,3638.0,459.0,1180.0,1476.75,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16520.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.34,1286.6,3.0395,2.9013,4.445,1438.8,2.907,19.835,460.5
2014-04-04 00:08:00,0.9192,41.94,1.6579,499.5,2935.0,0.905,90.86,1885.75,1.371,118.609375,180.25,122.525,0.009627,176.75,741.25,137.375,1903.3,992.6,15065.0,15110.0,3638.0,459.0,1180.0,1477.0,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.25,16520.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.33,1286.6,3.0395,2.9013,4.445,1438.8,2.907,19.835,460.5
2014-04-04 00:09:00,0.9192,41.94,1.6579,499.5,2935.0,0.905,90.86,1885.75,1.371,118.60156200000002,180.25,122.525,0.009627,176.75,741.25,137.375,1903.3,992.6,15060.0,15110.0,3638.0,459.0,1180.0,1477.0,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16520.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.33,1286.6,3.04,2.9013,4.445,1438.8,2.907,19.835,460.5
2014-04-04 00:10:00,0.9191,41.94,1.6578,499.5,2935.0,0.905,90.86,1886.0,1.371,118.60156200000002,180.25,122.5,0.009627,176.75,741.25,137.375,1903.3,992.6,15065.0,15110.0,3638.0,459.0,1180.0,1476.5,17.2,1.1216,479.5,109.72656200000002,122.921875,143.0625,132.21875,14.4,672.0,16522.0,142.9,125.2,127.6,100.33,106.15,3148.0,110.36,17.2,2.925,2.9185,2042.0,135.9,106.16,1851.0,100.33,1286.6,3.0415,2.9013,4.445,1438.8,2.907,19.835,460.5
