,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-03-09 00:01:00,0.7792,31.72,1.3803,8610.0,391.75,2513.0,0.7755,84.54,2742.5,1.23185,113.984375,142.25,67.7,0.0093815,120.5,529.25,121.575,2035.2,1201.1,21320.0,21395.0,7000.0,1576.6,1055.0,12.93,1.0508,378.5,128.171875,106.234375,120.125,155.875,143.5625,17.3,493.75,24923.0,157.18,130.33,161.24,60.26,63.81,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.27,1318.4,3.0685,1.8628,2.7310000000000003,953.4,1.8704,16.435,357.8
2018-03-09 00:02:00,0.7792,31.72,1.3803,8610.0,391.75,2513.0,0.7755,84.54,2742.5,1.23185,113.984375,142.25,67.7,0.0093825,120.5,529.25,121.575,2035.2,1201.1,21335.0,21400.0,6999.25,1576.6,1055.0,12.93,1.0508,378.5,128.171875,106.234375,120.125,155.875,143.5625,17.3,494.0,24921.0,157.18,130.33,161.24,60.26,63.81,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.27,1318.5,3.068,1.8628,2.7310000000000003,953.4,1.8704,16.435,357.8
2018-03-09 00:03:00,0.7792,31.72,1.3804,8660.0,391.75,2513.0,0.7755,84.54,2742.5,1.23185,113.984375,142.25,67.7,0.009382,120.5,529.25,121.575,2035.2,1201.1,21325.0,21395.0,6999.25,1576.6,1055.0,12.93,1.0508,378.5,128.171875,106.234375,120.109375,155.90625,143.5625,17.3,493.75,24919.0,157.18,130.33,161.24,60.26,63.81,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.26,1318.5,3.067,1.8628,2.73,953.4,1.8704,16.435,357.8
2018-03-09 00:04:00,0.7791,31.72,1.3804,8660.0,391.75,2513.0,0.7754,84.54,2742.25,1.2318,113.984375,142.25,67.7,0.0093805,120.5,529.25,121.575,2035.2,1201.1,21320.0,21390.0,6998.25,1576.6,1055.0,12.93,1.0506,378.6,128.171875,106.234375,120.109375,155.90625,143.5625,17.3,493.75,24916.0,157.18,130.33,161.24,60.26,63.81,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.25,1318.3,3.0665,1.8628,2.7289999999999996,953.4,1.8704,16.43,357.8
2018-03-09 00:05:00,0.779,31.72,1.3804,8660.0,391.75,2513.0,0.7754,84.54,2741.5,1.23185,113.984375,142.25,67.7,0.009382,120.5,529.25,121.575,2035.2,1201.1,21300.0,21375.0,6996.25,1575.8,1055.0,12.93,1.0506,378.6,128.1875,106.234375,120.125,155.90625,143.5625,17.3,493.75,24910.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.4,3.0665,1.8628,2.7289999999999996,953.4,1.8707,16.435,357.8
2018-03-09 00:06:00,0.779,31.72,1.3804,8690.0,391.75,2513.0,0.7754,84.54,2741.5,1.23185,113.984375,142.25,67.7,0.0093815,120.5,529.25,121.575,2035.2,1201.1,21305.0,21375.0,6997.0,1575.6,1055.25,12.93,1.0506,378.4,128.1875,106.234375,120.125,155.90625,143.5625,17.3,493.75,24912.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.4,3.067,1.8628,2.728,953.4,1.8707,16.435,357.8
2018-03-09 00:07:00,0.779,31.72,1.3803,8750.0,391.75,2513.0,0.77545,84.52,2741.5,1.23185,113.984375,142.25,67.7,0.009381,120.5,529.25,121.575,2035.2,1201.1,21315.0,21385.0,6996.25,1575.8,1055.0,12.93,1.0506,378.5,128.1875,106.234375,120.125,155.90625,143.5625,17.3,493.75,24912.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.25,1318.3,3.068,1.8628,2.7289999999999996,953.4,1.8707,16.435,357.8
2018-03-09 00:08:00,0.779,31.72,1.3803,8780.0,392.0,2513.0,0.7754,84.52,2741.75,1.2318,113.984375,142.25,67.7,0.009381,120.5,529.25,121.575,2035.2,1201.1,21305.0,21375.0,6997.0,1575.8,1055.0,12.93,1.0506,378.4,128.1875,106.234375,120.125,155.90625,143.5625,17.3,493.75,24914.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.3,3.0675,1.8628,2.728,952.9,1.8707,16.435,357.8
2018-03-09 00:09:00,0.7791,31.72,1.3804,8755.0,392.0,2513.0,0.77545,84.52,2741.5,1.23185,113.9765625,142.25,67.7,0.009381,120.5,529.25,121.575,2035.2,1201.1,21305.0,21375.0,6997.0,1575.8,1055.0,12.93,1.0508,378.5,128.1875,106.234375,120.125,155.90625,143.5625,17.3,493.75,24913.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.3,3.068,1.8628,2.727,953.0,1.8707,16.435,357.8
2018-03-09 00:10:00,0.7792,31.72,1.3804,8765.0,392.0,2513.0,0.77545,84.52,2742.0,1.23185,113.984375,142.25,67.7,0.00938,120.5,529.25,121.575,2035.2,1201.1,21310.0,21380.0,6998.0,1575.8,1055.0,12.93,1.0508,378.5,128.1875,106.234375,120.109375,155.90625,143.5625,17.3,493.75,24917.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.25,1318.2,3.0665,1.8628,2.7260000000000004,952.7,1.8707,16.425,357.8
2018-03-09 00:11:00,0.7792,31.72,1.3804,8765.0,392.0,2513.0,0.77545,84.52,2741.25,1.23185,113.984375,142.25,67.7,0.00938,120.5,529.5,121.575,2035.2,1201.1,21300.0,21370.0,6996.25,1576.0,1055.0,12.93,1.0508,378.5,128.1875,106.234375,120.109375,155.90625,143.5625,17.3,494.0,24910.0,157.18,130.33,161.24,60.26,63.79,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.2,3.066,1.8628,2.7260000000000004,953.0,1.8707,16.425,357.8
2018-03-09 00:12:00,0.7792,31.72,1.3806,8795.0,392.0,2513.0,0.77545,84.52,2741.25,1.2318,113.9921875,142.25,67.7,0.009382,120.5,529.5,121.575,2035.2,1201.1,21295.0,21365.0,6996.25,1575.5,1055.0,12.93,1.0508,378.5,128.203125,106.234375,120.125,155.9375,143.59375,17.3,493.75,24909.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.21,1318.3,3.0655,1.8628,2.7260000000000004,953.0,1.8707,16.425,357.8
2018-03-09 00:13:00,0.7792,31.72,1.3806,8765.0,392.0,2513.0,0.7755,84.51,2741.5,1.2318,113.984375,142.25,67.7,0.0093805,120.5,529.25,121.575,2035.2,1201.1,21300.0,21370.0,6997.0,1575.5,1055.0,12.93,1.0509,378.4,128.203125,106.234375,120.125,155.9375,143.59375,17.3,494.0,24913.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.2,3.065,1.8628,2.7260000000000004,952.7,1.8707,16.425,357.8
2018-03-09 00:14:00,0.7792,31.72,1.3804,8755.0,392.0,2513.0,0.7755,84.51,2741.25,1.23175,113.984375,142.25,67.7,0.009381,120.5,529.0,121.575,2035.2,1201.1,21280.0,21355.0,6995.75,1575.5,1055.0,12.93,1.0507,378.3,128.203125,106.234375,120.125,155.9375,143.59375,17.3,494.0,24909.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.1,3.0655,1.8628,2.7260000000000004,952.6,1.8707,16.425,357.8
2018-03-09 00:15:00,0.7792,31.72,1.3805,8755.0,392.0,2513.0,0.7755,84.51,2741.75,1.23175,113.984375,142.25,67.7,0.0093815,120.5,529.25,121.575,2035.2,1201.1,21305.0,21375.0,6997.0,1576.1,1055.0,12.93,1.0507,378.5,128.203125,106.234375,120.125,155.9375,143.59375,17.3,494.25,24917.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.2,3.0655,1.8628,2.727,952.8,1.8707,16.425,357.8
2018-03-09 00:16:00,0.7792,31.73,1.3805,8755.0,392.0,2513.0,0.7755,84.51,2741.25,1.2317,113.984375,142.25,67.7,0.009382,120.5,529.25,121.575,2035.2,1201.1,21280.0,21350.0,6996.25,1575.8,1055.0,12.93,1.0507,378.5,128.203125,106.234375,120.125,155.9375,143.59375,17.3,494.25,24912.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.1,3.066,1.8628,2.727,952.8,1.8707,16.425,357.8
2018-03-09 00:17:00,0.7792,31.73,1.3804,8785.0,392.0,2513.0,0.7755,84.51,2741.0,1.2317,113.984375,142.25,67.7,0.009382,120.5,529.25,121.575,2035.2,1201.1,21265.0,21335.0,6995.0,1575.8,1055.0,12.93,1.0507,378.4,128.203125,106.234375,120.140625,155.9375,143.59375,17.3,494.25,24908.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.1,3.0645,1.8628,2.727,952.8,1.8707,16.425,357.8
2018-03-09 00:18:00,0.7792,31.73,1.3805,8760.0,392.0,2513.0,0.77545,84.51,2741.5,1.2317,113.984375,142.25,67.7,0.0093825,120.5,529.25,121.575,2035.2,1201.1,21270.0,21340.0,6996.25,1575.5,1055.0,12.93,1.0507,378.4,128.203125,106.234375,120.140625,155.9375,143.59375,17.3,494.0,24914.0,157.18,130.33,161.24,60.26,63.77,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.2,3.0645,1.8628,2.727,952.8,1.8707,16.425,357.8
2018-03-09 00:19:00,0.7791,31.73,1.3805,8760.0,392.0,2513.0,0.77545,84.51,2741.25,1.23175,113.9921875,142.25,67.7,0.0093835,120.5,529.25,121.575,2035.2,1201.1,21240.0,21315.0,6994.75,1575.5,1055.0,12.93,1.0507,378.4,128.203125,106.234375,120.140625,155.9375,143.625,17.3,494.0,24909.0,157.18,130.33,161.24,60.26,63.78,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.1,3.064,1.8628,2.7260000000000004,952.6,1.8707,16.425,357.8
2018-03-09 00:20:00,0.7792,31.73,1.3806,8760.0,392.0,2513.0,0.77545,84.51,2741.5,1.23175,113.9921875,142.25,67.7,0.009382999999999999,120.5,529.25,121.575,2035.2,1201.1,21250.0,21320.0,6995.5,1575.7,1055.0,12.93,1.0507,378.4,128.203125,106.234375,120.140625,155.9375,143.625,17.3,494.25,24911.0,157.18,130.33,161.24,60.26,63.78,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.1,3.064,1.8628,2.7260000000000004,952.3,1.8707,16.43,357.8
2018-03-09 00:21:00,0.7792,31.73,1.3805,8760.0,392.0,2513.0,0.77545,84.51,2742.0,1.23175,113.9921875,142.25,67.7,0.009382999999999999,120.5,529.25,121.575,2035.2,1201.1,21245.0,21310.0,6996.75,1575.7,1055.0,12.93,1.0507,378.4,128.203125,106.234375,120.140625,155.9375,143.59375,17.3,494.25,24916.0,157.18,130.33,161.24,60.26,63.78,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.1,3.0635,1.8628,2.7260000000000004,952.3,1.8701,16.425,357.8
2018-03-09 00:22:00,0.7792,31.73,1.3805,8730.0,392.0,2513.0,0.7754,84.6,2743.0,1.23175,113.984375,142.25,67.7,0.009382,120.5,529.25,121.575,2035.2,1201.1,21260.0,21330.0,6999.75,1576.7,1055.0,12.93,1.0508,378.4,128.203125,106.234375,120.140625,155.90625,143.59375,17.25,494.25,24926.0,157.18,130.33,161.24,60.24,63.8,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.25,1318.2,3.0645,1.8627,2.727,952.3,1.8701,16.43,357.8
2018-03-09 00:23:00,0.779,31.73,1.3805,8745.0,392.0,2513.0,0.77535,84.61,2742.0,1.23175,113.984375,142.25,67.7,0.009384,120.5,529.25,121.575,2035.2,1201.1,21250.0,21325.0,6996.5,1576.7,1055.0,12.93,1.0508,378.3,128.203125,106.234375,120.140625,155.9375,143.59375,17.25,494.25,24917.0,157.18,130.33,161.24,60.24,63.8,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.2,3.064,1.8627,2.725,952.5,1.8701,16.43,357.8
2018-03-09 00:24:00,0.779,31.72,1.3805,8745.0,392.0,2513.0,0.7754,84.61,2741.5,1.23185,113.984375,142.25,67.7,0.009384,120.5,529.25,121.575,2035.2,1201.1,21240.0,21320.0,6996.0,1576.0,1054.5,12.93,1.051,378.3,128.203125,106.234375,120.125,155.9375,143.59375,17.3,494.0,24914.0,157.18,130.33,161.24,60.24,63.8,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.23,1318.2,3.064,1.8627,2.7260000000000004,952.3,1.8701,16.425,357.8
2018-03-09 00:25:00,0.779,31.71,1.3806,8745.0,392.0,2513.0,0.7754,84.61,2741.75,1.2319,113.984375,142.25,67.7,0.009384,120.5,529.25,121.575,2035.2,1201.1,21230.0,21305.0,6996.0,1576.0,1054.5,12.93,1.051,378.2,128.203125,106.234375,120.140625,155.9375,143.59375,17.3,494.0,24916.0,157.18,130.33,161.24,60.24,63.8,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.2,3.0645,1.8627,2.7260000000000004,952.2,1.8701,16.425,357.8
2018-03-09 00:26:00,0.7791,31.71,1.3806,8745.0,392.0,2513.0,0.7754,84.61,2741.75,1.23185,113.984375,142.25,67.7,0.0093835,120.5,529.0,121.575,2035.2,1201.1,21240.0,21315.0,6996.0,1576.0,1054.75,12.93,1.051,378.2,128.203125,106.234375,120.140625,155.9375,143.59375,17.3,494.0,24916.0,157.18,130.33,161.24,60.24,63.78,3412.0,111.82,16.8,567.25,1.8621,1.8714,1811.0,152.33,63.83,1817.0,60.24,1318.2,3.064,1.8627,2.7260000000000004,952.2,1.8701,16.43,357.8
