time,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADP,AFL,AIG,AMAT,AMGN,AMT,AMZN,ANTM,ATVI,AVGO,AXP,BA,BAC,BDX,BIIB,BK,BKNG,BLK,BMY,BRK-B,BSX,C,CAT,CB,CCI,CHTR,CI,CL,CMCSA,CME,COF,COP,COST,CRM,CSCO,CSX,CTSH,CVS,CVX,D,DAL,DE,DHR,DIS,DUK,EA,ECL,EEM,EFA,EMR,EOG,EWZ,EXC,F,FB,FDX,FOXA,FXI,GD,GDX,GE,GILD,GM,GOOG,GOOGL,GOVT,GS,HAL,HD,HON,HPQ,HUM,IBM,ICE,ILMN,INTC,INTU,ISRG,ITW,JNJ,JPM,KHC,KMB,KO,KR,LLY,LMT,LOW,LULU,LYB,MA,MAR,MCD,MDLZ,MDT,MET,MMC,MMM,MO,MPC,MRK,MS,MSFT,MU,NEE,NFLX,NKE,NOC,NSC,NVDA,ORCL,OXY,PEP,PFE,PG,PGR,PM,PNC,PRU,PSX,PX,PYPL,QCOM,QQQ,SBUX,SCHW,SHW,SLB,SO,SPG,SPGI,SPY,STZ,SYK,T,TGT,TJX,TLT,TMO,TSLA,TWTR,TXN,UNH,UNP,UPS,USB,V,VLO,VRTX,VXX,VZ,WBA,WFC,WM,WMT,X,XLE,XLF,XLI,XLK,XLP,XOM,ZTS
2021-11-05 07:24:00+00:00,151.02,117.24,128.45,,678.5,,,,61.41,151.3,215.09,,3474.2,,68.31,,172.19,216.75,47.59,243.62,,59.1,2480.0,,59.4,288.24,,67.31,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.45,43.0,,305.1,171.84,,142.85,,50.97,81.68,,95.1,,,19.67,338.52,246.47,,39.89,,31.84,105.57,66.0,58.98,,2974.0,,408.81,24.6,,222.5325,,,119.8634,,,50.37,,,,163.53,168.63,37.22,,56.54,,,335.5,,,,336.83,166.5,254.16,,,63.611,,,44.54,,82.88,100.61,336.75,72.43,84.5,667.8,176.0,,,304.45,95.92,34.25,,47.93,145.5,,,,112.03,,,228.06,156.8,399.04,111.9158,,,33.29,62.5,167.23,,467.81,,,24.81,,69.8593,147.17,638.97,1228.0,53.86,,455.76,,,,209.3258,76.5,,19.93,51.87,49.57,50.8,,151.89,26.34,57.83,40.12,105.79,167.05,72.6,63.7855,
2021-11-05 07:25:00+00:00,151.02,117.24,128.45,,678.5,,,,61.41,151.2,215.09,,3474.2,,68.31,,172.19,216.5,47.59,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.45,43.0,,305.1,171.97,,142.85,,50.97,81.68,,95.1,,,19.67,338.52,246.47,,39.88,,31.84,105.57,65.75,58.96,,2974.0,,408.81,24.6,,222.5325,,,119.8634,,,50.37,,,,163.53,168.63,37.22,,56.54,,,335.5,,,,336.83,166.5,254.16,,,63.611,,,44.54,,82.08,100.61,336.75,72.43,84.5,667.8,176.0,,,304.5,95.92,34.25,,47.98,145.5,,,,112.03,,,228.06,156.8,398.97,111.9158,,,33.29,62.5,167.23,,467.73,,,24.82,,70.228,147.17,638.97,1228.0,53.86,,455.76,,,,209.3258,76.5,,19.95,51.87,49.57,50.8,,151.89,26.34,57.83,40.12,105.79,166.95,72.6,63.7855,
2021-11-05 07:26:00+00:00,151.04,117.24,128.45,,676.0,,,,61.41,151.2,215.09,,3474.2,,68.31,,172.19,216.5,47.6,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.45,43.0,,305.1,172.4,,142.85,,50.97,81.68,,95.1,,,19.69,338.52,246.47,,39.88,,31.85,105.57,65.75,59.03,,2974.0,,408.81,24.6,,222.5325,,,119.8634,,,50.37,,,,163.53,168.68,37.22,,56.54,,268.0,335.5,,,,336.83,166.5,254.16,,,63.611,,,44.54,,82.8,100.61,336.6,72.43,84.5,667.8,176.0,,,304.15,95.92,34.25,,48.35,145.5,,,,112.03,,,228.15,156.8,398.94,111.9158,,,33.29,62.5,167.23,,467.77,,,24.82,,70.228,147.23,638.97,1228.0,53.86,,455.76,,,,209.1462,76.5,,19.95,51.87,49.57,50.8,,151.89,26.34,57.89,40.12,105.79,166.95,72.6,63.7855,
2021-11-05 07:27:00+00:00,151.04,117.24,128.45,,676.0,,,,61.41,150.521,215.09,,3474.2,,68.31,,172.19,216.69,47.62,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.45,43.0,,305.1,172.4,,142.85,,50.97,81.66,,95.1,,,19.69,338.52,246.47,,39.88,,31.86,105.75,65.75,59.03,,2974.0,,408.81,24.6,,222.5325,,,119.8634,,,50.36,,,,163.54,168.68,37.22,,56.54,,268.0,335.5,,,,336.83,166.5,254.16,,,63.611,,,44.54,,82.75,100.61,336.6,72.43,84.5,667.8,176.0,,,304.8,95.92,34.25,,48.21,145.5,,,,112.03,,,228.15,156.6,398.91,111.9158,,,33.25,62.5,167.23,,467.83,,,24.82,,70.228,147.23,638.97,1228.01,53.86,,455.76,,,,209.1462,76.5,,19.95,51.87,49.57,50.8,,151.89,26.29,57.89,40.12,105.79,166.95,72.6,63.7855,
2021-11-05 07:28:00+00:00,151.04,117.24,128.45,,676.0,181.8,,,61.41,150.521,215.09,,3469.99,,68.24,,172.19,216.59,47.61,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.6,43.0,,305.1,172.4,,142.85,,50.97,81.66,,95.1,,,19.68,338.52,245.45,,39.87,,31.86,105.9,65.7,59.03,,2974.0,,408.81,24.6,,222.5325,,,119.8634,,,50.36,,,,163.54,168.68,37.22,,56.54,,268.0,335.5,,,,336.83,166.5,254.16,,,63.611,,,44.54,,82.75,100.61,336.6,72.43,84.37,667.8,176.0,,,304.95,95.92,34.25,,48.4,145.5,,,,112.03,,,228.15,156.6,398.83,112.0153,,,33.25,62.5,167.23,,467.76,,,24.82,,70.228,147.23,638.97,1228.0,53.82,,455.76,,,,209.1462,76.5,,19.95,51.88,49.57,50.8,,151.89,26.29,57.88,40.14,105.79,166.95,72.6,63.7855,
2021-11-05 07:29:00+00:00,150.99,117.24,128.45,,676.0,181.8,,,61.41,150.521,215.09,,3469.99,,68.24,,172.19,216.6,47.61,243.62,,59.1,2495.0,,59.4,288.24,,67.36,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.6,42.99,,305.1,172.5,,142.85,,50.96,81.66,,95.56,,,19.69,338.52,245.45,,39.86,,31.86,105.9,65.58,59.0,,2972.5,,408.81,24.6,,222.5325,,,119.8634,,,50.36,,,,163.54,168.68,37.22,,56.54,,268.0,335.5,,,,336.68,166.5,254.16,,,63.611,,,44.54,,82.66,100.61,336.19,72.42,84.5,667.55,176.0,,,304.5,95.92,34.25,,48.32,145.5,,,,112.03,,,228.15,156.68,398.75,111.9158,,,33.25,62.5,167.23,,467.72,,,24.82,,70.1682,147.23,638.97,1227.89,53.82,,455.76,,,,209.1462,76.5,,19.95,51.88,49.57,50.8,,151.89,26.29,57.88,40.14,105.79,166.95,72.6,63.7264,
2021-11-05 07:30:00+00:00,150.92,117.24,128.45,,676.0,181.8,,,61.41,150.521,215.09,,3469.99,,68.23,,172.19,216.7,47.6,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.5,42.81,,305.1,172.68,,142.85,,50.96,81.66,,95.56,,,19.67,338.38,245.45,,39.84,,31.86,105.78,65.5,59.0,,2972.5,,408.81,24.6,,222.5325,,,119.8634,,,50.36,,,,163.54,168.76,37.22,,56.54,,268.0,335.5,,,,336.68,166.5,254.16,,,63.611,,,44.54,,82.78,100.61,336.0,72.4,84.5,667.0,176.0,,,303.95,95.92,34.25,,48.18,145.5,,,,112.03,,,228.15,156.68,398.56,111.9158,,,33.25,62.5,167.23,,467.56,,,24.82,,70.228,147.23,638.97,1227.0,53.75,,455.76,,,,209.1462,76.5,,19.95,51.88,49.57,50.8,,151.89,26.32,57.88,40.14,105.79,166.79,72.6,63.7264,
2021-11-05 07:31:00+00:00,150.9,117.24,128.45,,676.0,181.8,,,61.41,150.521,215.09,,3469.99,,68.23,,172.19,217.0,47.57,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,153.46,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.75,,305.1,172.99,,142.85,,50.96,81.66,,95.63,,,19.66,338.25,245.45,,39.84,,31.86,105.78,65.5,59.1,,2972.5,,408.81,24.6,,222.5325,,,119.8634,,,50.36,,,,163.45,168.76,37.22,,56.54,43.55,268.0,335.5,,,,336.68,166.5,254.16,,,63.611,,,44.54,,82.8,100.5,335.88,72.38,84.5,665.0,176.0,,,303.57,95.92,34.22,,48.0,145.5,,,,112.03,,,228.01,156.68,398.6,111.9158,,,33.25,62.5,167.23,,467.66,,,24.81,,70.228,147.23,638.97,1226.54,53.75,,455.76,,,,209.1462,76.5,,19.95,51.88,49.57,50.8,,151.89,26.4,57.93,40.14,105.79,166.79,72.6,63.7264,
2021-11-05 07:32:00+00:00,150.95,117.24,128.45,,676.0,181.8,,,61.41,150.01,215.09,,3469.99,,68.23,,172.19,217.0,47.57,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.72,,304.03,172.8,,142.85,,50.96,81.66,,95.63,,,19.64,338.25,245.45,,39.84,,31.86,105.78,65.5,59.11,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.38,,,,163.45,168.95,37.22,,56.54,43.58,268.0,335.5,,474.2,,336.68,166.5,254.16,,,63.611,,,44.54,,82.55,100.5,335.88,72.38,84.5,665.0,176.0,,,304.5,95.92,34.25,,48.24,145.5,,,,112.36,,,228.01,156.68,398.67,111.9158,,,33.27,62.5,167.23,,467.71,,,24.81,,70.228,147.23,638.97,1227.4,53.77,,455.76,,,,209.1362,76.5,,19.95,51.88,49.57,50.8,,151.89,26.35,57.94,40.14,105.79,166.79,72.6,63.825,
2021-11-05 07:33:00+00:00,150.91,117.24,128.45,,676.0,181.8,,,61.41,150.01,215.09,,3469.99,,68.3,,173.42,216.97,47.57,243.62,,59.1,2495.0,,59.4,288.24,,67.35,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.57,,304.03,172.7,,142.85,,50.98,81.66,,95.63,,,19.62,338.25,245.45,,39.84,,31.86,105.78,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.38,,,,163.45,168.95,37.22,,56.54,43.58,268.0,335.5,,474.2,,336.68,166.5,254.16,,,63.611,,,44.54,,82.65,100.5,335.88,72.38,84.5,665.0,176.0,,,304.5,95.92,34.25,,48.55,145.5,,,,112.36,,,228.01,156.68,398.72,111.9158,,,33.27,62.5,167.23,,467.79,,,24.83,261.26,70.228,147.19,638.97,1227.0,53.77,,455.76,,,,209.1362,76.5,,19.95,51.88,49.57,50.8,,151.89,26.34,57.97,40.14,105.79,166.79,72.6,63.8151,
2021-11-05 07:34:00+00:00,151.06,117.24,128.45,,676.0,181.8,,,61.41,150.01,214.92,,3469.99,,68.35,,173.42,217.0,47.57,243.62,,59.1,2495.0,,59.4,288.24,,67.38,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.59,,304.03,172.5,,142.75,,50.98,81.66,,95.63,,,19.65,338.5,245.45,,39.84,,31.86,105.78,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.38,,,,163.45,168.95,37.22,,56.54,43.58,268.0,335.5,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.99,100.5,336.45,72.38,84.5,665.0,176.0,,,304.99,95.92,34.25,,48.41,145.5,,,,112.36,,,228.01,156.68,398.88,111.9158,,,33.27,62.5,167.23,,467.84,,,24.81,261.26,70.228,147.24,638.97,1226.0,53.77,,455.76,,,,209.2959,76.5,,19.97,51.88,49.57,50.8,,151.89,26.4,57.97,40.14,105.79,166.82,72.6,63.8743,
2021-11-05 07:35:00+00:00,151.05,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3469.99,,68.47,,173.42,217.1,47.57,243.62,,59.1,2495.0,,59.4,288.24,,67.36,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.59,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.63,338.5,245.45,,39.84,,31.86,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.38,,,,163.45,168.95,37.22,,56.54,43.72,268.0,335.5,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.25,100.5,336.84,72.38,84.5,665.0,176.0,,,304.6,95.92,34.25,,48.5,145.5,,,,112.36,,,228.01,156.68,398.86,111.9158,,,33.25,62.5,167.23,,467.81,,,24.81,261.26,70.228,147.28,638.97,1225.79,53.77,,455.76,,,,209.2959,76.5,,19.97,51.87,49.57,50.8,,151.89,26.4,57.97,40.14,105.79,166.82,72.6,63.8743,
2021-11-05 07:36:00+00:00,151.05,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3469.99,,68.47,,173.42,217.05,47.55,243.62,,59.1,2495.0,,59.4,288.24,,67.36,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.08,35.43,,94.68,113.77,75.46,42.64,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.62,338.64,245.45,,39.84,,31.86,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.38,,,,163.45,168.95,37.22,,56.54,43.8,268.0,335.5,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.0,100.5,336.5,72.38,84.5,665.0,176.0,,,304.3,95.92,34.25,,48.57,145.5,,,,112.36,,,228.01,156.68,398.8,111.9158,,,33.25,62.5,167.23,,467.84,,,24.82,261.26,70.228,147.28,637.75,1225.19,53.77,,455.76,,,,209.2959,76.5,,19.97,51.87,49.57,50.8,,151.89,26.4,57.96,40.14,105.86,166.82,72.6,63.8743,
2021-11-05 07:37:00+00:00,151.05,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.47,,173.42,217.15,47.55,243.62,,59.1,2479.0,,59.4,288.24,,67.36,203.85,,,,,,,226.55,154.0,73.52,518.55,308.01,57.1,35.43,,94.68,113.77,75.46,42.75,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.63,338.5,245.45,,39.84,,31.87,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.51,168.95,37.22,,56.54,43.79,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.1,100.5,336.17,72.38,84.5,665.0,176.0,,,304.48,95.92,34.35,,48.56,145.5,,,,112.36,,,228.01,156.68,398.92,111.9158,,,33.25,62.5,167.5,,467.88,,,24.82,261.26,70.228,147.28,637.75,1226.0,53.77,,455.76,,,,209.4057,76.5,,19.97,51.87,49.57,50.8,,151.89,26.4,57.96,40.14,105.86,166.82,72.6,63.8743,
2021-11-05 07:38:00+00:00,151.05,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.47,,173.42,217.1,47.55,243.62,,59.1,2479.0,,59.4,288.24,,67.36,203.85,,,,,,,225.5,154.0,73.52,518.55,308.01,57.2,35.43,,94.68,113.77,75.46,42.75,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.64,338.5,245.45,,39.84,,31.87,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.51,168.95,37.22,,56.54,43.79,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.33,100.5,336.13,72.41,84.5,665.0,176.0,,,304.17,95.92,34.35,,48.57,145.5,,,,112.36,,,228.22,156.5,398.86,111.9158,,,33.25,62.5,167.5,,467.86,,,24.82,261.26,70.228,147.28,637.75,1226.0,53.77,,455.76,,,,209.6253,76.5,,19.97,51.87,49.57,50.8,,151.89,26.37,57.94,40.14,105.86,166.82,72.6,63.8743,
2021-11-05 07:39:00+00:00,151.04,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.47,,173.42,217.1,47.55,243.62,,59.1,2498.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,153.95,73.52,518.55,308.01,57.2,35.43,,94.68,113.77,75.46,42.74,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.65,338.69,245.45,,39.84,,31.87,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.51,168.95,37.22,,56.54,43.79,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.25,100.5,336.13,72.41,84.5,665.0,176.0,,,304.0,95.92,34.35,,48.55,145.5,,,,112.36,,,228.22,156.5,398.89,111.9158,,,33.25,62.5,167.5,,467.9,,,24.82,261.26,70.228,147.28,637.75,1226.0,53.78,,455.76,,,,209.6253,76.5,,19.97,51.87,49.57,50.8,,151.89,26.36,57.97,40.15,105.86,166.82,72.6,63.8743,
2021-11-05 07:40:00+00:00,151.03,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.47,,173.42,217.16,47.55,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,153.95,73.52,518.55,308.01,57.2,35.43,,94.68,113.77,75.58,42.7,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.65,338.65,245.45,,39.84,,31.87,105.8,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.58,168.95,37.22,,56.54,43.8,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.25,100.64,336.0,72.41,84.5,665.0,176.0,,,304.13,95.92,34.3,,48.53,145.5,,,,112.36,,,228.22,156.35,398.81,111.9158,,,33.25,62.5,167.5,,467.89,,,24.82,261.26,70.228,147.28,637.75,1227.0,53.74,,455.76,,,,209.6253,76.5,,19.97,51.87,49.57,50.8,,151.89,26.36,57.98,40.15,105.86,166.82,72.6,63.8743,
2021-11-05 07:41:00+00:00,150.98,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.31,,173.42,217.16,47.57,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,153.95,73.52,518.55,308.01,57.2,35.43,,94.68,113.77,75.58,42.73,,304.03,172.46,,142.75,,50.99,81.66,,95.63,,,19.65,338.65,245.45,,39.83,,31.87,105.8,65.5,59.05,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.58,168.95,37.22,,56.54,43.8,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.1,100.64,335.78,72.41,84.5,665.0,176.0,,,304.15,95.92,34.3,,48.31,145.5,,,,112.36,,,228.22,156.35,398.71,111.9158,,,33.25,62.5,167.5,,467.86,,,24.82,261.26,70.228,147.28,637.75,1226.0,53.76,,455.76,,,,209.6253,76.5,,19.97,51.89,49.57,50.8,,151.89,26.36,57.99,40.15,105.86,166.82,72.6,63.9237,
2021-11-05 07:42:00+00:00,150.96,117.24,128.45,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.31,,173.42,217.1,47.63,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,153.95,73.52,518.55,308.01,57.2,35.43,,94.68,113.77,75.58,42.71,,304.03,172.46,,142.75,,50.99,81.66,,95.63,29.36,,19.66,338.52,245.45,,39.83,,31.89,105.85,65.5,59.12,,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.4,,,,163.58,168.84,37.22,,56.58,43.86,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,82.24,100.64,335.8,72.41,84.5,665.0,176.0,,,304.2,95.92,34.3,,48.26,145.5,,,,112.37,,,228.22,156.35,398.71,111.9158,,,33.38,62.5,167.5,,467.86,,,24.83,261.26,70.228,147.28,637.75,1225.99,53.76,,455.76,,,,209.6253,76.5,,19.97,51.9,49.57,50.89,,151.89,26.36,58.0,40.17,105.86,166.82,72.6,63.9237,
2021-11-05 07:43:00+00:00,151.0,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.31,,173.42,217.1,47.53,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,153.95,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.58,42.69,,304.03,172.46,,142.75,,50.99,81.66,,95.63,29.36,,19.64,338.52,245.45,,39.83,,31.89,105.85,65.5,59.17,2983.89,2972.5,,409.25,24.6,,222.5325,,,119.8634,,,50.41,,,,163.58,168.6,37.2,,56.58,43.83,268.0,336.49,,474.2,,336.68,166.5,254.16,,,63.611,,,44.65,,81.52,100.64,335.73,72.38,84.5,665.0,176.0,,,304.34,95.92,34.3,,48.56,145.5,,,,112.37,,,228.22,156.2,398.75,111.9158,,,33.38,62.5,167.5,,467.92,,,24.83,261.26,70.228,147.28,637.75,1225.99,53.76,,455.76,,,,209.5854,76.5,,19.97,51.92,49.57,50.89,,151.89,26.36,58.0,40.17,105.86,166.82,72.6,63.9237,
2021-11-05 07:44:00+00:00,151.0,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.31,,173.42,217.1,47.53,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,154.0,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.58,42.69,,304.03,172.46,,142.75,,50.99,81.66,,95.63,29.37,,19.64,338.52,245.45,,39.83,,31.89,105.85,65.5,59.12,2983.89,2972.5,,409.5,24.6,,222.5325,,,119.8634,,,50.41,,,,163.58,168.6,37.2,,56.58,43.83,268.06,336.49,,474.2,,336.68,166.5,254.0,,,63.611,,,44.65,,81.63,100.64,335.73,72.38,84.5,665.0,176.0,,,304.34,95.92,34.3,,48.8,145.5,,,,112.37,,,228.3,156.2,398.78,111.9158,,,33.38,62.5,167.5,,467.89,,,24.81,261.26,70.228,147.28,637.75,1225.98,53.76,,455.76,,,,209.5754,76.5,,19.97,51.94,49.57,50.89,,151.89,26.38,57.99,40.17,105.86,166.82,72.6,63.9532,
2021-11-05 07:45:00+00:00,151.03,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.92,,3468.0,,68.31,,173.42,217.1,47.53,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,,,52.9,225.5,154.0,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.46,42.69,,304.03,172.4,,142.75,,50.99,81.66,,95.63,29.37,,19.65,338.52,245.45,,39.83,,31.87,105.85,65.55,59.12,2983.89,2972.5,,409.5,24.6,,222.5325,,,119.8634,,,50.41,,,,163.58,168.6,37.2,,56.58,43.73,268.06,336.49,,474.2,,336.68,166.5,254.0,,,63.611,,,44.65,,81.78,100.64,335.73,72.38,84.5,665.0,176.0,,,304.4,95.92,34.3,,48.89,145.5,,,,112.37,,,228.3,156.35,398.73,111.9158,,,33.38,62.5,167.5,,467.93,,,24.81,261.26,70.228,147.28,637.75,1225.98,53.8,,455.76,,,,209.5754,76.5,,19.97,51.95,49.57,50.89,,151.89,26.42,58.01,40.2,105.86,166.82,72.6,63.9532,
2021-11-05 07:46:00+00:00,151.03,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.46,,3466.3,,68.31,,173.42,217.1,47.6,243.62,,59.1,2500.0,,59.4,288.24,,67.39,203.85,,,,213.75,,52.9,225.5,154.0,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.46,42.75,,304.03,172.4,,142.75,,50.99,81.66,,95.63,29.37,,19.65,338.52,245.45,,39.82,,31.87,105.84,65.51,59.14,2983.89,2972.5,,409.01,24.6,,222.5325,,,119.8634,,,50.41,,,,163.58,168.6,37.2,,56.58,43.67,268.06,336.49,,474.2,,336.68,166.5,254.0,,,63.611,,,44.65,,81.87,100.64,335.82,72.38,84.5,665.0,176.0,,,304.5,95.92,34.23,,48.68,145.5,,,,112.37,,,228.5,156.35,398.63,111.9158,,,33.39,62.5,167.5,,467.93,,,24.81,261.26,70.2379,147.28,637.75,1225.98,53.8,,455.76,,,,209.5754,76.5,,19.95,51.95,49.57,50.89,,151.89,26.42,58.01,40.2,105.86,166.82,72.6,63.9335,
2021-11-05 07:47:00+00:00,151.02,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.46,,3466.3,,68.31,,173.42,217.1,47.63,243.62,,59.1,2500.0,,59.4,288.24,,67.4,203.85,,,,213.75,,52.9,225.5,154.0,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.46,42.78,,304.03,172.63,,142.75,,50.99,81.66,,95.63,29.37,,19.66,338.52,245.45,,39.82,,31.87,105.84,65.5,59.14,2983.89,2972.5,,409.01,24.6,,222.5325,,,119.8634,,,50.41,,,,163.58,168.6,37.2,,56.58,43.5,268.06,336.49,,474.2,,336.68,166.5,254.0,,,63.611,,,44.65,,82.2,100.64,335.82,72.38,84.5,665.0,176.0,,,304.89,95.92,34.29,,48.8,145.5,,,,112.37,,,228.5,156.35,398.69,111.9158,,,33.39,62.5,167.5,,467.95,,,24.81,261.26,70.2379,147.28,637.75,1225.98,53.85,,455.76,,,,209.5754,76.5,,19.95,51.95,49.57,50.89,,151.89,26.41,58.03,40.2,105.86,166.82,72.6,63.9335,
2021-11-05 07:48:00+00:00,151.04,117.24,128.0,,676.0,181.8,,,61.41,150.5,214.46,,3466.3,,68.31,,173.42,217.1,47.65,243.62,,59.1,2500.0,,59.4,288.24,,67.4,203.85,,,,213.75,,52.9,225.5,154.0,73.52,518.55,308.01,57.22,35.43,,94.68,114.0,75.46,42.77,,304.03,172.63,,142.75,,50.99,81.66,,95.63,29.37,,19.66,338.52,245.45,,39.82,,31.87,105.84,65.5,59.14,2983.89,2972.5,,409.01,24.6,,222.2338,,,119.8634,,,50.41,,,,163.58,168.89,37.2,,56.58,43.27,268.06,336.49,,474.2,,336.68,166.5,254.0,,,63.611,,,44.65,,82.1,100.64,335.8,72.38,84.5,665.0,176.0,,,304.9,95.92,34.23,,48.72,145.5,,,,112.37,,,228.5,156.35,398.7,111.9158,,,33.39,62.5,167.5,,467.93,,,24.81,261.26,70.2379,147.28,637.75,1225.75,53.85,,455.76,,,,209.5754,76.5,,19.95,51.95,49.57,50.89,,151.28,26.41,58.03,40.2,105.86,166.82,72.6,63.9335,
