,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-05-04 00:01:00,1.0217,54.31,1.6183,614.5,2300.0,1.0109,89.36,1386.25,1.3157,123.78125,157.7,85.0,0.012481,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0953,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.21,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.68,1636.9,3.7495,3.0915,2.335,1538.0,3.0519,30.125,561.0
2012-05-04 00:02:00,1.0217,54.31,1.6185,614.5,2300.0,1.0109,89.36,1386.25,1.3157,123.78125,157.7,85.0,0.012481,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0953,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.18,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.66,1637.0,3.7495,3.0915,2.335,1538.0,3.0519,30.14,561.0
2012-05-04 00:03:00,1.0216,54.31,1.6185,614.5,2300.0,1.0109,89.36,1386.0,1.3157,123.78125,157.7,85.0,0.012481,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0953,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.8,3.7495,3.0915,2.335,1538.0,3.0519,30.085,561.0
2012-05-04 00:04:00,1.0216,54.31,1.6183,614.5,2300.0,1.0108,89.36,1386.0,1.3157,123.78125,157.7,85.0,0.01248,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0953,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.7,3.7495,3.0915,2.335,1538.0,3.0519,30.085,561.0
2012-05-04 00:05:00,1.0216,54.31,1.6183,614.5,2300.0,1.0109,89.36,1386.0,1.3157,123.78125,157.7,85.0,0.01248,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0953,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.8,3.75,3.0915,2.335,1538.0,3.0519,30.09,561.0
2012-05-04 00:06:00,1.0216,54.31,1.6183,614.5,2300.0,1.0109,89.36,1386.0,1.3157,123.78125,157.7,85.0,0.012477,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.0,20.76,1.0954,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.66,1636.8,3.75,3.0915,2.335,1538.0,3.0519,30.09,561.0
2012-05-04 00:07:00,1.0216,54.31,1.6184,614.5,2300.0,1.0109,89.36,1386.0,1.3158,123.78125,157.7,85.0,0.012476000000000001,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.25,20.76,1.0954,427.1,110.27343700000002,132.171875,157.84375,142.84375,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.7,3.7505,3.0915,2.335,1538.0,3.0519,30.09,561.0
2012-05-04 00:08:00,1.0215,54.31,1.6185,614.5,2300.0,1.0109,89.36,1386.0,1.3157,123.78125,157.7,85.0,0.012478,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.25,20.76,1.0954,427.1,110.27343700000002,132.171875,157.84375,142.875,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.22,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.7,3.7505,3.0915,2.335,1538.0,3.0519,30.08,561.0
2012-05-04 00:09:00,1.0216,54.31,1.6185,614.5,2300.0,1.0109,89.36,1386.25,1.3157,123.78125,157.7,85.0,0.012478,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.0,803.9,1475.25,20.76,1.0954,427.1,110.27343700000002,132.171875,157.84375,142.875,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.18,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.7,3.7505,3.0915,2.335,1538.0,3.0519,30.08,561.0
2012-05-04 00:10:00,1.0216,54.31,1.6185,614.5,2300.0,1.0109,89.36,1386.25,1.3157,123.78125,157.7,85.0,0.012478,176.6,634.5,116.075,1487.1,1013.7,9235.0,9240.0,2695.25,803.9,1475.25,20.76,1.0954,427.1,110.27343700000002,132.171875,157.84375,142.875,18.75,618.25,13141.0,141.75,125.48,129.68,102.68,116.18,2230.0,110.61,27.5,3.0774,3.0176,1970.0,126.81,115.82,1506.0,102.67,1636.7,3.75,3.0915,2.335,1538.0,3.0519,30.08,561.0
