,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-12-03 00:25:00,0.9748,52.95,1.5599,562.0,2901.0,0.9959,129.0,1220.25,1.3205,118.828125,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.25,549.0,750.5,1282.75,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.65625,20.15,755.5,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.7,1392.0,3.971,2.4439,4.34,1715.3,2.3455,28.78,729.8
2010-12-03 00:26:00,0.9748,52.95,1.56,562.0,2901.0,0.9959,128.97,1220.0,1.3206,118.828125,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.25,549.0,750.5,1282.75,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,755.5,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.7,1392.0,3.971,2.4439,4.34,1715.3,2.3455,28.78,729.8
2010-12-03 00:27:00,0.9748,52.95,1.5599,562.0,2901.0,0.9959,129.02,1220.25,1.3205,118.828125,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.25,549.0,750.5,1282.75,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,755.5,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.69,1392.0,3.9705,2.4439,4.343999999999999,1715.3,2.3455,28.775,729.8
2010-12-03 00:28:00,0.9748,52.95,1.5603,562.0,2901.0,0.9959,129.02,1220.25,1.3206,118.828125,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.25,549.0,750.5,1282.75,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.0,3.97,2.4439,4.3469999999999995,1715.3,2.3455,28.775,729.8
2010-12-03 00:29:00,0.975,52.95,1.5609,562.25,2901.0,0.9959,129.0,1220.25,1.3212,118.828125,118.65,76.0,0.011951999999999999,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.5,549.0,750.5,1283.0,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.69,1392.3,3.971,2.4439,4.346,1716.0,2.3455,28.785,729.8
2010-12-03 00:30:00,0.975,52.95,1.5608,562.25,2901.0,0.996,129.0,1220.5,1.3211,118.828125,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.5,549.0,750.5,1283.0,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.51,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.4,3.9725,2.4439,4.346,1716.0,2.3455,28.785,729.8
2010-12-03 00:31:00,0.975,52.96,1.5608,562.25,2901.0,0.996,128.95,1220.25,1.3212,118.83593700000002,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.75,549.0,750.5,1282.75,28.4,1.0062,347.6,109.484375,122.46875,128.9375,124.71875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.54,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.3,3.973,2.4439,4.346,1717.1,2.3455,28.78,729.8
2010-12-03 00:32:00,0.9748,52.95,1.5608,562.0,2901.0,0.996,128.95,1220.5,1.3212,118.83593700000002,118.65,76.0,0.011954000000000001,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.75,549.0,750.5,1283.75,28.4,1.0062,347.6,109.484375,122.453125,128.9375,124.6875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.65,1392.2,3.971,2.4439,4.346,1717.0,2.343,28.78,729.8
2010-12-03 00:33:00,0.9749,52.95,1.5608,562.0,2901.0,0.996,129.0,1220.5,1.3212,118.84375,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.5,549.0,750.6,1283.75,28.4,1.0062,347.6,109.49218700000002,122.484375,128.9375,124.78125,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.64,1392.1,3.97,2.4439,4.346,1717.0,2.343,28.785,729.8
2010-12-03 00:34:00,0.9747,52.95,1.5609,562.0,2901.0,0.9958,128.81,1220.5,1.3213,118.84375,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.5,549.0,750.6,1283.75,28.4,1.0063,347.6,109.49218700000002,122.484375,128.9375,124.71875,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.64,1392.1,3.97,2.4439,4.346,1717.0,2.343,28.785,729.8
2010-12-03 00:35:00,0.9746,52.92,1.5607,562.0,2901.0,0.9958,128.83,1220.5,1.3212,118.83593700000002,118.65,76.0,0.011953,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.5,549.0,750.6,1282.75,28.4,1.0063,347.3,109.49218700000002,122.5,128.9375,124.75,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.64,1392.1,3.969,2.4439,4.346,1717.0,2.343,28.785,729.8
2010-12-03 00:36:00,0.9745,52.88,1.5608,562.0,2901.0,0.9955,128.5,1220.25,1.3211,118.84375,118.65,76.0,0.011954000000000001,203.3,806.75,106.3,1610.5,1118.0,10175.0,10225.0,2186.25,549.0,750.6,1282.0,28.4,1.0062,347.1,109.49218700000002,122.5,128.9375,124.75,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.62,1392.0,3.967,2.442,4.346,1717.0,2.343,28.79,729.8
2010-12-03 00:37:00,0.9745,52.83,1.5607,561.5,2901.0,0.9953,128.5,1220.25,1.321,118.84375,118.65,76.0,0.011954000000000001,203.3,806.75,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1281.0,28.4,1.0062,347.1,109.49218700000002,122.5,128.9375,124.75,20.15,755.75,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.63,1392.0,3.964,2.4424,4.34,1714.8,2.343,28.775,729.8
2010-12-03 00:38:00,0.9744,52.83,1.5607,561.5,2901.0,0.9954,128.7,1220.25,1.3208,118.84375,118.65,76.0,0.011954000000000001,203.3,806.75,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1281.75,28.4,1.0061,347.1,109.49218700000002,122.5,128.9375,124.75,20.15,755.75,11283.0,126.51,119.33,111.34,87.61,90.47,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.6,1392.0,3.9635,2.4417,4.341,1716.6,2.343,28.78,729.8
2010-12-03 00:39:00,0.9745,52.83,1.5606,561.25,2901.0,0.9954,128.5,1220.25,1.3208,118.84375,118.65,76.0,0.011954000000000001,203.3,806.75,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1281.5,28.4,1.0061,347.1,109.49218700000002,122.5,128.9375,124.75,20.15,755.75,11283.0,126.51,119.33,111.34,87.61,90.47,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.61,1391.8,3.962,2.441,4.341,1716.2,2.343,28.76,729.8
2010-12-03 00:40:00,0.9743,52.83,1.5604,561.25,2901.0,0.9953,128.69,1220.5,1.3208,118.84375,118.65,76.0,0.011951999999999999,203.3,806.75,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1281.5,28.4,1.0061,347.1,109.49218700000002,122.5,128.9375,124.75,20.15,755.5,11283.0,126.51,119.33,111.34,87.61,90.47,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.61,1391.8,3.963,2.441,4.348,1716.2,2.343,28.755,729.8
2010-12-03 00:41:00,0.9744,52.84,1.5604,560.5,2901.0,0.9954,128.69,1220.25,1.3209,118.85156200000002,118.65,76.0,0.011951999999999999,203.3,806.75,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1280.75,28.4,1.0061,346.3,109.49218700000002,122.5,128.9375,124.78125,20.15,755.5,11283.0,126.51,119.33,111.34,87.61,90.47,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.6,1392.1,3.9625,2.441,4.343,1716.2,2.343,28.75,729.8
2010-12-03 00:42:00,0.9744,52.88,1.5604,560.5,2901.0,0.9954,128.69,1220.25,1.3208,118.859375,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1280.75,28.4,1.0061,346.3,109.49218700000002,122.5,128.9375,124.75,20.15,754.75,11283.0,126.51,119.33,111.34,87.61,90.47,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.59,1392.1,3.965,2.441,4.341,1717.0,2.343,28.745,729.8
2010-12-03 00:43:00,0.9744,52.88,1.5604,560.25,2901.0,0.9954,128.6,1220.25,1.3208,118.859375,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.4,1280.0,28.4,1.0061,346.3,109.49218700000002,122.5,128.9375,124.75,20.15,754.75,11283.0,126.51,119.33,111.34,87.61,90.49,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.63,1392.0,3.9645,2.441,4.338,1716.7,2.3415,28.74,729.8
2010-12-03 00:44:00,0.9744,52.88,1.5604,560.0,2901.0,0.9954,128.6,1220.5,1.3208,118.85156200000002,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10160.0,10225.0,2186.25,549.0,750.4,1280.0,28.4,1.0061,346.3,109.49218700000002,122.5,128.9375,124.75,20.15,754.75,11283.0,126.51,119.33,111.34,87.61,90.49,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.62,1392.0,3.9665,2.441,4.338,1716.1,2.3415,28.74,729.8
2010-12-03 00:45:00,0.9746,52.88,1.5607,560.25,2901.0,0.9954,128.3,1220.5,1.3211,118.85156200000002,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10160.0,10225.0,2186.25,549.0,750.4,1280.75,28.4,1.0061,346.7,109.49218700000002,122.5,128.9375,124.75,20.15,755.0,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.65,1392.2,3.9675,2.441,4.338,1716.1,2.3415,28.765,729.8
2010-12-03 00:46:00,0.9745,52.89,1.5607,560.25,2901.0,0.9955,127.85,1220.5,1.321,118.85156200000002,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10165.0,10225.0,2186.25,549.0,750.4,1280.75,28.4,1.0061,346.5,109.49218700000002,122.5,128.9375,124.75,20.15,755.0,11283.0,126.51,119.33,111.34,87.61,90.5,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.65,1392.2,3.9655,2.441,4.34,1717.0,2.343,28.77,729.8
2010-12-03 00:47:00,0.9747,52.9,1.5609,561.0,2901.0,0.9956,127.86,1220.5,1.3212,118.85156200000002,118.65,76.0,0.011951,203.3,805.5,106.3,1610.5,1118.0,10165.0,10225.0,2186.25,549.0,750.6,1280.75,28.4,1.0062,346.5,109.49218700000002,122.5,128.9375,124.75,20.15,755.0,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.7,1392.1,3.969,2.441,4.34,1717.0,2.343,28.77,729.8
2010-12-03 00:48:00,0.9748,52.9,1.5608,561.0,2901.0,0.9955,127.8,1220.25,1.3212,118.85156200000002,118.65,76.0,0.011951999999999999,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.6,1280.75,28.4,1.0063,346.5,109.49218700000002,122.5,128.9375,124.75,20.15,755.75,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.3,3.969,2.441,4.3389999999999995,1717.0,2.343,28.77,729.8
2010-12-03 00:49:00,0.9749,52.9,1.5608,561.0,2901.0,0.9955,127.94,1220.25,1.3212,118.85156200000002,118.65,76.0,0.011953,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.6,1281.0,28.4,1.0063,346.5,109.49218700000002,122.5,128.9375,124.75,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.7,1392.2,3.969,2.441,4.3389999999999995,1716.6,2.343,28.765,729.8
2010-12-03 00:50:00,0.9749,52.91,1.5609,561.5,2901.0,0.9955,127.94,1220.5,1.3211,118.859375,118.65,76.0,0.011954000000000001,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.6,1281.5,28.4,1.0063,346.9,109.49218700000002,122.484375,128.9375,124.75,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.0,3.9695,2.441,4.3389999999999995,1716.6,2.3445,28.735,729.8
2010-12-03 00:51:00,0.9749,52.9,1.5609,561.25,2901.0,0.9955,128.13,1220.5,1.3211,118.859375,118.65,76.0,0.011954000000000001,203.3,805.5,106.3,1610.5,1118.0,10170.0,10225.0,2186.25,549.0,750.7,1281.5,28.4,1.0063,346.9,109.49218700000002,122.484375,128.9375,124.75,20.15,756.25,11283.0,126.51,119.33,111.34,87.61,90.57,2783.0,109.255,2.4521,1866.0,90.67,1938.0,87.68,1392.0,3.9705,2.441,4.3389999999999995,1716.8,2.3445,28.75,729.8
