,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-10-03 00:01:00,0.8747,32.74,1.6122,323.25,3084.0,0.8934,62.14,1942.25,1.2661,118.71875,240.325,95.55,0.009195,209.75,563.0,166.85,1797.8,994.3,15600.0,15635.0,3986.5,398.2,1092.6,926.0,16.04,1.0476,302.1,109.55468700000002,125.34375,154.09375,139.03125,16.3,484.0,16754.0,149.97,127.86,143.3,91.76,94.03,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.73,1213.3,3.0065,2.6549,3.958,1252.8,2.4187,17.11,419.8
2014-10-03 00:02:00,0.8746,32.74,1.6122,323.25,3084.0,0.8934,62.14,1942.25,1.2661,118.71875,240.325,95.55,0.009195,209.75,563.0,166.85,1797.8,994.3,15605.0,15635.0,3986.5,398.2,1092.6,925.75,16.04,1.0476,302.1,109.55468700000002,125.34375,154.09375,139.03125,16.3,484.0,16754.0,149.97,127.86,143.3,91.76,94.03,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.74,1213.3,3.0065,2.6549,3.958,1252.8,2.4187,17.11,419.8
2014-10-03 00:03:00,0.8746,32.74,1.6122,323.0,3084.0,0.8934,62.14,1942.0,1.2661,118.71875,240.325,95.55,0.009195,209.75,563.0,166.85,1797.8,994.3,15605.0,15635.0,3986.5,398.2,1092.6,925.75,16.04,1.0476,302.1,109.55468700000002,125.359375,154.09375,139.03125,16.3,483.75,16755.0,149.97,127.86,143.3,91.76,94.02,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.75,1213.2,3.0065,2.6538,3.958,1252.8,2.4187,17.11,419.8
2014-10-03 00:04:00,0.8745,32.74,1.6122,323.0,3084.0,0.8933,62.14,1942.25,1.2661,118.71875,240.325,95.55,0.009193999999999999,209.75,563.0,166.85,1797.8,994.3,15605.0,15635.0,3986.25,398.2,1092.6,925.75,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.03125,16.3,483.75,16755.0,149.97,127.86,143.3,91.76,94.01,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.73,1213.2,3.0065,2.6538,3.958,1252.8,2.4187,17.11,419.8
2014-10-03 00:05:00,0.8746,32.76,1.6121,323.0,3084.0,0.8933,62.14,1942.25,1.2661,118.71875,240.325,95.55,0.009193999999999999,209.75,563.0,166.85,1797.8,994.3,15615.0,15640.0,3986.25,398.2,1092.7,926.0,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.03125,16.3,483.75,16755.0,149.97,127.86,143.3,91.72,94.01,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.71,1213.2,3.0075,2.6538,3.958,1252.8,2.4187,17.11,419.8
2014-10-03 00:06:00,0.8745,32.76,1.6122,323.0,3084.0,0.8933,62.14,1942.25,1.2661,118.71875,240.325,95.55,0.009193000000000002,209.75,563.0,166.85,1797.8,994.3,15620.0,15650.0,3986.5,398.2,1092.7,926.25,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.0625,16.3,483.75,16757.0,149.97,127.86,143.3,91.72,94.01,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.7,1213.2,3.0075,2.6538,3.9610000000000003,1252.8,2.4187,17.105,419.8
2014-10-03 00:07:00,0.8745,32.76,1.6122,323.0,3084.0,0.8933,62.15,1942.5,1.2661,118.71875,240.325,95.55,0.009193000000000002,209.75,563.0,166.85,1797.8,994.3,15620.0,15650.0,3986.5,398.2,1092.7,926.5,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.0625,16.3,483.75,16756.0,149.97,127.86,143.3,91.72,94.01,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.72,1213.1,3.007,2.6538,3.9619999999999997,1252.8,2.4187,17.1,419.8
2014-10-03 00:08:00,0.8744,32.76,1.6122,323.0,3084.0,0.8933,62.15,1942.5,1.2661,118.71875,240.325,95.55,0.009192,209.75,563.0,166.85,1797.8,994.3,15625.0,15660.0,3987.25,398.2,1092.7,926.25,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.0625,16.3,483.75,16756.0,149.97,127.86,143.3,91.72,94.0,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.72,1213.1,3.007,2.6538,3.9610000000000003,1251.9,2.4187,17.1,419.8
2014-10-03 00:09:00,0.8745,32.76,1.6122,323.0,3084.0,0.8933,62.17,1942.5,1.2661,118.734375,240.325,95.55,0.009192,209.75,563.0,166.85,1797.8,994.3,15630.0,15655.0,3986.75,398.2,1092.7,926.25,16.04,1.0476,302.2,109.55468700000002,125.359375,154.09375,139.0625,16.3,483.75,16757.0,149.97,127.86,143.3,91.71,94.0,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.71,1213.0,3.007,2.6538,3.9589999999999996,1251.9,2.4187,17.095,419.8
2014-10-03 00:10:00,0.8745,32.76,1.6122,323.0,3084.0,0.8933,62.17,1942.5,1.2661,118.72656200000002,240.325,95.55,0.009192,209.75,563.0,166.85,1797.8,994.3,15630.0,15655.0,3986.75,398.2,1092.7,926.25,16.04,1.0476,302.2,109.55468700000002,125.34375,154.09375,139.03125,16.3,483.75,16756.0,149.97,127.86,143.3,91.71,94.0,3125.0,110.975,19.05,821.25,2.6188,2.3752,2042.0,143.83,93.84,1991.0,91.71,1212.9,3.008,2.6538,3.957,1251.2,2.4187,17.09,419.8
