,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-03-04 00:01:00,0.7362,30.77,1.4157,357.25,2973.0,0.7454,56.41,1991.75,1.09465,120.3671875,156.875,70.725,0.008792,118.0,467.25,135.35,1617.1,787.3,17000.0,16920.0,4325.5,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16935.0,165.69,133.29,166.0,34.86,37.21,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.27,2191.0,34.82,1262.6,2.221,1.1259,1.619,952.0,1.3033,15.27,420.4
2016-03-04 00:02:00,0.7361,30.77,1.4156,357.25,2973.0,0.7454,56.41,1991.5,1.09465,120.3671875,156.875,70.725,0.008793,118.0,467.25,135.35,1617.1,787.3,16990.0,16920.0,4324.25,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16932.0,165.69,133.29,166.0,34.86,37.21,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.27,2191.0,34.82,1262.3,2.2205,1.1259,1.618,952.0,1.3033,15.26,420.4
2016-03-04 00:03:00,0.7362,30.77,1.4156,357.25,2973.0,0.7454,56.41,1991.5,1.0947,120.3671875,156.875,70.725,0.008793,118.0,467.25,135.35,1617.1,787.3,16995.0,16920.0,4325.0,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16934.0,165.69,133.29,166.0,34.86,37.23,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.27,2191.0,34.83,1262.7,2.221,1.1259,1.62,952.0,1.3033,15.265,420.4
2016-03-04 00:04:00,0.7361,30.77,1.4156,357.25,2973.0,0.7454,56.41,1991.5,1.0948,120.3671875,156.875,70.725,0.008795,118.0,467.25,135.35,1617.1,787.3,16985.0,16920.0,4324.25,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16932.0,165.69,133.29,166.0,34.88,37.31,3024.0,111.955,25.35,337.0,1.1327,1.322,1360.0,155.92,37.32,2191.0,34.85,1262.6,2.221,1.126,1.619,952.0,1.3033,15.265,420.4
2016-03-04 00:05:00,0.736,30.8,1.4156,357.25,2973.0,0.7454,56.41,1991.25,1.0948,120.3671875,156.875,70.725,0.008795,118.0,467.25,135.35,1617.1,787.3,16975.0,16920.0,4324.5,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16931.0,165.69,133.29,166.0,34.88,37.3,3024.0,111.955,25.35,337.0,1.1327,1.322,1360.0,155.92,37.32,2191.0,34.85,1262.7,2.2195,1.126,1.62,951.6,1.3033,15.265,420.4
2016-03-04 00:06:00,0.7358,30.8,1.4156,357.25,2973.0,0.7453,56.41,1991.25,1.09465,120.3671875,156.875,70.725,0.008793500000000001,118.0,467.25,135.35,1617.1,787.3,16975.0,16920.0,4324.5,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.5625,18.4,461.5,16928.0,165.69,133.29,166.0,34.88,37.3,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.32,2191.0,34.85,1262.5,2.2195,1.126,1.62,951.6,1.3033,15.265,420.4
2016-03-04 00:07:00,0.7358,30.8,1.4156,357.25,2973.0,0.7454,56.41,1991.0,1.09465,120.375,156.875,70.725,0.008794,118.0,467.25,135.35,1617.1,787.3,16970.0,16920.0,4322.5,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.59375,18.4,461.5,16927.0,165.69,133.29,166.0,34.88,37.29,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.32,2191.0,34.84,1262.7,2.2195,1.126,1.62,951.6,1.3033,15.265,420.4
2016-03-04 00:08:00,0.7357,30.8,1.4155,357.25,2973.0,0.7454,56.41,1991.0,1.0947,120.375,156.875,70.725,0.008793,118.0,467.25,135.35,1617.1,787.3,16970.0,16920.0,4323.0,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.59375,18.4,461.5,16927.0,165.69,133.29,166.0,34.88,37.27,3024.0,111.955,25.35,336.5,1.1327,1.322,1360.0,155.92,37.29,2191.0,34.84,1262.6,2.2205,1.126,1.62,951.5,1.3033,15.26,420.4
2016-03-04 00:09:00,0.7356,30.8,1.4155,357.25,2973.0,0.7454,56.41,1990.75,1.0948,120.375,156.875,70.725,0.008794,118.0,467.25,135.35,1617.1,787.3,16975.0,16920.0,4322.25,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.875,163.59375,18.4,461.5,16927.0,165.69,133.29,166.0,34.88,37.28,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.29,2191.0,34.84,1262.6,2.2205,1.126,1.619,951.5,1.3033,15.25,420.4
2016-03-04 00:10:00,0.7356,30.8,1.4155,357.25,2973.0,0.7453,56.41,1990.5,1.0948,120.375,156.875,70.725,0.008794,118.0,467.25,135.35,1617.1,787.3,16970.0,16920.0,4322.25,1073.6,867.75,14.79,1.0081,266.0,139.84375,109.1171875,129.484375,171.90625,163.59375,18.4,461.5,16923.0,165.69,133.29,166.0,34.88,37.28,3024.0,111.955,25.35,336.75,1.1327,1.322,1360.0,155.92,37.29,2191.0,34.83,1263.0,2.2195,1.126,1.619,951.5,1.3033,15.275,420.4
