,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-10-05 00:01:00,0.7068,29.58,1.3052,6520.0,368.25,2015.0,0.7745,76.1,2910.75,1.15685,112.046875,157.825,55.875,0.008822499999999999,107.05,525.0,118.45,1934.6,1006.8,23825.0,23855.0,7520.5,498.0,1654.8,861.75,12.34,1.0135,313.1,124.609375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26687.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.75,1202.6,2.7765,2.4071,3.1889999999999996,827.5,2.1113,14.59,342.9
2018-10-05 00:02:00,0.7068,29.58,1.3051,6520.0,368.25,2015.0,0.7745,76.1,2911.0,1.1569,112.046875,157.825,55.875,0.008822499999999999,107.05,525.0,118.45,1934.6,1006.8,23820.0,23855.0,7519.5,498.0,1654.8,861.75,12.34,1.0135,313.1,124.609375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26686.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.8,2.7765,2.4071,3.1889999999999996,827.5,2.1113,14.595,342.9
2018-10-05 00:03:00,0.7068,29.58,1.3052,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.1569,112.046875,157.825,55.875,0.008822,107.05,525.0,118.45,1934.6,1006.8,23830.0,23860.0,7519.5,498.0,1654.8,861.75,12.34,1.0135,313.1,124.609375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26687.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.75,1202.6,2.7765,2.4071,3.1889999999999996,827.4,2.1113,14.595,342.9
2018-10-05 00:04:00,0.7069,29.58,1.3052,6520.0,368.25,2015.0,0.77445,76.1,2911.25,1.15685,112.0546875,157.825,55.875,0.0088215,107.05,525.0,118.45,1934.6,1006.8,23835.0,23865.0,7519.5,498.0,1654.9,861.75,12.34,1.0134,313.1,124.609375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26687.0,158.04,130.44,172.66,74.79,84.88,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.5,2.777,2.4071,3.1889999999999996,827.4,2.1113,14.595,342.9
2018-10-05 00:05:00,0.7069,29.58,1.3052,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.1569,112.0546875,157.825,55.875,0.008820999999999999,107.05,525.0,118.45,1934.6,1006.8,23835.0,23865.0,7520.25,498.0,1654.9,861.75,12.34,1.0133,313.1,124.609375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26687.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.4,2.7765,2.4071,3.188,827.3,2.1113,14.595,342.9
2018-10-05 00:06:00,0.7069,29.58,1.3052,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.1569,112.0546875,157.825,55.875,0.008820999999999999,107.05,525.0,118.45,1934.6,1006.8,23835.0,23865.0,7519.0,498.0,1654.9,861.75,12.34,1.0135,313.1,124.59375,105.265625,117.90625,150.4375,138.0,14.6,521.0,26688.0,158.04,130.44,172.66,74.79,84.88,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.5,2.7775,2.4071,3.188,827.3,2.1113,14.595,342.9
2018-10-05 00:07:00,0.7069,29.58,1.3051,6515.0,368.25,2015.0,0.77445,76.1,2911.0,1.1569,112.0546875,157.825,55.875,0.0088215,107.05,525.0,118.45,1934.6,1006.8,23830.0,23870.0,7520.5,498.0,1655.0,861.75,12.34,1.0135,313.1,124.59375,105.265625,117.90625,150.40625,138.0,14.6,521.25,26687.0,158.04,130.44,172.66,74.79,84.88,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.2,2.777,2.4071,3.188,827.3,2.1113,14.59,342.9
2018-10-05 00:08:00,0.707,29.57,1.3051,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.1569,112.046875,157.825,55.875,0.008820999999999999,107.05,525.0,118.45,1934.6,1006.8,23830.0,23865.0,7519.5,498.0,1655.0,861.75,12.34,1.0135,313.1,124.59375,105.265625,117.890625,150.40625,137.96875,14.6,521.25,26686.0,158.04,130.44,172.66,74.79,84.88,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.4,2.7765,2.4071,3.188,827.3,2.1113,14.59,342.9
2018-10-05 00:09:00,0.7069,29.57,1.305,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.15695,112.046875,157.825,55.875,0.008820999999999999,107.05,525.0,118.45,1934.6,1006.2,23835.0,23865.0,7519.5,498.0,1655.0,861.75,12.34,1.0135,313.1,124.59375,105.265625,117.90625,150.40625,137.96875,14.6,521.25,26684.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.4,2.777,2.4074,3.188,827.2,2.1113,14.59,342.9
2018-10-05 00:10:00,0.707,29.57,1.305,6520.0,368.25,2015.0,0.77445,76.1,2911.0,1.15695,112.046875,157.825,55.875,0.008820999999999999,107.05,525.0,118.45,1934.6,1006.2,23830.0,23865.0,7519.0,498.0,1654.7,861.75,12.34,1.0135,313.1,124.59375,105.265625,117.90625,150.40625,137.96875,14.6,521.25,26684.0,158.04,130.44,172.66,74.79,84.89,3363.0,111.75,15.6,740.75,2.4126,2.1156,1606.0,150.25,84.87,1507.0,74.76,1202.3,2.777,2.4069,3.188,827.2,2.1113,14.59,342.9
