,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2011-05-06 00:27:00,1.0638,55.9,1.6382,705.0,3042.0,1.0341,147.9,1335.25,1.453,118.796875,131.3,92.725,0.012435,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.25,20.79,1.1483,348.0,109.61718700000002,122.03125,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.25,111.88,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.24,1486.3,4.0115,2.9178,4.251,1798.0,3.1256,34.81,576.0
2011-05-06 00:28:00,1.0638,55.9,1.6381,704.75,3042.0,1.0342,147.9,1335.0,1.4529,118.796875,131.3,92.725,0.01243,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.25,20.79,1.1484,348.2,109.61718700000002,122.03125,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.25,111.88,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.26,1486.3,4.012,2.9185,4.251,1798.0,3.1256,34.785,576.0
2011-05-06 00:29:00,1.0638,55.9,1.6381,704.75,3042.0,1.0342,147.9,1335.25,1.4529,118.796875,131.3,92.725,0.012431999999999999,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.25,20.79,1.1484,348.2,109.61718700000002,122.03125,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.25,111.85,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.26,1486.2,4.012,2.9185,4.251,1792.6,3.1214,34.82,576.0
2011-05-06 00:30:00,1.064,55.92,1.6383,705.0,3042.0,1.0342,147.9,1335.25,1.4534,118.796875,131.3,92.725,0.012431000000000001,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.25,20.79,1.1484,348.3,109.61718700000002,122.03125,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.25,111.87,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.28,1486.2,4.01,2.9185,4.251,1792.6,3.1214,34.85,576.0
2011-05-06 00:31:00,1.0645,55.92,1.6382,705.0,3042.0,1.0343,147.9,1335.25,1.4535,118.796875,131.3,92.725,0.012434,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.5,20.79,1.1487,348.3,109.61718700000002,122.03125,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.38,111.88,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.41,1487.2,4.01,2.9185,4.254,1792.6,3.1214,35.01,576.0
2011-05-06 00:32:00,1.0644,55.91,1.6382,705.0,3042.0,1.0344,147.9,1335.25,1.4533,118.796875,131.3,92.725,0.012433,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2375.75,829.7,1327.25,20.79,1.1488,348.3,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.37,111.87,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.37,1487.3,4.011,2.9185,4.255,1792.6,3.1214,35.155,576.0
2011-05-06 00:33:00,1.0644,55.92,1.6383,705.0,3042.0,1.0344,147.9,1335.25,1.4532,118.78906200000002,131.3,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9840.0,9845.0,2376.0,829.7,1327.25,20.79,1.1486,348.4,109.61718700000002,122.015625,128.65625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.37,111.88,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.45,1487.4,4.012,2.9185,4.255,1796.9,3.1214,35.18,576.0
2011-05-06 00:34:00,1.0646,55.92,1.6382,705.0,3042.0,1.0343,147.9,1335.25,1.4534,118.78906200000002,131.3,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9840.0,9850.0,2376.5,829.7,1327.25,20.79,1.1486,348.4,109.61718700000002,122.0,128.65625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.39,111.85,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.32,1486.7,4.01,2.9185,4.255,1796.9,3.1214,35.095,576.0
2011-05-06 00:35:00,1.0646,55.9,1.6382,705.25,3042.0,1.0343,147.9,1335.25,1.4533,118.78906200000002,131.3,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9840.0,9850.0,2376.5,829.3,1326.5,20.79,1.1487,348.1,109.61718700000002,122.0,128.625,124.34375,18.15,753.25,12565.0,123.15,115.38,103.5,100.39,111.79,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.32,1487.3,4.0105,2.9185,4.255,1796.9,3.1214,35.09,576.0
2011-05-06 00:36:00,1.0643,55.9,1.6381,705.0,3042.0,1.0343,147.9,1335.0,1.4532,118.78906200000002,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9840.0,9850.0,2376.25,829.3,1326.25,20.79,1.1484,348.1,109.61718700000002,122.0,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.1,111.72,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.1,1486.8,4.0125,2.9148,4.254,1796.9,3.1222,35.035,576.0
2011-05-06 00:37:00,1.0643,55.9,1.6382,705.0,3042.0,1.0343,147.9,1335.0,1.4531,118.78906200000002,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2376.25,829.4,1326.25,20.79,1.1484,348.1,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.1,111.63,2880.0,107.325,2.9159,3.1257,2540.0,110.0,1867.0,100.05,1486.5,4.01,2.9146,4.254,1796.9,3.12,34.965,576.0
2011-05-06 00:38:00,1.064,55.9,1.6379,705.0,3042.0,1.0343,147.9,1335.0,1.453,118.78906200000002,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2376.25,829.4,1326.25,20.79,1.1482,348.1,109.61718700000002,122.0,128.625,124.34375,18.15,753.0,12565.0,123.15,115.38,103.5,100.02,111.65,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.1,1486.3,4.01,2.9141,4.256,1795.2,3.12,34.905,576.0
2011-05-06 00:39:00,1.0641,55.9,1.6379,705.0,3042.0,1.0344,147.9,1335.0,1.453,118.78906200000002,131.3,92.725,0.012423,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2376.0,829.6,1326.25,20.79,1.1481,348.1,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.02,111.63,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.15,1486.5,4.007,2.9141,4.256,1795.2,3.12,34.86,576.0
2011-05-06 00:40:00,1.0641,55.9,1.6381,705.0,3042.0,1.0344,147.9,1334.75,1.4534,118.78906200000002,131.3,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2375.5,829.1,1326.25,20.79,1.1485,348.1,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.14,111.62,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.24,1486.9,4.008,2.9141,4.256,1794.5,3.12,35.015,576.0
2011-05-06 00:41:00,1.0646,55.9,1.6381,705.0,3042.0,1.0344,147.9,1334.75,1.4532,118.796875,131.3,92.725,0.012426000000000001,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2375.5,829.1,1326.25,20.79,1.1484,348.1,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.14,111.75,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.24,1486.4,4.0115,2.9141,4.256,1795.8,3.12,34.955,576.0
2011-05-06 00:42:00,1.0648,55.9,1.638,705.0,3042.0,1.0345,147.9,1334.75,1.4532,118.78906200000002,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2375.5,829.1,1326.25,20.79,1.1485,348.1,109.61718700000002,122.015625,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.14,111.73,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.23,1486.1,4.0085,2.9141,4.256,1795.8,3.12,34.955,576.0
2011-05-06 00:43:00,1.0645,55.9,1.6379,705.0,3042.0,1.0345,147.9,1334.75,1.4531,118.78906200000002,131.3,92.725,0.012426000000000001,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2375.5,829.1,1326.25,20.79,1.1483,348.1,109.61718700000002,122.0,128.625,124.34375,18.15,753.0,12564.0,123.15,115.38,103.5,100.14,111.7,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.18,1485.7,4.006,2.9141,4.25,1795.8,3.12,34.995,576.0
2011-05-06 00:44:00,1.0645,55.9,1.638,705.25,3042.0,1.0344,147.9,1334.75,1.4531,118.78906200000002,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9850.0,9855.0,2375.5,829.3,1326.25,20.79,1.1483,348.1,109.61718700000002,122.015625,128.625,124.3125,18.15,753.0,12562.0,123.15,115.38,103.5,100.14,111.67,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.21,1486.0,4.006,2.916,4.244,1795.8,3.12,34.955,576.0
2011-05-06 00:45:00,1.0646,55.9,1.638,705.25,3042.0,1.0344,147.9,1334.75,1.453,118.78125,131.3,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9845.0,9855.0,2375.5,829.3,1326.25,20.79,1.1483,348.1,109.61718700000002,122.0,128.625,124.3125,18.15,753.0,12562.0,123.15,115.38,103.5,100.14,111.75,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.25,1486.4,4.006,2.916,4.244,1795.8,3.12,35.035,576.0
2011-05-06 00:46:00,1.0648,55.9,1.638,705.0,3042.0,1.0343,147.9,1334.25,1.453,118.78125,131.3,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9845.0,9855.0,2375.25,829.2,1326.5,20.79,1.1482,348.1,109.61718700000002,121.984375,128.625,124.34375,18.15,753.0,12556.0,123.15,115.38,103.5,100.19,111.72,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.19,1486.5,4.004,2.916,4.244,1795.0,3.125,34.985,576.0
2011-05-06 00:47:00,1.0647,55.9,1.6379,705.0,3042.0,1.0343,147.9,1334.25,1.453,118.78125,131.425,92.725,0.01243,286.65,855.25,109.55,1753.5,1164.9,9840.0,9855.0,2375.0,829.2,1326.5,20.79,1.1482,348.1,109.61718700000002,122.0,128.625,124.34375,18.15,753.25,12555.0,123.15,115.38,103.5,100.19,111.73,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.21,1486.4,4.003,2.916,4.244,1795.0,3.125,35.04,576.0
2011-05-06 00:48:00,1.0644,55.9,1.6379,704.0,3042.0,1.0343,147.9,1334.0,1.4531,118.77343700000002,131.425,92.725,0.01243,286.65,855.25,109.55,1753.5,1164.9,9840.0,9855.0,2375.0,829.2,1326.25,20.79,1.1482,348.1,109.61718700000002,121.984375,128.625,124.34375,18.15,753.0,12555.0,123.15,115.38,103.5,100.24,111.75,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.24,1486.3,4.004,2.916,4.244,1795.0,3.125,34.97,576.0
2011-05-06 00:49:00,1.0641,55.95,1.6378,704.0,3042.0,1.0341,147.9,1334.25,1.4531,118.77343700000002,131.425,92.725,0.012428,286.65,855.25,109.55,1753.5,1164.9,9840.0,9855.0,2375.0,829.2,1327.75,20.79,1.1482,348.2,109.61718700000002,121.984375,128.625,124.34375,18.15,753.0,12555.0,123.15,115.38,103.5,100.24,111.75,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.25,1485.7,4.0045,2.916,4.244,1795.0,3.125,34.9,576.0
2011-05-06 00:50:00,1.0643,55.91,1.638,704.0,3042.0,1.0341,147.9,1334.0,1.4532,118.77343700000002,131.425,92.725,0.012426999999999999,286.65,855.25,109.55,1753.5,1164.9,9840.0,9855.0,2375.0,829.2,1326.5,20.79,1.1482,347.9,109.61718700000002,121.984375,128.625,124.34375,18.15,753.0,12555.0,123.15,115.38,103.5,100.24,111.7,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.26,1485.7,4.004,2.916,4.246,1796.4,3.125,34.865,576.0
2011-05-06 00:51:00,1.0646,55.9,1.638,705.0,3042.0,1.0342,147.9,1334.25,1.4531,118.78125,131.425,92.725,0.012425,286.65,855.25,109.55,1753.5,1164.9,9840.0,9855.0,2375.0,829.2,1327.75,20.79,1.1482,348.1,109.61718700000002,121.984375,128.625,124.34375,18.15,753.0,12556.0,123.15,115.38,103.5,100.2,111.66,2880.0,107.325,2.9134,3.1257,2540.0,110.0,1867.0,100.23,1485.4,4.0025,2.916,4.242,1797.0,3.125,34.83,576.0
