,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-01-10 00:11:00,0.8865,38.0,1.6472,410.75,2676.0,0.9204,83.14,1835.5,1.3612,119.203125,169.1,85.65,0.009534,118.6,642.25,136.6,1901.9,966.6,15860.0,15915.0,3553.75,1156.6,1274.25,15.46,1.1037,414.5,109.828125,123.265625,137.6875,129.1875,13.59,585.75,16411.0,139.59,124.66,121.66,92.49,106.71,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.42,1232.9,3.3005,2.9269,4.004,1421.7,2.649,19.65,426.5
2014-01-10 00:12:00,0.8865,38.0,1.6472,410.75,2676.0,0.9203,83.14,1835.5,1.3612,119.203125,169.1,85.65,0.009533,118.6,642.25,136.6,1901.9,966.6,15865.0,15915.0,3553.75,1156.6,1274.25,15.46,1.1038,414.5,109.828125,123.265625,137.6875,129.1875,13.59,585.75,16412.0,139.59,124.66,121.66,92.49,106.7,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.41,1232.8,3.3005,2.9269,4.006,1421.7,2.649,19.65,426.5
2014-01-10 00:13:00,0.8865,38.0,1.6472,411.0,2676.0,0.9203,83.14,1835.5,1.3612,119.203125,169.1,85.65,0.009533,118.6,642.25,136.6,1901.9,966.6,15865.0,15915.0,3553.75,1156.6,1274.25,15.46,1.1038,414.5,109.828125,123.265625,137.6875,129.1875,13.59,585.75,16412.0,139.59,124.66,121.66,92.49,106.7,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.43,1233.2,3.3005,2.9285,4.006,1421.7,2.649,19.655,426.5
2014-01-10 00:14:00,0.8865,38.0,1.6472,411.0,2676.0,0.9203,83.14,1835.25,1.3611,119.203125,169.1,85.65,0.009534,118.6,642.25,136.6,1901.9,966.6,15865.0,15915.0,3553.5,1156.6,1274.25,15.46,1.1038,414.5,109.828125,123.265625,137.6875,129.1875,13.59,585.75,16412.0,139.59,124.66,121.66,92.49,106.73,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.44,1233.2,3.3005,2.9285,4.004,1422.5,2.6483,19.655,426.5
2014-01-10 00:15:00,0.8867,38.0,1.647,411.0,2676.0,0.9203,83.14,1835.25,1.3608,119.19531200000002,169.1,85.65,0.009533,118.6,642.25,136.6,1901.9,966.6,15865.0,15915.0,3553.5,1156.5,1274.5,15.46,1.1032,414.5,109.82031200000002,123.265625,137.6875,129.1875,13.59,585.75,16411.0,139.59,124.66,121.66,92.49,106.71,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.45,1233.0,3.3005,2.9282,4.005,1422.5,2.6483,19.66,426.5
2014-01-10 00:16:00,0.8868,38.0,1.647,411.0,2676.0,0.9203,83.14,1835.5,1.3609,119.19531200000002,169.1,85.65,0.009533,118.6,642.25,136.6,1901.9,966.6,15865.0,15920.0,3553.75,1156.5,1274.5,15.46,1.1032,414.5,109.82031200000002,123.265625,137.6875,129.1875,13.59,585.75,16411.0,139.59,124.66,121.66,92.49,106.72,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.45,1232.7,3.301,2.9282,4.0089999999999995,1422.5,2.6483,19.65,426.5
2014-01-10 00:17:00,0.8868,38.0,1.647,411.0,2676.0,0.9202,83.14,1835.5,1.3609,119.19531200000002,169.1,85.65,0.009533,118.6,642.25,136.6,1901.9,966.6,15865.0,15920.0,3553.75,1156.5,1274.5,15.46,1.1032,414.5,109.828125,123.265625,137.6875,129.1875,13.59,585.75,16410.0,139.59,124.66,121.66,92.49,106.72,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.44,1233.0,3.301,2.9282,4.012,1422.5,2.6483,19.65,426.5
2014-01-10 00:18:00,0.8867,38.0,1.647,411.0,2676.0,0.9202,83.14,1835.5,1.3609,119.203125,169.1,85.65,0.009531999999999999,118.6,642.25,136.7,1901.9,966.6,15865.0,15920.0,3553.75,1156.5,1274.5,15.46,1.1032,414.6,109.828125,123.265625,137.65625,129.1875,13.59,585.75,16412.0,139.59,124.66,121.66,92.49,106.72,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.43,1233.2,3.301,2.9282,4.011,1422.5,2.6494,19.65,426.5
2014-01-10 00:19:00,0.8867,38.0,1.6471,410.75,2676.0,0.9203,83.14,1835.5,1.361,119.203125,169.1,85.65,0.009534,118.6,642.25,136.7,1901.9,966.6,15855.0,15905.0,3553.75,1156.6,1274.5,15.46,1.1033,414.6,109.828125,123.265625,137.65625,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.73,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.45,1233.0,3.3015,2.9282,4.011,1422.5,2.6495,19.65,426.5
2014-01-10 00:20:00,0.8866,38.0,1.6471,411.0,2676.0,0.9204,83.14,1835.0,1.3609,119.21093700000002,169.1,85.65,0.009535,118.6,642.25,136.7,1901.9,966.6,15840.0,15895.0,3553.0,1156.4,1274.5,15.46,1.1033,414.6,109.828125,123.28125,137.65625,129.1875,13.59,585.5,16408.0,139.59,124.66,121.66,92.49,106.73,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.45,1233.1,3.3015,2.9282,4.01,1422.5,2.6495,19.65,426.5
2014-01-10 00:21:00,0.8866,38.0,1.6471,411.0,2676.0,0.9204,83.14,1835.25,1.361,119.21875,169.1,85.65,0.009534,118.6,642.25,136.7,1901.9,966.6,15835.0,15890.0,3553.0,1156.4,1274.5,15.46,1.1034,414.6,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16408.0,139.59,124.66,121.66,92.49,106.73,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.46,1233.3,3.301,2.9282,4.0089999999999995,1422.5,2.6495,19.655,426.5
2014-01-10 00:22:00,0.8866,38.0,1.6471,411.0,2676.0,0.9205,83.14,1835.0,1.3611,119.21875,169.1,85.65,0.009534,118.6,642.25,136.7,1901.9,966.6,15835.0,15885.0,3553.0,1156.4,1274.5,15.46,1.1035,414.6,109.828125,123.28125,137.6875,129.21875,13.59,585.5,16409.0,139.59,124.66,121.66,92.49,106.77,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1233.3,3.301,2.9281,4.01,1422.2,2.6495,19.655,426.5
2014-01-10 00:23:00,0.8868,38.0,1.6471,411.0,2676.0,0.9205,83.14,1835.0,1.3611,119.21875,169.1,85.65,0.009534,118.6,642.25,136.7,1901.9,966.6,15845.0,15895.0,3553.25,1156.4,1274.5,15.46,1.1035,414.6,109.828125,123.28125,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1233.4,3.3015,2.9281,4.007,1422.7,2.6495,19.665,426.5
2014-01-10 00:24:00,0.8867,38.0,1.6471,411.0,2676.0,0.9204,83.1,1835.0,1.361,119.21875,169.1,85.65,0.009534,118.6,642.25,136.7,1901.9,966.6,15845.0,15895.0,3553.25,1156.4,1274.75,15.46,1.1035,414.6,109.828125,123.296875,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.47,1233.3,3.301,2.9281,4.011,1423.4,2.6495,19.665,426.5
2014-01-10 00:25:00,0.8866,38.0,1.6471,411.0,2676.0,0.9204,83.1,1835.25,1.361,119.21875,169.1,85.65,0.009534,118.6,642.5,136.7,1901.9,966.6,15845.0,15895.0,3553.25,1156.4,1274.25,15.46,1.1036,414.6,109.828125,123.28125,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.47,1233.3,3.301,2.9281,4.013999999999999,1423.0,2.6495,19.665,426.5
2014-01-10 00:26:00,0.8867,37.99,1.6471,411.0,2676.0,0.9204,83.15,1835.25,1.361,119.21875,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15845.0,15900.0,3553.5,1156.4,1274.25,15.46,1.1036,414.6,109.828125,123.296875,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.47,1233.4,3.3005,2.9281,4.012,1423.2,2.6495,19.67,426.5
2014-01-10 00:27:00,0.8865,38.0,1.6471,411.25,2676.0,0.9204,83.1,1835.25,1.361,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15845.0,15900.0,3553.5,1156.4,1274.25,15.46,1.1036,414.6,109.828125,123.28125,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.46,1233.5,3.301,2.9281,4.012,1423.0,2.6495,19.675,426.5
2014-01-10 00:28:00,0.8863,38.0,1.6469,411.25,2676.0,0.9204,83.1,1835.25,1.3609,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15845.0,15900.0,3553.5,1156.4,1274.25,15.46,1.1035,414.6,109.828125,123.296875,137.6875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.47,1233.3,3.301,2.9281,4.012,1423.0,2.6495,19.67,426.5
2014-01-10 00:29:00,0.8863,38.0,1.6469,411.25,2676.0,0.9204,83.1,1835.25,1.3609,119.21093700000002,169.1,85.65,0.009531999999999999,118.6,642.5,136.7,1901.9,966.6,15865.0,15920.0,3553.75,1156.6,1274.25,15.46,1.1035,414.6,109.828125,123.28125,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1233.3,3.301,2.9281,4.013,1423.0,2.6495,19.675,426.5
2014-01-10 00:30:00,0.8863,38.0,1.6471,411.25,2676.0,0.9204,83.1,1835.5,1.361,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15865.0,15920.0,3553.75,1156.6,1274.25,15.46,1.1036,414.6,109.828125,123.28125,137.6875,129.1875,13.59,585.5,16411.0,139.59,124.66,121.66,92.49,106.75,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1233.3,3.301,2.9296,4.013,1423.0,2.6495,19.675,426.5
2014-01-10 00:31:00,0.8862,38.0,1.6471,411.0,2676.0,0.9204,83.1,1835.25,1.3611,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15865.0,15920.0,3553.75,1156.6,1274.5,15.46,1.1036,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16411.0,139.59,124.66,121.66,92.49,106.75,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1233.9,3.3035,2.9296,4.013,1423.3,2.6495,19.7,426.5
2014-01-10 00:32:00,0.8862,38.0,1.6471,411.25,2676.0,0.9204,83.1,1835.25,1.3611,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15880.0,15930.0,3553.75,1156.6,1274.5,15.46,1.1036,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16413.0,139.59,124.66,121.66,92.49,106.76,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.48,1234.3,3.303,2.9296,4.013,1423.3,2.6495,19.71,426.5
2014-01-10 00:33:00,0.8862,38.0,1.6471,411.0,2676.0,0.9204,83.1,1835.25,1.3611,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15875.0,15925.0,3553.5,1156.6,1274.5,15.46,1.1037,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.5,1234.0,3.303,2.9295,4.012,1423.3,2.6496,19.7,426.5
2014-01-10 00:34:00,0.8863,38.0,1.6471,410.75,2676.0,0.9204,83.1,1835.5,1.361,119.21093700000002,169.1,85.65,0.009533,118.6,642.5,136.7,1901.9,966.6,15880.0,15930.0,3553.75,1156.6,1274.5,15.46,1.1037,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.49,1233.6,3.302,2.9295,4.012,1423.3,2.6496,19.695,426.5
2014-01-10 00:35:00,0.8861,38.0,1.6471,410.75,2676.0,0.9204,83.1,1835.5,1.3611,119.21093700000002,169.1,85.65,0.009531999999999999,118.6,642.5,136.7,1901.9,966.6,15880.0,15930.0,3554.0,1156.6,1274.5,15.46,1.1037,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.49,1233.9,3.302,2.9295,4.012,1423.3,2.6496,19.7,426.5
2014-01-10 00:36:00,0.8861,38.0,1.6471,411.0,2676.0,0.9204,83.1,1835.5,1.3611,119.21093700000002,169.1,85.65,0.009531999999999999,118.6,642.5,136.7,1901.9,966.6,15885.0,15935.0,3553.75,1156.6,1274.5,15.46,1.1037,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.5,1233.6,3.3015,2.9295,4.012,1423.3,2.6496,19.685,426.5
2014-01-10 00:37:00,0.8862,38.0,1.6471,410.75,2676.0,0.9204,83.1,1835.5,1.3611,119.21093700000002,169.1,85.65,0.009531999999999999,118.6,642.5,136.7,1901.9,966.6,15880.0,15930.0,3553.75,1156.6,1274.25,15.46,1.1037,414.7,109.828125,123.296875,137.6875,129.1875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.78,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.5,1233.6,3.3025,2.9295,4.012,1423.3,2.6496,19.685,426.5
2014-01-10 00:38:00,0.8862,38.0,1.6472,410.75,2676.0,0.9204,83.1,1835.5,1.3611,119.21875,169.1,85.65,0.009531999999999999,118.6,642.5,136.575,1901.9,966.6,15880.0,15930.0,3553.75,1156.6,1274.25,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.21875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.51,1233.9,3.306,2.9295,4.01,1423.3,2.6496,19.695,426.5
2014-01-10 00:39:00,0.8863,38.0,1.6473,411.0,2676.0,0.9205,83.1,1835.5,1.3611,119.21875,169.1,85.65,0.009533,118.6,642.5,136.575,1901.9,966.6,15875.0,15925.0,3554.0,1156.8,1274.25,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.21875,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.49,1233.6,3.305,2.9279,4.01,1423.3,2.6496,19.685,426.5
2014-01-10 00:40:00,0.8862,38.0,1.6473,411.0,2676.0,0.9204,83.1,1835.25,1.3611,119.21875,169.1,85.65,0.009534,118.6,642.5,136.575,1901.9,966.6,15865.0,15920.0,3553.25,1156.5,1274.25,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.21875,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.49,1233.7,3.3055,2.9279,4.012,1423.3,2.6496,19.695,426.5
2014-01-10 00:41:00,0.8863,38.0,1.6472,411.0,2676.0,0.9204,83.05,1835.25,1.3611,119.21875,169.1,85.65,0.009534,118.6,642.5,136.575,1901.9,966.6,15860.0,15915.0,3553.75,1156.5,1274.25,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.25,13.59,585.5,16410.0,139.59,124.66,121.66,92.49,106.79,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.51,1233.9,3.3095,2.9279,4.012,1423.3,2.6496,19.695,426.5
2014-01-10 00:42:00,0.8863,38.0,1.6472,411.0,2676.0,0.9204,83.05,1835.25,1.3611,119.21875,169.1,85.65,0.009534,118.6,642.5,136.575,1901.9,966.6,15850.0,15905.0,3553.0,1156.5,1274.5,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.25,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.78,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.5,1234.0,3.3075,2.9296,4.013,1423.3,2.6496,19.695,426.5
2014-01-10 00:43:00,0.8861,38.0,1.6472,411.0,2676.0,0.9203,83.05,1835.25,1.3611,119.21875,169.1,85.65,0.009533,118.6,642.5,136.575,1901.9,966.6,15860.0,15910.0,3553.5,1156.5,1274.5,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.25,13.59,585.5,16412.0,139.59,124.66,121.66,92.49,106.8,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.51,1233.8,3.307,2.9287,4.013,1423.3,2.6496,19.69,426.5
2014-01-10 00:44:00,0.8861,38.0,1.6472,411.0,2676.0,0.9203,83.05,1835.25,1.3611,119.21875,169.1,85.65,0.009533,118.6,642.5,136.575,1901.9,966.6,15860.0,15920.0,3553.5,1156.5,1274.5,15.46,1.1036,414.7,109.828125,123.296875,137.71875,129.25,13.59,585.5,16410.0,139.59,124.66,121.66,92.54,106.83,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.55,1233.9,3.306,2.9318,4.013999999999999,1423.3,2.6496,19.69,426.5
2014-01-10 00:45:00,0.8863,38.0,1.6472,411.0,2676.0,0.9203,83.05,1835.5,1.3611,119.21875,169.075,85.65,0.009533,118.6,642.5,136.675,1901.9,966.6,15860.0,15920.0,3553.5,1156.5,1274.5,15.46,1.1038,414.7,109.828125,123.296875,137.71875,129.25,13.59,585.5,16410.0,139.59,124.66,121.66,92.57,106.87,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.56,1234.0,3.307,2.933,4.013,1423.3,2.652,19.695,426.5
2014-01-10 00:46:00,0.8863,38.0,1.6472,411.0,2676.0,0.9203,83.2,1835.5,1.3611,119.21875,169.075,85.65,0.009534,118.6,642.5,136.675,1901.9,966.6,15870.0,15920.0,3553.5,1156.6,1274.75,15.46,1.1038,414.8,109.828125,123.296875,137.71875,129.25,13.59,585.5,16411.0,139.59,124.66,121.66,92.55,106.84,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.54,1234.6,3.307,2.9321,4.012,1423.2,2.6518,19.7,426.5
2014-01-10 00:47:00,0.8864,38.0,1.6472,411.0,2676.0,0.9205,83.2,1835.5,1.3611,119.21875,169.075,85.65,0.009534,118.6,642.5,136.675,1901.9,966.6,15870.0,15925.0,3553.5,1156.8,1274.75,15.46,1.1038,414.8,109.828125,123.296875,137.71875,129.25,13.59,585.5,16412.0,139.59,124.66,121.66,92.55,106.85,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.55,1235.8,3.3075,2.9326,4.012,1423.4,2.6518,19.725,426.5
2014-01-10 00:48:00,0.8864,38.0,1.6472,411.0,2676.0,0.9205,83.2,1835.5,1.3611,119.21875,169.075,85.65,0.009533,118.6,642.5,136.675,1901.9,966.6,15875.0,15930.0,3553.5,1156.8,1274.75,15.46,1.1038,414.8,109.828125,123.296875,137.71875,129.25,13.59,585.5,16412.0,139.59,124.66,121.66,92.55,106.85,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.54,1235.7,3.307,2.9326,4.012,1423.4,2.6518,19.72,426.5
2014-01-10 00:49:00,0.8864,38.0,1.6472,411.0,2676.0,0.9202,83.2,1835.5,1.3612,119.21875,169.075,85.65,0.009531999999999999,118.6,642.5,136.675,1901.9,966.6,15885.0,15935.0,3553.5,1156.8,1274.75,15.46,1.1038,414.8,109.828125,123.296875,137.71875,129.25,13.59,585.5,16413.0,139.59,124.66,121.66,92.55,106.82,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.53,1235.5,3.3075,2.9326,4.012,1423.4,2.6518,19.72,426.5
2014-01-10 00:50:00,0.8864,37.99,1.6472,411.0,2676.0,0.9202,83.1,1835.5,1.3611,119.21875,169.075,85.65,0.009531999999999999,118.6,642.5,136.675,1901.9,966.6,15885.0,15935.0,3554.0,1156.8,1274.75,15.46,1.1038,414.8,109.828125,123.296875,137.71875,129.21875,13.59,585.5,16413.0,139.59,124.66,121.66,92.55,106.82,3103.0,110.305,17.1,2.9356,2.6617,1737.0,131.66,106.88,1723.0,92.53,1235.4,3.309,2.9326,4.012,1423.4,2.6518,19.715,426.5
