,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2013-10-22 00:01:00,0.9613,41.59,1.6114,443.25,2732.0,0.9689,83.07,1737.0,1.3667,121.28906200000002,166.2,87.6,0.010171,113.15,758.25,132.0,1883.3,1043.5,14740.0,14785.0,3352.75,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15314.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.0,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:02:00,0.9613,41.58,1.6114,443.25,2732.0,0.9689,83.07,1737.0,1.3667,121.28906200000002,166.2,87.6,0.01017,113.15,758.25,132.0,1883.3,1043.5,14740.0,14775.0,3352.75,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15314.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1313.9,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:03:00,0.9613,41.58,1.6113,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.28906200000002,166.2,87.6,0.010171,113.15,758.25,132.0,1883.3,1043.5,14740.0,14775.0,3352.75,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15314.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.1,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:04:00,0.9613,41.58,1.6115,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.28906200000002,166.2,87.6,0.010172,113.15,758.25,132.0,1883.3,1043.5,14745.0,14785.0,3352.75,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.1,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:05:00,0.9613,41.58,1.6115,443.25,2732.0,0.9689,83.07,1737.0,1.3667,121.28906200000002,166.2,87.6,0.010172,113.15,758.25,132.0,1883.3,1043.5,14745.0,14790.0,3353.0,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.1,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:06:00,0.9614,41.58,1.6115,443.25,2732.0,0.9689,83.07,1737.0,1.3667,121.296875,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14780.0,3353.0,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.42,1314.0,3.2985,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:07:00,0.9614,41.58,1.6115,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.296875,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14780.0,3353.0,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1313.9,3.298,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:08:00,0.9614,41.58,1.6115,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.296875,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14780.0,3353.25,487.8,1109.0,1297.0,19.41,1.1074,414.7,110.140625,126.796875,142.84375,133.8125,14.55,699.0,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1313.9,3.299,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:09:00,0.9614,41.58,1.6114,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.28906200000002,166.2,87.6,0.010172,113.15,758.25,132.0,1883.3,1043.5,14735.0,14775.0,3353.25,487.8,1109.0,1297.0,19.41,1.1074,414.6,110.140625,126.796875,142.84375,133.8125,14.55,698.75,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.0,3.299,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:10:00,0.9614,41.58,1.6114,443.25,2732.0,0.9689,83.07,1736.75,1.3668,121.28906200000002,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14775.0,3353.25,487.8,1109.0,1297.0,19.41,1.1074,414.6,110.140625,126.796875,142.84375,133.8125,14.55,698.75,15315.0,139.91,124.32,123.12,99.36,109.7,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1313.8,3.299,3.0132,3.65,1433.0,2.6591,22.085,510.9
2013-10-22 00:11:00,0.9613,41.58,1.6114,443.25,2732.0,0.9689,83.07,1736.75,1.3668,121.28906200000002,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14775.0,3353.25,487.8,1109.0,1296.25,19.41,1.1074,414.4,110.140625,126.78125,142.84375,133.8125,14.55,698.75,15315.0,139.91,124.32,123.12,99.36,109.68,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.4,1313.8,3.299,3.0132,3.65,1432.6,2.6591,22.085,510.9
2013-10-22 00:12:00,0.9614,41.58,1.6114,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.28906200000002,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14735.0,14775.0,3353.25,487.8,1109.0,1296.25,19.41,1.1074,414.4,110.140625,126.78125,142.84375,133.8125,14.55,698.75,15315.0,139.91,124.32,123.12,99.36,109.68,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.4,1313.9,3.299,3.0132,3.65,1433.3,2.6591,22.085,510.9
2013-10-22 00:13:00,0.9614,41.58,1.6114,443.25,2732.0,0.9689,83.07,1737.0,1.3668,121.28906200000002,166.2,87.6,0.010173,113.15,758.25,132.0,1883.3,1043.5,14740.0,14780.0,3353.0,487.8,1109.0,1296.25,19.41,1.1074,414.4,110.140625,126.78125,142.84375,133.8125,14.55,698.5,15315.0,139.91,124.32,123.12,99.36,109.68,3022.0,110.375,17.9,3.0233,2.6651,1602.0,132.39,109.66,1742.0,99.41,1314.0,3.299,3.0132,3.6510000000000002,1433.3,2.6591,22.085,510.9
