,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2015-03-06 00:01:00,0.7801,31.55,1.5247,388.5,2984.0,0.8014,63.17,2099.0,1.1026,118.96875,205.675,66.25,0.008334000000000001,135.2,519.0,153.575,1866.3,974.9,18950.0,18955.0,4450.0,1232.1,986.5,13.52,1.0279,325.1,109.234375,127.03125,164.65625,158.75,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,60.95,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.1,1198.8,2.6535,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:02:00,0.7801,31.55,1.5247,388.5,2984.0,0.8014,63.17,2099.0,1.1026,118.9765625,205.675,66.25,0.008333,135.2,519.0,153.575,1866.3,974.9,18950.0,18955.0,4450.0,1232.1,986.5,13.52,1.0279,325.1,109.234375,127.046875,164.71875,158.75,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,60.95,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.1,1198.8,2.6535,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:03:00,0.7802,31.55,1.5247,388.5,2984.0,0.8014,63.17,2098.75,1.1027,118.9765625,205.675,66.25,0.008333,135.2,519.0,153.575,1866.3,974.9,18950.0,18955.0,4450.0,1232.1,986.5,13.52,1.0279,325.2,109.234375,127.046875,164.75,158.75,15.45,482.0,18110.0,156.95,129.27,167.04,51.08,61.01,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.11,1198.6,2.6535,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:04:00,0.7801,31.55,1.5247,388.5,2984.0,0.8013,63.17,2099.0,1.1026,118.9765625,205.675,66.25,0.008333,135.2,519.0,153.575,1866.3,974.9,18950.0,18955.0,4449.75,1232.1,986.5,13.52,1.0279,325.1,109.234375,127.046875,164.71875,158.75,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,61.01,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.11,1198.6,2.654,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:05:00,0.7801,31.55,1.5247,388.25,2984.0,0.8013,63.17,2099.0,1.1025,118.9765625,205.675,66.25,0.008331999999999999,135.2,519.25,153.575,1866.3,974.9,18950.0,18955.0,4449.75,1232.1,986.25,13.52,1.0279,325.1,109.234375,127.046875,164.75,158.78125,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,61.01,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.09,1198.8,2.654,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:06:00,0.7802,31.55,1.5246,388.25,2984.0,0.8014,63.17,2099.0,1.1025,118.9765625,205.675,66.25,0.008331999999999999,135.2,519.25,153.575,1866.3,974.9,18950.0,18955.0,4450.25,1232.1,986.5,13.52,1.0279,325.1,109.234375,127.046875,164.71875,158.75,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,60.98,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.08,1198.8,2.654,1.8875,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:07:00,0.7803,31.55,1.5246,388.25,2984.0,0.8015,63.17,2099.0,1.1025,118.984375,205.675,66.25,0.008333,135.2,519.25,153.575,1866.3,974.9,18950.0,18955.0,4449.75,1232.1,986.5,13.52,1.0279,325.0,109.234375,127.0625,164.71875,158.8125,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,60.98,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.08,1198.8,2.654,1.8874,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:08:00,0.7802,31.55,1.5247,388.25,2984.0,0.8015,63.17,2098.75,1.1025,118.984375,205.675,66.25,0.008333,135.2,519.25,153.575,1866.3,974.9,18955.0,18955.0,4449.75,1232.1,986.5,13.52,1.0279,325.0,109.234375,127.0625,164.78125,158.78125,15.45,482.0,18111.0,156.95,129.27,167.04,51.08,60.98,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.08,1198.7,2.654,1.8874,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:09:00,0.7802,31.55,1.5247,388.25,2984.0,0.8015,63.17,2098.75,1.1025,118.984375,205.675,66.25,0.008333,135.2,518.75,153.575,1866.3,974.9,18950.0,18955.0,4449.5,1232.1,986.25,13.52,1.0279,324.9,109.234375,127.0625,164.78125,158.8125,15.45,482.0,18110.0,156.95,129.27,167.04,51.08,60.98,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.06,1198.7,2.654,1.8874,2.833,1181.6,1.9024,16.185,374.4
2015-03-06 00:10:00,0.7802,31.55,1.5247,388.25,2984.0,0.8015,63.17,2099.0,1.1025,118.984375,205.675,66.25,0.008334000000000001,135.2,518.75,153.575,1866.3,974.9,18930.0,18955.0,4449.5,1232.1,986.0,13.52,1.0279,324.8,109.234375,127.0625,164.75,158.8125,15.45,482.0,18110.0,156.95,129.27,167.04,51.08,60.98,3620.0,111.14,18.75,570.75,1.8969,1.8959,1844.0,154.08,60.95,2052.0,51.08,1198.7,2.654,1.8874,2.835,1181.2,1.9024,16.185,374.4
