,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-05-06 00:01:00,0.7376,32.19,1.4479,375.0,3148.0,0.7764,61.94,2041.75,1.1415,121.2890625,147.325,81.95,0.009345000000000001,122.3,452.0,119.7,1626.7,798.0,16005.0,16060.0,4292.25,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.5,17553.0,163.79,131.38,168.62,44.03,44.72,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.01,1280.4,2.1515,1.3245,2.084,1065.9,1.4857,17.375,459.2
2016-05-06 00:02:00,0.7376,32.19,1.4479,375.0,3148.0,0.7764,61.94,2041.75,1.14165,121.2890625,147.325,81.95,0.0093465,122.3,452.0,119.7,1626.7,798.0,16000.0,16060.0,4292.25,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.5,17552.0,163.79,131.38,168.62,44.03,44.73,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.04,1280.5,2.1515,1.3245,2.084,1065.9,1.4861,17.375,459.2
2016-05-06 00:03:00,0.7377,32.18,1.448,375.0,3148.0,0.7765,61.94,2041.75,1.14185,121.2890625,147.325,81.95,0.0093465,122.3,452.0,119.7,1626.7,798.0,15990.0,16060.0,4291.75,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.5,17552.0,163.79,131.38,168.62,44.05,44.74,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.06,1280.6,2.151,1.3245,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:04:00,0.7377,32.19,1.448,375.0,3148.0,0.7765,61.94,2041.75,1.14185,121.2890625,147.325,81.95,0.009346,122.3,452.0,119.7,1626.7,798.0,15995.0,16040.0,4291.75,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.5,17552.0,163.79,131.38,168.62,44.05,44.74,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.06,1280.6,2.151,1.3245,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:05:00,0.7377,32.19,1.4482,375.0,3148.0,0.7767,61.94,2041.5,1.14185,121.2890625,147.325,81.95,0.009344499999999999,122.3,452.0,119.7,1626.7,798.0,15990.0,16040.0,4291.75,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.75,173.78125,165.53125,16.85,463.5,17551.0,163.79,131.38,168.62,44.05,44.73,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.05,1280.5,2.151,1.3245,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:06:00,0.7378,32.19,1.4482,375.0,3148.0,0.7766,61.94,2041.5,1.1418,121.2890625,147.325,81.95,0.009345000000000001,122.3,452.0,119.7,1626.7,798.0,15990.0,16040.0,4291.75,1103.3,1014.0,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17551.0,163.79,131.38,168.62,44.05,44.73,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.04,1280.6,2.151,1.3245,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:07:00,0.7378,32.19,1.4482,375.0,3148.0,0.7766,61.94,2041.5,1.14185,121.2890625,147.325,81.95,0.009345000000000001,122.3,452.0,119.7,1626.7,798.0,15990.0,16040.0,4291.0,1103.3,1013.75,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17551.0,163.79,131.38,168.62,44.05,44.74,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.04,1280.5,2.151,1.3245,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:08:00,0.738,32.19,1.4484,375.0,3148.0,0.7768,61.94,2041.5,1.1419,121.2890625,147.325,81.95,0.009345000000000001,122.3,452.0,119.7,1626.7,798.0,15990.0,16045.0,4291.5,1103.3,1013.75,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17552.0,163.79,131.38,168.62,44.05,44.73,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.03,1280.5,2.151,1.3241,2.084,1065.9,1.4861,17.38,459.2
2016-05-06 00:09:00,0.7378,32.19,1.4483,375.0,3148.0,0.7766,61.94,2041.75,1.1418,121.2890625,147.325,81.95,0.009344,122.3,452.0,119.7,1626.7,798.0,16015.0,16060.0,4292.0,1103.3,1013.5,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17554.0,163.79,131.38,168.62,44.05,44.7,2886.0,111.835,26.5,394.0,1.3225,1.4832,1610.0,157.96,44.7,2268.0,44.02,1280.5,2.151,1.3241,2.084,1065.9,1.4857,17.375,459.2
2016-05-06 00:10:00,0.7376,32.19,1.4481,374.75,3148.0,0.7763,61.94,2041.0,1.1418,121.2890625,147.325,81.95,0.0093475,122.3,452.0,119.7,1626.7,798.0,16010.0,16055.0,4290.25,1103.4,1013.5,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17549.0,163.79,131.38,168.62,43.81,44.52,2886.0,111.835,26.5,392.5,1.3225,1.4832,1610.0,157.96,44.53,2268.0,43.79,1280.6,2.151,1.3205,2.084,1065.9,1.482,17.375,459.2
2016-05-06 00:11:00,0.7378,32.19,1.4482,374.75,3148.0,0.7764,61.94,2041.25,1.14195,121.296875,147.325,81.95,0.009348,122.3,452.0,119.7,1626.7,798.0,16010.0,16055.0,4291.0,1103.4,1013.5,15.75,1.0342,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17550.0,163.79,131.38,168.62,43.79,44.53,2886.0,111.835,26.5,392.5,1.3225,1.4832,1610.0,157.96,44.53,2268.0,43.79,1280.6,2.151,1.3196,2.084,1066.3,1.4822,17.38,459.2
2016-05-06 00:12:00,0.738,32.19,1.4484,374.75,3148.0,0.7765,61.94,2041.25,1.142,121.296875,147.325,81.95,0.009348,122.3,452.0,119.7,1626.7,798.0,16010.0,16055.0,4291.0,1103.4,1013.5,15.75,1.0342,337.9,141.484375,109.3984375,130.78125,173.78125,165.5625,16.85,463.25,17550.0,163.79,131.38,168.62,43.79,44.58,2886.0,111.835,26.5,392.5,1.3225,1.4832,1610.0,157.96,44.56,2268.0,43.83,1280.7,2.152,1.3207,2.084,1066.3,1.4827,17.38,459.2
2016-05-06 00:13:00,0.7377,32.2,1.4484,374.75,3148.0,0.7765,61.94,2041.25,1.142,121.296875,147.325,81.95,0.009348,122.3,452.0,119.7,1626.7,798.0,16005.0,16050.0,4291.25,1103.4,1013.75,15.75,1.0343,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17548.0,163.79,131.38,168.62,43.79,44.55,2886.0,111.835,26.5,392.5,1.3225,1.4832,1610.0,157.96,44.56,2268.0,43.78,1280.6,2.152,1.3197,2.084,1066.3,1.4827,17.385,459.2
2016-05-06 00:14:00,0.7377,32.21,1.4484,374.75,3148.0,0.7766,61.94,2041.25,1.1421,121.296875,147.325,81.95,0.0093485,122.3,452.0,119.7,1626.7,798.0,16000.0,16050.0,4291.0,1103.4,1013.75,15.75,1.0343,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17548.0,163.79,131.38,168.62,43.79,44.54,2886.0,111.835,26.5,392.5,1.3225,1.4832,1610.0,157.96,44.56,2268.0,43.8,1280.8,2.152,1.3197,2.085,1066.3,1.4827,17.375,459.2
2016-05-06 00:15:00,0.7377,32.21,1.4485,375.0,3148.0,0.7766,61.94,2041.25,1.1421,121.2890625,147.325,81.95,0.0093485,122.3,452.0,119.7,1626.7,798.0,16005.0,16050.0,4291.0,1103.4,1013.75,15.75,1.0343,337.9,141.484375,109.3984375,130.765625,173.78125,165.5625,16.85,463.25,17548.0,163.79,131.38,168.62,43.76,44.52,2886.0,111.835,26.5,392.0,1.3225,1.4832,1610.0,157.96,44.52,2268.0,43.74,1280.6,2.1515,1.3181,2.085,1066.3,1.4827,17.375,459.2
2016-05-06 00:16:00,0.7378,32.2,1.4485,375.0,3148.0,0.7766,61.94,2041.0,1.142,121.2890625,147.325,81.95,0.0093475,122.3,452.0,119.7,1626.7,798.0,16005.0,16050.0,4291.0,1103.4,1013.5,15.75,1.0343,337.7,141.484375,109.3984375,130.765625,173.78125,165.5625,16.9,463.25,17548.0,163.79,131.38,168.62,43.75,44.54,2886.0,111.835,26.5,392.0,1.3225,1.4832,1610.0,157.96,44.53,2268.0,43.77,1280.8,2.1515,1.3185,2.085,1066.3,1.4817,17.38,459.2
