,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-09-04 07:05:00,112.74218700000002,0.8427,33.95,1.6364,313.5,2940.0,0.9144,59.36,1005.75,1.427,115.578125,98.4,49.825,0.010768000000000002,120.95,494.0,86.475,10230.0,10275.0,1611.25,408.5,562.9,937.5,23.26,0.9417,292.2,108.25781200000002,117.3125,120.15625,28.95,474.75,9361.0,122.54,116.55,98.12,68.49,67.33,2723.0,108.51,1.7275,1.7857,1405.0,1865.0,68.49,990.3,2.879,1.7348,2.467,1254.0,1.7988,16.0,558.0
2009-09-04 07:06:00,112.74218700000002,0.8428,33.95,1.6365,313.5,2940.0,0.9148,59.36,1006.0,1.427,115.57031200000002,98.4,49.825,0.010768000000000002,120.95,494.0,86.475,10230.0,10275.0,1611.75,408.8,562.9,937.5,23.26,0.9418,292.2,108.25,117.296875,120.15625,28.95,474.75,9361.0,122.54,116.53,98.12,68.52,67.37,2723.0,108.505,1.7275,1.7857,1405.0,1865.0,68.52,990.7,2.879,1.7369,2.461,1254.0,1.7988,16.01,558.0
2009-09-04 07:07:00,112.74218700000002,0.8428,33.95,1.6368,313.5,2940.0,0.915,59.36,1005.75,1.4267,115.578125,98.4,49.825,0.01077,120.95,494.0,86.475,10225.0,10275.0,1611.5,408.8,562.9,937.5,23.26,0.9417,292.2,108.25781200000002,117.296875,120.125,28.95,474.75,9358.0,122.55,116.54,98.12,68.5,67.37,2723.0,108.51,1.7275,1.7857,1405.0,1865.0,68.51,990.8,2.8769,1.7369,2.4659999999999997,1254.0,1.7988,16.004,558.0
2009-09-04 07:08:00,112.74218700000002,0.8428,33.95,1.6368,313.75,2940.0,0.9146,59.36,1005.75,1.4267,115.578125,98.4,49.825,0.010772,120.95,494.0,86.5,10225.0,10275.0,1611.5,408.8,562.9,937.5,23.26,0.9417,292.2,108.25781200000002,117.3125,120.125,28.95,474.75,9360.0,122.56,116.55,98.12,68.53,67.38,2724.0,108.51,1.7275,1.7857,1405.0,1865.0,68.55,990.9,2.876,1.7369,2.4659999999999997,1254.0,1.7988,16.01,558.0
2009-09-04 07:09:00,112.74218700000002,0.8428,33.95,1.6367,313.75,2940.0,0.9146,59.36,1006.0,1.4269,115.578125,98.4,49.825,0.010773999999999999,120.95,494.0,86.5,10225.0,10275.0,1611.75,408.8,562.8,937.5,23.26,0.9417,292.5,108.25781200000002,117.3125,120.125,28.95,474.75,9361.0,122.55,116.55,98.14,68.55,67.45,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.6,991.3,2.8769,1.738,2.4659999999999997,1254.0,1.8001,16.02,557.8
2009-09-04 07:10:00,112.74218700000002,0.8427,33.95,1.6361,313.75,2940.0,0.9145,59.36,1005.5,1.4268,115.59375,98.4,49.825,0.010773999999999999,121.0,494.0,86.5,10230.0,10275.0,1611.25,408.8,562.8,937.5,23.26,0.9416,292.6,108.25781200000002,117.34375,120.15625,28.95,474.75,9360.0,122.58,116.56,98.14,68.54,67.39,2723.0,108.515,1.7275,1.7857,1405.0,1865.0,68.54,991.7,2.8785,1.738,2.465,1254.0,1.8001,16.024,557.8
2009-09-04 07:11:00,112.74218700000002,0.8425,33.95,1.6359,313.75,2940.0,0.9141,59.36,1005.5,1.4264,115.59375,98.4,49.825,0.010773999999999999,121.0,494.0,86.5,10230.0,10275.0,1611.5,408.8,562.7,937.5,23.25,0.9413,292.9,108.265625,117.34375,120.1875,28.95,474.75,9360.0,122.57,116.55,98.14,68.54,67.4,2723.0,108.515,1.7275,1.7857,1405.0,1865.0,68.55,992.2,2.88,1.738,2.4619999999999997,1254.0,1.8001,16.059,557.8
2009-09-04 07:12:00,112.74218700000002,0.8425,33.95,1.6361,313.75,2940.0,0.9141,59.36,1005.5,1.4266,115.609375,98.4,49.825,0.010773999999999999,121.0,494.0,86.5,10230.0,10275.0,1611.5,408.8,562.7,937.5,23.25,0.9415,292.9,108.265625,117.359375,120.21875,28.95,474.75,9360.0,122.57,116.55,98.14,68.54,67.31,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.47,992.3,2.878,1.7348,2.461,1259.6,1.8001,16.059,557.8
2009-09-04 07:13:00,112.74218700000002,0.8424,33.95,1.6361,313.5,2936.0,0.9141,59.36,1005.75,1.4263,115.60156200000002,98.4,49.825,0.010773,121.0,494.0,86.5,10230.0,10275.0,1611.75,408.8,563.0,937.5,23.25,0.9413,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9361.0,122.57,116.54,98.14,68.47,67.29,2725.0,108.505,1.7275,1.7857,1405.0,1865.0,68.48,992.0,2.878,1.7353,2.4619999999999997,1259.6,1.7985,16.055,557.8
2009-09-04 07:14:00,112.74218700000002,0.8424,33.95,1.6362,313.5,2936.0,0.9142,59.36,1005.75,1.4265,115.60156200000002,98.4,49.825,0.010773999999999999,121.0,494.0,86.525,10230.0,10275.0,1611.75,408.8,563.1,937.5,23.27,0.9414,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9361.0,122.57,116.53,98.14,68.55,67.39,2726.0,108.51,1.7275,1.7857,1405.0,1865.0,68.56,991.9,2.8785,1.7353,2.4619999999999997,1259.6,1.7991,16.065,557.8
2009-09-04 07:15:00,112.74218700000002,0.8424,33.95,1.6362,313.5,2936.0,0.9143,59.36,1006.0,1.4265,115.609375,98.4,49.825,0.010773,121.0,494.0,86.525,10230.0,10275.0,1612.0,408.8,562.8,937.5,23.27,0.9414,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9362.0,122.56,116.53,98.14,68.49,67.33,2725.0,108.51,1.7275,1.7857,1405.0,1865.0,68.5,991.8,2.8785,1.7353,2.463,1259.6,1.797,16.059,557.8
2009-09-04 07:16:00,112.74218700000002,0.8427,33.95,1.6364,313.5,2936.0,0.9144,59.36,1006.5,1.4268,115.60156200000002,98.4,49.825,0.010773,121.0,494.0,86.525,10235.0,10275.0,1612.75,408.8,563.3,937.5,23.28,0.9414,292.9,108.25781200000002,117.34375,120.21875,28.95,474.75,9364.0,122.57,116.54,98.14,68.49,67.34,2726.0,108.51,1.7275,1.7857,1405.0,1865.0,68.49,992.0,2.8785,1.7355,2.465,1259.6,1.797,16.059,557.8
2009-09-04 07:17:00,112.74218700000002,0.8428,33.95,1.6366,313.5,2936.0,0.9141,59.36,1006.5,1.4267,115.59375,98.4,49.825,0.010773,121.0,494.0,86.55,10235.0,10280.0,1613.25,408.8,563.4,937.5,23.27,0.9415,292.9,108.25781200000002,117.328125,120.21875,28.95,474.75,9365.0,122.56,116.53,98.14,68.48,67.33,2726.0,108.505,1.7275,1.7857,1405.0,1865.0,68.48,992.0,2.8785,1.7355,2.467,1259.6,1.797,16.065,557.8
2009-09-04 07:18:00,112.74218700000002,0.8428,33.95,1.6364,313.25,2938.0,0.9142,59.36,1006.5,1.4267,115.59375,98.4,49.825,0.010773,121.0,494.0,86.55,10235.0,10280.0,1612.75,408.8,563.5,937.5,23.27,0.9416,292.9,108.25781200000002,117.328125,120.1875,28.95,474.75,9365.0,122.55,116.52,98.14,68.48,67.33,2726.0,108.505,1.7275,1.7857,1405.0,1865.0,68.48,992.1,2.88,1.7355,2.461,1259.6,1.797,16.065,557.8
2009-09-04 07:19:00,112.74218700000002,0.843,33.95,1.6363,313.25,2938.0,0.9147,59.36,1006.25,1.4269,115.58593700000002,98.4,49.825,0.010773999999999999,121.0,494.0,86.55,10235.0,10280.0,1612.5,408.8,563.4,937.5,23.27,0.9416,292.9,108.25,117.328125,120.21875,28.95,474.75,9365.0,122.55,116.52,98.14,68.48,67.31,2727.0,108.51,1.7275,1.7857,1405.0,1865.0,68.48,991.9,2.88,1.7355,2.461,1259.6,1.797,16.065,557.8
2009-09-04 07:20:00,112.74218700000002,0.843,33.95,1.6364,313.25,2938.0,0.9146,59.36,1006.25,1.4268,115.59375,98.4,49.825,0.010773999999999999,121.1,494.0,86.55,10235.0,10280.0,1612.5,408.8,563.4,937.5,23.27,0.9415,292.7,108.25781200000002,117.328125,120.1875,28.95,474.75,9363.0,122.56,116.52,98.14,68.48,67.3,2725.0,108.51,1.7275,1.7857,1405.0,1865.0,68.48,992.0,2.882,1.7355,2.459,1259.6,1.797,16.065,557.8
2009-09-04 07:21:00,112.74218700000002,0.843,33.95,1.6363,313.25,2938.0,0.9146,59.36,1006.25,1.4268,115.60156200000002,98.4,49.825,0.010773,121.1,494.0,86.55,10235.0,10280.0,1612.25,408.8,563.4,937.5,23.27,0.9415,292.7,108.25781200000002,117.34375,120.1875,28.95,474.75,9363.0,122.55,116.53,98.14,68.48,67.29,2726.0,108.505,1.7275,1.7857,1405.0,1865.0,68.47,991.9,2.883,1.7355,2.46,1259.6,1.797,16.065,557.8
2009-09-04 07:22:00,112.74218700000002,0.8429,33.95,1.6358,313.25,2938.0,0.9145,59.36,1006.0,1.4266,115.60156200000002,98.4,49.825,0.010773999999999999,121.1,494.0,86.55,10235.0,10280.0,1612.25,408.8,563.4,937.5,23.27,0.9414,292.7,108.25781200000002,117.34375,120.21875,28.95,474.75,9364.0,122.57,116.53,98.14,68.45,67.27,2726.0,108.515,1.7275,1.7857,1405.0,1865.0,68.45,991.8,2.8825,1.7353,2.459,1259.6,1.7961,16.065,557.8
2009-09-04 07:23:00,112.74218700000002,0.8426,33.95,1.6362,313.0,2938.0,0.9144,59.36,1005.75,1.4266,115.609375,98.4,49.825,0.010773999999999999,121.15,494.0,86.55,10235.0,10280.0,1612.0,408.8,563.1,937.5,23.27,0.9414,292.8,108.25781200000002,117.359375,120.21875,28.95,474.75,9363.0,122.57,116.54,98.14,68.46,67.27,2725.0,108.51,1.7275,1.7857,1405.0,1865.0,68.46,991.6,2.8805,1.7348,2.458,1259.6,1.7961,16.05,557.8
2009-09-04 07:24:00,112.74218700000002,0.8426,33.95,1.6363,313.0,2938.0,0.9139,59.36,1006.0,1.4267,115.61718700000002,98.4,49.825,0.010773999999999999,121.15,494.0,86.55,10230.0,10280.0,1612.25,408.8,563.1,937.5,23.27,0.9415,292.8,108.25781200000002,117.359375,120.25,28.95,474.75,9362.0,122.55,116.54,98.14,68.46,67.3,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.47,991.5,2.8815,1.7348,2.459,1256.4,1.7961,16.05,558.0
2009-09-04 07:25:00,112.74218700000002,0.8426,33.95,1.6363,313.0,2938.0,0.914,59.36,1006.0,1.4267,115.609375,98.4,49.825,0.010773,121.15,494.0,86.55,10230.0,10280.0,1612.0,408.8,563.1,937.5,23.27,0.9415,292.8,108.25781200000002,117.359375,120.21875,28.95,474.75,9363.0,122.54,116.53,98.14,68.47,67.28,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.45,991.5,2.8825,1.7348,2.456,1256.4,1.7961,16.05,558.0
2009-09-04 07:26:00,112.74218700000002,0.8425,33.95,1.636,313.5,2938.0,0.9139,59.4,1006.0,1.4267,115.61718700000002,98.4,49.825,0.010773,121.2,494.0,86.55,10235.0,10280.0,1612.5,408.8,563.1,937.5,23.28,0.9414,292.8,108.265625,117.375,120.25,28.95,474.75,9363.0,122.56,116.54,98.14,68.46,67.27,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.46,991.2,2.8825,1.7343,2.45,1256.4,1.7961,16.04,558.0
2009-09-04 07:27:00,112.74218700000002,0.8426,33.95,1.6361,313.5,2938.0,0.9139,59.4,1006.0,1.4267,115.61718700000002,98.4,49.825,0.010773,121.15,494.0,86.55,10235.0,10280.0,1612.0,408.8,563.2,937.5,23.28,0.9415,292.8,108.265625,117.359375,120.21875,28.95,474.75,9364.0,122.58,116.55,98.14,68.49,67.27,2725.0,108.515,1.7275,1.7857,1405.0,1865.0,68.49,991.2,2.8825,1.7343,2.448,1258.0,1.796,16.04,558.0
2009-09-04 07:28:00,112.74218700000002,0.8425,33.95,1.6361,313.5,2938.0,0.9136,59.4,1005.5,1.4264,115.61718700000002,98.4,49.825,0.010772,121.15,494.0,86.55,10235.0,10280.0,1611.75,408.8,562.9,937.5,23.28,0.9414,292.8,108.265625,117.359375,120.25,28.95,474.75,9359.0,122.58,116.55,98.14,68.46,67.25,2724.0,108.515,1.7275,1.7857,1405.0,1865.0,68.46,991.0,2.882,1.7343,2.447,1258.0,1.796,16.024,558.0
2009-09-04 07:29:00,112.74218700000002,0.8425,33.95,1.6357,313.5,2938.0,0.9133,59.4,1005.75,1.4265,115.61718700000002,98.4,49.825,0.010776,121.5,494.0,86.55,10230.0,10280.0,1611.5,408.8,562.7,937.5,23.28,0.9412,292.8,108.265625,117.390625,120.25,28.95,474.75,9360.0,122.6,116.55,98.14,68.47,67.26,2724.0,108.52,1.7275,1.7857,1405.0,1865.0,68.48,992.0,2.8815,1.7343,2.452,1258.0,1.796,16.05,558.0
2009-09-04 07:30:00,112.74218700000002,0.8426,33.95,1.6362,313.25,2938.0,0.9135,59.4,1005.25,1.4264,115.61718700000002,98.4,49.825,0.010775,121.35,494.0,86.55,10230.0,10280.0,1611.0,408.8,562.6,937.5,23.27,0.9411,292.8,108.265625,117.375,120.25,28.95,474.75,9357.0,122.59,116.56,98.14,68.48,67.26,2723.0,108.52,1.7275,1.7857,1405.0,1865.0,68.48,992.1,2.8815,1.7343,2.45,1257.6,1.796,16.065,558.4
2009-09-04 07:31:00,112.74218700000002,0.8426,33.95,1.6366,313.25,2938.0,0.9135,59.4,1005.0,1.4264,115.609375,98.4,49.825,0.010775,121.5,494.0,86.55,10235.0,10280.0,1611.0,408.8,562.6,937.5,23.26,0.9411,293.0,108.25781200000002,117.359375,120.1875,28.95,474.75,9357.0,122.59,116.56,98.14,68.47,67.25,2725.0,108.52,1.7275,1.7857,1405.0,1865.0,68.47,991.9,2.881,1.7343,2.448,1257.6,1.796,16.059,558.2
2009-09-04 07:32:00,112.74218700000002,0.8426,33.95,1.6367,313.5,2938.0,0.9135,59.41,1005.25,1.4264,115.60156200000002,98.4,49.825,0.010776,121.5,494.0,86.55,10235.0,10280.0,1611.0,408.8,562.6,937.5,23.26,0.9409,293.0,108.25781200000002,117.359375,120.15625,28.95,474.75,9357.0,122.59,116.56,98.14,68.44,67.21,2724.0,108.52,1.7275,1.7857,1405.0,1865.0,68.43,991.5,2.88,1.7343,2.45,1257.6,1.7964,16.045,558.2
2009-09-04 07:33:00,112.74218700000002,0.8425,33.95,1.6365,313.5,2938.0,0.9136,59.41,1005.0,1.4265,115.60156200000002,98.4,49.825,0.010775,121.65,494.0,86.55,10230.0,10280.0,1610.5,408.8,562.6,937.5,23.29,0.9411,293.0,108.25781200000002,117.34375,120.125,28.95,474.75,9356.0,122.58,116.56,98.14,68.43,67.23,2724.0,108.525,1.7275,1.7857,1405.0,1865.0,68.44,991.7,2.8754,1.7343,2.45,1257.6,1.7945,16.05,558.2
2009-09-04 07:34:00,112.74218700000002,0.8427,33.95,1.6364,313.5,2938.0,0.9137,59.41,1004.75,1.4265,115.60156200000002,98.4,49.825,0.010776,121.5,494.0,86.55,10225.0,10280.0,1610.5,408.8,562.5,937.5,23.32,0.9411,293.0,108.25781200000002,117.34375,120.125,28.95,474.75,9354.0,122.6,116.56,98.14,68.44,67.22,2724.0,108.525,1.7275,1.7857,1405.0,1865.0,68.44,991.9,2.8765,1.7343,2.45,1257.6,1.7945,16.059,558.3
2009-09-04 07:35:00,112.74218700000002,0.8428,33.95,1.6365,313.5,2938.0,0.9136,59.41,1005.0,1.4265,115.609375,98.4,49.825,0.010777,121.8,494.0,86.55,10225.0,10280.0,1610.75,408.8,562.5,937.5,23.33,0.9411,293.0,108.265625,117.359375,120.15625,28.95,474.75,9356.0,122.6,116.57,98.14,68.49,67.26,2724.0,108.525,1.7275,1.7857,1405.0,1865.0,68.49,991.8,2.8715,1.7329,2.45,1257.6,1.7963,16.045,558.5
2009-09-04 07:36:00,112.74218700000002,0.8429,33.95,1.6365,313.5,2940.0,0.9137,59.41,1005.25,1.4266,115.61718700000002,98.4,49.825,0.010776,121.8,494.0,86.55,10225.0,10280.0,1610.75,408.8,562.7,937.5,23.36,0.941,293.0,108.265625,117.359375,120.21875,28.95,474.75,9356.0,122.61,116.56,98.16,68.49,67.25,2725.0,108.52,1.7275,1.7857,1405.0,1865.0,68.48,991.7,2.8725,1.7329,2.445,1257.6,1.7963,16.02,559.0
2009-09-04 07:37:00,112.74218700000002,0.8429,33.95,1.6367,313.5,2936.0,0.9138,59.41,1005.25,1.4266,115.61718700000002,98.4,50.1,0.010777,121.7,494.0,86.55,10230.0,10280.0,1610.75,408.8,562.7,937.5,23.41,0.9412,293.0,108.265625,117.359375,120.21875,28.95,474.75,9358.0,122.6,116.57,98.16,68.49,67.28,2725.0,108.525,1.7275,1.7857,1405.0,1865.0,68.5,992.0,2.8725,1.7356,2.449,1257.6,1.7963,16.03,559.9
2009-09-04 07:38:00,112.74218700000002,0.8428,33.95,1.6367,313.5,2935.0,0.9137,59.41,1005.0,1.4263,115.609375,98.4,50.1,0.010778,121.7,494.0,86.55,10230.0,10280.0,1610.75,408.8,562.6,937.5,23.45,0.9412,293.0,108.265625,117.359375,120.21875,28.95,474.75,9357.0,122.6,116.58,98.16,68.49,67.24,2725.0,108.525,1.7275,1.7857,1405.0,1865.0,68.49,991.8,2.8685,1.7356,2.445,1257.6,1.7977,16.015,561.0
2009-09-04 07:39:00,112.74218700000002,0.8429,33.95,1.6366,313.25,2935.0,0.914,59.41,1005.5,1.4263,115.60156200000002,98.4,50.1,0.010778,121.7,494.0,86.55,10235.0,10280.0,1611.0,408.8,563.0,937.5,23.43,0.9412,293.0,108.265625,117.359375,120.21875,28.95,474.75,9360.0,122.62,116.59,98.16,68.49,67.24,2727.0,108.53,1.7275,1.7857,1405.0,1867.0,68.49,991.7,2.8689,1.7356,2.44,1257.6,1.7977,16.024,560.9
2009-09-04 07:40:00,112.74218700000002,0.843,33.95,1.6366,313.25,2941.0,0.9141,59.41,1005.5,1.4263,115.60156200000002,98.4,50.1,0.010778,121.7,494.0,86.55,10235.0,10280.0,1611.0,408.8,562.9,937.5,23.47,0.9411,293.0,108.265625,117.359375,120.21875,28.95,474.75,9360.0,122.62,116.59,98.16,68.5,67.25,2726.0,108.53,1.7275,1.7857,1405.0,1867.0,68.5,991.4,2.866,1.7345,2.44,1257.6,1.7977,16.01,560.9
2009-09-04 07:41:00,112.74218700000002,0.8429,33.95,1.6363,313.25,2947.0,0.9142,59.41,1005.75,1.4262,115.60156200000002,98.4,50.1,0.010778,121.7,494.0,86.55,10235.0,10280.0,1611.0,408.8,562.8,937.5,23.49,0.9411,293.0,108.25781200000002,117.359375,120.21875,28.95,474.75,9362.0,122.61,116.58,98.16,68.51,67.28,2727.0,108.525,1.7275,1.7857,1405.0,1871.0,68.52,991.4,2.868,1.7353,2.438,1257.6,1.7977,16.01,562.0
2009-09-04 07:42:00,112.74218700000002,0.8427,33.95,1.636,313.25,2950.0,0.9142,59.42,1005.75,1.4258,115.60156200000002,98.4,50.1,0.010775,121.7,494.0,86.55,10235.0,10280.0,1611.5,408.8,563.0,937.5,23.53,0.941,293.0,108.265625,117.359375,120.15625,28.95,474.75,9363.0,122.6,116.58,98.16,68.48,67.23,2727.0,108.525,1.7275,1.7857,1405.0,1872.0,68.47,991.3,2.866,1.7339,2.443,1257.6,1.7977,16.03,563.6
2009-09-04 07:43:00,112.74218700000002,0.8427,33.95,1.6363,313.5,2953.0,0.9145,59.42,1005.25,1.4257,115.59375,98.4,50.1,0.010775,121.45,494.0,86.55,10235.0,10280.0,1611.0,408.8,562.7,937.5,23.6,0.941,293.0,108.265625,117.34375,120.15625,28.95,474.75,9359.0,122.6,116.58,98.16,68.45,67.2,2727.0,108.525,1.7275,1.7857,1405.0,1873.0,68.43,991.2,2.8625,1.7339,2.44,1257.6,1.7977,16.03,565.4
2009-09-04 07:44:00,112.74218700000002,0.8426,33.95,1.636,313.5,2952.0,0.9142,59.42,1005.25,1.4255,115.60156200000002,98.4,49.95,0.010776,121.45,494.0,86.575,10235.0,10280.0,1610.25,408.8,562.5,937.5,23.57,0.9407,293.0,108.265625,117.359375,120.15625,28.95,474.75,9357.0,122.62,116.59,98.16,68.39,67.18,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.37,990.9,2.86,1.7311,2.437,1257.6,1.7977,16.015,565.0
2009-09-04 07:45:00,112.74218700000002,0.8427,33.95,1.636,313.5,2950.0,0.9143,59.42,1005.25,1.4255,115.60156200000002,98.4,49.95,0.010773999999999999,121.45,494.0,86.575,10235.0,10280.0,1610.5,408.8,562.7,937.5,23.58,0.9407,292.9,108.25781200000002,117.359375,120.15625,28.95,474.75,9358.0,122.62,116.59,98.16,68.4,67.22,2726.0,108.525,1.7275,1.7857,1405.0,1873.0,68.38,991.0,2.859,1.7305,2.43,1257.6,1.7977,16.02,565.0
2009-09-04 07:46:00,112.74218700000002,0.8427,33.95,1.636,313.5,2950.0,0.9142,59.46,1005.25,1.4255,115.60156200000002,98.4,49.95,0.010773999999999999,121.45,494.0,86.575,10235.0,10280.0,1610.0,408.8,562.7,937.5,23.58,0.9408,292.9,108.25781200000002,117.34375,120.15625,28.95,474.75,9358.0,122.62,116.59,98.2,68.4,67.2,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.38,991.0,2.86,1.7306,2.424,1257.6,1.7977,16.02,565.0
2009-09-04 07:47:00,112.74218700000002,0.843,33.95,1.6363,313.5,2952.0,0.9143,59.49,1005.25,1.4256,115.59375,98.4,49.95,0.010772,121.45,494.0,86.575,10235.0,10280.0,1611.0,408.8,562.5,937.5,23.49,0.9408,292.9,108.25781200000002,117.359375,120.1875,28.95,474.75,9358.0,122.62,116.59,98.2,68.42,67.27,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.43,991.0,2.8609,1.7336,2.426,1257.6,1.7977,16.02,564.2
2009-09-04 07:48:00,112.74218700000002,0.8432,33.95,1.6365,313.5,2952.0,0.9145,59.6,1005.5,1.4258,115.58593700000002,98.4,50.075,0.010771,121.45,494.0,86.575,10235.0,10280.0,1611.0,408.8,562.5,937.5,23.46,0.9407,292.9,108.25781200000002,117.34375,120.1875,28.95,474.75,9358.0,122.63,116.59,98.2,68.43,67.24,2726.0,108.525,1.7275,1.7857,1405.0,1873.0,68.41,991.1,2.8585,1.7322,2.426,1257.6,1.793,16.02,564.0
2009-09-04 07:49:00,112.74218700000002,0.843,33.95,1.6362,313.5,2952.0,0.9146,59.7,1005.5,1.426,115.58593700000002,98.4,50.075,0.010771,121.45,494.0,86.575,10235.0,10280.0,1611.0,408.8,562.5,937.5,23.49,0.9409,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9357.0,122.62,116.59,98.2,68.36,67.21,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.33,990.4,2.859,1.7336,2.419,1253.6,1.793,16.0,564.0
2009-09-04 07:50:00,112.74218700000002,0.8429,33.95,1.6364,313.5,2952.0,0.9145,59.5,1005.25,1.4258,115.58593700000002,98.4,50.075,0.010772,121.45,494.0,86.575,10235.0,10280.0,1611.0,408.8,562.6,937.5,23.47,0.9408,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9358.0,122.6,116.58,98.2,68.32,67.23,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.37,990.8,2.857,1.7336,2.42,1253.6,1.793,16.0,563.2
2009-09-04 07:51:00,112.74218700000002,0.843,33.95,1.6367,313.5,2952.0,0.9144,59.5,1005.5,1.426,115.58593700000002,98.4,50.075,0.010772,121.6,494.0,86.575,10235.0,10280.0,1611.5,408.8,562.7,937.5,23.46,0.9409,292.9,108.25781200000002,117.359375,120.21875,28.95,474.75,9360.0,122.61,116.57,98.24,68.36,67.19,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.34,991.0,2.857,1.7336,2.412,1253.6,1.793,15.995,562.6
2009-09-04 07:52:00,112.74218700000002,0.8433,33.95,1.6366,313.5,2952.0,0.9142,59.5,1005.5,1.4261,115.578125,98.4,50.075,0.010771,121.6,494.0,86.575,10235.0,10280.0,1611.5,408.8,562.8,937.5,23.46,0.941,292.9,108.25,117.34375,120.1875,28.95,474.75,9360.0,122.61,116.57,98.2,68.36,67.21,2725.0,108.525,1.7275,1.7857,1405.0,1873.0,68.36,991.2,2.8609,1.7321,2.414,1253.6,1.793,15.995,562.6
2009-09-04 07:53:00,112.74218700000002,0.8432,33.95,1.6364,313.5,2952.0,0.9142,59.5,1005.5,1.426,115.57031200000002,98.4,50.075,0.010773,121.55,494.0,86.6,10235.0,10280.0,1611.75,408.8,562.8,937.5,23.5,0.9411,292.9,108.25,117.34375,120.1875,28.95,474.75,9360.0,122.6,116.57,98.2,68.35,67.21,2725.0,108.52,1.7275,1.7857,1405.0,1873.0,68.36,991.4,2.8615,1.7321,2.41,1253.6,1.793,15.995,563.2
2009-09-04 07:54:00,112.74218700000002,0.8432,33.95,1.6361,313.5,2948.0,0.9145,59.5,1005.5,1.4263,115.578125,98.4,50.075,0.010773,121.55,494.0,86.6,10235.0,10280.0,1611.75,408.8,562.8,937.5,23.46,0.9413,292.9,108.25781200000002,117.34375,120.1875,28.95,474.75,9360.0,122.6,116.56,98.2,68.38,67.25,2726.0,108.52,1.7275,1.7857,1405.0,1873.0,68.4,991.5,2.8605,1.7339,2.41,1253.6,1.7934,16.004,562.6
2009-09-04 07:55:00,112.74218700000002,0.8432,33.95,1.6361,313.5,2946.0,0.9143,59.5,1005.5,1.4264,115.57031200000002,98.4,50.075,0.010775,121.7,494.0,86.625,10235.0,10280.0,1611.5,408.8,562.8,937.5,23.42,0.941,292.9,108.25781200000002,117.328125,120.15625,28.95,474.75,9359.0,122.61,116.56,98.2,68.34,67.21,2725.0,108.52,1.7275,1.7857,1405.0,1873.0,68.35,991.3,2.8609,1.7329,2.415,1253.6,1.7934,16.0,562.6
2009-09-04 07:56:00,112.74218700000002,0.8431,33.95,1.6361,313.25,2940.0,0.9143,59.5,1005.5,1.4264,115.55468700000002,98.4,50.075,0.010775,121.6,494.0,86.625,10235.0,10280.0,1611.5,408.8,562.8,937.5,23.41,0.9411,292.9,108.24218700000002,117.296875,120.09375,28.95,474.75,9359.0,122.59,116.56,98.2,68.34,67.24,2724.0,108.52,1.7275,1.7857,1405.0,1873.0,68.39,991.4,2.8615,1.7334,2.42,1253.6,1.7934,16.004,562.6
2009-09-04 07:57:00,112.74218700000002,0.8432,33.95,1.6361,313.25,2940.0,0.9141,59.5,1005.25,1.4263,115.55468700000002,98.4,50.075,0.010773999999999999,121.6,494.0,86.625,10235.0,10280.0,1611.5,408.8,562.7,937.5,23.39,0.941,292.9,108.25,117.296875,120.125,28.95,474.75,9360.0,122.58,116.55,98.2,68.37,67.25,2724.0,108.515,1.7275,1.7857,1405.0,1873.0,68.39,991.5,2.8605,1.7342,2.416,1253.6,1.7934,16.004,562.0
2009-09-04 07:58:00,112.74218700000002,0.8429,33.95,1.6359,313.25,2941.0,0.914,59.5,1005.5,1.426,115.5625,98.4,50.075,0.010773,121.6,494.0,86.625,10235.0,10280.0,1611.25,408.8,562.6,937.5,23.37,0.941,292.9,108.25,117.3125,120.15625,28.95,474.75,9359.0,122.58,116.56,98.2,68.41,67.24,2725.0,108.52,1.7275,1.7857,1405.0,1869.0,68.38,991.4,2.8615,1.7345,2.425,1257.2,1.7935,16.015,561.0
