,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-02-03 00:01:00,1.0631,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.75,1.3133,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8825.0,8835.0,2490.5,524.7,809.3,1217.5,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12647.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.41,1759.6,3.7945,3.052,2.525,1629.9,2.8722,34.175,630.0
2012-02-03 00:02:00,1.0632,51.15,1.5805,641.75,2267.0,0.9993,95.0,1320.75,1.3132,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8825.0,8835.0,2490.5,524.7,809.3,1217.5,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12649.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.4,1759.9,3.795,3.052,2.525,1629.9,2.8722,34.175,630.0
2012-02-03 00:03:00,1.0632,51.15,1.5805,641.75,2267.0,0.9993,95.0,1320.75,1.3133,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8825.0,8835.0,2490.5,524.7,809.4,1217.5,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12651.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.42,1759.6,3.7955,3.052,2.525,1629.9,2.8722,34.175,630.0
2012-02-03 00:04:00,1.0631,51.15,1.5805,641.75,2267.0,0.9993,95.0,1320.5,1.3134,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8825.0,8830.0,2490.25,524.7,809.4,1217.75,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.42,1759.8,3.795,3.052,2.525,1629.9,2.8722,34.175,630.0
2012-02-03 00:05:00,1.063,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.5,1.3135,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8825.0,8830.0,2490.25,524.7,809.5,1217.75,23.55,1.0898,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.43,1759.9,3.795,3.052,2.521,1629.9,2.8722,34.175,630.0
2012-02-03 00:06:00,1.0631,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.5,1.3134,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8825.0,8830.0,2490.5,524.7,809.5,1217.75,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.43,1759.7,3.7955,3.052,2.521,1629.9,2.8722,34.18,630.0
2012-02-03 00:07:00,1.0631,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.75,1.3135,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8825.0,8830.0,2490.5,524.7,809.5,1217.75,23.55,1.0898,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12650.0,139.3,125.36,126.72,96.46,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.44,1759.7,3.796,3.052,2.521,1629.9,2.8722,34.18,630.0
2012-02-03 00:08:00,1.0631,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.75,1.3134,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2490.75,524.7,809.5,1217.75,23.55,1.0899,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12650.0,139.3,125.36,126.72,96.46,112.37,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.45,1759.6,3.796,3.052,2.52,1629.9,2.8722,34.18,630.0
2012-02-03 00:09:00,1.063,51.15,1.5806,641.75,2267.0,0.9992,95.0,1320.75,1.3136,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.75,524.7,809.6,1217.75,23.55,1.09,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12650.0,139.3,125.36,126.72,96.46,112.38,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.44,1759.7,3.7955,3.0543,2.52,1629.9,2.8743,34.18,630.0
2012-02-03 00:10:00,1.0627,51.15,1.5806,641.75,2267.0,0.9993,95.0,1320.5,1.3135,124.046875,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.5,1217.75,23.55,1.0901,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12649.0,139.3,125.36,126.72,96.46,112.38,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.43,1759.8,3.7965,3.0533,2.521,1630.0,2.8743,34.18,630.0
2012-02-03 00:11:00,1.0623,51.15,1.5805,642.0,2267.0,0.9992,95.0,1320.75,1.3135,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.4,1217.75,23.55,1.09,323.1,110.359375,132.1875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.43,1759.7,3.796,3.0533,2.515,1630.0,2.8743,34.175,630.0
2012-02-03 00:12:00,1.0626,51.15,1.5805,642.0,2267.0,0.9992,95.0,1320.5,1.3135,124.046875,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.3,1217.75,23.55,1.09,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12647.0,139.3,125.36,126.72,96.46,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.41,1759.5,3.796,3.0533,2.509,1630.0,2.8743,34.175,630.0
2012-02-03 00:13:00,1.0628,51.15,1.5805,642.0,2267.0,0.9992,95.0,1320.5,1.3136,124.05468700000002,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.3,1217.75,23.55,1.0901,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.41,1759.7,3.796,3.0533,2.506,1630.0,2.8743,34.175,630.0
2012-02-03 00:14:00,1.0626,51.15,1.5805,642.0,2267.0,0.9992,95.0,1320.75,1.3135,124.03906200000002,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.3,1217.75,23.55,1.0901,323.1,110.359375,132.1875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.46,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.41,1759.7,3.796,3.0533,2.512,1630.0,2.8743,34.175,630.0
2012-02-03 00:15:00,1.0628,51.15,1.5805,642.0,2267.0,0.9992,95.0,1320.75,1.3136,124.03906200000002,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8840.0,2490.5,524.7,809.3,1217.75,23.55,1.0901,323.1,110.359375,132.1875,158.125,144.59375,19.2,662.25,12648.0,139.3,125.36,126.72,96.43,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.43,1760.1,3.796,3.0533,2.5069999999999997,1630.0,2.8743,34.175,630.0
2012-02-03 00:16:00,1.0629,51.15,1.5807,642.0,2267.0,0.9992,95.0,1320.75,1.3136,124.03906200000002,155.425,89.75,0.013129,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2490.75,524.7,809.3,1217.75,23.55,1.0901,323.1,110.359375,132.171875,158.125,144.59375,19.2,662.25,12651.0,139.3,125.36,126.72,96.43,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.44,1760.2,3.7965,3.0533,2.505,1630.0,2.8743,34.175,630.0
2012-02-03 00:17:00,1.0628,51.15,1.5806,642.0,2267.0,0.9992,95.0,1321.25,1.3134,124.03906200000002,155.425,89.75,0.013128,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2491.25,524.7,809.9,1217.75,23.55,1.09,323.1,110.359375,132.1875,158.125,144.59375,19.2,662.25,12652.0,139.3,125.36,126.72,96.43,112.33,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.46,1760.1,3.798,3.0533,2.508,1630.0,2.8743,34.195,630.0
2012-02-03 00:18:00,1.0631,51.15,1.5808,642.0,2267.0,0.9993,95.0,1321.25,1.3136,124.03906200000002,155.425,89.75,0.013128,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2491.5,524.7,809.8,1217.75,23.55,1.0901,323.1,110.359375,132.1875,158.125,144.5625,19.2,662.0,12654.0,139.3,125.36,126.72,96.43,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.45,1760.2,3.798,3.0533,2.505,1630.0,2.8743,34.195,630.0
2012-02-03 00:19:00,1.0633,51.15,1.5806,642.0,2267.0,0.9994,95.0,1321.5,1.3137,124.03906200000002,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2491.75,524.7,809.8,1217.75,23.55,1.0901,323.1,110.36718700000002,132.171875,158.125,144.59375,19.2,662.0,12655.0,139.3,125.36,126.72,96.43,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.44,1758.8,3.7975,3.0533,2.505,1630.0,2.8743,34.175,630.0
2012-02-03 00:20:00,1.0634,51.15,1.5807,642.0,2267.0,0.9994,95.0,1321.5,1.3138,124.03906200000002,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2491.75,524.7,809.8,1217.75,23.55,1.0904,323.1,110.359375,132.1875,158.125,144.59375,19.2,662.0,12655.0,139.3,125.36,126.72,96.43,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.42,1759.3,3.798,3.0533,2.505,1630.0,2.8743,34.175,630.0
2012-02-03 00:21:00,1.0635,51.15,1.5807,642.0,2267.0,0.9995,95.0,1321.5,1.3139,124.03906200000002,155.425,89.75,0.013130000000000001,216.0,715.5,128.875,1523.2,1049.0,8835.0,8845.0,2492.0,524.7,809.8,1218.0,23.55,1.0905,323.1,110.359375,132.15625,158.125,144.59375,19.2,662.0,12656.0,139.3,125.36,126.72,96.43,112.35,2480.0,110.34,25.9,3.0529,2.88,1819.0,112.55,1454.0,96.44,1759.5,3.798,3.0533,2.505,1630.0,2.8743,34.18,630.0
