,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-12-04 04:39:00,0.9245,40.43,1.6613,401.0,3407.0,0.9478,74.89,1099.25,1.5065,116.84375,93.45,65.875,0.011345000000000001,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.3,1051.0,23.01,0.9998,312.2,108.86718700000002,118.859375,120.28125,22.4,573.25,10293.0,123.37,116.69,99.52,76.03,78.13,2856.0,108.59,2.0228,1341.0,78.17,2195.0,76.04,1205.7,3.2125,2.0388,4.478,1486.5,1.9869,18.83,627.7
2009-12-04 04:40:00,0.9243,40.43,1.6611,401.0,3407.0,0.9478,74.87,1098.75,1.5063,116.84375,93.45,65.875,0.011345000000000001,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.9,1051.0,23.01,0.9996,312.2,108.86718700000002,118.875,120.28125,22.4,573.25,10293.0,123.38,116.7,99.52,76.02,78.1,2855.0,108.59,2.0228,1344.0,78.17,2195.0,76.03,1205.2,3.2105,2.0388,4.478,1486.5,1.9869,18.83,627.7
2009-12-04 04:41:00,0.9241,40.47,1.661,401.0,3407.0,0.9476,74.87,1099.0,1.5063,116.84375,93.45,65.875,0.011344,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.8,1051.25,23.03,0.9996,312.0,108.86718700000002,118.859375,120.28125,22.4,573.25,10293.0,123.38,116.7,99.52,76.02,78.1,2855.0,108.59,2.0228,1344.0,78.17,2195.0,76.0,1205.2,3.208,2.0388,4.478,1486.5,1.9869,18.815,627.9
2009-12-04 04:42:00,0.9244,40.43,1.6611,401.0,3407.0,0.9476,74.87,1099.0,1.5065,116.85156200000002,93.45,65.875,0.011346,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.9,1051.25,23.05,0.9998,312.3,108.875,118.875,120.3125,22.4,573.25,10293.0,123.4,116.7,99.56,76.02,78.1,2855.0,108.59,2.0228,1344.0,78.17,2195.0,76.02,1205.6,3.2125,2.0388,4.481,1486.5,1.9869,18.83,628.2
2009-12-04 04:43:00,0.9244,40.43,1.6613,401.0,3407.0,0.9476,74.87,1099.0,1.5066,116.85156200000002,93.45,65.875,0.011344,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.9,1051.25,23.05,0.9999,312.3,108.875,118.890625,120.28125,22.4,573.25,10293.0,123.4,116.71,99.56,76.02,78.1,2856.0,108.595,2.0228,1344.0,78.17,2195.0,76.03,1205.5,3.2125,2.0388,4.48,1486.5,1.9869,18.83,628.2
2009-12-04 04:44:00,0.9245,40.43,1.6615,401.0,3407.0,0.9478,74.87,1099.0,1.5066,116.85156200000002,93.45,65.875,0.011346,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.0,1051.25,23.03,0.9999,312.2,108.875,118.890625,120.3125,22.4,573.25,10293.0,123.4,116.71,99.64,76.02,78.09,2855.0,108.595,2.0228,1344.0,78.17,2195.0,76.05,1205.5,3.2135,2.039,4.481,1486.5,1.9869,18.835,628.2
2009-12-04 04:45:00,0.9244,40.43,1.6613,401.0,3407.0,0.9476,74.87,1099.25,1.5065,116.85156200000002,93.45,65.875,0.011345000000000001,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.8,1051.25,23.03,0.9998,312.2,108.875,118.890625,120.3125,22.4,573.25,10293.0,123.41,116.71,99.64,75.98,78.07,2855.0,108.595,2.0228,1344.0,78.17,2195.0,75.99,1205.5,3.214,2.039,4.48,1486.5,1.9869,18.84,628.2
2009-12-04 04:46:00,0.9243,40.43,1.6617,401.5,3407.0,0.9476,74.87,1099.25,1.5067,116.86718700000002,93.45,65.875,0.011348,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.8,1051.25,23.04,0.9998,312.2,108.875,118.90625,120.34375,22.4,573.25,10293.0,123.45,116.73,99.64,76.02,78.07,2856.0,108.595,2.0228,1344.0,78.17,2195.0,76.01,1206.0,3.215,2.039,4.479,1486.5,1.9869,18.84,628.2
2009-12-04 04:47:00,0.9246,40.43,1.6618,401.5,3408.0,0.9477,74.87,1098.75,1.5066,116.859375,93.45,65.875,0.011347,144.3,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.6,1051.25,23.04,0.9999,312.2,108.875,118.890625,120.34375,22.4,573.25,10293.0,123.45,116.72,99.64,76.01,78.09,2854.0,108.595,2.0228,1343.0,78.17,2195.0,76.02,1205.8,3.216,2.0381,4.478,1486.5,1.9881,18.84,628.2
2009-12-04 04:48:00,0.9246,40.43,1.6621,401.5,3408.0,0.9478,74.87,1098.75,1.5066,116.859375,93.45,65.875,0.011346,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.7,1051.0,23.04,1.0,312.2,108.875,118.890625,120.3125,22.4,573.25,10293.0,123.44,116.71,99.72,76.01,78.09,2854.0,108.595,2.0228,1343.0,78.17,2195.0,76.01,1206.0,3.214,2.0376,4.478,1486.5,1.9876,18.84,628.5
2009-12-04 04:49:00,0.9247,40.43,1.6618,401.5,3410.0,0.9478,74.87,1099.25,1.5066,116.859375,93.45,65.9,0.011347,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,588.9,1051.0,23.03,0.9999,312.0,108.875,118.90625,120.34375,22.4,573.25,10293.0,123.44,116.72,99.72,76.01,78.1,2857.0,108.59,2.0228,1343.0,78.17,2195.0,76.03,1206.0,3.214,2.0386,4.479,1486.5,1.9876,18.845,628.2
2009-12-04 04:50:00,0.925,40.43,1.6618,401.5,3407.0,0.9479,74.87,1100.0,1.5069,116.85156200000002,93.45,65.9,0.011347,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.4,1051.0,23.04,1.0004,312.0,108.86718700000002,118.90625,120.34375,22.4,573.25,10293.0,123.43,116.71,99.72,76.02,78.11,2859.0,108.595,2.0228,1343.0,78.17,2192.0,76.04,1206.5,3.2165,2.0378,4.479,1486.5,1.9876,18.845,628.1
2009-12-04 04:51:00,0.9249,40.43,1.6623,401.5,3407.0,0.948,74.87,1099.75,1.507,116.85156200000002,93.45,65.9,0.011346,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.4,1050.75,23.04,1.0006,312.0,108.86718700000002,118.90625,120.34375,22.4,573.75,10293.0,123.44,116.71,99.7,76.05,78.15,2859.0,108.595,2.0228,1343.0,78.17,2193.0,76.06,1206.7,3.2165,2.0384,4.479,1486.5,1.9885,18.86,628.0
2009-12-04 04:52:00,0.9249,40.48,1.6625,401.5,3408.0,0.948,74.87,1100.0,1.5071,116.85156200000002,93.45,65.9,0.011348,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.4,1051.25,23.04,1.0007,312.4,108.86718700000002,118.90625,120.34375,22.4,573.75,10305.0,123.44,116.72,99.7,76.08,78.16,2860.0,108.595,2.0228,1343.0,78.17,2194.0,76.08,1206.9,3.2175,2.0392,4.48,1486.5,1.9885,18.86,628.1
2009-12-04 04:53:00,0.9249,40.48,1.6625,401.75,3410.0,0.9482,74.87,1100.25,1.5072,116.85156200000002,93.45,65.9,0.011346,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.8,1052.0,23.04,1.0008,312.4,108.875,118.90625,120.34375,22.4,573.75,10305.0,123.44,116.71,99.7,76.09,78.14,2860.0,108.59,2.0228,1343.0,78.17,2195.0,76.07,1207.4,3.2205,2.0392,4.48,1486.5,1.9885,18.865,628.2
2009-12-04 04:54:00,0.9249,40.48,1.663,401.75,3410.0,0.9483,74.87,1100.25,1.5075,116.84375,93.45,65.9,0.011343,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.8,1052.0,23.05,1.0009,312.4,108.875,118.890625,120.34375,22.4,574.0,10305.0,123.44,116.73,99.7,76.1,78.18,2861.0,108.595,2.0228,1343.0,78.17,2195.0,76.11,1208.0,3.2195,2.0392,4.48,1486.5,1.9899,18.885,628.2
2009-12-04 04:55:00,0.9248,40.48,1.6631,401.75,3410.0,0.9483,74.87,1100.25,1.5073,116.84375,93.45,65.9,0.011345000000000001,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.8,1052.0,23.05,1.0009,312.4,108.86718700000002,118.875,120.34375,22.4,573.75,10305.0,123.43,116.72,99.7,76.1,78.14,2859.0,108.59,2.0228,1343.0,78.17,2195.0,76.06,1207.9,3.2195,2.0395,4.479,1489.0,1.9899,18.885,628.2
2009-12-04 04:56:00,0.9246,40.48,1.6625,401.75,3412.0,0.9482,74.87,1100.0,1.5071,116.828125,93.45,65.9,0.011343,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1779.0,413.0,589.8,1051.5,23.05,1.0007,312.4,108.86718700000002,118.875,120.3125,22.4,573.75,10305.0,123.41,116.7,99.7,76.1,78.15,2861.0,108.585,2.0228,1343.0,78.17,2195.0,76.07,1207.5,3.22,2.0395,4.479,1489.3,1.9899,18.88,628.2
2009-12-04 04:57:00,0.9246,40.47,1.6627,401.75,3412.0,0.9483,74.87,1100.25,1.5073,116.82031200000002,93.45,65.9,0.011342,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.0,23.06,1.0009,312.4,108.86718700000002,118.859375,120.3125,22.4,574.0,10305.0,123.41,116.71,99.7,76.1,78.14,2860.0,108.585,2.0228,1343.0,78.17,2198.0,76.07,1207.6,3.219,2.0395,4.479,1489.3,1.9899,18.88,628.2
2009-12-04 04:58:00,0.9245,40.47,1.6622,401.75,3412.0,0.9483,74.87,1100.0,1.507,116.82031200000002,93.45,65.9,0.011340000000000001,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.0,23.05,1.0007,312.4,108.859375,118.859375,120.3125,22.4,574.0,10305.0,123.41,116.71,99.7,76.07,78.15,2860.0,108.585,2.0228,1343.0,78.17,2198.0,76.05,1207.4,3.2185,2.039,4.479,1489.3,1.9895,18.875,628.2
2009-12-04 04:59:00,0.9244,40.47,1.6618,401.75,3412.0,0.948,74.87,1099.75,1.5069,116.82031200000002,93.45,65.9,0.011340000000000001,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.0,23.05,1.0004,312.4,108.859375,118.859375,120.3125,22.4,574.0,10305.0,123.41,116.7,99.7,76.07,78.13,2860.0,108.585,2.0228,1343.0,78.17,2198.0,76.05,1207.4,3.2185,2.039,4.479,1488.1,1.9895,18.87,628.1
2009-12-04 05:00:00,0.9243,40.46,1.6614,401.75,3412.0,0.948,74.87,1099.75,1.5067,116.82031200000002,93.45,65.9,0.011340000000000001,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.25,23.05,1.0004,312.4,108.86718700000002,118.859375,120.34375,22.4,574.0,10305.0,123.41,116.71,99.7,76.04,78.13,2859.0,108.585,2.0228,1343.0,78.17,2198.0,76.04,1207.3,3.2185,2.039,4.479,1488.1,1.9895,18.87,628.1
2009-12-04 05:01:00,0.9243,40.46,1.6618,401.75,3412.0,0.948,74.87,1099.75,1.5067,116.82031200000002,93.45,65.9,0.011339,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.25,23.05,1.0004,312.4,108.86718700000002,118.84375,120.3125,22.4,574.0,10305.0,123.4,116.7,99.7,76.04,78.14,2859.0,108.58,2.0228,1343.0,78.17,2198.0,76.04,1207.3,3.219,2.0388,4.481,1488.7,1.9896,18.875,628.1
2009-12-04 05:02:00,0.9243,40.46,1.6619,401.75,3417.0,0.9479,74.87,1099.75,1.5065,116.8125,93.45,65.9,0.011339,144.25,565.0,83.175,1620.6,986.5,9995.0,10050.0,1780.0,413.0,589.8,1052.25,23.06,1.0002,312.5,108.86718700000002,118.84375,120.28125,22.4,574.0,10305.0,123.39,116.69,99.7,76.04,78.14,2860.0,108.575,2.0228,1341.0,78.17,2198.0,76.04,1207.4,3.219,2.0384,4.481,1488.7,1.9896,18.875,628.1
2009-12-04 05:03:00,0.9245,40.46,1.6622,401.75,3417.0,0.948,74.87,1100.0,1.5066,116.8125,93.45,65.9,0.011337999999999999,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1052.25,23.06,1.0004,312.5,108.859375,118.84375,120.28125,22.4,574.0,10305.0,123.39,116.68,99.7,76.04,78.13,2862.0,108.58,2.0228,1341.0,78.17,2199.0,76.04,1207.6,3.219,2.0383,4.481,1488.7,1.9896,18.88,628.1
2009-12-04 05:04:00,0.9247,40.46,1.6625,401.75,3417.0,0.9478,74.87,1100.0,1.5066,116.8125,93.45,65.9,0.01133,144.35,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1052.25,23.06,1.0003,312.5,108.85156200000002,118.84375,120.3125,22.4,573.25,10305.0,123.38,116.68,99.64,76.04,78.12,2861.0,108.58,2.0228,1341.0,78.17,2199.0,76.02,1207.4,3.219,2.0383,4.481,1488.7,1.9896,18.875,628.1
2009-12-04 05:05:00,0.9245,40.46,1.6626,401.75,3417.0,0.9477,74.87,1099.75,1.5063,116.8125,93.45,65.9,0.011332,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1052.25,23.06,1.0002,312.5,108.859375,118.84375,120.3125,22.4,573.25,10305.0,123.39,116.68,99.64,75.97,78.03,2860.0,108.58,2.0228,1341.0,78.17,2199.0,75.96,1207.0,3.218,2.0366,4.481,1488.1,1.9884,18.865,628.1
2009-12-04 05:06:00,0.9243,40.46,1.6626,401.25,3417.0,0.9477,74.87,1100.0,1.5064,116.80468700000002,93.45,65.9,0.011331,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1052.25,23.1,1.0002,312.5,108.85156200000002,118.84375,120.28125,22.4,573.25,10305.0,123.39,116.68,99.64,75.96,78.06,2861.0,108.585,2.0228,1341.0,78.17,2196.0,75.97,1206.7,3.2175,2.0366,4.481,1488.1,1.9872,18.86,628.1
2009-12-04 05:07:00,0.9243,40.46,1.662,401.25,3417.0,0.9476,74.87,1099.75,1.5064,116.80468700000002,93.45,65.9,0.011332,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1051.25,23.06,1.0002,312.5,108.859375,118.84375,120.3125,22.4,573.25,10305.0,123.4,116.69,99.68,75.96,78.04,2861.0,108.58,2.0228,1341.0,78.17,2196.0,75.94,1206.2,3.2165,2.0353,4.481,1488.1,1.9875,18.86,628.1
2009-12-04 05:08:00,0.9243,40.46,1.662,401.25,3411.0,0.9476,74.87,1100.0,1.5064,116.80468700000002,93.45,65.9,0.011332,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.8,1051.25,23.05,1.0002,312.5,108.859375,118.859375,120.3125,22.4,573.0,10305.0,123.4,116.69,99.68,75.96,78.06,2861.0,108.58,2.0228,1341.0,78.17,2196.0,75.96,1206.2,3.2165,2.0353,4.482,1488.1,1.9879,18.855,628.1
2009-12-04 05:09:00,0.9241,40.46,1.662,401.25,3411.0,0.9476,74.87,1099.75,1.5065,116.80468700000002,93.45,65.9,0.011332,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1051.25,23.05,1.0002,312.0,108.859375,118.84375,120.3125,22.4,573.0,10305.0,123.38,116.69,99.68,75.92,78.02,2859.0,108.58,2.0228,1341.0,78.17,2196.0,75.93,1205.6,3.2165,2.0353,4.485,1487.5,1.9879,18.84,628.1
2009-12-04 05:10:00,0.924,40.46,1.6618,401.25,3408.0,0.9474,74.87,1099.75,1.5064,116.8125,93.45,65.875,0.011333,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1051.25,23.05,1.0001,312.2,108.859375,118.84375,120.3125,22.4,572.75,10301.0,123.38,116.69,99.64,75.91,77.98,2858.0,108.58,2.0228,1341.0,78.17,2190.0,75.9,1205.6,3.214,2.0342,4.485,1487.5,1.9862,18.845,628.1
2009-12-04 05:11:00,0.9244,40.51,1.6619,401.5,3405.0,0.9474,74.87,1099.75,1.5065,116.8125,93.45,65.875,0.011335,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.5,1051.75,23.07,1.0002,312.2,108.859375,118.84375,120.3125,22.4,572.75,10301.0,123.38,116.69,99.64,75.85,77.93,2859.0,108.58,2.0228,1341.0,78.17,2190.0,75.84,1205.8,3.2155,2.034,4.485,1487.5,1.985,18.84,628.1
2009-12-04 05:12:00,0.9244,40.51,1.6617,401.5,3410.0,0.9474,74.87,1100.0,1.5065,116.8125,93.45,65.875,0.011334,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.5,1051.0,23.07,1.0002,312.2,108.859375,118.84375,120.3125,22.4,573.0,10301.0,123.39,116.69,99.6,75.85,77.95,2859.0,108.585,2.0228,1341.0,78.17,2190.0,75.88,1206.2,3.2165,2.0328,4.482,1488.1,1.9853,18.855,628.1
2009-12-04 05:13:00,0.9244,40.46,1.6621,401.5,3416.0,0.9477,74.81,1100.0,1.5066,116.80468700000002,93.45,65.875,0.011337,144.3,565.0,83.175,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.6,1050.0,23.07,1.0004,311.5,108.859375,118.859375,120.3125,22.4,573.0,10301.0,123.39,116.7,99.6,75.84,77.94,2859.0,108.58,2.0228,1341.0,78.17,2190.0,75.87,1206.1,3.218,2.0328,4.488,1488.1,1.9853,18.855,628.1
2009-12-04 05:14:00,0.9243,40.46,1.6618,401.5,3414.0,0.9475,74.81,1099.5,1.5065,116.80468700000002,93.45,65.875,0.011336,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.6,1050.25,23.07,1.0003,311.5,108.86718700000002,118.84375,120.28125,22.4,573.0,10301.0,123.39,116.7,99.58,75.82,77.92,2858.0,108.585,2.0228,1341.0,78.17,2190.0,75.82,1205.4,3.218,2.0326,4.488,1488.1,1.9853,18.835,628.1
2009-12-04 05:15:00,0.9244,40.45,1.6618,401.25,3414.0,0.9476,74.81,1099.75,1.5067,116.796875,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.6,1051.0,23.07,1.0004,311.5,108.859375,118.84375,120.28125,22.4,573.0,10301.0,123.4,116.7,99.58,75.81,77.94,2858.0,108.585,2.0228,1341.0,78.17,2190.0,75.85,1205.3,3.218,2.0315,4.49,1488.1,1.9849,18.835,628.1
2009-12-04 05:16:00,0.9244,40.43,1.6619,401.25,3414.0,0.9477,74.81,1099.5,1.5066,116.80468700000002,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1050.5,23.08,1.0003,312.0,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.39,116.7,99.66,75.8,77.89,2858.0,108.585,2.0228,1345.0,78.17,2190.0,75.8,1205.3,3.2165,2.0314,4.49,1488.1,1.9845,18.84,628.1
2009-12-04 05:17:00,0.9244,40.43,1.6619,401.25,3414.0,0.9477,74.81,1099.5,1.5066,116.80468700000002,93.45,65.875,0.011340000000000001,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.75,23.08,1.0003,311.6,108.859375,118.828125,120.25,22.4,573.25,10301.0,123.39,116.69,99.66,75.8,77.9,2857.0,108.58,2.0228,1345.0,78.17,2195.0,75.81,1205.3,3.2155,2.0314,4.49,1488.1,1.9845,18.84,628.1
2009-12-04 05:18:00,0.9245,40.43,1.6623,401.5,3414.0,0.9478,74.81,1099.5,1.5069,116.80468700000002,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.75,23.08,1.0005,311.6,108.85156200000002,118.84375,120.28125,22.4,573.25,10301.0,123.39,116.7,99.66,75.85,77.93,2858.0,108.58,2.0228,1345.0,78.17,2195.0,75.85,1205.5,3.216,2.0316,4.49,1488.1,1.9846,18.85,628.1
2009-12-04 05:19:00,0.9246,40.42,1.6625,401.5,3414.0,0.9478,74.81,1099.5,1.5068,116.80468700000002,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.08,1.0005,311.5,108.85156200000002,118.84375,120.28125,22.4,573.25,10301.0,123.39,116.7,99.66,75.86,77.94,2857.0,108.585,2.0228,1345.0,78.17,2195.0,75.88,1205.6,3.2145,2.0316,4.488,1488.1,1.9847,18.85,628.1
2009-12-04 05:20:00,0.9246,40.43,1.6624,401.5,3414.0,0.9479,74.81,1099.5,1.5069,116.796875,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.25,23.09,1.0005,311.5,108.85156200000002,118.84375,120.28125,22.4,573.25,10301.0,123.42,116.71,99.68,75.84,77.94,2857.0,108.585,2.0228,1342.0,78.17,2195.0,75.86,1206.2,3.2155,2.0314,4.488,1488.1,1.9847,18.86,628.5
2009-12-04 05:21:00,0.9246,40.43,1.6625,401.5,3410.0,0.9478,74.81,1099.5,1.5068,116.80468700000002,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.25,23.09,1.0004,311.5,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.42,116.71,99.68,75.82,77.89,2857.0,108.585,2.0228,1342.0,78.17,2195.0,75.82,1205.6,3.215,2.0307,4.493,1488.1,1.9847,18.86,628.5
2009-12-04 05:22:00,0.9247,40.43,1.6626,401.5,3410.0,0.9478,74.74,1100.0,1.5068,116.80468700000002,93.45,65.875,0.011337999999999999,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.09,1.0004,311.6,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.42,116.72,99.68,75.83,77.92,2859.0,108.585,2.0228,1342.0,78.17,2195.0,75.82,1205.4,3.215,2.0304,4.493,1488.1,1.9847,18.845,628.5
2009-12-04 05:23:00,0.9247,40.43,1.6626,401.25,3410.0,0.9479,74.74,1100.0,1.5068,116.80468700000002,93.45,65.875,0.011337999999999999,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.09,1.0004,311.6,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.41,116.71,99.68,75.71,77.81,2861.0,108.585,2.0228,1342.0,78.17,2195.0,75.73,1205.5,3.214,2.0295,4.493,1488.1,1.983,18.845,628.5
2009-12-04 05:24:00,0.9247,40.42,1.6622,401.0,3409.0,0.9478,74.73,1100.0,1.5066,116.80468700000002,93.45,65.875,0.011337999999999999,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.25,23.08,1.0003,311.5,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.42,116.72,99.68,75.73,77.85,2860.0,108.585,2.0228,1342.0,78.17,2195.0,75.75,1205.5,3.2135,2.0291,4.493,1488.1,1.983,18.845,628.5
2009-12-04 05:25:00,0.9248,40.41,1.6625,401.0,3408.0,0.9478,74.73,1100.0,1.5066,116.80468700000002,93.45,65.875,0.011337999999999999,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.08,1.0003,311.6,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.42,116.71,99.7,75.71,77.85,2859.0,108.585,2.0228,1342.0,78.17,2195.0,75.71,1205.5,3.2125,2.0291,4.492,1488.1,1.9813,18.845,628.5
2009-12-04 05:26:00,0.9247,40.4,1.662,401.0,3408.0,0.9478,74.73,1099.75,1.5066,116.80468700000002,93.45,65.875,0.011339,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.07,1.0003,311.5,108.859375,118.84375,120.28125,22.4,573.25,10301.0,123.43,116.71,99.66,75.74,77.85,2860.0,108.585,2.0228,1342.0,78.17,2195.0,75.74,1205.4,3.2135,2.0291,4.494,1488.1,1.9813,18.84,628.2
2009-12-04 05:27:00,0.9247,40.4,1.6619,401.0,3410.0,0.9477,74.73,1099.5,1.5067,116.8125,93.45,65.875,0.011337,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.5,23.08,1.0003,311.5,108.86718700000002,118.84375,120.28125,22.4,573.25,10301.0,123.43,116.71,99.68,75.73,77.85,2858.0,108.585,2.0228,1342.0,78.17,2195.0,75.74,1204.8,3.2135,2.0291,4.492,1488.1,1.9813,18.83,628.2
2009-12-04 05:28:00,0.9247,40.4,1.6617,401.0,3410.0,0.9478,74.73,1099.5,1.5065,116.8125,93.45,65.875,0.011336,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.0,23.07,1.0003,311.5,108.86718700000002,118.84375,120.28125,22.4,573.25,10301.0,123.4,116.69,99.66,75.74,77.86,2858.0,108.58,2.0228,1342.0,78.17,2195.0,75.75,1205.2,3.2145,2.0291,4.488,1486.5,1.9828,18.835,628.2
2009-12-04 05:29:00,0.9247,40.4,1.6618,401.0,3410.0,0.9478,74.73,1099.75,1.5066,116.8125,93.45,65.875,0.011336,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.4,1049.0,23.06,1.0003,311.5,108.86718700000002,118.828125,120.3125,22.4,573.25,10301.0,123.42,116.69,99.66,75.72,77.83,2858.0,108.58,2.0228,1342.0,78.17,2195.0,75.74,1205.2,3.2135,2.0291,4.492,1486.5,1.9828,18.84,628.0
2009-12-04 05:30:00,0.9242,40.4,1.6614,401.0,3410.0,0.9474,74.73,1099.5,1.5061,116.80468700000002,93.45,65.875,0.011326000000000001,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.2,1049.25,23.06,1.0,311.5,108.86718700000002,118.828125,120.3125,22.4,573.25,10301.0,123.41,116.7,99.66,75.66,77.77,2857.0,108.58,2.0228,1342.0,78.17,2195.0,75.66,1204.6,3.212,2.0285,4.494,1486.5,1.9828,18.82,628.0
2009-12-04 05:31:00,0.9245,40.4,1.6623,401.0,3411.0,0.9478,74.73,1099.75,1.5064,116.80468700000002,93.45,65.875,0.011326000000000001,144.3,565.0,83.15,1620.6,986.5,9995.0,10045.0,1780.0,413.0,589.1,1049.25,23.05,1.0003,311.5,108.859375,118.828125,120.28125,22.4,573.25,10301.0,123.42,116.7,99.66,75.69,77.8,2858.0,108.58,2.0228,1342.0,78.17,2196.0,75.69,1204.5,3.2115,2.0282,4.494,1486.5,1.9828,18.83,627.8
