,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-12-04 00:01:00,0.9228,40.09,1.6538,399.25,3414.0,0.9467,74.09,1097.5,1.5058,116.75781200000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.5,22.99,0.9993,309.4,108.83593700000002,118.765625,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.01,1205.3,3.2225,2.0396,4.478,1486.9,1.9858,18.82,624.8
2009-12-04 00:02:00,0.9229,40.09,1.6537,399.25,3414.0,0.9469,74.09,1097.5,1.5059,116.75781200000002,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.5,22.99,0.9994,309.4,108.83593700000002,118.765625,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.03,1205.5,3.223,2.0396,4.478,1486.9,1.9858,18.84,624.8
2009-12-04 00:03:00,0.923,40.09,1.6539,399.75,3414.0,0.9472,74.09,1097.75,1.506,116.75781200000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.5,22.99,0.9995,309.4,108.83593700000002,118.765625,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,77.98,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.04,1206.0,3.223,2.0396,4.478,1486.9,1.9858,18.83,624.8
2009-12-04 00:04:00,0.9229,40.09,1.6539,399.75,3414.0,0.9472,74.09,1097.75,1.5059,116.74218700000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.5,22.99,0.9995,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,77.98,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.04,1205.7,3.2235,2.0396,4.485,1486.9,1.9858,18.83,624.8
2009-12-04 00:05:00,0.923,40.09,1.654,399.25,3414.0,0.9472,74.09,1097.75,1.5059,116.74218700000002,93.45,65.8,0.011344,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.5,22.99,0.9995,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.02,1205.3,3.223,2.0396,4.4830000000000005,1486.9,1.9858,18.84,624.8
2009-12-04 00:06:00,0.923,40.1,1.6539,399.25,3414.0,0.9472,74.09,1098.0,1.5059,116.74218700000002,93.45,65.8,0.011346,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1043.0,22.99,0.9995,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.02,1205.4,3.2225,2.0396,4.4830000000000005,1486.9,1.9858,18.84,624.8
2009-12-04 00:07:00,0.9231,40.1,1.6541,399.25,3414.0,0.9472,74.09,1098.0,1.506,116.74218700000002,93.45,65.8,0.011345000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.75,22.99,0.9995,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.01,1205.7,3.223,2.0396,4.482,1486.9,1.9858,18.84,624.8
2009-12-04 00:08:00,0.9231,40.1,1.6541,399.25,3414.0,0.9472,74.09,1098.0,1.506,116.74218700000002,93.45,65.8,0.011345000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.1,1042.75,22.99,0.9998,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.05,1206.0,3.2235,2.0396,4.482,1486.9,1.9858,18.845,624.8
2009-12-04 00:09:00,0.9229,40.1,1.654,399.25,3414.0,0.9472,74.09,1098.0,1.506,116.74218700000002,93.45,65.8,0.011345000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.2,1043.0,22.99,0.9997,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.05,1205.7,3.2235,2.0396,4.481,1486.9,1.9858,18.84,624.8
2009-12-04 00:10:00,0.923,40.1,1.654,399.25,3414.0,0.9472,74.09,1097.75,1.5059,116.74218700000002,93.45,65.8,0.011347,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.2,1043.0,22.99,0.9998,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.03,1206.0,3.224,2.0396,4.481,1486.9,1.9858,18.84,624.8
2009-12-04 00:11:00,0.923,40.1,1.654,399.25,3414.0,0.9472,74.09,1098.0,1.5059,116.74218700000002,93.45,65.8,0.011346,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.2,1043.0,22.99,0.9998,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.03,1206.2,3.224,2.0396,4.481,1486.9,1.9858,18.855,624.8
2009-12-04 00:12:00,0.9229,40.07,1.6539,399.25,3414.0,0.9473,74.09,1098.0,1.506,116.74218700000002,93.45,65.8,0.011348,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1043.0,22.99,0.9998,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.01,1206.2,3.2235,2.0396,4.48,1486.9,1.9858,18.865,624.8
2009-12-04 00:13:00,0.9228,40.03,1.6539,399.25,3414.0,0.9471,74.09,1097.75,1.5059,116.74218700000002,93.45,65.8,0.011346,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1043.0,22.99,0.9997,309.4,108.83593700000002,118.75,120.125,22.4,567.75,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,76.0,1205.6,3.2225,2.0396,4.48,1486.9,1.9858,18.855,624.8
2009-12-04 00:14:00,0.9228,40.03,1.654,399.25,3414.0,0.9472,74.09,1097.75,1.5059,116.75,93.45,65.8,0.011346,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1043.0,22.99,0.9997,309.4,108.83593700000002,118.765625,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.98,1205.6,3.221,2.0396,4.48,1486.9,1.9858,18.86,624.8
2009-12-04 00:15:00,0.9229,40.05,1.6539,399.25,3414.0,0.9472,74.09,1097.75,1.5059,116.75781200000002,93.45,65.8,0.011347,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.75,22.99,0.9997,309.4,108.83593700000002,118.765625,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.99,1205.1,3.2215,2.0396,4.48,1486.9,1.9858,18.855,624.8
2009-12-04 00:16:00,0.9226,40.08,1.6535,399.25,3414.0,0.9469,74.09,1098.0,1.5056,116.75781200000002,93.45,65.8,0.011348,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,588.0,1042.75,22.99,0.9995,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.97,1205.1,3.2205,2.0396,4.48,1486.9,1.9858,18.855,624.8
2009-12-04 00:17:00,0.9223,40.08,1.6534,399.0,3414.0,0.9467,73.93,1097.75,1.5055,116.77343700000002,93.45,65.8,0.011349,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.8,1042.5,22.99,0.9995,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.94,1204.8,3.2205,2.0391,4.48,1486.9,1.9858,18.845,624.8
2009-12-04 00:18:00,0.9222,40.08,1.6532,399.0,3414.0,0.9466,73.93,1097.25,1.5052,116.765625,93.45,65.8,0.011349,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.8,1042.0,22.99,0.9994,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.93,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.5,3.2205,2.0376,4.48,1486.9,1.9858,18.845,624.8
2009-12-04 00:19:00,0.922,40.08,1.6529,399.0,3414.0,0.9465,73.92,1096.75,1.505,116.765625,93.45,65.8,0.011348,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.8,1042.5,22.99,0.9991,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.92,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.9,1204.0,3.219,2.0376,4.48,1486.9,1.9858,18.835,624.8
2009-12-04 00:20:00,0.9218,40.08,1.6531,399.0,3414.0,0.9464,73.92,1096.75,1.505,116.765625,93.45,65.8,0.011349,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.9992,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.92,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.9,1203.9,3.217,2.0376,4.48,1486.9,1.9858,18.835,624.8
2009-12-04 00:21:00,0.9218,40.08,1.653,399.0,3414.0,0.9464,73.92,1096.75,1.505,116.765625,93.45,65.8,0.011348,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.9992,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.85,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1203.6,3.2175,2.0376,4.48,1486.9,1.9858,18.83,624.8
2009-12-04 00:22:00,0.9219,40.08,1.653,399.0,3414.0,0.9465,73.92,1096.75,1.5051,116.765625,93.45,65.8,0.011345000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.25,22.99,0.9992,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.85,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.88,1203.7,3.218,2.0376,4.48,1486.9,1.9858,18.825,624.8
2009-12-04 00:23:00,0.922,40.08,1.6529,399.0,3414.0,0.9466,73.92,1097.0,1.5051,116.765625,93.45,65.8,0.011347,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.25,22.99,0.9991,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.85,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.87,1204.2,3.218,2.0376,4.48,1486.9,1.9858,18.83,624.8
2009-12-04 00:24:00,0.922,40.08,1.6529,399.0,3414.0,0.9466,73.92,1097.0,1.5051,116.765625,93.45,65.8,0.011347,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.25,22.99,0.9991,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.87,1204.3,3.2165,2.0376,4.48,1486.9,1.9858,18.84,624.8
2009-12-04 00:25:00,0.922,40.08,1.6529,399.0,3414.0,0.9466,73.92,1097.0,1.505,116.765625,93.45,65.8,0.011347,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.25,22.99,0.9991,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.88,1204.4,3.2165,2.0376,4.4719999999999995,1486.9,1.9858,18.84,624.8
2009-12-04 00:26:00,0.9218,40.08,1.6528,399.0,3414.0,0.9466,73.92,1096.75,1.5049,116.765625,93.45,65.8,0.011344,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.5,22.99,0.999,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.6,3.2165,2.0376,4.4719999999999995,1486.9,1.9858,18.84,624.8
2009-12-04 00:27:00,0.9219,40.08,1.6528,399.0,3414.0,0.9465,73.92,1096.75,1.5046,116.765625,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.75,22.99,0.9989,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.9,1204.0,3.2165,2.0376,4.475,1486.9,1.9858,18.84,624.8
2009-12-04 00:28:00,0.9219,40.08,1.6526,399.0,3414.0,0.9465,73.92,1096.75,1.5048,116.765625,93.45,65.8,0.011345000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.75,22.99,0.999,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.87,1203.9,3.215,2.0376,4.475,1486.9,1.9858,18.84,624.8
2009-12-04 00:29:00,0.922,40.08,1.6526,399.0,3414.0,0.9464,73.92,1096.75,1.5048,116.765625,93.45,65.8,0.011342,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.999,309.4,108.84375,118.796875,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.93,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1203.9,3.215,2.0376,4.475,1486.9,1.9858,18.83,624.8
2009-12-04 00:30:00,0.9219,40.08,1.6525,399.0,3414.0,0.9464,73.92,1096.75,1.5049,116.78125,93.45,65.8,0.011342,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.999,309.4,108.84375,118.796875,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.92,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1203.6,3.217,2.0376,4.476,1486.9,1.9858,18.83,624.8
2009-12-04 00:31:00,0.9219,40.08,1.6527,399.0,3414.0,0.9464,73.92,1096.75,1.5049,116.77343700000002,93.45,65.8,0.011344,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.9991,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1203.9,3.2175,2.0376,4.476,1486.9,1.9858,18.83,624.8
2009-12-04 00:32:00,0.9219,40.08,1.6527,399.0,3414.0,0.9464,73.92,1097.0,1.5051,116.77343700000002,93.45,65.8,0.011344,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.3,1042.0,22.99,0.9991,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.9,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.92,1204.2,3.217,2.0376,4.476,1486.9,1.9858,18.835,624.8
2009-12-04 00:33:00,0.9218,40.08,1.6527,399.0,3414.0,0.9464,73.91,1096.5,1.5052,116.77343700000002,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.4,1042.0,22.99,0.9991,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.9,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.91,1203.9,3.2175,2.0376,4.476,1486.9,1.9858,18.835,624.8
2009-12-04 00:34:00,0.9219,40.08,1.6527,399.0,3414.0,0.9465,73.91,1096.5,1.5052,116.765625,93.45,65.8,0.011342,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.0,22.99,0.9992,309.4,108.84375,118.78125,120.125,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.9,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.91,1203.8,3.2175,2.0376,4.476,1486.9,1.9858,18.83,624.8
2009-12-04 00:35:00,0.922,40.08,1.6528,399.0,3414.0,0.9466,73.91,1096.5,1.5055,116.765625,93.45,65.8,0.011340000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.0,22.99,0.9993,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.92,77.9,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.91,1204.0,3.218,2.0376,4.476,1486.9,1.9858,18.83,624.8
2009-12-04 00:36:00,0.922,40.08,1.6528,399.5,3414.0,0.9465,73.91,1096.5,1.5054,116.765625,93.45,65.8,0.011337999999999999,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.25,22.99,0.9992,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.88,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.87,1203.9,3.217,2.0376,4.473,1486.9,1.9858,18.83,624.8
2009-12-04 00:37:00,0.9218,40.08,1.6526,399.5,3414.0,0.9459,73.91,1096.75,1.5052,116.765625,93.45,65.8,0.011340000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.5,22.99,0.999,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.88,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.88,1203.9,3.2185,2.0376,4.473,1485.8,1.9858,18.835,624.8
2009-12-04 00:38:00,0.9221,40.08,1.6526,399.5,3414.0,0.9461,73.91,1096.75,1.5053,116.765625,93.45,65.8,0.011340000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.5,22.99,0.9991,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.88,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.88,1203.9,3.218,2.0376,4.473,1485.8,1.9858,18.83,624.8
2009-12-04 00:39:00,0.922,40.08,1.6527,399.5,3414.0,0.9459,73.91,1096.5,1.5051,116.765625,93.45,65.8,0.011340000000000001,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1042.5,22.99,0.9991,309.4,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.0,3.218,2.0376,4.473,1485.8,1.9858,18.83,624.8
2009-12-04 00:40:00,0.9221,40.08,1.6527,399.0,3414.0,0.9459,73.91,1096.5,1.5053,116.765625,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.5,22.99,0.9991,309.3,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.86,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.9,1204.2,3.218,2.0376,4.473,1485.8,1.9858,18.84,624.8
2009-12-04 00:41:00,0.9219,40.08,1.6527,399.0,3414.0,0.9459,73.91,1097.0,1.5052,116.765625,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.5,22.99,0.9991,309.3,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.9,1204.0,3.218,2.0376,4.473,1487.0,1.9858,18.845,624.8
2009-12-04 00:42:00,0.9219,40.08,1.6527,399.0,3414.0,0.9459,73.91,1097.0,1.5052,116.77343700000002,93.45,65.8,0.011344,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.5,22.99,0.9991,309.3,108.84375,118.78125,120.1875,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.0,3.218,2.0376,4.473,1487.0,1.9858,18.845,624.8
2009-12-04 00:43:00,0.9219,40.08,1.6527,399.0,3414.0,0.9459,73.91,1097.0,1.5053,116.77343700000002,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.5,22.99,0.9991,309.3,108.84375,118.78125,120.1875,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.2,3.218,2.0376,4.473,1487.0,1.9858,18.84,624.8
2009-12-04 00:44:00,0.9219,40.08,1.6527,399.25,3414.0,0.9458,73.91,1097.0,1.5052,116.77343700000002,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9991,309.3,108.84375,118.78125,120.1875,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.0,3.218,2.0376,4.473,1487.0,1.9858,18.835,624.8
2009-12-04 00:45:00,0.9218,40.08,1.6527,399.25,3414.0,0.9459,73.91,1096.75,1.5052,116.77343700000002,93.45,65.8,0.011343,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9991,309.3,108.84375,118.78125,120.1875,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.91,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.89,1204.0,3.218,2.0376,4.473,1487.0,1.9858,18.835,624.8
2009-12-04 00:46:00,0.9218,40.08,1.6526,399.25,3414.0,0.9458,73.91,1096.75,1.5051,116.77343700000002,93.45,65.8,0.011342,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9992,309.3,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.92,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.91,1204.1,3.219,2.0376,4.473,1487.0,1.9858,18.845,624.8
2009-12-04 00:47:00,0.9217,40.08,1.6527,399.25,3414.0,0.9459,73.94,1096.75,1.5051,116.77343700000002,93.45,65.8,0.011342,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9992,309.3,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.88,77.92,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.92,1204.0,3.219,2.0376,4.473,1487.0,1.9858,18.845,624.8
2009-12-04 00:48:00,0.9218,40.08,1.6527,399.25,3414.0,0.9459,73.94,1096.75,1.5052,116.77343700000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9992,309.3,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.95,77.96,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.94,1204.1,3.219,2.0376,4.485,1487.0,1.9858,18.845,624.8
2009-12-04 00:49:00,0.9218,40.08,1.6526,399.25,3414.0,0.9459,73.94,1096.75,1.5052,116.77343700000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.999,310.0,108.84375,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.95,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.97,1204.8,3.219,2.0383,4.485,1487.0,1.9858,18.85,624.8
2009-12-04 00:50:00,0.922,40.08,1.6526,399.5,3414.0,0.9459,73.94,1096.75,1.5051,116.75781200000002,93.45,65.8,0.011341,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9991,310.1,108.83593700000002,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.95,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.96,1205.2,3.221,2.0383,4.482,1487.0,1.9858,18.85,624.8
2009-12-04 00:51:00,0.9219,40.08,1.6527,399.5,3414.0,0.9459,73.94,1097.0,1.5055,116.765625,93.45,65.8,0.011339,144.3,559.0,83.1,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1043.75,22.99,0.9992,310.1,108.83593700000002,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.95,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.96,1205.2,3.221,2.0383,4.482,1487.2,1.9858,18.85,624.8
2009-12-04 00:52:00,0.9221,40.08,1.6527,399.25,3414.0,0.9459,73.94,1096.75,1.5053,116.765625,93.45,65.8,0.011337999999999999,144.3,559.0,83.175,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1045.0,22.99,0.9992,310.1,108.83593700000002,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.95,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.96,1205.4,3.221,2.0383,4.482,1487.2,1.9858,18.855,624.8
2009-12-04 00:53:00,0.9222,40.08,1.6528,399.25,3414.0,0.946,73.94,1096.75,1.5053,116.765625,93.45,65.8,0.011337,144.3,559.0,83.175,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.75,22.99,0.9991,310.1,108.83593700000002,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.98,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.97,1205.7,3.221,2.0383,4.481,1487.2,1.9858,18.86,624.8
2009-12-04 00:54:00,0.9221,40.08,1.6526,399.0,3414.0,0.9459,73.94,1096.5,1.5051,116.765625,93.45,65.8,0.011337,144.3,559.0,83.175,1620.6,986.5,9995.0,10040.0,1775.0,412.1,587.2,1044.75,22.99,0.9992,310.1,108.83593700000002,118.78125,120.15625,22.4,567.5,10286.0,123.4,116.65,99.44,75.98,78.0,2862.0,108.535,2.0228,1342.0,78.17,2196.0,75.95,1205.3,3.2215,2.0383,4.4830000000000005,1487.2,1.9858,18.85,624.8
