,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-09-03 00:01:00,0.907,40.0,1.5418,447.25,2744.0,0.9477,89.3,1087.25,1.2818,119.9375,115.475,77.2,0.011865,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1834.5,462.5,629.7,1015.25,20.72,0.9874,295.2,109.52343700000002,124.578125,140.40625,132.71875,24.25,718.5,10289.0,132.69,122.16,120.0,74.71,76.51,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.2,3.475,2.0546,3.7760000000000002,1551.7,1.915,19.64,589.2
2010-09-03 00:02:00,0.907,40.0,1.5418,447.25,2744.0,0.9477,89.3,1087.0,1.2818,119.9375,115.475,77.2,0.011866,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1834.5,462.5,629.7,1015.25,20.72,0.9873,295.2,109.52343700000002,124.578125,140.40625,132.71875,24.25,718.5,10289.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.7,1252.2,3.475,2.0546,3.765,1551.7,1.915,19.64,589.2
2010-09-03 00:03:00,0.907,40.0,1.5421,447.25,2744.0,0.9477,89.3,1087.0,1.2819,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1834.75,462.5,629.7,1015.25,20.72,0.9875,295.2,109.52343700000002,124.578125,140.40625,132.71875,24.25,718.5,10290.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.7,1252.2,3.475,2.0546,3.765,1551.7,1.9155,19.64,589.2
2010-09-03 00:04:00,0.907,40.0,1.5417,447.25,2744.0,0.948,89.39,1087.25,1.2819,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.0,462.5,629.7,1015.25,20.72,0.9874,295.2,109.52343700000002,124.578125,140.40625,132.71875,24.25,718.5,10290.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.68,1252.2,3.475,2.0546,3.765,1551.7,1.9155,19.64,589.2
2010-09-03 00:05:00,0.9071,40.0,1.5417,447.25,2744.0,0.948,89.39,1087.25,1.2819,119.9375,115.475,77.2,0.011866,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.0,462.5,629.7,1015.25,20.72,0.9874,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.5,10290.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.2,3.475,2.0546,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:06:00,0.907,40.0,1.5418,447.25,2744.0,0.9482,89.39,1087.25,1.2821,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.0,462.5,629.7,1015.25,20.72,0.9874,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.5,10290.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.2,3.475,2.0546,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:07:00,0.9071,40.0,1.5418,447.25,2744.0,0.9481,89.39,1087.25,1.2821,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.25,462.5,629.7,1015.0,20.72,0.9875,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.5,10294.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.2,3.475,2.0546,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:08:00,0.9072,40.0,1.5418,447.25,2744.0,0.9481,89.39,1087.25,1.2823,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.25,462.5,629.7,1015.0,20.72,0.9875,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.5,10294.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.72,1252.2,3.475,2.0539,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:09:00,0.907,40.0,1.5419,447.25,2744.0,0.9482,89.39,1087.25,1.282,119.9375,115.475,77.2,0.011867,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.5,462.5,629.7,1014.75,20.72,0.9875,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.0,10294.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.2,3.475,2.0539,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:10:00,0.907,40.0,1.5416,447.25,2744.0,0.9482,89.39,1087.25,1.2821,119.9375,115.475,77.2,0.011866,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.25,462.5,629.7,1014.75,20.72,0.9877,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.0,10294.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.72,1252.2,3.475,2.0539,3.775,1551.7,1.9155,19.635,589.2
2010-09-03 00:11:00,0.907,40.0,1.5412,447.25,2744.0,0.9482,89.39,1087.5,1.2819,119.9375,115.475,77.2,0.011865,184.5,736.5,98.625,1493.1,1011.9,9140.0,9105.0,1835.75,462.5,629.7,1014.75,20.72,0.9877,295.2,109.52343700000002,124.59375,140.40625,132.75,24.25,718.0,10294.0,132.69,122.16,120.0,74.71,76.5,2721.0,109.765,2.041,1607.0,76.52,1940.0,74.71,1252.1,3.475,2.0539,3.775,1554.0,1.9155,19.635,589.2
