,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-12-05 00:01:00,0.8366,31.66,1.5635,387.75,2866.0,0.8773,60.38,2071.75,1.2377,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.18,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.39,1202.6,2.905,2.1065,3.679,1232.9,1.7851,16.365,397.1
2014-12-05 00:02:00,0.8366,31.66,1.5636,387.75,2866.0,0.8773,60.38,2071.75,1.2377,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17900.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.18,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.38,1202.6,2.905,2.1065,3.679,1232.9,1.7851,16.37,397.1
2014-12-05 00:03:00,0.8364,31.66,1.5636,387.75,2866.0,0.8773,60.38,2072.0,1.2377,119.1328125,236.675,86.425,0.008329000000000001,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.18,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.39,1202.6,2.905,2.1065,3.678,1232.9,1.7851,16.365,397.1
2014-12-05 00:04:00,0.8365,31.66,1.5636,387.75,2866.0,0.8773,60.38,2071.75,1.2377,119.1328125,236.675,86.425,0.008329000000000001,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.18,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.39,1202.6,2.905,2.1065,3.678,1232.9,1.7851,16.365,397.1
2014-12-05 00:05:00,0.8367,31.66,1.5636,387.75,2866.0,0.8774,60.38,2071.75,1.2378,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.18,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.39,1202.6,2.905,2.1065,3.677,1232.8,1.7851,16.37,397.1
2014-12-05 00:06:00,0.8367,31.66,1.5636,387.75,2866.0,0.8774,60.38,2071.75,1.2378,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.15,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.38,1202.3,2.9055,2.1065,3.678,1232.8,1.7851,16.365,397.1
2014-12-05 00:07:00,0.8367,31.66,1.5635,387.75,2866.0,0.8774,60.38,2071.75,1.2377,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,586.75,17817.0,153.08,129.57,148.92,66.42,69.15,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.38,1202.2,2.9055,2.1065,3.678,1232.5,1.7851,16.35,397.1
2014-12-05 00:08:00,0.8367,31.66,1.5635,387.75,2866.0,0.8774,60.38,2071.75,1.2377,119.1328125,236.675,86.425,0.008329000000000001,183.25,637.25,166.9,1834.1,987.5,17910.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.1,109.4609375,126.546875,159.84375,142.0625,14.0,587.0,17817.0,153.08,129.57,148.92,66.42,69.15,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.37,1202.2,2.9055,2.1065,3.678,1232.5,1.7851,16.355,397.1
2014-12-05 00:09:00,0.8367,31.66,1.5635,387.75,2866.0,0.8774,60.38,2071.75,1.2379,119.1328125,236.675,86.425,0.008329000000000001,183.25,637.25,166.9,1834.1,987.5,17915.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.2,109.4609375,126.546875,159.84375,142.0625,14.0,587.0,17817.0,153.08,129.57,148.92,66.42,69.15,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.38,1202.2,2.9055,2.1065,3.678,1232.5,1.7851,16.36,397.1
2014-12-05 00:10:00,0.8368,31.66,1.5638,387.75,2866.0,0.8774,60.38,2071.75,1.2379,119.1328125,236.675,86.425,0.008329999999999999,183.25,637.25,166.9,1834.1,987.5,17905.0,18010.0,4306.5,410.9,1174.6,1006.5,15.18,1.0293,357.2,109.4609375,126.546875,159.84375,142.0625,14.0,587.0,17817.0,153.08,129.57,148.92,66.42,69.15,3218.0,110.935,16.9,632.75,2.1095,1.7823,2051.0,146.86,69.18,1955.0,66.39,1202.0,2.9055,2.1065,3.678,1232.3,1.7851,16.36,397.1
