,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-02-05 00:01:00,116.51171880000001,0.75925,44.89,1.3676,37650.0,547.75,2465.0,0.77935,84.34,3870.25,1.19645,125.84375,139.1,79.525,0.0094765,126.8,614.75,123.525,2172.6,1387.4,28675.0,28685.0,13579.0,699.8,2202.4,1372.25,16.12,1.1068,433.1,153.28125,110.4921875,136.875,202.09375,167.65625,24.5,634.5,30994.0,176.39,134.98,218.04,56.58,59.15,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.62,59.17,1734.0,56.58,1795.3,3.557,1.7146,2.9739999999999998,1107.7,1.6565,26.4,468.2
2021-02-05 00:02:00,116.51171880000001,0.75925,44.89,1.3676,37650.0,547.75,2465.0,0.7793,84.34,3869.75,1.1965,125.84375,139.1,79.525,0.0094765,126.8,614.75,123.525,2172.6,1387.3,28670.0,28685.0,13578.75,699.8,2202.4,1372.25,16.12,1.1068,433.1,153.28125,110.4921875,136.875,202.09375,167.625,24.5,634.5,30993.0,176.39,134.98,218.04,56.58,59.16,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.62,59.17,1734.0,56.58,1795.4,3.5555,1.7146,2.972,1107.7,1.6565,26.395,468.2
2021-02-05 00:03:00,116.51171880000001,0.75935,44.89,1.3677,37650.0,547.75,2465.0,0.77935,84.34,3870.75,1.1965,125.84375,139.1,79.525,0.0094765,126.8,614.75,123.525,2172.6,1387.5,28690.0,28685.0,13580.5,699.8,2202.8,1372.0,16.12,1.1069,433.1,153.28125,110.4921875,136.875,202.09375,167.625,24.5,634.5,30999.0,176.39,134.98,218.04,56.58,59.16,3646.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.17,1734.0,56.59,1796.0,3.5565,1.7146,2.975,1107.7,1.6565,26.42,468.2
2021-02-05 00:04:00,116.51171880000001,0.7594,44.87,1.3677,37650.0,547.75,2465.0,0.7794,84.34,3871.5,1.19655,125.84375,139.1,79.525,0.0094765,126.8,614.75,123.525,2172.6,1388.8,28690.0,28695.0,13583.75,699.8,2203.3,1372.0,16.12,1.1068,433.2,153.28125,110.4921875,136.875,202.09375,167.625,24.5,634.5,31003.0,176.39,134.98,218.04,56.57,59.14,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.15,1734.0,56.58,1795.8,3.557,1.7146,2.9760000000000004,1107.7,1.6565,26.415,468.2
2021-02-05 00:05:00,116.51171880000001,0.7594,44.87,1.3677,37630.0,547.75,2465.0,0.7794,84.34,3870.75,1.1966,125.84375,139.1,79.525,0.0094765,126.8,614.75,123.525,2172.6,1388.3,28685.0,28695.0,13580.25,699.8,2203.0,1372.0,16.12,1.1068,433.2,153.28125,110.4921875,136.875,202.09375,167.625,24.5,634.5,31000.0,176.39,134.98,218.04,56.57,59.13,3646.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.15,1734.0,56.57,1795.7,3.5575,1.7146,2.9760000000000004,1107.7,1.6565,26.405,468.2
2021-02-05 00:06:00,116.51171880000001,0.75945,44.89,1.3677,37660.0,547.75,2465.0,0.7794,84.34,3871.5,1.1965,125.84375,139.1,79.525,0.009476,126.8,614.75,123.525,2172.6,1388.3,28685.0,28695.0,13583.0,699.8,2203.2,1372.0,16.12,1.1068,433.2,153.265625,110.4921875,136.875,202.09375,167.625,24.5,634.5,31003.0,176.4,134.98,218.06,56.57,59.13,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.14,1734.0,56.56,1795.9,3.5565,1.7141,2.977,1108.2,1.6553,26.415,468.2
2021-02-05 00:07:00,116.51171880000001,0.7594,44.87,1.3677,37660.0,547.75,2465.0,0.7794,84.34,3871.0,1.1965,125.84375,139.1,79.525,0.009476,126.8,614.75,123.525,2172.6,1387.8,28690.0,28695.0,13580.75,699.8,2203.2,1372.0,16.12,1.1068,433.3,153.265625,110.4921875,136.890625,202.09375,167.625,24.5,634.5,30997.0,176.4,134.98,218.06,56.57,59.13,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.14,1734.0,56.57,1795.7,3.556,1.7145,2.9760000000000004,1108.2,1.656,26.415,468.2
2021-02-05 00:08:00,116.51171880000001,0.75935,44.87,1.3675,37660.0,547.75,2465.0,0.77935,84.34,3870.75,1.19645,125.84375,139.1,79.525,0.0094755,126.8,614.75,123.525,2172.6,1386.9,28685.0,28695.0,13582.0,699.8,2202.7,1372.0,16.12,1.1068,433.3,153.265625,110.4921875,136.890625,202.09375,167.625,24.5,634.5,30998.0,176.4,134.98,218.06,56.57,59.12,3644.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.14,1734.0,56.56,1795.6,3.556,1.7145,2.9760000000000004,1108.2,1.656,26.405,468.2
2021-02-05 00:09:00,116.51171880000001,0.75945,44.87,1.3676,37665.0,547.75,2465.0,0.7794,84.34,3871.5,1.1965,125.8515625,139.1,79.525,0.0094755,126.8,614.75,123.525,2172.6,1386.9,28695.0,28695.0,13583.25,699.8,2203.3,1372.0,16.12,1.1068,433.2,153.265625,110.4921875,136.875,202.125,167.625,24.5,634.5,31003.0,176.4,134.98,218.06,56.57,59.16,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.16,1734.0,56.6,1795.9,3.557,1.7151,2.9760000000000004,1108.2,1.656,26.415,468.2
2021-02-05 00:10:00,116.51171880000001,0.7595,44.87,1.3676,37665.0,548.0,2465.0,0.77945,84.34,3872.0,1.1965,125.8515625,139.1,79.525,0.0094755,126.8,614.75,123.525,2172.6,1387.6,28710.0,28695.0,13586.0,699.8,2203.5,1372.0,16.12,1.1069,433.2,153.265625,110.4921875,136.875,202.125,167.625,24.5,634.75,31006.0,176.4,134.98,218.06,56.57,59.17,3645.0,112.275,21.95,484.75,1.7165,1.6595,1350.0,166.63,59.16,1734.0,56.61,1795.8,3.5575,1.7151,2.9789999999999996,1108.2,1.656,26.415,468.2
