,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-01-06 00:01:00,1.014,52.2,1.5481,642.25,2015.0,0.9782,94.59,1268.5,1.2785,123.13281200000002,151.45,84.025,0.012962000000000001,218.65,687.0,121.275,1410.1,934.8,8360.0,8360.0,2334.75,742.6,1208.75,23.33,1.0497,313.9,110.25,130.59375,156.4375,142.53125,23.75,628.25,12293.0,138.67,124.93,127.18,101.53,112.35,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.43,1624.9,3.436,3.0472,2.9730000000000003,1418.0,2.7358,29.29,606.9
2012-01-06 00:02:00,1.0138,52.2,1.548,642.25,2015.0,0.9782,94.59,1268.25,1.2784,123.13281200000002,151.45,84.025,0.012962000000000001,218.65,687.0,121.275,1410.1,934.8,8360.0,8360.0,2335.0,742.6,1208.75,23.33,1.0497,313.9,110.25,130.59375,156.4375,142.53125,23.75,628.0,12292.0,138.67,124.93,127.18,101.53,112.35,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.42,1624.5,3.433,3.0472,2.9730000000000003,1418.0,2.7358,29.285,606.9
2012-01-06 00:03:00,1.0134,52.2,1.5477,641.75,2015.0,0.9779,94.59,1268.0,1.2776,123.13281200000002,151.45,84.025,0.012962000000000001,218.65,687.0,121.3,1410.1,934.8,8360.0,8360.0,2334.75,742.6,1208.5,23.33,1.0492,313.8,110.25,130.59375,156.4375,142.5625,23.75,628.0,12291.0,138.67,124.93,127.18,101.36,112.23,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.39,1623.7,3.4325,3.0472,2.9730000000000003,1418.0,2.7358,29.24,606.9
2012-01-06 00:04:00,1.0136,52.2,1.5475,642.5,2015.0,0.9778,94.59,1268.0,1.2777,123.14843700000002,151.45,84.025,0.012965,218.65,687.0,121.3,1410.1,934.8,8360.0,8360.0,2334.75,742.6,1209.5,23.33,1.0494,313.8,110.25,130.625,156.4375,142.625,23.75,628.5,12291.0,138.67,124.93,127.18,101.39,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.34,1624.0,3.431,3.0472,2.975,1418.1,2.7358,29.23,606.9
2012-01-06 00:05:00,1.0138,52.19,1.5473,642.25,2015.0,0.9779,94.59,1267.5,1.2777,123.14843700000002,151.45,84.025,0.012963999999999998,218.65,687.0,121.3,1410.1,934.8,8360.0,8360.0,2334.0,742.1,1208.75,23.33,1.0493,313.8,110.25,130.625,156.4375,142.625,23.75,628.5,12289.0,138.67,124.93,127.18,101.36,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.36,1624.1,3.4305,3.0472,2.9760000000000004,1418.0,2.7358,29.235,606.9
2012-01-06 00:06:00,1.0134,52.22,1.5471,643.0,2015.0,0.978,94.59,1267.5,1.2775,123.15625,151.45,84.025,0.012962000000000001,218.65,687.0,121.3,1410.1,934.8,8360.0,8360.0,2333.5,741.9,1209.0,23.33,1.0492,313.8,110.24218700000002,130.640625,156.4375,142.625,23.75,630.0,12286.0,138.67,124.93,127.18,101.36,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.38,1624.3,3.4335,3.0472,2.9760000000000004,1418.1,2.7358,29.235,606.9
2012-01-06 00:07:00,1.0133,52.22,1.5467,643.0,2015.0,0.9778,94.59,1267.25,1.2773,123.15625,151.45,84.025,0.012961000000000002,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2333.25,741.8,1208.75,23.33,1.0491,313.8,110.24218700000002,130.625,156.4375,142.625,23.75,630.5,12283.0,138.67,124.93,127.18,101.36,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.37,1624.2,3.429,3.0472,2.9760000000000004,1418.0,2.7358,29.23,606.9
2012-01-06 00:08:00,1.013,52.22,1.5469,642.75,2015.0,0.9778,94.59,1267.25,1.2775,123.14843700000002,151.45,84.025,0.012962999999999999,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2333.0,741.4,1209.0,23.33,1.0492,313.8,110.24218700000002,130.625,156.4375,142.625,23.75,629.75,12283.0,138.67,124.93,127.18,101.36,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.38,1624.4,3.429,3.0472,2.9739999999999998,1418.0,2.7358,29.23,606.9
2012-01-06 00:09:00,1.0128,52.22,1.5468,642.5,2015.0,0.9776,94.59,1267.0,1.2773,123.16406200000002,151.45,84.025,0.012961000000000002,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2332.75,741.5,1209.0,23.33,1.049,313.8,110.24218700000002,130.640625,156.46875,142.65625,23.75,629.75,12282.0,138.67,124.93,127.18,101.36,112.25,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.35,1624.1,3.4305,3.0472,2.9739999999999998,1418.0,2.7358,29.215,606.9
2012-01-06 00:10:00,1.0128,52.22,1.547,642.25,2015.0,0.9777,94.59,1267.25,1.2775,123.16406200000002,151.45,84.025,0.012962000000000001,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2333.0,741.8,1208.0,23.33,1.0491,313.7,110.24218700000002,130.640625,156.46875,142.65625,23.75,629.25,12284.0,138.67,124.93,127.18,101.35,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.38,1624.2,3.4315,3.0472,2.978,1418.1,2.7358,29.22,606.9
2012-01-06 00:11:00,1.0133,52.22,1.5474,642.25,2015.0,0.9779,94.59,1267.25,1.2779,123.14843700000002,151.45,84.025,0.01296,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2333.25,741.8,1208.0,23.33,1.0491,313.7,110.24218700000002,130.609375,156.46875,142.59375,23.75,629.25,12287.0,138.67,124.93,127.18,101.39,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.39,1624.5,3.4305,3.0472,2.9760000000000004,1418.1,2.7358,29.215,606.9
2012-01-06 00:12:00,1.0134,52.22,1.5476,642.25,2015.0,0.978,94.59,1267.5,1.2779,123.15625,151.45,84.025,0.012959,218.65,687.0,121.3,1410.1,934.8,8350.0,8360.0,2333.25,742.0,1208.0,23.33,1.0491,313.7,110.24218700000002,130.625,156.46875,142.59375,23.75,628.75,12287.0,138.67,124.93,127.18,101.39,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.39,1624.3,3.4315,3.0472,2.9760000000000004,1418.0,2.7358,29.215,606.9
2012-01-06 00:13:00,1.0135,52.22,1.5474,641.5,2015.0,0.978,94.59,1267.25,1.2778,123.16406200000002,151.45,84.025,0.01296,218.65,687.5,121.3,1410.1,934.8,8350.0,8360.0,2333.25,741.9,1208.0,23.33,1.0491,313.7,110.24218700000002,130.625,156.46875,142.625,23.75,628.25,12287.0,138.67,124.93,127.18,101.39,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.42,1624.5,3.4335,3.0472,2.9760000000000004,1418.0,2.7358,29.225,606.9
2012-01-06 00:14:00,1.0132,52.22,1.5471,641.75,2015.0,0.9779,94.59,1267.25,1.2775,123.15625,151.45,84.025,0.01296,218.65,687.5,121.3,1410.1,934.8,8350.0,8360.0,2333.0,741.9,1208.25,23.33,1.049,313.7,110.24218700000002,130.625,156.46875,142.625,23.75,628.25,12286.0,138.67,124.93,127.18,101.39,112.31,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.37,1624.0,3.432,3.0472,2.9760000000000004,1418.0,2.7358,29.21,606.9
2012-01-06 00:15:00,1.0133,52.22,1.5469,641.25,2015.0,0.9779,94.59,1267.0,1.2775,123.16406200000002,151.45,84.025,0.012958,218.65,687.5,121.3,1410.1,934.8,8345.0,8360.0,2333.0,741.9,1208.25,23.33,1.0491,313.7,110.24218700000002,130.625,156.46875,142.625,23.75,628.25,12286.0,138.67,124.93,127.18,101.39,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.36,1623.9,3.432,3.0472,2.9760000000000004,1418.0,2.7358,29.2,606.9
2012-01-06 00:16:00,1.0134,52.22,1.5472,641.75,2015.0,0.9778,94.59,1267.25,1.2776,123.16406200000002,151.45,84.025,0.012958,218.65,687.5,121.3,1410.1,934.8,8345.0,8360.0,2333.0,741.9,1208.25,23.33,1.049,313.7,110.24218700000002,130.625,156.46875,142.625,23.75,628.25,12286.0,138.67,124.93,127.18,101.39,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.3,1624.3,3.4315,3.0472,2.9760000000000004,1418.0,2.7358,29.205,606.9
2012-01-06 00:17:00,1.0138,52.22,1.5475,641.75,2015.0,0.9781,94.59,1267.5,1.2779,123.16406200000002,151.45,84.025,0.012958,218.65,687.5,121.3,1410.1,934.8,8345.0,8360.0,2333.0,741.9,1208.25,23.33,1.0491,313.7,110.24218700000002,130.640625,156.46875,142.625,23.75,628.25,12286.0,138.67,124.93,127.18,101.36,112.29,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.36,1624.0,3.431,3.0472,2.9760000000000004,1418.0,2.7358,29.205,606.9
2012-01-06 00:18:00,1.0138,52.22,1.5476,641.75,2015.0,0.9783,94.59,1267.25,1.2781,123.16406200000002,151.45,84.025,0.012961000000000002,218.65,687.5,121.3,1410.1,934.8,8345.0,8360.0,2333.25,742.1,1208.25,23.33,1.0494,313.7,110.24218700000002,130.640625,156.40625,142.59375,23.75,628.0,12286.0,138.67,124.93,127.18,101.35,112.28,2309.0,110.33,31.1,3.0685,2.7332,1750.0,112.91,1328.0,101.34,1624.0,3.432,3.0472,2.975,1418.0,2.7358,29.23,606.9
