,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2011-06-03 00:11:00,1.0665,59.02,1.6343,766.25,2895.0,1.0238,167.1,1309.75,1.4482,119.40625,124.25,88.15,0.012388,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2322.25,597.5,818.4,1407.5,23.68,1.185,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,774.5,12217.0,125.48,116.82,106.54,100.41,115.45,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1533.0,4.1265,3.045,4.784,1815.5,2.9722,36.025,696.5
2011-06-03 00:12:00,1.0665,59.02,1.6344,766.25,2895.0,1.0238,167.1,1310.0,1.4483,119.40625,124.25,88.15,0.012388,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2322.25,597.5,818.4,1407.5,23.68,1.185,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,774.5,12219.0,125.48,116.82,106.54,100.41,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1532.8,4.1265,3.045,4.784,1815.5,2.9722,36.015,696.5
2011-06-03 00:13:00,1.0667,59.02,1.6344,766.25,2895.0,1.0238,167.1,1310.0,1.4484,119.40625,124.25,88.15,0.012388,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2322.25,597.5,818.4,1407.5,23.68,1.1851,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,774.5,12219.0,125.48,116.82,106.54,100.41,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1533.1,4.1265,3.045,4.784,1815.5,2.9722,36.03,696.5
2011-06-03 00:14:00,1.0667,59.02,1.6344,766.25,2895.0,1.0238,167.0,1310.0,1.4483,119.40625,124.25,88.15,0.012388,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.0,597.5,818.5,1407.5,23.68,1.1851,366.0,109.63281200000002,123.09375,128.96875,125.15625,17.9,774.5,12220.0,125.48,116.82,106.54,100.41,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.42,1533.0,4.1265,3.045,4.784,1815.5,2.9722,36.04,696.5
2011-06-03 00:15:00,1.0668,59.02,1.6344,766.25,2895.0,1.0238,167.1,1310.25,1.4483,119.39843700000002,124.25,88.15,0.012387,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.0,597.5,818.8,1407.75,23.68,1.185,366.0,109.63281200000002,123.09375,128.96875,125.15625,17.9,775.0,12222.0,125.48,116.82,106.54,100.41,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1532.9,4.1265,3.045,4.784,1815.5,2.9722,36.04,696.5
2011-06-03 00:16:00,1.0668,59.02,1.6344,766.25,2895.0,1.0238,167.1,1310.5,1.4483,119.39843700000002,124.25,88.15,0.012387,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.5,597.5,818.8,1407.75,23.68,1.185,366.0,109.63281200000002,123.09375,128.96875,125.15625,17.9,775.0,12223.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.44,1533.0,4.1265,3.045,4.785,1815.5,2.9726,36.03,696.5
2011-06-03 00:17:00,1.0669,59.06,1.6345,766.25,2895.0,1.024,167.1,1310.25,1.4486,119.39843700000002,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.5,597.5,818.8,1407.75,23.68,1.185,366.0,109.63281200000002,123.09375,128.96875,125.15625,17.9,775.0,12224.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.45,1533.0,4.1265,3.045,4.785,1815.5,2.9726,36.025,696.5
2011-06-03 00:18:00,1.0669,59.06,1.6345,766.25,2895.0,1.024,167.1,1310.5,1.4487,119.39843700000002,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.5,597.5,818.8,1407.75,23.68,1.185,366.0,109.63281200000002,123.09375,128.96875,125.15625,17.9,775.0,12224.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.45,1533.0,4.1265,3.045,4.784,1815.5,2.9726,36.015,696.5
2011-06-03 00:19:00,1.067,59.06,1.6344,766.25,2895.0,1.024,167.1,1310.5,1.4487,119.39843700000002,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.5,597.5,818.8,1407.75,23.68,1.1849,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12224.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1532.8,4.1265,3.045,4.784,1815.8,2.9726,35.96,696.5
2011-06-03 00:20:00,1.0669,59.06,1.6344,766.25,2895.0,1.024,167.0,1310.5,1.4486,119.39843700000002,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9525.0,9535.0,2323.5,597.5,818.8,1407.75,23.68,1.1849,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12224.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.41,1532.3,4.126,3.045,4.784,1815.8,2.9726,35.86,696.5
2011-06-03 00:21:00,1.0668,59.06,1.6343,766.25,2895.0,1.0238,167.0,1310.0,1.4484,119.40625,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.75,597.5,818.7,1407.5,23.68,1.1848,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12219.0,125.48,116.82,106.54,100.41,115.42,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.4,4.1225,3.044,4.789,1815.5,2.9726,35.785,696.5
2011-06-03 00:22:00,1.0668,59.01,1.6343,766.25,2895.0,1.0238,167.0,1310.0,1.4484,119.40625,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.75,597.5,818.7,1407.5,23.68,1.1847,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12218.0,125.48,116.82,106.54,100.41,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1532.1,4.122,3.044,4.789,1815.5,2.9726,35.835,696.5
2011-06-03 00:23:00,1.0669,59.01,1.6342,766.25,2895.0,1.0237,167.0,1310.0,1.4484,119.40625,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.75,597.5,818.7,1407.5,23.68,1.1848,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12220.0,125.48,116.82,106.54,100.37,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.8,4.122,3.044,4.789,1815.5,2.9726,35.845,696.5
2011-06-03 00:24:00,1.0668,59.01,1.6342,766.25,2895.0,1.0237,167.0,1310.0,1.4482,119.40625,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.75,597.5,818.7,1407.5,23.68,1.1845,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12219.0,125.48,116.82,106.54,100.37,115.45,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.5,4.1205,3.044,4.789,1815.5,2.9726,35.82,696.5
2011-06-03 00:25:00,1.0668,59.01,1.6343,766.25,2895.0,1.0236,167.0,1310.0,1.4483,119.40625,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.5,597.5,818.7,1407.5,23.68,1.1847,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12219.0,125.48,116.82,106.54,100.37,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.5,4.1215,3.044,4.789,1815.5,2.9726,35.85,696.5
2011-06-03 00:26:00,1.0666,59.01,1.6343,767.0,2895.0,1.0233,167.1,1310.0,1.4483,119.40625,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.5,597.5,818.7,1407.5,23.68,1.1847,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12219.0,125.48,116.82,106.54,100.37,115.43,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.5,4.12,3.044,4.789,1815.5,2.9726,35.805,696.5
2011-06-03 00:27:00,1.0663,59.01,1.634,767.0,2895.0,1.0231,167.1,1309.5,1.4482,119.40625,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.4,1408.0,23.68,1.1846,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12216.0,125.48,116.82,106.54,100.37,115.38,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1531.5,4.1215,3.044,4.789,1815.5,2.9726,35.83,696.5
2011-06-03 00:28:00,1.0663,59.01,1.634,767.0,2895.0,1.023,167.1,1309.5,1.4482,119.39843700000002,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.0,597.5,818.2,1408.0,23.68,1.1846,366.0,109.640625,123.109375,128.96875,125.15625,17.9,775.0,12215.0,125.48,116.82,106.54,100.37,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1531.4,4.1215,3.044,4.789,1815.5,2.9726,35.86,696.5
2011-06-03 00:29:00,1.0665,59.01,1.6341,767.0,2895.0,1.023,167.1,1309.5,1.4484,119.39843700000002,124.25,88.15,0.012384000000000001,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.0,597.5,818.2,1408.0,23.68,1.1847,366.0,109.640625,123.109375,128.96875,125.15625,17.9,775.0,12215.0,125.48,116.82,106.54,100.37,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1531.8,4.121,3.044,4.789,1815.5,2.9726,35.9,696.5
2011-06-03 00:30:00,1.0666,59.01,1.6341,767.0,2895.0,1.0231,167.1,1309.5,1.4484,119.40625,124.25,88.15,0.012384000000000001,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.2,1408.0,23.68,1.1845,366.0,109.640625,123.109375,128.96875,125.125,17.9,775.0,12215.0,125.48,116.82,106.54,100.37,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.36,1531.9,4.121,3.044,4.789,1814.7,2.9726,35.905,696.5
2011-06-03 00:31:00,1.0664,59.01,1.6341,767.0,2895.0,1.0229,167.1,1309.5,1.4481,119.40625,124.25,88.15,0.012384000000000001,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.2,1408.0,23.68,1.1844,366.0,109.63281200000002,123.109375,128.96875,125.125,17.9,775.0,12215.0,125.48,116.82,106.54,100.36,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.34,1531.8,4.12,3.044,4.782,1814.7,2.9726,35.895,696.5
2011-06-03 00:32:00,1.0664,59.01,1.6341,767.0,2895.0,1.0229,167.1,1309.5,1.4482,119.40625,124.25,88.15,0.012385,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.3,1408.0,23.68,1.1845,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12215.0,125.48,116.82,106.54,100.36,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1532.1,4.1205,3.044,4.781000000000001,1814.7,2.9726,35.97,696.5
2011-06-03 00:33:00,1.0664,59.01,1.634,767.0,2895.0,1.023,167.1,1309.5,1.4482,119.40625,124.25,88.15,0.012386,261.65,911.5,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.3,1408.0,23.68,1.1845,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,775.0,12215.0,125.48,116.82,106.54,100.36,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.36,1532.3,4.122,3.044,4.776,1814.7,2.9726,36.03,696.5
2011-06-03 00:34:00,1.0664,59.01,1.6341,767.0,2895.0,1.0228,167.1,1309.25,1.4482,119.40625,124.25,88.15,0.012386,261.65,911.25,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.3,1407.75,23.68,1.1848,366.0,109.63281200000002,123.109375,128.96875,125.15625,17.9,774.5,12215.0,125.48,116.82,106.54,100.36,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1532.2,4.122,3.044,4.776,1814.7,2.9726,35.985,696.5
2011-06-03 00:35:00,1.066,59.01,1.6339,766.25,2895.0,1.0228,167.2,1309.5,1.4479,119.40625,124.25,88.15,0.012386,261.65,911.25,104.275,1692.5,1148.3,9515.0,9535.0,2322.25,597.5,818.3,1407.75,23.68,1.1846,366.0,109.640625,123.109375,128.96875,125.15625,17.9,774.5,12213.0,125.48,116.82,106.54,100.35,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.36,1532.1,4.123,3.044,4.777,1814.7,2.9726,35.975,696.5
2011-06-03 00:36:00,1.0658,59.01,1.6338,766.25,2895.0,1.0229,167.2,1309.75,1.448,119.40625,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9515.0,9535.0,2322.5,597.5,818.3,1408.0,23.68,1.1846,366.0,109.640625,123.109375,128.96875,125.15625,17.9,774.5,12215.0,125.48,116.82,106.54,100.35,115.38,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1532.3,4.124,3.044,4.777,1814.7,2.9726,35.965,696.5
2011-06-03 00:37:00,1.0659,59.01,1.6338,766.25,2895.0,1.023,167.2,1309.5,1.448,119.40625,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9505.0,9535.0,2322.5,597.5,818.4,1408.0,23.68,1.1846,366.0,109.640625,123.109375,128.96875,125.15625,17.9,774.5,12215.0,125.48,116.82,106.54,100.35,115.38,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.34,1531.9,4.1225,3.044,4.777,1814.7,2.9726,35.975,696.5
2011-06-03 00:38:00,1.0661,59.01,1.6338,766.25,2895.0,1.023,167.2,1309.25,1.448,119.40625,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9510.0,9535.0,2322.0,597.5,818.4,1408.0,23.68,1.1846,366.0,109.640625,123.109375,128.96875,125.15625,17.9,774.0,12214.0,125.48,116.82,106.54,100.35,115.37,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.35,1532.0,4.122,3.044,4.777,1814.7,2.9726,35.985,696.5
2011-06-03 00:39:00,1.0663,59.01,1.634,766.25,2895.0,1.0228,167.2,1309.5,1.4483,119.39843700000002,124.25,88.15,0.012386,261.65,911.25,104.275,1692.5,1148.3,9510.0,9535.0,2322.0,597.5,818.4,1408.0,23.68,1.1848,366.0,109.640625,123.125,128.96875,125.125,17.9,774.0,12214.0,125.48,116.82,106.54,100.35,115.37,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.37,1531.8,4.122,3.044,4.777,1814.7,2.9726,35.965,696.5
2011-06-03 00:40:00,1.0663,59.03,1.634,766.25,2895.0,1.0229,167.2,1309.5,1.4483,119.40625,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9510.0,9535.0,2322.25,597.5,818.3,1408.0,23.68,1.1848,366.0,109.640625,123.109375,128.96875,125.15625,17.9,774.0,12214.0,125.48,116.82,106.54,100.35,115.44,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.43,1532.1,4.1225,3.044,4.777,1814.7,2.9726,35.99,696.5
2011-06-03 00:41:00,1.0664,59.02,1.634,766.25,2895.0,1.0229,167.2,1309.5,1.4483,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9505.0,9535.0,2321.75,597.5,818.3,1407.75,23.68,1.1847,366.1,109.640625,123.109375,128.96875,125.125,17.9,774.5,12214.0,125.48,116.82,106.54,100.35,115.44,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.41,1532.2,4.122,3.044,4.782,1814.7,2.9726,36.0,696.5
2011-06-03 00:42:00,1.0664,59.02,1.634,766.25,2895.0,1.0229,167.02,1309.75,1.4483,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.275,1692.5,1148.3,9505.0,9535.0,2322.0,597.5,818.3,1407.75,23.68,1.1847,366.1,109.63281200000002,123.109375,128.96875,125.15625,17.9,774.5,12214.0,125.48,116.82,106.54,100.35,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.41,1532.2,4.1225,3.044,4.784,1814.7,2.9726,36.015,696.5
2011-06-03 00:43:00,1.0666,59.02,1.634,766.25,2895.0,1.023,167.02,1309.75,1.4484,119.40625,124.25,88.15,0.012385,261.65,911.25,104.025,1692.5,1148.3,9505.0,9535.0,2322.25,597.5,818.6,1408.0,23.68,1.1847,366.3,109.640625,123.109375,128.96875,125.15625,17.9,774.5,12215.0,125.48,116.82,106.54,100.35,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.42,1532.2,4.123,3.0461,4.784,1814.7,2.9726,36.01,696.5
2011-06-03 00:44:00,1.0667,59.03,1.634,766.25,2895.0,1.023,167.15,1310.25,1.4485,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9505.0,9535.0,2323.0,597.5,818.8,1408.0,23.68,1.1849,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.5,12215.0,125.48,116.82,106.54,100.35,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.42,1532.2,4.123,3.0461,4.783,1814.7,2.9726,35.99,696.5
2011-06-03 00:45:00,1.0664,59.03,1.634,766.25,2895.0,1.0229,167.15,1310.0,1.4486,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9505.0,9535.0,2322.75,597.5,818.8,1408.5,23.68,1.1852,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.5,12218.0,125.48,116.82,106.54,100.35,115.41,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.42,1531.9,4.1225,3.0461,4.783,1814.7,2.9726,35.96,696.5
2011-06-03 00:46:00,1.0661,59.03,1.6341,766.25,2895.0,1.0228,167.15,1309.75,1.4484,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9505.0,9535.0,2322.75,597.5,818.9,1408.5,23.68,1.185,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.5,12217.0,125.48,116.82,106.54,100.35,115.4,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.44,1531.8,4.1215,3.0461,4.783,1814.7,2.9726,35.95,696.5
2011-06-03 00:47:00,1.0661,59.03,1.634,766.25,2895.0,1.0226,167.17,1309.75,1.4483,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9505.0,9535.0,2322.75,597.5,818.9,1408.5,23.68,1.185,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.5,12217.0,125.48,116.82,106.54,100.39,115.41,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.39,1531.5,4.1205,3.0449,4.783,1814.7,2.9726,35.92,696.5
2011-06-03 00:48:00,1.0661,59.06,1.6338,766.75,2895.0,1.0227,167.17,1310.25,1.4483,119.39843700000002,124.25,88.15,0.012384000000000001,261.65,911.25,104.0,1692.5,1148.3,9505.0,9530.0,2323.0,597.5,819.0,1409.0,23.68,1.1853,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.75,12219.0,125.48,116.82,106.54,100.39,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.38,1531.8,4.12,3.0449,4.783,1815.0,2.9726,35.925,696.5
2011-06-03 00:49:00,1.0661,59.06,1.6338,766.75,2895.0,1.0227,167.15,1310.0,1.4483,119.39843700000002,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9500.0,9525.0,2323.0,597.5,819.0,1409.0,23.68,1.1853,366.3,109.63281200000002,123.109375,128.96875,125.125,17.9,774.75,12219.0,125.48,116.82,106.54,100.39,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.36,1531.4,4.119,3.0449,4.783,1815.0,2.9726,35.875,696.5
2011-06-03 00:50:00,1.066,59.06,1.6338,766.75,2895.0,1.0225,167.15,1310.0,1.4482,119.40625,124.25,88.15,0.012385,261.65,911.25,104.0,1692.5,1148.3,9500.0,9525.0,2322.75,597.5,818.8,1409.0,23.68,1.1854,366.3,109.63281200000002,123.09375,128.96875,125.125,17.9,774.75,12221.0,125.48,116.82,106.54,100.39,115.39,2791.0,107.71,3.0125,2.9595,2509.0,114.94,1793.0,100.39,1531.7,4.1205,3.0449,4.783,1815.0,2.9726,35.915,696.5
