,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2018-01-05 00:01:00,0.7856,34.07,1.36,14970.0,351.0,1883.0,0.8017,79.21,2726.5,1.21245,115.8515625,144.925,71.4,0.008887,129.4,438.75,121.525,2101.4,1201.6,23680.0,23715.0,6611.5,1558.7,969.75,15.17,1.0313,320.4,133.03125,106.9140625,123.65625,166.3125,152.28125,10.5,432.5,25094.0,161.66,131.66,164.12,61.99,68.02,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.9,3.2715,2.074,2.873,968.6,1.8039,17.255,396.0
2018-01-05 00:02:00,0.7855,34.07,1.3598,14970.0,351.0,1883.0,0.80165,79.21,2726.5,1.21235,115.8515625,144.925,71.4,0.0088845,129.4,438.75,121.525,2101.4,1201.6,23690.0,23725.0,6611.5,1558.8,969.75,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25096.0,161.66,131.66,164.12,61.99,68.03,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.7,3.2715,2.074,2.8760000000000003,968.1,1.8039,17.25,396.0
2018-01-05 00:03:00,0.7854,34.06,1.3597,14970.0,351.0,1883.0,0.8016,79.21,2726.5,1.2124,115.8515625,144.925,71.4,0.008885500000000001,129.4,438.75,121.525,2101.4,1201.6,23695.0,23730.0,6611.5,1558.7,969.75,15.17,1.0312,320.4,133.03125,106.9140625,123.65625,166.28125,152.28125,10.5,432.5,25095.0,161.66,131.66,164.12,61.99,68.04,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,62.0,1322.7,3.2735,2.074,2.875,968.4,1.8039,17.255,396.0
2018-01-05 00:04:00,0.7854,34.07,1.3598,14970.0,351.0,1883.0,0.8016,79.21,2726.5,1.2123,115.8515625,144.925,71.4,0.008884999999999999,129.4,438.75,121.525,2101.4,1201.6,23690.0,23720.0,6611.5,1558.7,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.65625,166.28125,152.28125,10.5,432.5,25094.0,161.66,131.66,164.12,61.99,68.04,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.8,3.2735,2.074,2.875,968.5,1.8039,17.25,396.0
2018-01-05 00:05:00,0.7855,34.07,1.3598,14970.0,351.0,1883.0,0.8016,79.21,2726.25,1.2123,115.8515625,144.925,71.4,0.008885500000000001,129.4,438.75,121.525,2101.4,1201.6,23690.0,23720.0,6611.25,1558.7,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.65625,166.28125,152.28125,10.5,432.5,25093.0,161.66,131.66,164.12,61.99,68.04,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.8,3.273,2.074,2.8739999999999997,968.5,1.8039,17.255,396.0
2018-01-05 00:06:00,0.7856,34.06,1.3597,14970.0,351.0,1883.0,0.8016,79.21,2726.25,1.21225,115.8515625,144.925,71.4,0.008884999999999999,129.4,438.75,121.525,2101.4,1201.6,23685.0,23715.0,6611.25,1558.7,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25093.0,161.66,131.66,164.12,61.99,68.01,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.8,3.2735,2.074,2.875,968.5,1.8039,17.255,396.0
2018-01-05 00:07:00,0.7856,34.07,1.3598,14970.0,351.0,1883.0,0.80155,79.21,2726.0,1.21225,115.8515625,144.925,71.4,0.0088845,129.4,438.75,121.525,2101.4,1201.6,23685.0,23725.0,6611.25,1558.7,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25092.0,161.66,131.66,164.12,61.99,68.01,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.98,1322.7,3.274,2.074,2.873,968.1,1.8039,17.25,396.0
2018-01-05 00:08:00,0.7857,34.07,1.3599,14970.0,351.0,1883.0,0.8016,79.21,2726.25,1.2123,115.8515625,144.925,71.4,0.008885500000000001,129.4,438.75,121.525,2101.4,1201.6,23690.0,23725.0,6610.75,1558.6,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25091.0,161.66,131.66,164.12,61.99,68.02,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.8,3.274,2.074,2.873,968.3,1.804,17.255,396.0
2018-01-05 00:09:00,0.7856,34.07,1.3598,14970.0,351.0,1883.0,0.8016,79.21,2726.0,1.21225,115.8515625,144.925,71.4,0.008885500000000001,129.4,438.75,121.525,2101.4,1201.6,23690.0,23715.0,6611.0,1558.6,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25091.0,161.66,131.66,164.12,61.99,68.03,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,61.99,1322.7,3.2735,2.074,2.873,968.2,1.804,17.25,396.0
2018-01-05 00:10:00,0.7856,34.06,1.3598,14970.0,351.0,1883.0,0.80155,79.21,2726.0,1.2122,115.8515625,144.925,71.4,0.008885500000000001,129.4,438.75,121.525,2101.4,1201.6,23695.0,23725.0,6610.5,1558.6,970.0,15.17,1.0312,320.4,133.03125,106.9140625,123.640625,166.28125,152.28125,10.5,432.5,25090.0,161.66,131.66,164.12,61.99,68.03,3557.0,111.96,11.85,610.25,2.0713,1.7996,1746.0,155.24,68.05,1357.0,62.0,1322.7,3.273,2.074,2.8760000000000003,968.3,1.804,17.25,396.0
