,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2019-12-06 00:01:00,0.6843,30.65,1.3159,7435.0,377.5,2591.0,0.75845,64.75,3121.25,1.11125,118.90625,140.55,69.4,0.0092055,124.95,435.75,124.625,1980.1,1049.0,23360.0,23345.0,8322.5,455.9,1618.8,886.0,13.1,1.0135,301.6,142.03125,107.78125,129.28125,186.125,158.3125,15.0,524.0,27709.0,172.17,134.14,203.9,58.27,63.15,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.15,2009.0,58.27,1480.5,2.668,1.9273,2.399,900.1,1.6185,17.02,346.2
2019-12-06 00:02:00,0.6844,30.65,1.3159,7435.0,377.5,2591.0,0.7585,64.75,3121.0,1.11125,118.90625,140.55,69.4,0.0092055,124.95,435.75,124.625,1980.1,1049.0,23360.0,23345.0,8322.0,455.9,1618.7,886.0,13.1,1.0135,301.6,142.03125,107.78515625,129.28125,186.15625,158.3125,15.0,524.0,27707.0,172.17,134.14,203.9,58.27,63.15,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.15,2009.0,58.28,1480.5,2.668,1.9275,2.399,900.1,1.6182,17.02,346.2
2019-12-06 00:03:00,0.6844,30.65,1.3157,7435.0,377.5,2591.0,0.7585,64.75,3121.25,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.0,23355.0,23345.0,8322.25,455.9,1618.7,886.0,13.1,1.0135,301.6,142.03125,107.78515625,129.296875,186.15625,158.34375,15.0,524.0,27707.0,172.17,134.14,203.9,58.27,63.18,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.17,2009.0,58.29,1480.7,2.668,1.928,2.398,900.1,1.6188,17.02,346.2
2019-12-06 00:04:00,0.6844,30.65,1.3159,7435.0,377.5,2591.0,0.7585,64.75,3121.25,1.11125,118.90625,140.55,69.4,0.0092065,124.95,435.75,124.625,1980.1,1049.1,23355.0,23345.0,8322.5,455.9,1618.7,886.0,13.1,1.0135,301.6,142.046875,107.78515625,129.296875,186.15625,158.34375,15.0,524.0,27709.0,172.17,134.14,203.9,58.27,63.16,3661.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.6,2.668,1.9278,2.399,900.1,1.6188,17.02,346.2
2019-12-06 00:05:00,0.6843,30.65,1.316,7435.0,377.5,2591.0,0.75845,64.75,3121.5,1.1113,118.90625,140.55,69.4,0.0092065,124.95,435.75,124.625,1980.1,1049.0,23360.0,23345.0,8323.25,455.9,1618.8,886.0,13.1,1.0135,301.6,142.046875,107.78125,129.296875,186.1875,158.34375,15.0,524.0,27710.0,172.17,134.14,203.9,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.6,2.668,1.9278,2.399,900.1,1.6188,17.02,346.2
2019-12-06 00:06:00,0.6844,30.65,1.316,7435.0,377.5,2591.0,0.75845,64.75,3121.75,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.3,23360.0,23345.0,8323.75,455.9,1619.0,886.0,13.1,1.0135,301.6,142.046875,107.78125,129.296875,186.15625,158.34375,15.0,523.75,27711.0,172.17,134.14,203.9,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.5,2.668,1.9278,2.399,900.1,1.6188,17.02,346.2
2019-12-06 00:07:00,0.6844,30.65,1.3158,7435.0,377.5,2591.0,0.75845,64.75,3121.75,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.3,23360.0,23345.0,8324.0,455.9,1619.0,886.0,13.1,1.0135,301.6,142.046875,107.78515625,129.296875,186.15625,158.34375,15.0,523.75,27712.0,172.17,134.14,203.9,58.27,63.15,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.4,2.668,1.9278,2.398,900.1,1.6183,17.02,346.2
2019-12-06 00:08:00,0.6844,30.65,1.3158,7435.0,377.75,2591.0,0.7585,64.75,3121.25,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.3,23360.0,23345.0,8323.0,455.9,1618.9,886.0,13.1,1.0135,301.6,142.046875,107.78515625,129.296875,186.15625,158.34375,15.0,523.75,27711.0,172.17,134.14,203.9,58.27,63.14,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.26,1480.5,2.668,1.9275,2.403,900.1,1.6181,17.02,346.2
2019-12-06 00:09:00,0.6844,30.66,1.3159,7435.0,377.75,2591.0,0.7585,64.75,3121.25,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.1,23360.0,23345.0,8323.25,455.9,1619.0,886.25,13.1,1.0135,301.6,142.046875,107.78515625,129.296875,186.125,158.34375,15.0,523.75,27710.0,172.17,134.14,203.9,58.27,63.15,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.5,2.668,1.9275,2.405,900.3,1.6181,17.02,346.2
2019-12-06 00:10:00,0.6843,30.66,1.316,7435.0,377.75,2591.0,0.75845,64.75,3121.25,1.1112,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.0,23365.0,23345.0,8323.25,455.9,1618.9,886.25,13.1,1.0135,301.6,142.046875,107.78125,129.296875,186.125,158.3125,15.0,523.75,27711.0,172.17,134.14,203.9,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.5,2.668,1.9275,2.405,900.2,1.6181,17.02,346.2
2019-12-06 00:11:00,0.6842,30.66,1.316,7435.0,377.5,2591.0,0.75845,64.75,3121.5,1.1112,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.1,23365.0,23345.0,8324.0,455.9,1619.0,886.0,13.1,1.0135,301.6,142.046875,107.78125,129.296875,186.15625,158.3125,15.0,523.75,27712.0,172.17,134.14,203.9,58.27,63.15,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.5,2.6675,1.9275,2.4090000000000003,900.2,1.6181,17.02,346.2
2019-12-06 00:12:00,0.6843,30.66,1.316,7435.0,377.5,2591.0,0.7585,64.77,3121.75,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.1,23365.0,23345.0,8324.25,455.9,1619.0,886.0,13.1,1.0135,301.7,142.046875,107.78515625,129.296875,186.15625,158.34375,15.0,524.25,27712.0,172.17,134.14,203.94,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.28,1480.5,2.668,1.9275,2.406,900.5,1.6181,17.02,346.2
2019-12-06 00:13:00,0.6843,30.66,1.316,7435.0,377.5,2591.0,0.75855,64.77,3121.75,1.11125,118.8984375,140.55,69.4,0.0092055,124.95,435.75,124.625,1980.1,1049.1,23365.0,23345.0,8324.25,455.9,1619.0,886.0,13.1,1.0135,301.7,142.046875,107.78515625,129.296875,186.15625,158.3125,15.0,524.0,27714.0,172.17,134.14,203.94,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.14,2009.0,58.27,1480.5,2.6675,1.9275,2.407,900.5,1.6181,17.02,346.2
2019-12-06 00:14:00,0.6844,30.67,1.316,7435.0,377.5,2591.0,0.75855,64.77,3121.75,1.11125,118.90625,140.55,69.4,0.009206,124.95,435.75,124.625,1980.1,1049.1,23365.0,23345.0,8324.75,455.9,1619.0,886.0,13.1,1.0135,301.7,142.046875,107.78515625,129.296875,186.15625,158.3125,15.0,524.0,27714.0,172.17,134.14,203.94,58.27,63.16,3662.0,111.97,13.8,582.5,1.9319,1.6235,1389.0,164.1,63.15,2009.0,58.27,1480.5,2.668,1.9275,2.408,900.4,1.6181,17.02,346.2
