,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@ETH#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-08-06 00:01:00,115.984375,0.73885,61.39,1.3922,40260.0,551.75,2454.0,0.7994,90.7,4419.75,2769.25,1.18305,124.265625,161.25,86.725,0.009105,176.5,691.25,127.525,2348.6,1292.4,27810.0,27815.0,15167.0,887.8,2230.8,1337.25,18.59,1.1025,354.9,150.359375,110.2890625,134.34375,200.40625,165.34375,19.45,711.75,34913.0,177.19,135.49,218.24,69.25,71.4,4151.5,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.82,71.4,1645.0,69.19,1803.3,4.362,2.1053,4.1530000000000005,996.1,2.3036,25.16,461.4
2021-08-06 00:02:00,115.984375,0.73885,61.39,1.3922,40260.0,551.75,2454.0,0.79935,90.7,4419.75,2781.5,1.18305,124.265625,161.25,86.725,0.009105,176.5,691.25,127.525,2348.6,1292.5,27810.0,27815.0,15167.75,887.8,2230.8,1337.25,18.59,1.1025,354.9,150.359375,110.2890625,134.34375,200.4375,165.34375,19.45,711.75,34913.0,177.19,135.49,218.24,69.25,71.4,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.82,71.4,1645.0,69.19,1803.2,4.361,2.1053,4.1530000000000005,996.0,2.3038,25.155,461.4
2021-08-06 00:03:00,115.984375,0.73895,61.39,1.3922,40260.0,551.75,2454.0,0.7994,90.7,4419.75,2781.5,1.18305,124.2734375,161.25,86.725,0.009105,176.5,691.25,127.525,2348.6,1292.6,27805.0,27815.0,15168.0,887.8,2230.8,1337.25,18.59,1.1025,354.9,150.390625,110.2890625,134.359375,200.46875,165.375,19.45,711.5,34915.0,177.2,135.49,218.26,69.25,71.39,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.19,1803.5,4.361,2.1057,4.152,996.4,2.3038,25.16,461.4
2021-08-06 00:04:00,115.984375,0.73885,61.39,1.392,40260.0,551.75,2454.0,0.7994,90.7,4419.75,2781.5,1.18305,124.28125,161.25,86.725,0.009105,176.5,691.25,127.525,2348.6,1292.4,27800.0,27815.0,15168.0,887.8,2230.8,1337.0,18.59,1.1025,354.9,150.375,110.2890625,134.359375,200.46875,165.375,19.45,711.5,34914.0,177.2,135.49,218.26,69.25,71.39,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.19,1803.4,4.361,2.1057,4.154,996.0,2.3038,25.16,461.4
2021-08-06 00:05:00,115.984375,0.73885,61.39,1.392,40260.0,551.75,2454.0,0.7994,90.71,4419.5,2781.5,1.183,124.2734375,161.25,86.725,0.0091045,176.5,691.0,127.525,2348.6,1291.5,27800.0,27815.0,15167.25,887.8,2230.6,1337.0,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.375,19.45,711.5,34913.0,177.2,135.49,218.26,69.25,71.39,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.17,1803.4,4.361,2.1057,4.154,995.9,2.3033,25.155,461.4
2021-08-06 00:06:00,115.984375,0.7388,61.39,1.392,40260.0,551.75,2454.0,0.7993,90.68,4420.0,2781.5,1.183,124.2734375,161.25,86.725,0.0091045,176.5,691.0,127.525,2348.6,1291.3,27800.0,27815.0,15167.5,887.8,2230.7,1335.75,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.375,19.45,711.5,34913.0,177.2,135.49,218.26,69.25,71.37,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.16,1803.3,4.3615,2.1057,4.154,995.8,2.3033,25.155,461.4
2021-08-06 00:07:00,115.984375,0.7388,61.39,1.392,40320.0,551.75,2454.0,0.7993,90.68,4419.75,2781.5,1.183,124.2734375,161.25,86.725,0.0091045,176.5,691.0,127.525,2348.6,1291.3,27800.0,27815.0,15167.0,887.8,2230.5,1335.75,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.375,19.45,711.5,34913.0,177.2,135.49,218.26,69.25,71.37,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.15,1803.2,4.3605,2.1057,4.154,995.8,2.3033,25.155,461.4
2021-08-06 00:08:00,115.984375,0.73885,61.39,1.392,40320.0,551.75,2454.0,0.79935,90.68,4420.0,2781.5,1.183,124.2734375,161.25,86.725,0.009105,176.5,691.0,127.525,2348.6,1291.9,27800.0,27815.0,15168.0,887.8,2230.7,1335.75,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.34375,19.45,711.5,34916.0,177.2,135.49,218.26,69.25,71.36,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.16,1802.9,4.361,2.1057,4.1530000000000005,995.6,2.3033,25.155,461.4
2021-08-06 00:09:00,115.984375,0.73885,61.39,1.392,40320.0,551.75,2454.0,0.79935,90.68,4420.25,2781.5,1.183,124.2734375,161.25,86.725,0.009105,176.5,691.0,127.525,2348.6,1291.9,27800.0,27815.0,15167.75,887.8,2230.7,1335.75,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.34375,19.45,711.5,34917.0,177.2,135.49,218.26,69.25,71.38,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.17,1803.0,4.362,2.1057,4.1530000000000005,996.2,2.3037,25.16,461.4
2021-08-06 00:10:00,115.984375,0.7388,61.39,1.392,40320.0,551.75,2454.0,0.79935,90.67,4419.75,2781.5,1.1829,124.2734375,161.25,86.725,0.009105,176.5,691.0,127.525,2348.6,1291.9,27800.0,27815.0,15167.5,887.8,2230.8,1335.75,18.59,1.1024,354.9,150.375,110.2890625,134.359375,200.4375,165.34375,19.45,711.5,34916.0,177.2,135.49,218.26,69.25,71.39,4151.0,112.38,20.1,586.0,2.1095,2.3021,1769.0,162.84,71.4,1645.0,69.17,1802.9,4.3615,2.1057,4.1530000000000005,995.8,2.3037,25.16,461.4
