,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2010-02-05 00:01:00,113.0625,0.8642,37.1,1.5732,354.5,3107.0,0.9323,69.1,1064.25,1.3711,116.64843700000002,97.5,66.7,0.011154,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.5,382.2,590.5,915.5,27.49,0.9312,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9997.0,123.87,117.66,100.1,73.37,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.9,2.867,1.9331,5.48,1487.5,1.947,15.29,733.2
2010-02-05 00:02:00,113.0625,0.8643,37.1,1.5732,354.5,3107.0,0.9323,69.1,1064.0,1.3712,116.64843700000002,97.5,66.7,0.011154,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.5,382.2,590.5,915.5,27.49,0.9312,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9997.0,123.87,117.66,100.1,73.37,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1065.0,2.867,1.9331,5.48,1487.5,1.947,15.29,733.2
2010-02-05 00:03:00,113.0625,0.8641,37.1,1.5732,354.5,3107.0,0.9323,69.21,1063.75,1.3713,116.64843700000002,97.5,66.7,0.011154,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.25,382.2,590.5,915.5,27.49,0.9312,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.37,72.23,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1064.9,2.8695,1.9331,5.48,1487.5,1.947,15.295,733.2
2010-02-05 00:04:00,113.0625,0.8639,37.1,1.5732,354.5,3107.0,0.9323,69.21,1063.75,1.3711,116.64843700000002,97.5,66.7,0.011155,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1736.75,382.2,590.5,915.5,27.49,0.9312,271.7,109.02343700000002,118.21875,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.37,72.24,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1064.9,2.8695,1.9331,5.48,1487.5,1.947,15.3,733.2
2010-02-05 00:05:00,113.0625,0.8639,37.1,1.5732,354.25,3107.0,0.9323,69.21,1063.5,1.3711,116.64843700000002,97.5,66.7,0.011154,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.25,382.2,590.5,915.5,27.49,0.9312,271.6,109.02343700000002,118.21875,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.37,72.23,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1065.4,2.866,1.9331,5.48,1487.5,1.947,15.3,733.2
2010-02-05 00:06:00,113.0625,0.8638,37.1,1.5731,354.25,3107.0,0.9323,69.21,1063.75,1.3711,116.65625,97.5,66.7,0.011154,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.5,382.2,590.5,915.5,27.49,0.9312,271.6,109.02343700000002,118.203125,123.5625,118.5625,25.1,474.25,9995.0,123.87,117.66,100.1,73.43,72.23,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.2,2.868,1.9331,5.48,1487.5,1.947,15.3,733.2
2010-02-05 00:07:00,113.0625,0.8636,37.1,1.5731,354.0,3107.0,0.9321,69.21,1063.75,1.3709,116.65625,97.5,66.7,0.011153,133.05,487.0,89.875,1453.5,894.8,9910.0,10050.0,1737.5,382.2,590.5,915.5,27.49,0.9309,271.6,109.02343700000002,118.203125,123.5625,118.5625,25.1,474.25,9994.0,123.87,117.66,100.1,73.39,72.22,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1065.0,2.865,1.9331,5.477,1487.5,1.947,15.3,733.2
2010-02-05 00:08:00,113.0625,0.8637,37.1,1.5733,354.0,3107.0,0.9322,69.21,1063.75,1.371,116.65625,97.5,66.85,0.011154,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1737.5,382.2,590.5,915.5,27.49,0.9309,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9996.0,123.87,117.66,100.1,73.43,72.29,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.43,1065.1,2.8635,1.9331,5.477,1487.5,1.947,15.29,733.2
2010-02-05 00:09:00,113.0625,0.8637,37.1,1.5733,354.0,3107.0,0.9321,69.21,1063.75,1.371,116.65625,97.5,66.85,0.011153,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.5,915.0,27.49,0.9309,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9998.0,123.87,117.66,100.1,73.42,72.25,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1065.0,2.8635,1.9331,5.477,1487.5,1.947,15.285,733.2
2010-02-05 00:10:00,113.0625,0.8638,37.1,1.5733,354.0,3107.0,0.9321,69.21,1063.75,1.3711,116.65625,97.5,66.85,0.011154,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.6,915.0,27.49,0.9312,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9996.0,123.87,117.66,100.1,73.42,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1064.9,2.8645,1.9331,5.477,1487.5,1.947,15.29,733.2
2010-02-05 00:11:00,113.0625,0.8638,37.1,1.5733,354.0,3107.0,0.9321,69.21,1064.0,1.371,116.65625,97.5,66.85,0.011154,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.0,27.49,0.9312,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9996.0,123.87,117.66,100.1,73.42,72.25,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1065.1,2.8635,1.9331,5.475,1487.5,1.947,15.29,733.2
2010-02-05 00:12:00,113.0625,0.8636,37.1,1.5732,354.0,3107.0,0.9321,69.21,1064.0,1.3711,116.65625,97.5,66.85,0.011155,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.9312,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9997.0,123.87,117.66,100.1,73.42,72.25,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1064.9,2.864,1.9331,5.466,1487.5,1.947,15.275,733.2
2010-02-05 00:13:00,113.0625,0.8636,37.1,1.5731,354.0,3107.0,0.9318,69.21,1064.0,1.371,116.65625,97.5,66.85,0.011154,133.05,487.0,89.85,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.9312,271.6,109.02343700000002,118.21875,123.5625,118.5625,25.1,474.25,9997.0,123.87,117.66,100.1,73.42,72.24,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1064.8,2.8645,1.9331,5.47,1487.5,1.947,15.295,733.2
2010-02-05 00:14:00,113.0625,0.8637,37.1,1.5731,354.0,3107.0,0.9318,69.21,1064.0,1.3708,116.65625,97.5,66.85,0.011154,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.931,271.6,109.02343700000002,118.203125,123.5625,118.5625,25.1,474.25,9998.0,123.87,117.66,100.1,73.42,72.24,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.6,2.8645,1.9331,5.47,1487.2,1.947,15.295,733.2
2010-02-05 00:15:00,113.0625,0.8634,37.1,1.573,354.0,3107.0,0.9316,69.21,1064.0,1.3706,116.65625,97.5,66.85,0.011156000000000001,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.5,27.49,0.9311,271.6,109.02343700000002,118.203125,123.5625,118.625,25.1,474.25,10001.0,123.87,117.66,100.1,73.42,72.22,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.2,2.864,1.9331,5.468,1487.5,1.947,15.285,733.2
2010-02-05 00:16:00,113.0625,0.8634,37.1,1.573,354.0,3107.0,0.9317,69.21,1064.25,1.3706,116.64843700000002,97.5,66.85,0.011154,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.5,27.49,0.9311,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,10001.0,123.87,117.66,100.1,73.42,72.22,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.2,2.865,1.9331,5.468,1486.9,1.947,15.295,733.2
2010-02-05 00:17:00,113.0625,0.8637,37.1,1.573,354.0,3107.0,0.9319,69.21,1064.0,1.3706,116.64843700000002,97.5,66.85,0.011154,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.5,27.49,0.931,271.6,109.02343700000002,118.203125,123.5625,118.625,25.1,474.25,10001.0,123.87,117.66,100.1,73.42,72.22,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.5,2.8665,1.9331,5.468999999999999,1486.8,1.947,15.295,733.2
2010-02-05 00:18:00,113.0625,0.8636,37.1,1.573,354.0,3107.0,0.9318,69.21,1064.25,1.3707,116.64843700000002,97.5,66.8,0.011153,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.5,27.49,0.931,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,10000.0,123.87,117.66,100.1,73.42,72.22,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1064.7,2.866,1.9331,5.487,1486.8,1.947,15.295,733.2
2010-02-05 00:19:00,113.0625,0.8634,37.1,1.573,354.0,3107.0,0.9316,69.21,1064.0,1.3705,116.64843700000002,97.5,66.8,0.011154,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,915.5,27.49,0.9309,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.5,2.866,1.9331,5.485,1486.8,1.947,15.295,733.2
2010-02-05 00:20:00,113.0625,0.8634,37.1,1.5728,354.0,3107.0,0.9315,69.21,1064.0,1.3707,116.64843700000002,97.5,66.8,0.011153,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,915.5,27.49,0.9309,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1064.5,2.865,1.9331,5.483,1486.0,1.947,15.3,733.2
2010-02-05 00:21:00,113.0625,0.8636,37.1,1.5731,354.0,3107.0,0.9318,69.21,1064.0,1.3709,116.64843700000002,97.5,66.8,0.011154,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,915.5,27.49,0.9309,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1064.9,2.866,1.9331,5.483,1486.0,1.947,15.305,733.2
2010-02-05 00:22:00,113.0625,0.8633,37.1,1.5732,354.0,3107.0,0.9318,69.21,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011155,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,915.5,27.49,0.9302,271.6,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1064.5,2.8655,1.9334,5.475,1485.5,1.947,15.3,733.2
2010-02-05 00:23:00,113.0625,0.8633,37.1,1.5732,354.25,3107.0,0.9318,69.21,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011156999999999999,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.8,915.5,27.49,0.9303,271.7,109.015625,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1064.6,2.865,1.9334,5.475,1481.6,1.947,15.3,733.2
2010-02-05 00:24:00,113.0625,0.8634,37.1,1.5732,354.25,3107.0,0.9317,69.21,1063.75,1.3707,116.64843700000002,97.5,66.8,0.011156999999999999,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.8,915.5,27.49,0.9301,271.7,109.015625,118.21875,123.5625,118.625,25.1,474.25,9999.0,123.87,117.66,100.1,73.42,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.3,2.864,1.9334,5.475,1481.6,1.947,15.295,733.2
2010-02-05 00:25:00,113.0625,0.8632,37.1,1.5731,354.25,3107.0,0.9316,69.15,1063.75,1.3706,116.64843700000002,97.5,66.8,0.011158,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.8,915.5,27.49,0.9299,271.7,109.015625,118.21875,123.5625,118.625,25.1,474.25,9996.0,123.87,117.66,100.1,73.42,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.35,1063.9,2.863,1.9325,5.477,1482.6,1.947,15.29,733.2
2010-02-05 00:26:00,113.0625,0.8632,37.08,1.5725,354.25,3107.0,0.9314,69.15,1063.5,1.3704,116.64843700000002,97.5,66.8,0.011161,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.5,27.49,0.93,271.7,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.42,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.0,2.862,1.9325,5.48,1483.0,1.947,15.285,733.2
2010-02-05 00:27:00,113.0625,0.8634,37.08,1.5726,354.25,3107.0,0.9314,69.15,1063.5,1.3705,116.64843700000002,97.5,66.8,0.011156999999999999,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.5,27.49,0.93,271.7,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.42,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.2,2.864,1.9325,5.48,1480.0,1.947,15.29,733.2
2010-02-05 00:28:00,113.0625,0.8635,37.08,1.5726,354.25,3107.0,0.9314,69.15,1063.75,1.3705,116.64843700000002,97.5,66.8,0.011156999999999999,133.05,487.0,89.8,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.5,27.49,0.93,271.7,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9993.0,123.87,117.66,100.1,73.42,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.35,1064.1,2.865,1.9325,5.48,1480.0,1.947,15.295,733.2
2010-02-05 00:29:00,113.0625,0.8635,37.08,1.5726,354.25,3107.0,0.9315,69.15,1063.75,1.3705,116.65625,97.5,66.8,0.011156999999999999,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.0,27.49,0.93,271.7,109.02343700000002,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.4,72.21,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.2,2.8655,1.9325,5.484,1480.0,1.947,15.29,733.2
2010-02-05 00:30:00,113.0625,0.8637,37.08,1.5727,354.25,3107.0,0.9316,69.15,1064.0,1.3706,116.64843700000002,97.5,66.8,0.011155,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.93,271.7,109.02343700000002,118.203125,123.5625,118.625,25.1,474.25,9996.0,123.87,117.66,100.1,73.4,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1064.5,2.8655,1.9325,5.484,1480.0,1.947,15.29,733.2
2010-02-05 00:31:00,113.0625,0.8636,37.08,1.5729,354.0,3107.0,0.9316,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011155,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.93,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.36,1064.6,2.8635,1.9325,5.484,1480.0,1.947,15.3,733.2
2010-02-05 00:32:00,113.0625,0.8636,37.08,1.5728,354.0,3107.0,0.9317,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011158,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,915.0,27.49,0.9301,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1064.3,2.8615,1.9325,5.484,1480.0,1.947,15.3,733.2
2010-02-05 00:33:00,113.0625,0.8637,37.05,1.5728,354.25,3107.0,0.9317,69.15,1063.75,1.3708,116.64843700000002,97.5,66.8,0.011158,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,915.0,27.49,0.9303,271.7,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1064.5,2.863,1.9325,5.485,1482.3,1.947,15.3,733.2
2010-02-05 00:34:00,113.0625,0.8639,37.12,1.5728,354.25,3107.0,0.9317,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011158,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1737.75,382.2,590.7,916.0,27.49,0.9304,271.8,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1064.9,2.8635,1.9325,5.486000000000001,1482.3,1.947,15.31,733.2
2010-02-05 00:35:00,113.0625,0.8639,37.12,1.5728,354.25,3107.0,0.932,69.15,1064.0,1.3709,116.64843700000002,97.5,66.8,0.011158,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9306,271.8,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.42,1065.0,2.865,1.9325,5.486000000000001,1482.3,1.947,15.315,733.2
2010-02-05 00:36:00,113.0625,0.864,37.12,1.5731,354.25,3107.0,0.9321,69.15,1064.0,1.3709,116.64843700000002,97.5,66.8,0.011156000000000001,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9304,271.8,109.02343700000002,118.203125,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.42,1064.9,2.8655,1.9325,5.4879999999999995,1482.3,1.947,15.315,733.2
2010-02-05 00:37:00,113.0625,0.864,37.12,1.573,354.25,3107.0,0.9321,69.15,1064.0,1.3709,116.64843700000002,97.5,66.8,0.011156000000000001,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9304,271.8,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.42,1065.1,2.8655,1.9325,5.4879999999999995,1482.3,1.947,15.32,733.2
2010-02-05 00:38:00,113.0625,0.8639,37.12,1.5726,354.25,3107.0,0.9321,69.15,1064.0,1.3706,116.64843700000002,97.5,66.8,0.011156000000000001,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9302,271.8,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.41,1065.1,2.8655,1.9325,5.492000000000001,1486.1,1.947,15.32,733.2
2010-02-05 00:39:00,113.0625,0.864,37.12,1.5726,354.25,3107.0,0.9321,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011156000000000001,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.93,271.8,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.2,2.866,1.9325,5.502999999999999,1486.2,1.947,15.325,733.2
2010-02-05 00:40:00,113.0625,0.864,37.05,1.5726,354.0,3107.0,0.9321,69.15,1063.75,1.3709,116.64843700000002,97.5,66.8,0.011155,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9301,271.8,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.3,2.868,1.9325,5.5,1485.8,1.947,15.325,733.2
2010-02-05 00:41:00,113.0625,0.8639,37.05,1.5726,354.0,3107.0,0.9321,69.15,1063.75,1.3708,116.64843700000002,97.5,66.8,0.011154,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,916.0,27.49,0.9301,271.8,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.6,2.868,1.9325,5.5,1485.8,1.947,15.33,733.2
2010-02-05 00:42:00,113.0625,0.8639,37.14,1.5726,354.5,3107.0,0.932,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011159,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.0,382.2,590.7,917.25,27.49,0.9301,272.2,109.015625,118.1875,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.5,2.868,1.9325,5.502000000000001,1485.8,1.947,15.325,733.2
2010-02-05 00:43:00,113.0625,0.8639,37.14,1.5726,354.5,3107.0,0.932,69.15,1064.0,1.3708,116.64843700000002,97.5,66.8,0.011159,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,917.5,27.49,0.9302,272.2,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.38,1065.4,2.8675,1.9325,5.502000000000001,1485.8,1.947,15.32,733.2
2010-02-05 00:44:00,113.0625,0.8637,37.14,1.5723,354.5,3107.0,0.9317,69.15,1064.0,1.3705,116.64843700000002,97.5,66.8,0.01116,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,917.5,27.49,0.9301,272.3,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9996.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1065.3,2.8665,1.9325,5.5089999999999995,1485.8,1.947,15.315,733.2
2010-02-05 00:45:00,113.0625,0.8636,37.14,1.572,354.5,3107.0,0.9317,69.15,1064.0,1.3706,116.64843700000002,97.5,66.8,0.01116,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.5,382.2,590.7,917.5,27.49,0.9301,272.3,109.015625,118.203125,123.5625,118.59375,25.1,474.25,9995.0,123.87,117.66,100.1,73.35,72.26,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.4,1065.4,2.8665,1.9325,5.505,1485.8,1.947,15.315,733.2
2010-02-05 00:46:00,113.0625,0.8633,37.12,1.5716,354.5,3107.0,0.9317,69.15,1064.0,1.3705,116.64843700000002,97.5,66.8,0.011161,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.5,382.2,590.7,916.25,27.49,0.9301,272.3,109.015625,118.203125,123.5625,118.625,25.1,474.25,9995.0,123.87,117.66,100.1,73.41,72.25,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.39,1065.0,2.866,1.9325,5.505,1485.8,1.947,15.31,733.2
2010-02-05 00:47:00,113.0625,0.8631,37.12,1.5714,354.5,3107.0,0.9318,69.15,1063.75,1.3702,116.64843700000002,97.5,66.8,0.011167,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,916.5,27.49,0.93,272.3,109.015625,118.203125,123.5625,118.625,25.1,474.25,9995.0,123.87,117.66,100.1,73.41,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.34,1064.8,2.866,1.9325,5.505,1485.8,1.947,15.3,733.2
2010-02-05 00:48:00,113.0625,0.8629,37.13,1.5713,354.5,3107.0,0.9316,69.25,1064.0,1.3703,116.64843700000002,97.5,66.8,0.011163,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,916.5,27.49,0.93,272.3,109.015625,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.41,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.33,1064.9,2.861,1.9325,5.502999999999999,1484.0,1.947,15.3,733.2
2010-02-05 00:49:00,113.0625,0.8629,37.13,1.5717,354.5,3107.0,0.9316,69.25,1064.0,1.3704,116.64843700000002,97.5,66.8,0.01116,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,916.5,27.49,0.9302,272.3,109.015625,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.41,72.18,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.33,1064.9,2.856,1.9325,5.502999999999999,1484.0,1.947,15.29,733.2
2010-02-05 00:50:00,113.0625,0.8631,37.1,1.5717,354.5,3107.0,0.9318,69.25,1064.0,1.3706,116.64843700000002,97.5,66.8,0.01116,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,916.75,27.49,0.9302,272.2,109.015625,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.32,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.35,1065.1,2.8545,1.9325,5.501,1484.0,1.947,15.295,733.2
2010-02-05 00:51:00,113.0625,0.8629,37.1,1.5714,354.5,3107.0,0.9318,69.25,1064.0,1.3706,116.64843700000002,97.5,66.8,0.011162,133.05,487.0,89.825,1453.5,894.8,9910.0,10050.0,1738.25,382.2,590.7,916.75,27.49,0.9302,272.2,109.015625,118.21875,123.5625,118.625,25.1,474.25,9994.0,123.87,117.66,100.1,73.32,72.19,2702.0,108.715,1.896,1.909,1306.0,71.78,2241.0,73.37,1065.2,2.855,1.9325,5.501,1484.0,1.947,15.295,733.2
