,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-11-07 00:23:00,0.853,32.71,1.5815,370.0,2876.0,0.8732,63.03,2031.0,1.2376,119.125,230.975,88.55,0.008666,187.75,575.25,165.45,1802.5,989.1,16905.0,16955.0,4173.0,1175.2,1033.75,15.84,1.028,395.9,109.6796875,125.9375,155.78125,140.46875,14.85,517.0,17538.0,151.12,128.14,145.16,77.56,82.34,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.56,1133.7,3.0235,2.447,4.4,1192.7,2.1243,15.2,420.8
2014-11-07 00:24:00,0.853,32.71,1.5815,370.0,2876.0,0.8732,63.03,2030.75,1.2377,119.125,230.975,88.55,0.008666,187.75,575.25,165.45,1802.5,989.1,16905.0,16950.0,4172.25,1175.2,1033.75,15.84,1.028,395.9,109.6796875,125.9375,155.78125,140.46875,14.85,517.0,17536.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.57,1133.8,3.025,2.447,4.4,1192.6,2.1243,15.2,420.8
2014-11-07 00:25:00,0.853,32.71,1.5816,370.0,2876.0,0.8732,63.03,2031.0,1.2377,119.125,230.975,88.55,0.008667,187.75,575.25,165.45,1802.5,989.1,16905.0,16950.0,4173.0,1175.2,1033.5,15.84,1.028,395.9,109.6796875,125.9375,155.78125,140.4375,14.85,517.0,17537.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.56,1133.9,3.0255,2.447,4.401,1192.9,2.1243,15.2,420.8
2014-11-07 00:26:00,0.8536,32.71,1.5818,370.0,2876.0,0.8734,63.03,2030.5,1.238,119.1328125,230.975,88.55,0.008671,187.75,575.25,165.45,1802.5,989.1,16880.0,16930.0,4172.0,1175.2,1034.5,15.84,1.0283,395.8,109.6796875,125.953125,155.8125,140.46875,14.85,517.0,17534.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.56,1134.6,3.0255,2.447,4.4030000000000005,1193.4,2.1243,15.21,420.8
2014-11-07 00:27:00,0.8535,32.71,1.5818,370.0,2876.0,0.8735,63.03,2030.25,1.2379,119.1328125,230.975,88.55,0.008672,187.75,575.25,165.45,1802.5,989.1,16875.0,16925.0,4171.25,1174.6,1034.0,15.84,1.0282,395.8,109.6796875,125.953125,155.8125,140.46875,14.85,517.0,17532.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.55,1133.7,3.0255,2.447,4.4030000000000005,1192.7,2.1243,15.2,420.8
2014-11-07 00:28:00,0.8537,32.71,1.5819,370.0,2876.0,0.8735,63.03,2030.25,1.238,119.1328125,230.975,88.55,0.008675,187.75,575.25,165.45,1802.5,989.1,16870.0,16915.0,4171.25,1174.6,1034.0,15.84,1.0282,395.8,109.6796875,125.953125,155.8125,140.46875,14.85,517.0,17532.0,151.12,128.14,145.16,77.56,82.32,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.55,1134.3,3.0255,2.447,4.4030000000000005,1192.6,2.1243,15.205,420.8
2014-11-07 00:29:00,0.8537,32.71,1.582,370.0,2876.0,0.8735,63.03,2030.75,1.238,119.1328125,230.975,88.55,0.008675,187.75,575.25,165.45,1802.5,989.1,16875.0,16925.0,4172.0,1174.7,1034.0,15.84,1.0282,396.0,109.6796875,125.953125,155.8125,140.46875,14.85,516.75,17535.0,151.12,128.14,145.16,77.56,82.34,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.54,1134.0,3.026,2.447,4.4030000000000005,1192.9,2.1243,15.205,420.8
2014-11-07 00:30:00,0.8535,32.71,1.5819,370.0,2876.0,0.8735,63.03,2031.0,1.238,119.1328125,230.975,88.55,0.008674,187.75,575.25,165.45,1802.5,989.1,16875.0,16925.0,4172.0,1174.7,1034.0,15.84,1.0283,396.0,109.6796875,125.953125,155.8125,140.46875,14.85,517.0,17535.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.55,1133.9,3.026,2.447,4.402,1192.9,2.1243,15.21,420.8
2014-11-07 00:31:00,0.8536,32.74,1.5821,370.25,2876.0,0.8735,63.03,2031.0,1.238,119.1328125,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16880.0,16930.0,4172.25,1174.7,1034.0,15.84,1.0283,396.0,109.6796875,125.953125,155.84375,140.46875,14.85,517.0,17538.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.54,1134.2,3.0275,2.447,4.402,1192.5,2.1243,15.205,420.8
2014-11-07 00:32:00,0.8538,32.77,1.5823,370.25,2876.0,0.8735,63.03,2031.0,1.2381,119.1328125,230.975,88.55,0.008674,187.75,575.0,165.45,1802.5,989.1,16875.0,16925.0,4172.0,1174.7,1034.0,15.84,1.0284,396.0,109.6796875,125.953125,155.84375,140.46875,14.85,516.75,17536.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.55,1134.8,3.027,2.447,4.4030000000000005,1192.5,2.1243,15.22,420.8
2014-11-07 00:33:00,0.8538,32.78,1.5824,370.25,2876.0,0.8736,63.03,2030.75,1.2382,119.1328125,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16870.0,16925.0,4171.5,1174.7,1034.25,15.84,1.0284,396.1,109.6796875,125.953125,155.84375,140.46875,14.85,517.0,17535.0,151.12,128.14,145.16,77.56,82.33,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.56,1134.5,3.0255,2.447,4.4030000000000005,1193.3,2.1243,15.215,420.8
2014-11-07 00:34:00,0.8537,32.81,1.5823,370.0,2876.0,0.8735,63.03,2030.75,1.2381,119.1328125,230.975,88.55,0.008675,187.75,575.0,165.45,1802.5,989.1,16865.0,16915.0,4172.0,1174.7,1034.5,15.84,1.0284,396.3,109.6796875,125.953125,155.84375,140.46875,14.85,517.25,17535.0,151.12,128.14,145.16,77.56,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.53,1134.8,3.0265,2.447,4.4030000000000005,1193.6,2.1243,15.21,420.8
2014-11-07 00:35:00,0.8538,32.8,1.5823,370.0,2876.0,0.8735,63.03,2031.0,1.2382,119.1328125,230.975,88.55,0.008676999999999999,187.75,575.0,165.45,1802.5,989.1,16860.0,16910.0,4172.0,1174.7,1034.5,15.84,1.0285,396.3,109.6796875,125.953125,155.84375,140.46875,14.85,517.25,17536.0,151.12,128.14,145.16,77.56,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.55,1135.1,3.027,2.447,4.4030000000000005,1193.8,2.1243,15.21,420.8
2014-11-07 00:36:00,0.8538,32.81,1.5823,370.25,2876.0,0.8735,63.03,2031.0,1.2382,119.1328125,230.975,88.55,0.008675,187.75,575.0,165.45,1802.5,989.1,16865.0,16915.0,4172.25,1174.7,1033.5,15.84,1.0285,396.2,109.6796875,125.953125,155.84375,140.46875,14.85,517.25,17536.0,151.12,128.14,145.16,77.56,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.57,1134.6,3.027,2.447,4.406000000000001,1193.3,2.1243,15.21,420.8
2014-11-07 00:37:00,0.8537,32.79,1.5823,370.25,2876.0,0.8735,63.03,2031.5,1.2382,119.1328125,230.975,88.55,0.008675,187.75,575.0,165.45,1802.5,989.1,16865.0,16915.0,4173.0,1175.0,1034.25,15.84,1.0285,397.0,109.6796875,125.953125,155.84375,140.46875,14.85,517.25,17539.0,151.12,128.14,145.16,77.56,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.6,1134.4,3.0245,2.447,4.405,1193.3,2.1219,15.2,420.8
2014-11-07 00:38:00,0.8534,32.75,1.5824,370.0,2876.0,0.8735,63.03,2031.5,1.2383,119.1328125,230.975,88.55,0.008676,187.75,575.0,165.45,1802.5,989.1,16865.0,16915.0,4173.0,1175.0,1032.75,15.84,1.0286,397.0,109.6796875,125.953125,155.84375,140.46875,14.85,517.0,17537.0,151.12,128.14,145.16,77.56,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1134.1,3.023,2.447,4.408,1192.4,2.1219,15.185,420.8
2014-11-07 00:39:00,0.8533,32.78,1.5824,370.0,2876.0,0.8735,63.03,2031.0,1.2383,119.125,230.975,88.55,0.008675,187.75,575.0,165.45,1802.5,989.1,16870.0,16920.0,4172.5,1174.8,1033.25,15.84,1.0286,396.3,109.6796875,125.9375,155.84375,140.46875,14.85,517.0,17537.0,151.12,128.14,145.16,77.56,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1134.3,3.023,2.447,4.419,1192.4,2.1219,15.185,420.8
2014-11-07 00:40:00,0.8532,32.77,1.5821,370.0,2876.0,0.8733,63.03,2031.25,1.238,119.1171875,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16875.0,16930.0,4172.5,1174.8,1033.25,15.84,1.0283,395.8,109.6796875,125.9375,155.84375,140.4375,14.85,517.25,17537.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1134.4,3.0225,2.447,4.416,1192.4,2.1219,15.185,420.8
2014-11-07 00:41:00,0.8531,32.77,1.5821,370.0,2876.0,0.8731,63.03,2031.0,1.238,119.1171875,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16875.0,16925.0,4172.75,1174.8,1033.5,15.84,1.0283,396.6,109.6796875,125.9375,155.84375,140.4375,14.85,517.25,17537.0,151.12,128.14,145.16,77.61,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1134.4,3.023,2.447,4.414,1192.4,2.1219,15.185,420.8
2014-11-07 00:42:00,0.8532,32.76,1.5821,370.0,2876.0,0.8733,63.03,2031.0,1.238,119.1171875,230.975,88.55,0.008672,187.75,575.0,165.45,1802.5,989.1,16875.0,16925.0,4172.75,1174.8,1033.5,15.84,1.0283,396.9,109.6796875,125.9375,155.84375,140.4375,14.85,517.25,17537.0,151.12,128.14,145.16,77.61,82.3,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1134.4,3.0225,2.447,4.417,1192.4,2.1219,15.18,420.8
2014-11-07 00:43:00,0.8534,32.76,1.5821,370.0,2876.0,0.8733,63.03,2031.0,1.2379,119.1171875,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16880.0,16925.0,4172.5,1174.7,1033.0,15.84,1.0282,396.9,109.6796875,125.9375,155.84375,140.4375,14.85,517.25,17536.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1134.1,3.0225,2.447,4.418,1191.9,2.1219,15.165,420.8
2014-11-07 00:44:00,0.8533,32.74,1.5821,370.0,2876.0,0.8733,63.03,2030.75,1.2379,119.125,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16870.0,16925.0,4172.25,1174.6,1033.25,15.84,1.0282,396.9,109.6796875,125.9375,155.75,140.4375,14.85,517.25,17535.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1133.6,3.0205,2.447,4.416,1191.4,2.1219,15.145,420.8
2014-11-07 00:45:00,0.8532,32.74,1.582,370.0,2876.0,0.8733,63.03,2031.0,1.2379,119.125,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16870.0,16920.0,4172.0,1174.7,1033.25,15.84,1.0282,396.9,109.6796875,125.9375,155.75,140.4375,14.85,517.25,17535.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1134.0,3.02,2.447,4.418,1191.4,2.1219,15.155,420.8
2014-11-07 00:46:00,0.8532,32.68,1.5821,370.0,2876.0,0.8733,63.03,2030.75,1.238,119.125,230.975,88.55,0.008673,187.75,575.0,165.45,1802.5,989.1,16870.0,16915.0,4172.25,1174.7,1033.0,15.84,1.0283,396.7,109.6796875,125.9375,155.75,140.4375,14.85,517.0,17535.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.61,1133.4,3.02,2.447,4.417,1191.0,2.1219,15.135,420.8
2014-11-07 00:47:00,0.8533,32.72,1.5823,370.25,2876.0,0.8735,63.03,2031.0,1.2381,119.125,230.975,88.55,0.008674,187.75,575.0,165.45,1802.5,989.1,16865.0,16920.0,4172.25,1174.7,1033.0,15.84,1.0283,396.6,109.6796875,125.921875,155.75,140.4375,14.85,517.0,17536.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1134.1,3.0175,2.447,4.417,1190.8,2.1219,15.15,420.8
2014-11-07 00:48:00,0.8532,32.72,1.5825,370.0,2876.0,0.8734,63.03,2031.0,1.238,119.1171875,230.975,88.55,0.008672,187.75,575.0,165.45,1802.5,989.1,16870.0,16920.0,4172.25,1174.7,1033.25,15.84,1.0284,396.7,109.6796875,125.9375,155.71875,140.4375,14.85,517.0,17536.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1133.5,3.017,2.447,4.416,1190.6,2.1219,15.12,420.8
2014-11-07 00:49:00,0.8531,32.72,1.5822,370.0,2876.0,0.8734,63.03,2031.0,1.238,119.125,230.975,88.55,0.008672,187.75,575.0,165.45,1802.5,989.1,16870.0,16930.0,4172.25,1174.7,1033.25,15.84,1.0284,396.7,109.6796875,125.9375,155.71875,140.4375,14.85,517.0,17535.0,151.12,128.14,145.16,77.61,82.31,3113.0,110.98,19.4,740.5,2.4948,2.1416,2005.0,144.83,82.34,1921.0,77.62,1133.7,3.0185,2.447,4.418,1190.7,2.1219,15.135,420.8
