,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-09-05 00:11:00,0.8159,49.4,1.7566,556.25,2652.0,0.9369,68.35,1232.75,1.4267,113.125,110.625,69.575,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.0,12.61,0.9005,336.2,106.55468700000002,117.234375,119.5625,24.2,761.5,11167.0,114.99,109.325,91.14,107.94,106.48,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.92,801.4,3.233,3.0169,7.39,1376.0,2.7273,12.815,386.9
2008-09-05 00:12:00,0.8158,49.4,1.7567,557.0,2652.0,0.9369,68.35,1232.75,1.4263,113.11718700000002,110.625,69.575,0.009372,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.0,12.61,0.9,336.2,106.55468700000002,117.234375,119.5625,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.88,800.7,3.233,3.0169,7.394,1376.0,2.7273,12.8,386.9
2008-09-05 00:13:00,0.8159,49.4,1.7561,557.0,2652.0,0.9369,68.35,1232.75,1.4264,113.11718700000002,110.625,69.6,0.009372,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.0,12.61,0.9,336.2,106.55468700000002,117.25,119.5625,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.93,800.7,3.233,3.0169,7.394,1376.0,2.7273,12.8,386.9
2008-09-05 00:14:00,0.8156,49.4,1.7562,557.0,2652.0,0.9369,68.35,1232.5,1.4262,113.11718700000002,110.625,69.6,0.009373000000000001,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.0,12.61,0.9,336.2,106.55468700000002,117.25,119.5625,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.93,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.8,386.9
2008-09-05 00:15:00,0.8156,49.4,1.7562,557.0,2652.0,0.9369,68.35,1232.5,1.4261,113.10156200000002,110.625,69.6,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.0,12.61,0.9001,336.2,106.546875,117.21875,119.546875,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.93,800.6,3.233,3.0169,7.394,1376.0,2.7273,12.79,386.9
2008-09-05 00:16:00,0.8155,49.4,1.7567,557.0,2652.0,0.9369,68.35,1232.75,1.4258,113.10156200000002,110.625,69.6,0.009373000000000001,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1216.0,12.61,0.9002,336.2,106.546875,117.21875,119.53125,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.93,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.79,386.9
2008-09-05 00:17:00,0.8154,49.4,1.7551,557.25,2652.0,0.9369,68.35,1232.75,1.426,113.10156200000002,110.625,69.55,0.009373000000000001,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1216.0,12.61,0.9002,336.2,106.55468700000002,117.21875,119.53125,24.2,761.5,11167.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.9,800.2,3.233,3.0169,7.394,1376.0,2.7273,12.79,386.9
2008-09-05 00:18:00,0.8155,49.4,1.756,557.25,2652.0,0.9369,68.35,1232.5,1.4261,113.11718700000002,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1769.25,523.0,716.5,1217.25,12.61,0.9004,336.2,106.55468700000002,117.21875,119.546875,24.2,761.5,11165.0,114.99,109.325,91.14,107.94,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.9,800.4,3.233,3.0169,7.394,1376.0,2.7273,12.79,386.9
2008-09-05 00:19:00,0.8153,49.4,1.7554,557.25,2652.0,0.9369,68.35,1232.5,1.426,113.109375,110.625,69.55,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1768.75,523.0,716.5,1217.25,12.61,0.9004,336.2,106.55468700000002,117.21875,119.546875,24.2,761.5,11162.0,114.99,109.325,91.14,107.89,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.79,386.9
2008-09-05 00:20:00,0.815,49.4,1.7553,557.25,2652.0,0.9369,68.35,1232.5,1.4261,113.109375,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1768.75,523.0,716.5,1217.25,12.61,0.9003,336.2,106.55468700000002,117.21875,119.546875,24.2,761.5,11163.0,114.99,109.325,91.14,107.89,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.4,3.233,3.0169,7.394,1376.0,2.7273,12.805,386.9
2008-09-05 00:21:00,0.8155,49.4,1.7564,557.25,2652.0,0.9369,68.35,1231.25,1.4263,113.109375,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1768.5,523.0,716.5,1217.25,12.61,0.8998,336.2,106.55468700000002,117.21875,119.546875,24.2,761.5,11160.0,114.99,109.325,91.14,107.89,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.805,386.9
2008-09-05 00:22:00,0.8153,49.4,1.7559,557.25,2652.0,0.9369,68.35,1231.75,1.4263,113.11718700000002,110.625,69.55,0.009379,146.25,804.5,103.1,12105.0,12200.0,1766.75,523.0,716.5,1217.25,12.61,0.8998,336.2,106.55468700000002,117.21875,119.5625,24.2,761.5,11154.0,114.99,109.325,91.14,107.89,106.46,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.805,386.9
2008-09-05 00:23:00,0.8155,49.4,1.7562,557.25,2652.0,0.9369,68.35,1232.0,1.4265,113.11718700000002,110.625,69.55,0.009378000000000001,146.25,804.5,103.1,12105.0,12200.0,1766.75,523.0,716.5,1217.25,12.61,0.8998,336.2,106.55468700000002,117.25,119.578125,24.2,761.5,11161.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.94,800.5,3.233,3.0169,7.394,1376.0,2.7273,12.805,386.9
2008-09-05 00:24:00,0.8156,49.4,1.7564,557.25,2652.0,0.9369,68.35,1232.5,1.4267,113.11718700000002,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1766.75,523.0,716.5,1217.25,12.61,0.8998,336.2,106.5625,117.234375,119.578125,24.2,761.5,11161.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.95,800.4,3.233,3.0169,7.394,1376.0,2.7273,12.805,386.9
2008-09-05 00:25:00,0.8159,49.4,1.7564,557.25,2652.0,0.9363,68.35,1233.25,1.4274,113.109375,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1766.75,523.0,716.5,1217.25,12.61,0.901,336.2,106.5625,117.234375,119.5625,24.2,761.5,11169.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.97,801.0,3.233,3.0169,7.394,1376.0,2.7273,12.815,386.9
2008-09-05 00:26:00,0.8157,49.4,1.7566,558.0,2652.0,0.9363,68.35,1233.5,1.4274,113.109375,110.625,69.55,0.009378000000000001,146.25,804.5,103.1,12105.0,12200.0,1771.0,523.0,716.5,1217.25,12.61,0.901,336.2,106.55468700000002,117.234375,119.5625,24.2,761.5,11172.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.98,801.0,3.233,3.0169,7.394,1376.0,2.7273,12.815,386.9
2008-09-05 00:27:00,0.8154,49.4,1.7567,558.0,2652.0,0.9362,68.35,1233.25,1.4268,113.109375,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1771.5,523.0,716.5,1217.25,12.61,0.9007,336.2,106.55468700000002,117.21875,119.5625,24.2,761.5,11172.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.99,800.6,3.233,3.0169,7.394,1376.0,2.7273,12.815,386.9
2008-09-05 00:28:00,0.8154,49.4,1.7567,557.75,2652.0,0.9361,68.35,1233.5,1.4269,113.109375,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1771.5,523.0,716.5,1217.25,12.61,0.9007,336.2,106.55468700000002,117.21875,119.5625,24.2,762.75,11171.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.99,800.3,3.233,3.0169,7.394,1376.0,2.7273,12.795,386.9
2008-09-05 00:29:00,0.8153,49.4,1.7567,557.75,2652.0,0.9361,68.35,1233.5,1.4269,113.109375,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1771.5,523.0,716.5,1217.25,12.61,0.9007,336.2,106.55468700000002,117.21875,119.5625,24.2,762.75,11170.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.99,800.3,3.233,3.0169,7.394,1376.0,2.7273,12.795,386.9
2008-09-05 00:30:00,0.8152,49.4,1.7571,558.0,2652.0,0.9361,68.35,1232.5,1.4269,113.109375,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1771.5,523.0,716.5,1217.25,12.61,0.9011,336.2,106.55468700000002,117.21875,119.546875,24.2,762.75,11167.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.99,800.2,3.233,3.0169,7.394,1376.0,2.7273,12.795,386.9
2008-09-05 00:31:00,0.8152,49.4,1.7567,558.0,2652.0,0.9363,68.35,1232.75,1.4265,113.109375,110.625,69.55,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1769.5,523.0,716.5,1217.25,12.61,0.9011,336.2,106.55468700000002,117.21875,119.546875,24.2,763.0,11171.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,108.0,800.3,3.2415,3.0169,7.365,1376.0,2.7273,12.805,386.9
2008-09-05 00:32:00,0.8146,49.4,1.7567,558.0,2652.0,0.9363,68.35,1233.0,1.4268,113.109375,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1769.5,523.0,716.5,1217.25,12.61,0.9013,336.2,106.55468700000002,117.21875,119.5625,24.2,763.0,11171.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,108.0,800.2,3.245,3.0169,7.36,1376.0,2.7273,12.81,386.9
2008-09-05 00:33:00,0.8146,49.4,1.757,558.0,2652.0,0.9369,68.35,1233.25,1.4264,113.10156200000002,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1769.5,523.0,716.5,1217.25,12.61,0.9011,336.2,106.55468700000002,117.21875,119.5625,24.2,763.0,11171.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,108.0,800.6,3.245,3.0169,7.36,1376.0,2.7273,12.82,386.9
2008-09-05 00:34:00,0.8144,49.4,1.7571,558.0,2652.0,0.9366,68.35,1233.5,1.4264,113.10156200000002,110.625,69.55,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1769.5,523.0,716.5,1217.25,12.61,0.9012,336.2,106.55468700000002,117.21875,119.5625,24.2,763.25,11171.0,114.99,109.325,91.14,107.96,106.51,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.96,801.0,3.2435,3.0169,7.355,1376.0,2.7273,12.835,386.9
2008-09-05 00:35:00,0.8141,49.4,1.7568,558.0,2652.0,0.9368,68.35,1233.5,1.4261,113.10156200000002,110.625,69.55,0.009370999999999999,146.25,804.5,103.1,12105.0,12200.0,1769.5,523.0,716.5,1217.25,12.61,0.9012,336.2,106.55468700000002,117.21875,119.5625,24.2,763.25,11171.0,114.99,109.325,91.14,107.96,106.55,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.95,800.2,3.245,3.0169,7.35,1376.0,2.7273,12.83,386.9
2008-09-05 00:36:00,0.8144,49.4,1.7568,557.0,2652.0,0.9368,68.35,1233.75,1.4259,113.10156200000002,110.625,69.55,0.009373000000000001,146.25,804.5,103.1,12105.0,12200.0,1770.25,523.0,716.5,1215.5,12.61,0.9008,336.2,106.55468700000002,117.21875,119.5625,24.2,763.25,11172.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.92,800.3,3.245,3.0169,7.35,1376.0,2.7273,12.82,386.9
2008-09-05 00:37:00,0.8142,49.4,1.7568,557.0,2652.0,0.9367,68.35,1234.0,1.4259,113.10156200000002,110.625,69.55,0.009370999999999999,146.25,804.5,103.1,12105.0,12200.0,1770.5,523.0,716.5,1215.5,12.61,0.9008,336.2,106.55468700000002,117.234375,119.5625,24.2,762.0,11178.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.92,800.4,3.245,3.0169,7.35,1375.9,2.7273,12.83,386.9
2008-09-05 00:38:00,0.8139,49.4,1.7568,557.0,2652.0,0.9362,68.35,1234.0,1.4257,113.109375,110.625,69.55,0.009370999999999999,146.25,804.5,103.1,12105.0,12200.0,1770.5,523.0,716.5,1215.5,12.61,0.9007,336.2,106.55468700000002,117.234375,119.5625,24.2,762.0,11175.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,799.8,3.245,3.0169,7.3420000000000005,1375.9,2.7273,12.83,386.9
2008-09-05 00:39:00,0.8139,49.4,1.7568,557.0,2652.0,0.9362,68.35,1234.0,1.4258,113.109375,110.625,69.55,0.009373000000000001,146.25,804.5,103.1,12105.0,12200.0,1770.5,523.0,716.5,1215.5,12.61,0.9007,336.2,106.55468700000002,117.234375,119.578125,24.2,762.0,11176.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,800.3,3.241,3.0169,7.3420000000000005,1375.9,2.7273,12.83,386.9
2008-09-05 00:40:00,0.8141,49.4,1.756,557.0,2652.0,0.9362,68.35,1233.75,1.4258,113.11718700000002,110.625,69.55,0.009373999999999999,146.25,804.5,103.1,12105.0,12200.0,1770.5,523.0,716.5,1214.75,12.61,0.9006,336.2,106.55468700000002,117.234375,119.59375,24.2,762.0,11175.0,114.99,109.325,91.14,107.94,106.5,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,799.9,3.241,3.0169,7.343,1375.9,2.7273,12.82,386.9
2008-09-05 00:41:00,0.8143,49.4,1.756,557.0,2652.0,0.9362,68.35,1233.75,1.4263,113.11718700000002,110.625,69.55,0.009379,146.25,804.5,103.1,12105.0,12200.0,1771.0,523.0,716.5,1214.75,12.61,0.9008,336.2,106.55468700000002,117.234375,119.59375,24.2,762.0,11174.0,114.99,109.325,91.14,107.91,106.47,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,800.1,3.24,3.0169,7.343,1375.9,2.7273,12.815,386.9
2008-09-05 00:42:00,0.8147,49.4,1.7557,557.0,2652.0,0.9363,68.35,1233.25,1.4264,113.109375,110.625,69.55,0.009379,146.25,804.5,103.1,12105.0,12200.0,1771.0,523.0,716.5,1215.0,12.61,0.9007,336.2,106.55468700000002,117.234375,119.578125,24.2,762.0,11172.0,114.99,109.325,91.14,107.9,106.48,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,800.4,3.24,3.0169,7.343,1375.9,2.7273,12.815,386.9
2008-09-05 00:43:00,0.8149,49.4,1.7557,557.0,2652.0,0.9363,68.35,1233.25,1.4262,113.109375,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1771.0,523.0,716.5,1214.5,12.61,0.9005,335.5,106.5625,117.234375,119.609375,24.2,762.0,11175.0,114.99,109.325,91.14,107.88,106.45,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.88,800.3,3.24,3.0169,7.348,1375.9,2.7273,12.815,386.9
2008-09-05 00:44:00,0.8148,49.4,1.7557,556.5,2652.0,0.9363,68.35,1233.5,1.4261,113.11718700000002,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1771.0,523.0,716.5,1213.0,12.61,0.9005,335.5,106.55468700000002,117.234375,119.578125,24.2,762.0,11175.0,114.99,109.325,91.14,107.88,106.47,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.89,800.0,3.238,3.0169,7.348,1375.9,2.7273,12.83,386.9
2008-09-05 00:45:00,0.8148,49.4,1.7557,556.5,2652.0,0.9363,68.35,1233.75,1.4261,113.109375,110.625,69.55,0.009375,146.25,804.5,103.1,12105.0,12200.0,1770.5,523.0,716.5,1213.0,12.61,0.9003,335.5,106.55468700000002,117.234375,119.578125,24.2,762.0,11173.0,114.99,109.325,91.14,107.88,106.44,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.3,3.237,3.0169,7.348,1375.9,2.7273,12.83,386.9
2008-09-05 00:46:00,0.8149,49.4,1.7557,556.5,2652.0,0.9363,68.35,1233.75,1.4261,113.109375,110.625,69.55,0.009378000000000001,146.25,804.5,103.1,12105.0,12200.0,1771.25,523.0,716.5,1213.25,12.61,0.9004,335.5,106.55468700000002,117.234375,119.5625,24.2,762.0,11173.0,114.99,109.325,91.14,107.88,106.44,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.7,3.23,3.0169,7.343999999999999,1375.9,2.7273,12.83,386.9
2008-09-05 00:47:00,0.8152,49.4,1.7566,556.5,2652.0,0.9363,68.35,1233.75,1.4261,113.109375,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1771.25,523.0,716.5,1213.25,12.61,0.9007,335.5,106.55468700000002,117.234375,119.5625,24.2,762.0,11175.0,114.99,109.325,91.14,107.88,106.44,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.5,3.235,3.0169,7.348,1375.9,2.7273,12.84,386.9
2008-09-05 00:48:00,0.8153,49.4,1.7565,556.5,2652.0,0.9363,68.35,1233.75,1.4261,113.109375,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1771.25,523.0,716.5,1213.25,12.61,0.9007,335.5,106.55468700000002,117.234375,119.5625,24.2,762.0,11175.0,114.99,109.325,91.14,107.88,106.44,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.87,800.4,3.2375,3.0169,7.348,1375.9,2.7273,12.845,386.9
2008-09-05 00:49:00,0.8154,49.4,1.7553,556.5,2652.0,0.9363,68.35,1234.0,1.4262,113.10156200000002,110.625,69.55,0.009376,146.25,804.5,103.1,12105.0,12200.0,1771.25,523.0,716.5,1213.25,12.61,0.9006,335.5,106.55468700000002,117.21875,119.5625,24.2,762.0,11174.0,114.99,109.325,91.14,107.88,106.44,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.86,800.4,3.2375,3.0169,7.348,1375.9,2.7273,12.845,386.9
2008-09-05 00:50:00,0.8155,49.4,1.7553,556.5,2652.0,0.9363,68.35,1234.0,1.426,113.109375,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1770.75,523.0,716.5,1213.25,12.61,0.9004,335.5,106.55468700000002,117.234375,119.5625,24.2,762.0,11174.0,114.99,109.325,91.14,107.86,106.4,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.83,800.5,3.2375,3.0169,7.347,1375.9,2.7273,12.845,386.9
2008-09-05 00:51:00,0.8155,49.4,1.7553,556.5,2652.0,0.9363,68.35,1234.0,1.4261,113.109375,110.625,69.55,0.009379,146.25,804.5,103.1,12105.0,12200.0,1770.75,523.0,716.5,1213.25,12.61,0.9005,335.5,106.55468700000002,117.25,119.5625,24.2,762.0,11175.0,114.99,109.325,91.14,107.86,106.4,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.83,800.4,3.2375,3.0169,7.347,1375.9,2.7273,12.845,386.9
2008-09-05 00:52:00,0.8153,49.4,1.7553,556.5,2652.0,0.9363,68.35,1234.0,1.4261,113.11718700000002,110.625,69.55,0.009379,146.25,804.5,103.1,12105.0,12200.0,1770.75,523.0,716.5,1213.75,12.61,0.9005,335.5,106.5625,117.25,119.578125,24.2,762.0,11175.0,114.99,109.325,91.14,107.82,106.38,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.84,800.2,3.238,3.0169,7.347,1375.9,2.7273,12.845,386.9
2008-09-05 00:53:00,0.8154,49.4,1.7556,556.5,2652.0,0.9363,68.35,1233.75,1.4263,113.11718700000002,110.625,69.55,0.009378000000000001,146.25,804.5,103.1,12105.0,12200.0,1770.75,523.0,716.5,1213.0,12.61,0.9005,335.5,106.5625,117.234375,119.578125,24.2,762.0,11176.0,114.99,109.325,91.14,107.82,106.38,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.8,800.5,3.238,3.0169,7.347,1375.9,2.7273,12.845,386.9
2008-09-05 00:54:00,0.815,49.4,1.7556,556.5,2652.0,0.9363,68.35,1234.0,1.4263,113.11718700000002,110.625,69.55,0.009377,146.25,804.5,103.1,12105.0,12200.0,1771.25,523.0,716.5,1214.25,12.61,0.9005,335.5,106.5625,117.234375,119.578125,24.2,761.5,11176.0,114.99,109.325,91.14,107.82,106.38,3240.0,103.76,30056.0,27236.0,105.87,1552.0,107.86,800.5,3.238,3.0169,7.347,1375.9,2.7273,12.845,386.9
