,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-06-03 00:01:00,0.7233,32.32,1.4419,415.25,3057.0,0.7637,63.26,2103.0,1.11585,120.1328125,146.8,84.925,0.009188,122.8,463.5,118.025,1659.5,810.0,16615.0,16680.0,4529.25,521.4,1171.5,1147.25,18.26,1.0103,423.0,141.375,108.921875,129.90625,176.9375,164.78125,14.85,484.0,17823.0,164.41,131.47,169.58,49.18,50.03,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.17,1213.3,2.0735,1.5086,2.415,961.0,1.6288,16.01,498.5
2016-06-03 00:02:00,0.7231,32.32,1.442,415.25,3057.0,0.7637,63.26,2103.0,1.11585,120.1328125,146.8,84.925,0.009188,122.8,463.5,118.025,1659.5,810.0,16615.0,16680.0,4529.25,521.4,1171.5,1147.25,18.26,1.0103,423.0,141.375,108.921875,129.90625,176.9375,164.78125,14.85,484.0,17821.0,164.41,131.47,169.58,49.18,50.03,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.2,2.0735,1.5086,2.415,961.0,1.6288,16.01,498.5
2016-06-03 00:03:00,0.7232,32.32,1.4419,415.75,3057.0,0.7637,63.26,2103.0,1.11585,120.1328125,146.8,84.925,0.0091885,122.8,463.75,118.025,1659.5,810.0,16615.0,16680.0,4529.25,521.4,1171.5,1148.5,18.26,1.0103,425.1,141.375,108.921875,129.90625,176.9375,164.78125,14.85,484.25,17820.0,164.41,131.47,169.58,49.18,50.03,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.17,1213.2,2.0735,1.5086,2.414,961.0,1.6288,16.01,498.5
2016-06-03 00:04:00,0.7232,32.31,1.4419,415.5,3057.0,0.7637,63.26,2103.0,1.11575,120.1328125,146.8,84.925,0.0091875,122.8,463.75,118.025,1659.5,810.0,16615.0,16680.0,4528.75,521.4,1171.5,1147.75,18.26,1.0103,424.1,141.375,108.921875,129.890625,176.9375,164.78125,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.15,1213.2,2.0735,1.5086,2.414,961.0,1.6288,16.015,498.5
2016-06-03 00:05:00,0.7235,32.31,1.4419,415.5,3057.0,0.7637,63.26,2103.0,1.11575,120.1328125,146.8,84.925,0.0091875,122.8,463.75,118.025,1659.5,810.0,16615.0,16680.0,4529.5,521.4,1171.5,1148.0,18.26,1.0103,424.1,141.359375,108.921875,129.890625,176.9375,164.75,14.85,484.0,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.2,2.0735,1.5086,2.414,961.0,1.6288,16.01,498.5
2016-06-03 00:06:00,0.7236,32.32,1.4421,415.5,3057.0,0.7637,63.26,2103.0,1.1157,120.1328125,146.8,84.925,0.009189,122.8,463.75,118.025,1659.5,810.0,16615.0,16680.0,4529.0,521.4,1171.5,1148.5,18.26,1.0102,424.3,141.359375,108.921875,129.890625,176.9375,164.75,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.4,2.0735,1.5086,2.414,961.4,1.6288,16.01,498.5
2016-06-03 00:07:00,0.7237,32.31,1.4421,415.5,3057.0,0.7637,63.26,2103.0,1.1157,120.1328125,146.8,84.925,0.009189,122.8,463.75,118.025,1659.5,810.0,16620.0,16680.0,4529.5,521.4,1171.5,1148.25,18.26,1.0102,424.6,141.359375,108.921875,129.890625,176.9375,164.75,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.5,2.0735,1.5086,2.414,961.4,1.6288,16.01,498.5
2016-06-03 00:08:00,0.7237,32.3,1.4421,415.5,3057.0,0.7637,63.26,2103.0,1.11565,120.125,146.8,84.925,0.009188,122.8,463.75,118.025,1659.5,810.0,16620.0,16680.0,4529.5,521.4,1171.5,1148.25,18.26,1.0102,424.3,141.359375,108.921875,129.890625,176.9375,164.75,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.6,2.0735,1.5086,2.414,961.3,1.6288,16.01,498.5
2016-06-03 00:09:00,0.7236,32.31,1.4421,415.5,3057.0,0.7637,63.26,2103.0,1.1156,120.1328125,146.8,84.925,0.0091865,122.8,463.75,118.025,1659.5,810.0,16630.0,16680.0,4529.25,521.4,1171.5,1148.5,18.26,1.0102,424.3,141.359375,108.921875,129.890625,176.9375,164.75,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.02,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.16,1213.3,2.0735,1.5086,2.416,961.0,1.6288,16.01,498.5
2016-06-03 00:10:00,0.7237,32.31,1.4419,415.5,3057.0,0.7637,63.26,2103.25,1.1156,120.1328125,146.8,84.925,0.0091875,122.8,463.75,118.025,1659.5,810.0,16630.0,16680.0,4529.75,521.4,1171.6,1148.75,18.26,1.0101,424.4,141.359375,108.921875,129.90625,176.9375,164.75,14.85,484.25,17824.0,164.41,131.47,169.58,49.18,50.03,3042.0,111.845,25.2,448.0,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.18,1213.5,2.0735,1.5086,2.416,961.0,1.6288,16.02,498.5
2016-06-03 00:11:00,0.7239,32.31,1.442,415.5,3057.0,0.7637,63.26,2103.75,1.11555,120.1328125,146.8,84.925,0.0091875,122.8,463.75,118.025,1659.5,810.0,16635.0,16680.0,4530.25,521.4,1171.9,1149.0,18.26,1.0101,424.4,141.359375,108.921875,129.890625,176.90625,164.75,14.85,484.25,17826.0,164.41,131.47,169.58,49.18,50.04,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.18,1213.4,2.0735,1.5086,2.416,961.1,1.6288,16.02,498.5
2016-06-03 00:12:00,0.7237,32.31,1.4419,415.5,3057.0,0.7637,63.26,2103.75,1.11555,120.1328125,146.8,84.925,0.009186,122.8,463.75,118.025,1659.5,810.0,16630.0,16680.0,4530.25,521.4,1171.9,1149.25,18.26,1.0101,424.4,141.359375,108.921875,129.890625,176.90625,164.75,14.85,484.25,17824.0,164.41,131.47,169.58,49.18,50.05,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.19,1213.5,2.074,1.5086,2.416,961.9,1.6288,16.035,498.5
2016-06-03 00:13:00,0.7235,32.32,1.4419,415.5,3057.0,0.7637,63.24,2103.75,1.11555,120.1328125,146.8,84.925,0.009184999999999999,122.8,463.75,118.025,1659.5,810.0,16635.0,16680.0,4530.5,521.4,1171.9,1149.25,18.26,1.0101,424.4,141.359375,108.921875,129.890625,176.90625,164.75,14.85,484.25,17826.0,164.41,131.47,169.58,49.18,50.05,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.18,1213.4,2.0745,1.5086,2.416,961.9,1.6288,16.04,498.5
2016-06-03 00:14:00,0.7239,32.33,1.442,415.5,3057.0,0.7638,63.23,2103.5,1.11585,120.1328125,146.8,84.925,0.0091985,122.8,464.0,118.025,1659.5,810.0,16605.0,16660.0,4529.75,521.4,1171.6,1149.5,18.26,1.0105,424.4,141.359375,108.921875,129.890625,176.90625,164.75,14.85,484.25,17822.0,164.41,131.47,169.58,49.18,50.05,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.19,1214.1,2.0735,1.5086,2.416,961.9,1.6288,16.05,498.5
2016-06-03 00:15:00,0.7241,32.33,1.4419,415.5,3057.0,0.7638,63.23,2103.0,1.11595,120.1328125,146.8,84.925,0.009202,122.8,464.0,118.025,1659.5,810.0,16600.0,16660.0,4529.5,521.4,1171.4,1149.25,18.26,1.0107,424.6,141.375,108.921875,129.921875,176.9375,164.78125,14.85,484.25,17821.0,164.41,131.47,169.58,49.18,50.05,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.19,1214.3,2.074,1.5086,2.416,962.6,1.6288,16.06,498.5
2016-06-03 00:16:00,0.7238,32.33,1.4418,415.5,3057.0,0.7638,63.23,2103.0,1.1158,120.1328125,146.8,84.925,0.009199500000000001,122.8,464.0,118.025,1659.5,810.0,16600.0,16660.0,4529.5,521.4,1171.4,1149.25,18.26,1.0107,424.6,141.375,108.921875,129.90625,176.9375,164.8125,14.9,484.25,17821.0,164.41,131.47,169.58,49.18,50.05,3042.0,111.845,25.2,448.25,1.4996,1.6218,1632.0,158.91,50.05,2255.0,49.18,1214.1,2.074,1.5086,2.416,962.4,1.6288,16.055,498.5
