,@AD#,@BP#,@CD#,@ES#,@EU#,@FV#,@JY#,@NIY#,@NKD#,@NQ#,@RTY#,@SF#,@TU#,@TY#,@UB#,@US#,@YM#
2012-04-06 06:41:00,1.0241,1.5853,1.0069,1393.25,1.3073,122.64843700000002,0.012135,9670.0,9695.0,2759.25,815.5,1.0888,110.03906200000002,129.828125,151.0,137.96875,13002.0
2012-04-06 06:42:00,1.0241,1.5854,1.0069,1393.25,1.3073,122.64843700000002,0.012136,9670.0,9695.0,2759.25,815.5,1.0887,110.03906200000002,129.8125,151.0,137.96875,13002.0
2012-04-06 06:43:00,1.0241,1.5854,1.0069,1393.25,1.3072,122.64843700000002,0.012137,9670.0,9695.0,2759.25,815.5,1.0887,110.03906200000002,129.828125,150.96875,137.96875,13002.0
2012-04-06 06:44:00,1.0241,1.5857,1.0069,1393.25,1.3073,122.64843700000002,0.012138,9665.0,9695.0,2759.25,815.5,1.0887,110.03906200000002,129.828125,150.96875,137.96875,13002.0
2012-04-06 06:45:00,1.0241,1.5857,1.0069,1393.25,1.3072,122.64843700000002,0.012138,9665.0,9695.0,2759.25,815.5,1.0887,110.03906200000002,129.8125,150.96875,137.96875,13002.0
2012-04-06 06:46:00,1.0241,1.5856,1.0067,1393.25,1.3072,122.64843700000002,0.012138,9665.0,9695.0,2759.25,815.5,1.0886,110.03906200000002,129.8125,150.96875,137.96875,13002.0
2012-04-06 06:47:00,1.0241,1.5855,1.0067,1393.25,1.3072,122.64843700000002,0.012137,9665.0,9695.0,2759.25,815.5,1.0886,110.03906200000002,129.8125,150.96875,137.96875,13002.0
2012-04-06 06:48:00,1.0242,1.5857,1.0067,1393.25,1.3072,122.64843700000002,0.012138,9665.0,9695.0,2759.25,815.5,1.0886,110.03906200000002,129.8125,150.96875,137.96875,13002.0
2012-04-06 06:49:00,1.0242,1.5857,1.0067,1393.25,1.3072,122.64843700000002,0.012138,9665.0,9695.0,2759.5,815.5,1.0886,110.03906200000002,129.8125,150.96875,137.96875,13002.0
2012-04-06 06:50:00,1.0242,1.5857,1.0067,1393.25,1.3072,122.65625,0.012139,9665.0,9695.0,2759.5,815.5,1.0886,110.03906200000002,129.8125,150.96875,137.9375,13003.0
2012-04-06 06:51:00,1.0242,1.5857,1.0068,1392.75,1.3074,122.66406200000002,0.012140999999999999,9665.0,9695.0,2758.75,815.1,1.0887,110.03906200000002,129.828125,150.96875,137.9375,12999.0
2012-04-06 06:52:00,1.0241,1.5856,1.0065,1392.75,1.3074,122.66406200000002,0.01214,9660.0,9695.0,2758.75,815.1,1.0887,110.03906200000002,129.828125,150.96875,137.9375,12999.0
2012-04-06 06:53:00,1.024,1.5856,1.0065,1392.75,1.3074,122.66406200000002,0.012140999999999999,9665.0,9695.0,2758.75,815.1,1.0887,110.03906200000002,129.828125,150.96875,137.96875,12999.0
2012-04-06 06:54:00,1.0242,1.5858,1.0065,1392.75,1.3074,122.66406200000002,0.012140999999999999,9665.0,9695.0,2758.75,815.1,1.0887,110.03906200000002,129.828125,150.96875,137.96875,12999.0
2012-04-06 06:55:00,1.0245,1.5856,1.0064,1393.0,1.3075,122.66406200000002,0.012140999999999999,9665.0,9695.0,2758.75,815.1,1.0887,110.046875,129.828125,150.96875,137.9375,13001.0
2012-04-06 06:56:00,1.0245,1.5856,1.006,1392.75,1.3077,122.66406200000002,0.012142,9665.0,9695.0,2758.75,815.1,1.0887,110.046875,129.84375,150.96875,137.96875,13000.0
2012-04-06 06:57:00,1.0245,1.5856,1.006,1392.75,1.3076,122.66406200000002,0.012142,9665.0,9695.0,2758.5,815.1,1.0887,110.046875,129.828125,150.96875,137.96875,13000.0
2012-04-06 06:58:00,1.0245,1.5857,1.0061,1393.0,1.3077,122.66406200000002,0.012143000000000001,9665.0,9685.0,2758.75,815.1,1.0887,110.03906200000002,129.84375,151.03125,138.0,13000.0
2012-04-06 06:59:00,1.0245,1.5855,1.0061,1393.0,1.3076,122.66406200000002,0.012140999999999999,9665.0,9685.0,2758.75,815.1,1.0888,110.03906200000002,129.84375,151.0625,138.03125,13000.0
2012-04-06 07:00:00,1.0244,1.5855,1.0063,1393.0,1.3077,122.66406200000002,0.01214,9665.0,9685.0,2758.5,815.1,1.0888,110.03906200000002,129.828125,151.0625,138.03125,13000.0
2012-04-06 07:01:00,1.0244,1.5857,1.0065,1393.25,1.3077,122.66406200000002,0.012139,9665.0,9685.0,2758.5,815.1,1.0889,110.03906200000002,129.828125,151.09375,138.03125,13002.0
2012-04-06 07:02:00,1.0244,1.5855,1.0065,1393.25,1.3077,122.66406200000002,0.012140999999999999,9670.0,9685.0,2759.0,815.2,1.0889,110.03906200000002,129.84375,151.15625,138.0625,13003.0
2012-04-06 07:03:00,1.0244,1.5857,1.0064,1393.5,1.3077,122.65625,0.012140999999999999,9670.0,9685.0,2759.0,815.1,1.0889,110.03906200000002,129.84375,151.1875,138.09375,13003.0
2012-04-06 07:04:00,1.0244,1.5858,1.0063,1393.25,1.3077,122.66406200000002,0.012142,9670.0,9685.0,2759.0,815.1,1.0889,110.03906200000002,129.84375,151.1875,138.0625,13003.0
2012-04-06 07:05:00,1.0244,1.5859,1.0062,1393.25,1.3077,122.66406200000002,0.012142,9670.0,9685.0,2759.0,815.1,1.0889,110.046875,129.84375,151.1875,138.0625,13004.0
2012-04-06 07:06:00,1.0244,1.586,1.0062,1393.25,1.3077,122.66406200000002,0.012142,9670.0,9685.0,2759.0,815.1,1.0889,110.046875,129.84375,151.15625,138.0625,13004.0
2012-04-06 07:07:00,1.0244,1.5857,1.006,1393.25,1.3076,122.66406200000002,0.012144,9670.0,9685.0,2759.0,815.1,1.0889,110.046875,129.84375,151.15625,138.0625,13004.0
2012-04-06 07:08:00,1.0244,1.5852,1.0061,1393.25,1.3076,122.671875,0.012144,9670.0,9685.0,2759.0,815.1,1.0889,110.046875,129.84375,151.15625,138.0625,13004.0
2012-04-06 07:09:00,1.0244,1.585,1.0061,1393.25,1.3076,122.66406200000002,0.012144,9670.0,9685.0,2759.0,815.1,1.0889,110.046875,129.859375,151.15625,138.0625,13004.0
2012-04-06 07:10:00,1.0244,1.585,1.0061,1393.25,1.3077,122.66406200000002,0.012143000000000001,9670.0,9685.0,2759.0,815.2,1.0889,110.046875,129.84375,151.15625,138.0625,13004.0
2012-04-06 07:11:00,1.0244,1.585,1.0061,1393.25,1.3077,122.66406200000002,0.012143000000000001,9670.0,9685.0,2759.0,815.2,1.0889,110.046875,129.859375,151.15625,138.0625,13004.0
2012-04-06 07:12:00,1.0243,1.5846,1.0061,1393.25,1.3075,122.671875,0.012140999999999999,9670.0,9685.0,2759.0,815.2,1.0888,110.03906200000002,129.84375,151.15625,138.03125,13004.0
2012-04-06 07:13:00,1.0243,1.5846,1.0061,1393.25,1.3075,122.66406200000002,0.01214,9670.0,9685.0,2759.0,815.2,1.0888,110.046875,129.84375,151.15625,138.03125,13004.0
2012-04-06 07:14:00,1.0243,1.5846,1.0061,1393.25,1.3073,122.66406200000002,0.01214,9670.0,9685.0,2759.0,815.2,1.0888,110.046875,129.859375,151.15625,138.0625,13004.0
2012-04-06 07:15:00,1.0243,1.5844,1.0062,1393.25,1.3073,122.66406200000002,0.01214,9670.0,9685.0,2759.0,815.2,1.0888,110.046875,129.859375,151.15625,138.03125,13002.0
2012-04-06 07:16:00,1.0242,1.5843,1.0062,1393.25,1.3074,122.66406200000002,0.01214,9670.0,9685.0,2759.0,815.2,1.0888,110.046875,129.859375,151.15625,138.0625,13002.0
2012-04-06 07:17:00,1.0242,1.5843,1.0062,1393.5,1.3075,122.671875,0.01214,9670.0,9685.0,2759.0,815.2,1.0887,110.046875,129.875,151.1875,138.0625,13002.0
2012-04-06 07:18:00,1.0242,1.5843,1.0062,1393.0,1.3075,122.671875,0.01214,9670.0,9685.0,2758.75,815.2,1.0887,110.046875,129.859375,151.1875,138.0625,13002.0
2012-04-06 07:19:00,1.0244,1.5843,1.0062,1393.0,1.3074,122.671875,0.01214,9670.0,9685.0,2758.75,815.2,1.0887,110.046875,129.875,151.1875,138.0625,13001.0
2012-04-06 07:20:00,1.0246,1.5843,1.0064,1393.25,1.3076,122.671875,0.01214,9670.0,9685.0,2758.5,815.2,1.0887,110.03906200000002,129.875,151.1875,138.0625,13001.0
2012-04-06 07:21:00,1.0247,1.5843,1.0063,1393.5,1.3074,122.671875,0.012143000000000001,9670.0,9685.0,2758.5,815.2,1.0888,110.046875,129.859375,151.1875,138.0625,13001.0
2012-04-06 07:22:00,1.0245,1.5843,1.0064,1393.5,1.3074,122.671875,0.012143000000000001,9670.0,9685.0,2759.0,815.2,1.0885,110.046875,129.859375,151.1875,138.0625,13004.0
2012-04-06 07:23:00,1.0241,1.5843,1.0063,1393.5,1.3073,122.671875,0.012145,9670.0,9690.0,2759.0,815.2,1.0885,110.046875,129.875,151.1875,138.0625,13004.0
2012-04-06 07:24:00,1.0242,1.5843,1.0063,1393.25,1.3072,122.671875,0.012145,9670.0,9690.0,2759.0,815.2,1.0885,110.046875,129.890625,151.1875,138.0625,13004.0
2012-04-06 07:25:00,1.0241,1.5846,1.0064,1393.5,1.3076,122.671875,0.012144,9670.0,9690.0,2759.0,815.2,1.0887,110.046875,129.890625,151.1875,138.0625,13004.0
2012-04-06 07:26:00,1.024,1.5846,1.0064,1393.25,1.3076,122.67968700000002,0.012143000000000001,9670.0,9690.0,2759.0,815.2,1.0887,110.046875,129.890625,151.1875,138.0625,13003.0
2012-04-06 07:27:00,1.024,1.5849,1.0064,1393.25,1.3075,122.67968700000002,0.012143000000000001,9670.0,9690.0,2758.25,815.2,1.0887,110.046875,129.875,151.15625,138.03125,13003.0
2012-04-06 07:28:00,1.0239,1.5849,1.0063,1393.5,1.3075,122.6875,0.012145,9670.0,9690.0,2758.5,815.2,1.0887,110.046875,129.875,151.0625,138.03125,13003.0
2012-04-06 07:29:00,1.0239,1.5849,1.0063,1392.75,1.3076,122.6875,0.012145,9665.0,9685.0,2758.25,814.8,1.0887,110.046875,129.875,151.03125,138.03125,12998.0
2012-04-06 07:30:00,1.024,1.5849,1.0062,1392.75,1.3075,122.703125,0.012145999999999999,9665.0,9685.0,2758.25,814.7,1.0887,110.046875,129.875,151.0625,138.03125,13000.0
2012-04-06 07:31:00,1.0239,1.5848,1.0062,1393.0,1.3076,122.69531200000002,0.012145999999999999,9665.0,9685.0,2758.5,815.1,1.0887,110.046875,129.875,151.0625,138.03125,13002.0
2012-04-06 07:32:00,1.0239,1.5848,1.0062,1393.0,1.3075,122.69531200000002,0.012145999999999999,9665.0,9685.0,2758.75,815.1,1.0887,110.046875,129.875,151.0625,138.03125,13002.0
2012-04-06 07:33:00,1.024,1.5848,1.0062,1392.75,1.3076,122.69531200000002,0.012147,9665.0,9685.0,2758.25,815.1,1.0886,110.046875,129.875,151.0625,138.03125,13006.0
2012-04-06 07:34:00,1.024,1.5848,1.0062,1393.25,1.3075,122.69531200000002,0.012148,9665.0,9685.0,2758.25,815.0,1.0886,110.046875,129.890625,151.0625,138.03125,13006.0
2012-04-06 07:35:00,1.024,1.5848,1.0062,1393.25,1.3075,122.69531200000002,0.012147,9660.0,9685.0,2758.25,815.0,1.0886,110.046875,129.890625,151.0625,138.03125,13004.0
2012-04-06 07:36:00,1.024,1.5848,1.0062,1393.25,1.3075,122.6875,0.012149,9660.0,9685.0,2758.25,815.0,1.0886,110.046875,129.875,151.0625,138.03125,13005.0
2012-04-06 07:37:00,1.024,1.5851,1.0062,1393.25,1.3078,122.6875,0.012149,9660.0,9685.0,2758.25,815.0,1.0887,110.046875,129.890625,151.0625,138.03125,13005.0
2012-04-06 07:38:00,1.0241,1.5853,1.0062,1393.25,1.3078,122.6875,0.012149,9660.0,9685.0,2758.25,815.0,1.0887,110.046875,129.875,151.0625,138.03125,13005.0
2012-04-06 07:39:00,1.0242,1.5855,1.0061,1393.25,1.3078,122.6875,0.012148,9660.0,9685.0,2758.25,815.0,1.0889,110.046875,129.890625,151.09375,138.0625,13004.0
2012-04-06 07:40:00,1.0242,1.5855,1.0061,1393.0,1.3077,122.6875,0.012148,9660.0,9685.0,2758.25,815.0,1.089,110.046875,129.890625,151.15625,138.0625,13004.0
2012-04-06 07:41:00,1.0242,1.5856,1.0062,1393.0,1.3077,122.69531200000002,0.012147,9660.0,9685.0,2758.25,815.0,1.0888,110.046875,129.890625,151.1875,138.125,13004.0
2012-04-06 07:42:00,1.0242,1.5856,1.0061,1393.25,1.3076,122.69531200000002,0.012147,9660.0,9685.0,2758.25,815.0,1.0888,110.046875,129.90625,151.25,138.125,13004.0
2012-04-06 07:43:00,1.0242,1.5856,1.0063,1393.0,1.3077,122.71093700000002,0.012149,9660.0,9685.0,2758.25,815.0,1.0888,110.046875,129.90625,151.25,138.125,13004.0
2012-04-06 07:44:00,1.0239,1.5854,1.0058,1393.25,1.3076,122.703125,0.01215,9660.0,9685.0,2758.25,815.0,1.0888,110.046875,129.90625,151.25,138.125,13005.0
2012-04-06 07:45:00,1.0239,1.5854,1.0057,1394.0,1.3075,122.703125,0.012151,9665.0,9685.0,2758.5,815.3,1.0887,110.046875,129.90625,151.1875,138.09375,13007.0
2012-04-06 07:46:00,1.024,1.5852,1.0057,1394.0,1.3073,122.703125,0.012148,9665.0,9685.0,2758.25,815.3,1.0887,110.046875,129.90625,151.15625,138.0625,13009.0
2012-04-06 07:47:00,1.024,1.5851,1.0057,1393.5,1.3073,122.6875,0.012144,9665.0,9685.0,2757.75,815.3,1.0886,110.046875,129.875,151.15625,138.03125,13005.0
2012-04-06 07:48:00,1.0241,1.5851,1.0057,1393.5,1.3073,122.6875,0.012143000000000001,9665.0,9685.0,2757.5,815.0,1.0885,110.05468700000002,129.859375,151.03125,138.0,13006.0
2012-04-06 07:49:00,1.0241,1.5851,1.0056,1393.5,1.3072,122.6875,0.012143000000000001,9665.0,9685.0,2756.75,815.0,1.0886,110.05468700000002,129.875,151.0,138.0,13006.0
2012-04-06 07:50:00,1.0241,1.585,1.0054,1393.75,1.3072,122.67968700000002,0.012140999999999999,9670.0,9685.0,2757.5,815.0,1.0886,110.05468700000002,129.875,151.0,138.0,13007.0
2012-04-06 07:51:00,1.0241,1.585,1.0054,1393.5,1.3071,122.703125,0.012142,9670.0,9685.0,2757.5,815.0,1.0886,110.046875,129.890625,151.0625,138.03125,13007.0
2012-04-06 07:52:00,1.0239,1.5849,1.0054,1393.5,1.3069,122.703125,0.012142,9670.0,9685.0,2757.75,815.0,1.0885,110.05468700000002,129.890625,151.03125,138.03125,13007.0
2012-04-06 07:53:00,1.024,1.585,1.0052,1393.5,1.3068,122.6875,0.012142,9665.0,9685.0,2757.5,815.0,1.0883,110.05468700000002,129.875,150.90625,137.96875,13007.0
2012-04-06 07:54:00,1.0239,1.5846,1.0051,1393.5,1.3065,122.67968700000002,0.012142,9665.0,9685.0,2758.0,815.0,1.0882,110.046875,129.859375,150.9375,137.96875,13007.0
2012-04-06 07:55:00,1.024,1.5847,1.0052,1393.5,1.3066,122.671875,0.012140999999999999,9665.0,9685.0,2757.0,815.0,1.0882,110.046875,129.859375,150.9375,137.96875,13007.0
2012-04-06 07:56:00,1.0241,1.5848,1.0051,1393.75,1.3071,122.671875,0.012140999999999999,9665.0,9685.0,2757.5,815.0,1.0883,110.046875,129.859375,150.96875,137.96875,13007.0
2012-04-06 07:57:00,1.0241,1.585,1.0053,1393.75,1.3071,122.67968700000002,0.012140999999999999,9665.0,9685.0,2757.5,815.0,1.0883,110.046875,129.84375,150.96875,137.96875,13009.0
2012-04-06 07:58:00,1.024,1.5845,1.0054,1393.75,1.3069,122.6875,0.012140999999999999,9665.0,9685.0,2757.5,815.2,1.0884,110.046875,129.875,151.0,138.0,13010.0
2012-04-06 07:59:00,1.0238,1.5846,1.0056,1393.75,1.3068,122.6875,0.012140999999999999,9665.0,9685.0,2757.5,815.2,1.0884,110.046875,129.859375,151.0,138.0,13005.0
2012-04-06 08:00:00,1.0238,1.5848,1.0056,1393.75,1.3068,122.6875,0.012139,9665.0,9685.0,2757.5,815.2,1.0884,110.046875,129.875,151.0,138.0,13008.0
2012-04-06 08:01:00,1.0239,1.5847,1.0057,1393.75,1.3068,122.6875,0.012139,9665.0,9685.0,2757.5,815.2,1.0885,110.046875,129.875,151.0,138.03125,13008.0
2012-04-06 08:02:00,1.024,1.5851,1.0057,1393.5,1.3069,122.6875,0.01214,9665.0,9685.0,2757.75,815.2,1.0885,110.046875,129.875,151.0,138.0,13007.0
2012-04-06 08:03:00,1.024,1.5852,1.0057,1393.5,1.3069,122.69531200000002,0.01214,9665.0,9685.0,2757.5,815.2,1.0885,110.046875,129.875,151.03125,138.03125,13007.0
2012-04-06 08:04:00,1.024,1.5852,1.0057,1393.5,1.3069,122.6875,0.01214,9665.0,9685.0,2757.75,815.3,1.0884,110.046875,129.875,151.03125,138.0,13007.0
2012-04-06 08:05:00,1.024,1.585,1.0057,1393.25,1.307,122.6875,0.012142,9665.0,9685.0,2757.25,815.3,1.0885,110.046875,129.875,151.03125,138.0,13004.0
2012-04-06 08:06:00,1.0238,1.585,1.0056,1393.25,1.307,122.6875,0.012143000000000001,9665.0,9685.0,2757.75,815.3,1.0885,110.046875,129.875,151.0,138.0,13005.0
2012-04-06 08:07:00,1.0239,1.5849,1.0057,1393.0,1.3069,122.69531200000002,0.012145,9665.0,9685.0,2757.5,815.0,1.0885,110.046875,129.875,151.0,138.03125,13003.0
2012-04-06 08:08:00,1.0238,1.5849,1.0057,1392.75,1.307,122.69531200000002,0.012143000000000001,9665.0,9685.0,2757.0,815.0,1.0885,110.046875,129.875,151.03125,138.03125,13002.0
2012-04-06 08:09:00,1.0238,1.585,1.0057,1392.75,1.307,122.67968700000002,0.012140999999999999,9665.0,9685.0,2756.75,815.0,1.0885,110.046875,129.859375,150.96875,138.0,13002.0
2012-04-06 08:10:00,1.0238,1.5847,1.0057,1393.0,1.3067,122.6875,0.012134,9665.0,9685.0,2756.75,814.8,1.0885,110.046875,129.890625,151.03125,138.03125,13002.0
2012-04-06 08:11:00,1.0238,1.5847,1.0057,1392.5,1.307,122.67968700000002,0.012133,9665.0,9685.0,2756.5,814.8,1.0884,110.03906200000002,129.859375,150.96875,138.0,13001.0
2012-04-06 08:12:00,1.0237,1.5847,1.0056,1392.5,1.307,122.67968700000002,0.012133,9665.0,9685.0,2756.25,814.8,1.0884,110.046875,129.875,151.0,138.03125,12999.0
2012-04-06 08:13:00,1.0235,1.5846,1.0056,1392.25,1.3067,122.6875,0.012133,9670.0,9685.0,2756.0,814.8,1.0883,110.046875,129.875,151.03125,138.03125,12999.0
2012-04-06 08:14:00,1.0236,1.5844,1.0057,1392.25,1.3066,122.67968700000002,0.012133,9670.0,9685.0,2755.5,814.2,1.0882,110.046875,129.875,151.0,138.03125,12997.0
2012-04-06 08:15:00,1.0235,1.5842,1.0055,1392.25,1.3064,122.67968700000002,0.012131999999999999,9670.0,9690.0,2756.0,814.4,1.0882,110.046875,129.875,151.0,138.0,12997.0
2012-04-06 08:16:00,1.0243,1.5845,1.0054,1392.25,1.3067,122.67968700000002,0.012131999999999999,9670.0,9690.0,2756.75,814.5,1.0884,110.05468700000002,129.875,151.0,138.0,12999.0
2012-04-06 08:17:00,1.0243,1.5846,1.0054,1392.5,1.3068,122.67968700000002,0.012131999999999999,9670.0,9690.0,2756.0,814.4,1.0883,110.046875,129.875,151.0,138.0,12999.0
2012-04-06 08:18:00,1.024,1.5846,1.0054,1392.5,1.3067,122.671875,0.012131,9670.0,9690.0,2756.0,814.4,1.0883,110.046875,129.875,150.9375,138.0,12998.0
2012-04-06 08:19:00,1.0237,1.5845,1.0054,1392.5,1.3066,122.671875,0.012131,9670.0,9690.0,2756.25,814.4,1.0882,110.046875,129.859375,150.9375,138.0,12998.0
2012-04-06 08:20:00,1.0237,1.5845,1.0053,1392.5,1.3065,122.67968700000002,0.012128,9670.0,9690.0,2756.5,814.4,1.0882,110.046875,129.859375,150.90625,137.96875,12998.0
2012-04-06 08:21:00,1.0235,1.5844,1.0053,1392.25,1.3064,122.66406200000002,0.01213,9670.0,9690.0,2755.75,814.3,1.0881,110.046875,129.859375,150.9375,137.96875,12998.0
2012-04-06 08:22:00,1.0236,1.5843,1.0054,1393.25,1.3063,122.640625,0.012131,9670.0,9690.0,2757.0,814.7,1.0881,110.046875,129.8125,150.875,137.9375,13002.0
2012-04-06 08:23:00,1.0235,1.5844,1.0053,1393.25,1.3064,122.63281200000002,0.012129000000000001,9670.0,9695.0,2757.25,815.1,1.0882,110.046875,129.796875,150.75,137.84375,13003.0
2012-04-06 08:24:00,1.0236,1.5843,1.0055,1392.75,1.3064,122.63281200000002,0.01213,9670.0,9695.0,2756.25,815.0,1.0882,110.03906200000002,129.796875,150.78125,137.90625,13001.0
2012-04-06 08:25:00,1.0237,1.5847,1.0054,1392.5,1.3065,122.625,0.012126000000000001,9670.0,9695.0,2756.75,815.0,1.0882,110.03906200000002,129.8125,150.78125,137.90625,12997.0
2012-04-06 08:26:00,1.0238,1.5848,1.0053,1392.5,1.3066,122.625,0.012125,9675.0,9695.0,2757.0,814.9,1.0881,110.03906200000002,129.78125,150.75,137.84375,13000.0
2012-04-06 08:27:00,1.0236,1.5847,1.0052,1393.0,1.3066,122.625,0.012125,9675.0,9695.0,2757.75,814.9,1.0881,110.03906200000002,129.78125,150.6875,137.78125,13000.0
2012-04-06 08:28:00,1.0236,1.5847,1.0051,1392.5,1.3067,122.625,0.012125,9680.0,9695.0,2758.0,815.0,1.0885,110.046875,129.78125,150.6875,137.8125,13001.0
2012-04-06 08:29:00,1.0239,1.5846,1.0052,1392.5,1.3068,122.640625,0.012121999999999999,9680.0,9695.0,2758.25,815.0,1.0885,110.046875,129.828125,150.78125,137.90625,13000.0
2012-04-06 08:30:00,1.0238,1.5845,1.0051,1392.5,1.3061,122.640625,0.012125,9675.0,9695.0,2758.25,814.8,1.0879,110.046875,129.8125,150.78125,137.875,13000.0
2012-04-06 08:31:00,1.0195,1.5852,1.0025,1383.5,1.3084,123.109375,0.012212,9625.0,9650.0,2740.0,808.2,1.0895,110.078125,130.78125,153.0,139.53125,12926.0
2012-04-06 08:32:00,1.0199,1.5855,1.0019,1378.75,1.3101,123.07031200000002,0.012246,9605.0,9650.0,2734.25,804.5,1.0911,110.08593700000002,130.671875,153.125,139.375,12883.0
2012-04-06 08:33:00,1.0207,1.587,1.001,1378.25,1.3103,123.0625,0.012244,9605.0,9620.0,2733.25,804.8,1.0912,110.08593700000002,130.703125,153.1875,139.375,12880.0
2012-04-06 08:34:00,1.0209,1.5865,1.001,1379.5,1.3102,122.99218700000002,0.012225,9610.0,9625.0,2735.0,805.1,1.0915,110.07031200000002,130.59375,153.0,139.25,12888.0
2012-04-06 08:35:00,1.0224,1.5853,1.0012,1380.0,1.309,122.96875,0.01223,9605.0,9630.0,2735.0,805.3,1.0902,110.07031200000002,130.578125,152.96875,139.25,12897.0
2012-04-06 08:36:00,1.0219,1.5848,1.0011,1381.0,1.3075,123.0625,0.012229,9610.0,9630.0,2737.0,805.7,1.089,110.08593700000002,130.6875,153.15625,139.375,12904.0
2012-04-06 08:37:00,1.0207,1.5856,1.0008,1380.25,1.3085,123.078125,0.012232,9595.0,9615.0,2735.75,805.1,1.09,110.08593700000002,130.71875,153.0625,139.375,12897.0
2012-04-06 08:38:00,1.0214,1.5871,1.0002,1379.0,1.3092,123.08593700000002,0.012240000000000001,9585.0,9615.0,2735.0,804.3,1.0906,110.08593700000002,130.734375,153.28125,139.46875,12885.0
2012-04-06 08:39:00,1.0218,1.5862,1.0005,1378.75,1.3091,123.09375,0.012242,9580.0,9595.0,2734.0,804.0,1.0906,110.078125,130.78125,153.46875,139.59375,12883.0
2012-04-06 08:40:00,1.0218,1.5864,1.0012,1378.5,1.3103,123.109375,0.012256,9575.0,9595.0,2734.0,803.7,1.0915,110.09375,130.8125,153.65625,139.65625,12886.0
2012-04-06 08:41:00,1.0234,1.5869,1.0015,1379.25,1.3103,123.14843700000002,0.012259,9560.0,9590.0,2734.75,804.0,1.0916,110.09375,130.90625,153.65625,139.71875,12888.0
2012-04-06 08:42:00,1.0239,1.587,1.0013,1378.75,1.3106,123.13281200000002,0.012291,9555.0,9580.0,2733.5,803.6,1.0917,110.09375,130.84375,153.5,139.59375,12885.0
2012-04-06 08:43:00,1.0244,1.5873,1.0016,1376.5,1.3113,123.14843700000002,0.012301000000000001,9550.0,9570.0,2727.75,802.4,1.0925,110.10156200000002,130.890625,153.625,139.6875,12867.0
2012-04-06 08:44:00,1.0255,1.587,1.0024,1376.25,1.3114,123.17968700000002,0.0123,9545.0,9565.0,2728.5,801.8,1.0925,110.109375,130.921875,153.53125,139.6875,12864.0
2012-04-06 08:45:00,1.0231,1.5868,1.001,1377.0,1.3114,123.19531200000002,0.012288,9540.0,9560.0,2729.0,801.4,1.0924,110.109375,130.96875,153.78125,139.78125,12873.0
2012-04-06 08:46:00,1.0233,1.5873,1.0009,1377.0,1.311,123.14843700000002,0.012291,9540.0,9555.0,2728.5,801.2,1.0921,110.10156200000002,130.90625,153.78125,139.75,12873.0
2012-04-06 08:47:00,1.0231,1.5865,1.0008,1377.0,1.3102,123.140625,0.012284999999999999,9555.0,9575.0,2729.0,801.2,1.0914,110.10156200000002,130.875,153.75,139.71875,12871.0
2012-04-06 08:48:00,1.0232,1.5865,1.0014,1377.0,1.3097,123.14843700000002,0.012281,9565.0,9575.0,2729.0,801.2,1.091,110.10156200000002,130.921875,153.8125,139.75,12870.0
2012-04-06 08:49:00,1.023,1.5867,1.0012,1377.25,1.3098,123.125,0.012272,9565.0,9585.0,2729.0,801.3,1.0909,110.10156200000002,130.859375,153.65625,139.6875,12873.0
2012-04-06 08:50:00,1.0218,1.5868,1.0008,1376.5,1.3093,123.125,0.012261,9565.0,9585.0,2728.25,801.2,1.0905,110.10156200000002,130.859375,153.6875,139.6875,12867.0
2012-04-06 08:51:00,1.0222,1.5868,1.0015,1376.5,1.3098,123.09375,0.012256,9560.0,9585.0,2727.25,801.0,1.0908,110.09375,130.8125,153.53125,139.59375,12865.0
2012-04-06 08:52:00,1.0224,1.5868,1.0015,1376.0,1.3099,123.10156200000002,0.01227,9560.0,9585.0,2726.5,800.5,1.0912,110.10156200000002,130.828125,153.59375,139.625,12860.0
2012-04-06 08:53:00,1.0229,1.587,1.0014,1375.25,1.3102,123.109375,0.012274,9555.0,9570.0,2726.5,800.2,1.0915,110.10156200000002,130.828125,153.59375,139.625,12857.0
2012-04-06 08:54:00,1.0236,1.5878,1.0018,1376.0,1.3109,123.109375,0.012279,9550.0,9565.0,2727.25,800.6,1.0923,110.10156200000002,130.84375,153.65625,139.65625,12861.0
2012-04-06 08:55:00,1.0234,1.5877,1.0017,1375.25,1.3108,123.140625,0.012281,9550.0,9565.0,2726.5,800.4,1.0921,110.109375,130.875,153.6875,139.71875,12856.0
2012-04-06 08:56:00,1.0234,1.588,1.0018,1374.5,1.3108,123.171875,0.012289,9550.0,9565.0,2725.25,799.7,1.0921,110.109375,130.9375,153.84375,139.8125,12850.0
2012-04-06 08:57:00,1.0225,1.5878,1.0017,1375.0,1.3103,123.16406200000002,0.012279,9550.0,9565.0,2723.75,799.8,1.0916,110.109375,130.890625,153.8125,139.75,12854.0
2012-04-06 08:58:00,1.0224,1.5874,1.001,1374.75,1.3101,123.140625,0.012274,9555.0,9570.0,2724.5,799.6,1.0915,110.10156200000002,130.875,153.78125,139.75,12852.0
2012-04-06 08:59:00,1.0228,1.5872,1.0009,1375.5,1.3106,123.140625,0.012282,9555.0,9575.0,2726.0,800.1,1.0921,110.109375,130.875,153.75,139.6875,12861.0
