,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-08-07 00:24:00,111.265625,0.836,36.68,1.6778,328.5,2848.0,0.9285,60.8,993.75,1.4365,114.53906200000002,100.55,46.6,0.010494,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.234375,25.95,496.5,9217.0,121.24,115.23,97.88,71.54,74.5,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.52,964.3,2.7245,1.9335,3.78,1254.0,2.0509,14.545,525.6
2009-08-07 00:25:00,111.265625,0.8359,36.68,1.6778,328.5,2848.0,0.9286,60.8,993.5,1.4365,114.53906200000002,100.55,46.55,0.010494,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.234375,25.95,496.5,9216.0,121.24,115.23,97.88,71.54,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.52,964.3,2.7245,1.9335,3.778,1254.0,2.0509,14.545,525.6
2009-08-07 00:26:00,111.265625,0.836,36.68,1.6779,328.5,2848.0,0.9286,60.8,993.5,1.4366,114.53906200000002,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.234375,25.95,496.5,9216.0,121.24,115.23,97.88,71.54,74.44,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.51,964.1,2.7245,1.9335,3.778,1254.0,2.0509,14.545,525.6
2009-08-07 00:27:00,111.265625,0.836,36.68,1.6781,328.5,2848.0,0.9285,60.8,993.75,1.4366,114.53906200000002,100.55,46.6,0.010487999999999999,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.234375,25.95,496.5,9218.0,121.24,115.23,97.88,71.54,74.47,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.52,964.3,2.7245,1.9335,3.778,1254.0,2.0509,14.545,525.6
2009-08-07 00:28:00,111.265625,0.8361,36.68,1.6785,328.5,2848.0,0.9285,60.8,993.5,1.4366,114.53906200000002,100.55,46.6,0.010490000000000001,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.65625,116.234375,25.95,496.5,9218.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.52,964.3,2.7245,1.9335,3.778,1254.0,2.0509,14.545,525.6
2009-08-07 00:29:00,111.265625,0.836,36.68,1.6785,328.75,2848.0,0.9286,60.8,993.5,1.4365,114.53906200000002,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.65625,116.234375,25.95,496.5,9218.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.51,964.2,2.7245,1.9335,3.778,1254.0,2.0509,14.545,525.6
2009-08-07 00:30:00,111.265625,0.8358,36.68,1.6786,328.75,2848.0,0.9286,60.8,993.5,1.4367,114.53906200000002,100.55,46.6,0.010493,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.65625,116.25,25.95,496.5,9215.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.52,964.2,2.7245,1.9335,3.778,1254.0,2.0509,14.55,525.6
2009-08-07 00:31:00,111.265625,0.8358,36.68,1.6788,328.75,2848.0,0.9287,60.8,993.5,1.4368,114.53906200000002,100.55,46.6,0.010493,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.265625,25.95,496.5,9215.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.54,964.0,2.7285,1.9335,3.781,1254.0,2.0509,14.55,525.6
2009-08-07 00:32:00,111.265625,0.8358,36.68,1.6786,328.75,2848.0,0.9287,60.8,993.75,1.4368,114.53906200000002,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9215.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.53,964.0,2.7294,1.9335,3.781,1254.0,2.0509,14.58,525.6
2009-08-07 00:33:00,111.265625,0.8358,36.68,1.6783,328.75,2848.0,0.9288,60.8,993.75,1.4365,114.546875,100.55,46.6,0.010491,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9215.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.53,964.0,2.7294,1.9335,3.78,1254.0,2.0509,14.57,525.6
2009-08-07 00:34:00,111.265625,0.8358,36.68,1.6782,328.75,2848.0,0.9287,60.8,993.5,1.4366,114.546875,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9216.0,121.24,115.23,97.88,71.54,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.53,964.0,2.7325,1.9335,3.781,1254.0,2.0509,14.57,525.6
2009-08-07 00:35:00,111.265625,0.8358,36.68,1.678,328.75,2848.0,0.9287,60.8,993.5,1.4366,114.546875,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9216.0,121.24,115.23,97.88,71.56,74.48,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.58,964.1,2.7335,1.9335,3.781,1254.0,2.0509,14.58,525.6
2009-08-07 00:36:00,111.265625,0.8358,36.68,1.6781,328.75,2848.0,0.9287,60.8,993.5,1.4366,114.546875,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9217.0,121.24,115.23,97.88,71.56,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.56,964.1,2.7335,1.9335,3.781,1254.0,2.0509,14.58,525.6
2009-08-07 00:37:00,111.265625,0.8358,36.68,1.6781,328.5,2848.0,0.9289,60.8,993.75,1.4366,114.546875,100.55,46.6,0.010493,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.9401,343.8,108.09375,115.671875,116.25,25.95,496.5,9217.0,121.24,115.23,97.88,71.56,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.55,964.2,2.7335,1.9335,3.781,1254.0,2.0509,14.58,525.6
2009-08-07 00:38:00,111.265625,0.8356,36.68,1.6778,329.25,2848.0,0.9287,60.8,993.75,1.4364,114.546875,100.55,46.6,0.010494,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.671875,116.25,25.95,496.5,9217.0,121.24,115.23,97.88,71.56,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.56,964.1,2.7305,1.9335,3.781,1254.0,2.0509,14.585,525.6
2009-08-07 00:39:00,111.265625,0.8356,36.68,1.6775,329.25,2848.0,0.9286,60.8,993.75,1.4363,114.546875,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.0,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.671875,116.25,25.95,496.5,9217.0,121.24,115.23,97.88,71.56,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.57,964.2,2.734,1.9335,3.782,1254.0,2.0509,14.585,525.6
2009-08-07 00:40:00,111.265625,0.8356,36.68,1.6776,329.25,2848.0,0.9285,60.8,993.75,1.4363,114.546875,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.671875,116.25,25.95,496.5,9218.0,121.24,115.23,97.88,71.56,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.57,964.2,2.734,1.9335,3.783,1254.0,2.0509,14.585,525.6
2009-08-07 00:41:00,111.265625,0.8356,36.68,1.6776,329.25,2848.0,0.9285,60.8,993.75,1.4362,114.53906200000002,100.55,46.6,0.010493,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.65625,116.234375,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.58,964.2,2.7325,1.9335,3.783,1254.0,2.0509,14.585,525.6
2009-08-07 00:42:00,111.265625,0.8356,36.68,1.6776,329.25,2848.0,0.9288,60.8,993.75,1.4363,114.53125,100.55,46.6,0.010493,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.65625,116.21875,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.6,964.0,2.7325,1.9335,3.785,1254.0,2.0509,14.58,525.6
2009-08-07 00:43:00,111.265625,0.8357,36.68,1.6776,329.25,2848.0,0.9288,60.8,993.5,1.4363,114.53125,100.55,46.6,0.010491,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.65625,116.21875,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.6,963.9,2.734,1.9335,3.785,1254.0,2.0509,14.58,525.6
2009-08-07 00:44:00,111.265625,0.8357,36.68,1.6776,329.25,2848.0,0.9288,60.8,993.75,1.4363,114.53125,100.55,46.6,0.010494,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.09375,115.65625,116.21875,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.6,963.7,2.733,1.9335,3.785,1254.0,2.0509,14.58,525.6
2009-08-07 00:45:00,111.265625,0.8357,36.68,1.6777,329.25,2848.0,0.9288,60.8,993.75,1.4363,114.53125,100.55,46.6,0.010495,134.3,526.0,88.75,10390.0,10380.0,1600.25,429.1,556.8,1077.75,19.93,0.94,343.8,108.08593700000002,115.640625,116.203125,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.64,963.9,2.7315,1.9335,3.785,1254.0,2.0509,14.575,525.6
2009-08-07 00:46:00,111.265625,0.8358,36.68,1.6781,329.25,2848.0,0.9289,60.8,993.75,1.4365,114.50781200000002,100.55,46.6,0.010492,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1077.75,19.93,0.94,343.8,108.08593700000002,115.625,116.171875,25.95,496.5,9218.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.64,963.7,2.7315,1.9335,3.785,1254.0,2.0509,14.565,525.6
2009-08-07 00:47:00,111.265625,0.8359,36.68,1.6782,329.25,2848.0,0.9289,60.8,994.0,1.4364,114.50781200000002,100.55,46.6,0.010489,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1077.75,19.93,0.9401,343.8,108.08593700000002,115.609375,116.171875,25.95,496.5,9219.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.63,963.4,2.7315,1.9335,3.785,1254.0,2.0509,14.565,525.6
2009-08-07 00:48:00,111.265625,0.8356,36.68,1.6776,329.25,2848.0,0.9287,60.8,994.0,1.4365,114.50781200000002,100.55,46.55,0.010490000000000001,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.609375,116.171875,25.95,496.5,9219.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.63,963.7,2.731,1.9335,3.785,1254.0,2.0509,14.555,525.6
2009-08-07 00:49:00,111.265625,0.8356,36.68,1.6777,329.5,2848.0,0.9287,60.8,994.0,1.4365,114.50781200000002,100.55,46.55,0.010489,134.3,526.0,88.75,10390.0,10380.0,1600.75,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.609375,116.171875,25.95,496.5,9221.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.63,963.6,2.731,1.9335,3.785,1254.0,2.0509,14.555,525.6
2009-08-07 00:50:00,111.265625,0.8356,36.68,1.6777,329.5,2848.0,0.9287,60.8,994.0,1.4365,114.52343700000002,100.55,46.55,0.010489,134.3,526.0,88.75,10390.0,10380.0,1600.75,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.625,116.203125,25.95,496.5,9221.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.62,963.5,2.7325,1.9335,3.784,1254.0,2.0509,14.555,525.6
2009-08-07 00:51:00,111.265625,0.8356,36.68,1.6777,329.5,2848.0,0.9287,60.8,993.5,1.4364,114.52343700000002,100.55,46.55,0.010490000000000001,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.625,116.1875,25.95,496.5,9219.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.64,963.6,2.729,1.9335,3.785,1254.0,2.0509,14.57,525.6
2009-08-07 00:52:00,111.265625,0.8356,36.68,1.6775,329.5,2848.0,0.9287,60.8,993.75,1.4366,114.52343700000002,100.55,46.55,0.010490000000000001,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.625,116.203125,25.95,496.5,9219.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.61,963.6,2.729,1.9335,3.786,1254.0,2.0509,14.57,525.6
2009-08-07 00:53:00,111.265625,0.8356,36.68,1.6775,329.5,2848.0,0.9287,60.8,993.75,1.4365,114.52343700000002,100.55,46.55,0.010491,134.3,526.0,88.75,10390.0,10380.0,1600.5,429.1,556.8,1075.75,19.93,0.94,343.8,108.08593700000002,115.640625,116.203125,25.95,496.5,9219.0,121.24,115.23,97.88,71.6,74.46,2649.0,107.78,1.9381,2.0439,1494.0,74.47,1748.0,71.62,963.6,2.733,1.9335,3.7889999999999997,1254.0,2.0509,14.57,525.6
