,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-07-03 00:13:00,0.953,66.72,1.9802,751.0,3261.0,0.9862,75.78,1264.75,1.582,110.75,112.2,71.125,0.009467,155.5,890.0,104.4,13195.0,13230.0,1819.5,684.5,669.1,1618.0,14.06,0.9858,433.1,105.71875,114.21875,116.109375,872.5,11215.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.22,943.8,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:14:00,0.953,66.72,1.9802,751.0,3261.0,0.9862,75.78,1264.75,1.582,110.75,112.2,71.125,0.009467,155.5,890.0,104.4,13195.0,13230.0,1819.25,684.5,669.1,1618.0,14.06,0.9858,433.1,105.71875,114.203125,116.109375,872.5,11218.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.22,943.8,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:15:00,0.953,66.72,1.9802,751.0,3261.0,0.986,75.78,1264.75,1.5821,110.75,112.2,71.125,0.009467,155.5,890.0,104.4,13195.0,13230.0,1819.25,684.5,669.1,1618.0,14.06,0.9858,433.1,105.71875,114.203125,116.109375,873.0,11219.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.25,943.8,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:16:00,0.9533,66.72,1.9802,751.0,3261.0,0.9862,75.78,1265.25,1.5821,110.75,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1819.75,684.5,669.1,1618.0,14.06,0.9858,433.1,105.72656200000002,114.203125,116.109375,873.0,11221.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.25,943.7,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:17:00,0.9533,66.72,1.9802,751.0,3261.0,0.9861,75.78,1265.25,1.582,110.75,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1819.75,684.5,669.1,1615.5,14.06,0.9858,433.1,105.72656200000002,114.203125,116.109375,873.0,11223.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.22,943.7,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:18:00,0.953,66.72,1.9803,751.0,3261.0,0.9861,75.78,1265.0,1.582,110.75,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1820.0,684.5,669.1,1617.25,14.06,0.9858,433.1,105.72656200000002,114.203125,116.109375,873.0,11223.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.22,943.7,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:19:00,0.953,66.72,1.9803,751.0,3261.0,0.9861,75.78,1265.25,1.582,110.75,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1820.25,684.5,669.1,1617.25,14.06,0.9858,433.1,105.72656200000002,114.203125,116.109375,874.75,11220.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.22,943.5,4.0165,4.09,13.5,2073.1,3.5603,18.385,404.0
2008-07-03 00:20:00,0.953,66.72,1.9802,751.0,3261.0,0.9861,75.78,1265.25,1.5821,110.75781200000002,112.2,71.125,0.009466,155.5,890.0,104.4,13195.0,13230.0,1821.75,684.5,669.1,1617.25,14.06,0.9858,433.1,105.72656200000002,114.21875,116.140625,874.75,11220.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.2,943.9,4.0165,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:21:00,0.953,66.72,1.9802,751.0,3261.0,0.9863,75.78,1265.25,1.582,110.75781200000002,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1820.25,684.5,669.1,1617.25,14.06,0.9857,433.1,105.72656200000002,114.21875,116.125,874.75,11220.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.24,943.9,4.0165,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:22:00,0.953,66.72,1.9802,751.0,3261.0,0.9863,75.78,1265.25,1.582,110.75781200000002,112.2,71.125,0.009462,155.5,890.0,104.4,13195.0,13230.0,1821.0,684.5,669.1,1615.5,14.06,0.9857,433.1,105.72656200000002,114.21875,116.125,874.75,11222.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.23,943.8,4.0165,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:23:00,0.953,66.72,1.9802,751.5,3261.0,0.9863,75.78,1265.25,1.582,110.75,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1821.0,684.5,669.1,1615.0,14.06,0.9857,433.1,105.72656200000002,114.21875,116.109375,874.75,11220.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.23,943.8,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:24:00,0.9531,66.72,1.9801,752.25,3261.0,0.9863,75.78,1265.25,1.5821,110.75,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.0,684.5,669.1,1615.0,14.06,0.9857,433.1,105.72656200000002,114.21875,116.109375,874.75,11223.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.19,943.8,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:25:00,0.9531,66.72,1.9801,752.25,3261.0,0.9863,75.78,1265.25,1.5821,110.75,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.0,684.5,669.1,1615.0,14.06,0.9857,433.1,105.71875,114.21875,116.109375,873.0,11218.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.19,943.7,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:26:00,0.9531,66.72,1.9801,752.25,3261.0,0.9863,75.78,1265.25,1.5821,110.75781200000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.25,684.5,669.1,1615.0,14.06,0.9857,433.1,105.72656200000002,114.234375,116.125,873.0,11222.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.19,943.7,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:27:00,0.9531,66.72,1.9801,752.25,3261.0,0.9864,75.78,1265.5,1.5822,110.75781200000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.0,684.5,669.1,1616.5,14.06,0.9857,433.1,105.72656200000002,114.21875,116.125,874.75,11222.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.21,943.6,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:28:00,0.9531,66.72,1.9803,752.25,3261.0,0.9864,75.78,1266.25,1.5824,110.75,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1822.0,684.5,669.1,1617.0,14.06,0.9857,433.1,105.72656200000002,114.203125,116.109375,874.75,11225.0,110.18,105.49,86.5,144.27,144.9,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.21,943.6,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:29:00,0.9531,66.72,1.9803,752.25,3261.0,0.9862,75.78,1266.0,1.5824,110.74218700000002,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1822.0,684.5,669.1,1617.0,14.06,0.9858,433.1,105.72656200000002,114.171875,116.09375,874.75,11229.0,110.18,105.49,86.5,144.27,144.93,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.24,943.8,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:30:00,0.9531,66.72,1.9803,752.25,3261.0,0.9862,75.78,1266.0,1.5826,110.74218700000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1822.0,684.5,669.1,1616.75,14.06,0.9858,433.1,105.71875,114.171875,116.09375,877.0,11228.0,110.18,105.49,86.5,144.27,144.97,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.23,943.9,4.02,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:31:00,0.9531,66.72,1.9803,752.25,3261.0,0.9862,75.78,1266.0,1.5826,110.74218700000002,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1822.0,684.5,669.1,1617.0,14.06,0.9858,433.1,105.71875,114.1875,116.09375,877.0,11222.0,110.18,105.49,86.5,144.26,145.12,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.25,944.0,4.0225,4.09,13.5,2073.1,3.5603,18.4,404.0
2008-07-03 00:32:00,0.9531,66.7,1.9802,752.25,3261.0,0.9863,75.78,1265.75,1.5826,110.74218700000002,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1821.5,684.5,669.1,1617.0,14.06,0.9859,433.1,105.71875,114.171875,116.109375,877.0,11222.0,110.18,105.49,86.5,144.31,145.21,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.32,944.0,4.0205,4.09,13.5,2073.1,3.5603,18.41,404.0
2008-07-03 00:33:00,0.9531,66.7,1.9803,752.25,3261.0,0.9864,75.78,1266.0,1.5826,110.74218700000002,112.2,71.125,0.009462,155.5,890.0,104.4,13195.0,13230.0,1821.25,684.5,669.1,1616.25,14.06,0.9859,433.1,105.71875,114.1875,116.078125,877.0,11226.0,110.18,105.49,86.5,144.32,145.25,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.3,944.0,4.0225,4.09,13.5,2073.1,3.5605,18.41,404.0
2008-07-03 00:34:00,0.9531,66.7,1.9803,752.25,3261.0,0.9864,75.78,1266.0,1.5826,110.74218700000002,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1821.25,684.5,669.1,1616.25,14.06,0.9858,433.1,105.71875,114.171875,116.046875,877.0,11227.0,110.18,105.49,86.5,144.32,145.25,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.3,944.1,4.0225,4.09,13.5,2073.1,3.5605,18.41,404.0
2008-07-03 00:35:00,0.9531,66.7,1.9803,752.25,3261.0,0.9862,75.78,1266.0,1.5826,110.74218700000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.25,684.5,669.1,1616.25,14.06,0.9858,433.1,105.71875,114.171875,116.046875,873.0,11227.0,110.18,105.49,86.5,144.32,145.24,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.3,944.1,4.0225,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:36:00,0.9532,66.7,1.9803,752.25,3261.0,0.9862,75.78,1266.0,1.5825,110.74218700000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.25,684.5,669.1,1616.25,14.06,0.9859,433.1,105.71875,114.171875,116.046875,873.0,11228.0,110.18,105.49,86.5,144.32,145.24,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.32,944.3,4.0225,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:37:00,0.9532,66.7,1.9802,751.75,3261.0,0.9863,75.78,1266.25,1.5824,110.74218700000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1821.75,684.5,669.1,1616.25,14.06,0.9858,433.1,105.71875,114.171875,116.046875,876.0,11230.0,110.18,105.49,86.5,144.4,145.36,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.39,944.2,4.0225,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:38:00,0.9532,66.7,1.9802,751.75,3261.0,0.9863,75.78,1266.0,1.5824,110.74218700000002,112.2,71.125,0.009464,155.5,890.0,104.4,13195.0,13230.0,1822.25,684.5,669.1,1616.25,14.06,0.9858,433.1,105.71875,114.171875,116.046875,873.0,11230.0,110.18,105.49,86.5,144.42,145.35,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.4,944.3,4.024,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:39:00,0.9532,66.7,1.9802,751.75,3261.0,0.9862,75.78,1266.5,1.5824,110.74218700000002,112.2,71.125,0.009465000000000001,155.5,890.0,104.4,13195.0,13230.0,1822.25,684.5,669.1,1616.25,14.06,0.9858,433.1,105.71875,114.171875,116.0625,875.75,11232.0,110.18,105.49,86.5,144.42,145.42,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.4,944.4,4.024,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:40:00,0.9528,66.7,1.9802,751.75,3261.0,0.9862,75.78,1267.0,1.5825,110.74218700000002,112.2,71.125,0.009466,155.5,890.0,104.4,13195.0,13230.0,1822.25,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.171875,116.0625,875.75,11234.0,110.18,105.49,86.5,144.42,145.42,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.4,944.5,4.028,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:41:00,0.9529,66.7,1.9802,751.75,3261.0,0.9862,75.78,1267.0,1.5823,110.74218700000002,112.2,71.125,0.009462,155.5,890.0,104.4,13195.0,13230.0,1822.25,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.171875,116.046875,875.75,11236.0,110.18,105.49,86.5,144.42,145.42,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.4,944.6,4.028,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:42:00,0.9529,66.7,1.98,751.75,3261.0,0.9863,75.78,1267.0,1.5821,110.74218700000002,112.2,71.125,0.009462,155.5,890.0,104.4,13195.0,13230.0,1822.5,684.5,669.1,1616.25,14.06,0.9856,433.1,105.71875,114.15625,116.046875,875.75,11234.0,110.18,105.49,86.5,144.42,145.51,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.39,944.6,4.028,4.09,13.5,2073.1,3.5605,18.43,404.0
2008-07-03 00:43:00,0.953,66.7,1.98,751.75,3261.0,0.9863,75.78,1267.0,1.5821,110.72656200000002,112.2,71.125,0.009462,155.5,890.0,104.4,13195.0,13230.0,1822.0,684.5,669.1,1616.25,14.06,0.9856,433.1,105.71875,114.15625,116.046875,876.0,11230.0,110.18,105.49,86.5,144.37,145.51,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.36,944.6,4.029,4.09,13.5,2073.1,3.5605,18.43,404.0
2008-07-03 00:44:00,0.9528,66.7,1.9799,751.0,3261.0,0.9863,75.78,1267.25,1.582,110.734375,112.2,71.125,0.009461,155.5,890.0,104.4,13195.0,13230.0,1822.75,684.5,669.1,1616.25,14.06,0.9855,433.1,105.71875,114.15625,116.046875,874.25,11233.0,110.18,105.49,86.5,144.37,145.36,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.36,944.5,4.0305,4.09,13.5,2073.1,3.5605,18.43,404.0
2008-07-03 00:45:00,0.9528,66.7,1.9799,751.0,3261.0,0.9863,75.78,1267.25,1.5821,110.734375,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1822.75,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.15625,116.046875,874.25,11235.0,110.18,105.49,86.5,144.37,145.36,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.35,944.5,4.0325,4.09,13.5,2073.1,3.5605,18.425,404.0
2008-07-03 00:46:00,0.953,66.7,1.9799,751.0,3261.0,0.986,75.78,1267.25,1.582,110.734375,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1823.25,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.15625,116.046875,874.25,11235.0,110.18,105.49,86.5,144.37,145.36,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.34,944.6,4.033,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:47:00,0.953,66.7,1.9799,751.0,3261.0,0.9859,75.78,1267.0,1.582,110.734375,112.2,71.125,0.009463,155.5,890.0,104.4,13195.0,13230.0,1823.25,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.15625,116.046875,874.25,11235.0,110.18,105.49,86.5,144.37,145.39,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.31,944.6,4.0325,4.09,13.5,2073.1,3.5605,18.42,404.0
2008-07-03 00:48:00,0.9529,66.7,1.9799,750.5,3261.0,0.9859,75.78,1267.0,1.5819,110.734375,112.2,71.125,0.009461,155.5,890.0,104.4,13195.0,13230.0,1822.75,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.171875,116.078125,874.25,11237.0,110.18,105.49,86.5,144.37,145.35,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.33,944.6,4.0345,4.0937,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:49:00,0.9526,66.7,1.9799,750.5,3261.0,0.9859,75.78,1267.0,1.5818,110.74218700000002,112.2,71.125,0.00946,155.5,894.25,104.4,13195.0,13230.0,1822.75,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.15625,116.078125,874.25,11237.0,110.18,105.49,86.5,144.37,145.35,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.35,944.4,4.034,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:50:00,0.9527,66.7,1.9799,750.5,3261.0,0.9858,75.78,1267.0,1.5816,110.74218700000002,112.2,71.125,0.009462,155.5,894.25,104.4,13195.0,13230.0,1822.75,684.5,669.1,1616.25,14.06,0.9857,433.1,105.71875,114.15625,116.046875,874.25,11232.0,110.18,105.49,86.5,144.42,145.4,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.33,944.2,4.0355,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:51:00,0.9527,66.7,1.9799,750.5,3261.0,0.9858,75.78,1267.0,1.5817,110.734375,112.2,71.125,0.009459,155.5,894.25,104.4,13195.0,13230.0,1822.5,684.5,669.1,1616.25,14.06,0.9854,433.1,105.71875,114.15625,116.046875,874.25,11232.0,110.18,105.49,86.5,144.43,145.55,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.47,944.8,4.0355,4.09,13.5,2073.1,3.5605,18.415,404.0
2008-07-03 00:52:00,0.9527,66.7,1.9799,750.5,3261.0,0.9858,75.78,1266.75,1.5817,110.734375,112.2,71.125,0.009457,155.5,894.25,104.4,13195.0,13230.0,1822.5,684.5,669.1,1616.25,14.06,0.9854,433.1,105.71875,114.15625,116.046875,874.5,11232.0,110.18,105.49,86.5,144.43,145.45,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.41,944.5,4.033,4.09,13.5,2073.1,3.561,18.415,404.0
2008-07-03 00:53:00,0.9527,66.7,1.9799,751.5,3261.0,0.9858,75.78,1267.0,1.5817,110.734375,112.2,71.125,0.009457,155.5,894.25,104.4,13195.0,13230.0,1822.5,684.5,669.1,1616.25,14.06,0.9853,433.1,105.71875,114.15625,116.046875,874.5,11236.0,110.18,105.49,86.5,144.41,145.51,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.41,944.4,4.034,4.09,13.51,2073.1,3.561,18.42,404.0
2008-07-03 00:54:00,0.9527,66.7,1.9799,751.75,3261.0,0.9857,75.78,1266.75,1.5817,110.74218700000002,112.2,71.125,0.009459,155.5,894.25,104.4,13195.0,13230.0,1822.5,684.5,669.1,1615.25,14.06,0.9852,433.1,105.71875,114.15625,116.046875,874.0,11236.0,110.18,105.49,86.5,144.41,145.58,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.46,944.4,4.032,4.09,13.51,2073.1,3.561,18.43,404.0
2008-07-03 00:55:00,0.9527,66.7,1.9794,751.75,3261.0,0.9857,75.78,1267.0,1.5815,110.74218700000002,112.2,71.125,0.00946,155.5,894.25,104.4,13195.0,13230.0,1822.5,684.5,669.1,1615.25,14.06,0.9852,433.1,105.71875,114.171875,116.046875,874.0,11231.0,110.18,105.49,86.5,144.41,145.58,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.46,944.5,4.032,4.09,13.51,2073.1,3.561,18.43,404.0
2008-07-03 00:56:00,0.9527,66.7,1.9791,751.75,3261.0,0.9858,75.78,1266.75,1.5811,110.74218700000002,112.2,71.125,0.009458,155.5,894.25,104.4,13195.0,13230.0,1822.25,684.5,669.1,1615.25,14.06,0.9852,433.1,105.71875,114.171875,116.046875,874.0,11236.0,110.18,105.49,86.5,144.41,145.56,3297.0,102.205,41059.0,35510.0,146.08,1785.0,144.45,944.2,4.032,4.09,13.51,2073.1,3.561,18.43,404.0
