,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2016-02-05 02:15:00,0.7179,31.36,1.4562,368.75,2767.0,0.7287,60.51,1904.0,1.1206,121.1796875,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16715.0,16740.0,4147.0,468.2,1008.0,877.0,13.01,1.0071,268.3,140.734375,109.453125,130.46875,168.6875,163.25,23.1,472.0,16299.0,163.88,132.51,164.44,31.62,34.26,2897.0,111.825,29.5,312.75,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.62,1155.3,2.1125,1.0676,2.026,905.1,1.0195,14.84,394.6
2016-02-05 02:16:00,0.7178,31.36,1.4562,368.75,2767.0,0.7287,60.51,1903.5,1.1206,121.1796875,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16715.0,16740.0,4146.5,468.2,1008.0,877.0,13.01,1.0073,268.3,140.765625,109.453125,130.46875,168.6875,163.28125,23.1,472.0,16297.0,163.86,132.51,164.42,31.62,34.25,2899.0,111.825,29.5,312.75,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.61,1155.6,2.112,1.0676,2.026,905.0,1.0195,14.84,394.6
2016-02-05 02:17:00,0.7178,31.36,1.4562,368.75,2767.0,0.7287,60.51,1904.0,1.12095,121.1796875,155.45,70.25,0.0085685,125.8,460.0,135.1,1577.2,16730.0,16760.0,4147.0,468.2,1008.0,877.25,13.01,1.0075,268.4,140.765625,109.453125,130.46875,168.6875,163.28125,23.1,472.0,16302.0,163.88,132.51,164.44,31.62,34.27,2898.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.73,34.34,1974.0,31.64,1155.6,2.1125,1.0676,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:18:00,0.7178,31.36,1.4564,368.75,2767.0,0.7287,60.51,1904.25,1.12095,121.1875,155.45,70.25,0.008569,125.8,460.0,135.1,1577.2,16725.0,16760.0,4147.5,468.2,1008.0,877.5,13.01,1.0074,268.4,140.765625,109.453125,130.484375,168.75,163.28125,23.1,472.0,16302.0,163.91,132.52,164.52,31.62,34.27,2899.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.74,34.34,1974.0,31.64,1155.5,2.1125,1.0674,2.026,905.0,1.0194,14.845,394.6
2016-02-05 02:19:00,0.7178,31.37,1.4568,368.75,2767.0,0.7287,60.51,1904.25,1.1207,121.1875,155.45,70.25,0.008568000000000001,125.8,460.0,135.1,1577.2,16730.0,16760.0,4148.25,468.2,1008.0,877.5,13.01,1.0073,268.4,140.765625,109.453125,130.46875,168.71875,163.28125,23.1,472.0,16302.0,163.88,132.52,164.48,31.62,34.27,2900.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.73,34.34,1974.0,31.64,1155.3,2.1125,1.0674,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:20:00,0.7177,31.37,1.4568,368.75,2767.0,0.7288,60.51,1904.25,1.1208,121.1875,155.45,70.25,0.0085685,125.8,460.0,135.1,1577.2,16730.0,16755.0,4148.25,468.2,1008.4,877.5,13.01,1.0072,268.4,140.765625,109.453125,130.484375,168.71875,163.28125,23.1,472.0,16301.0,163.87,132.53,164.44,31.62,34.28,2899.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.64,1155.3,2.1125,1.0674,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:21:00,0.7177,31.37,1.4561,368.75,2767.0,0.7288,60.51,1904.25,1.12095,121.1796875,155.45,70.25,0.008569,125.8,460.0,135.1,1577.2,16730.0,16755.0,4148.25,468.2,1008.2,877.5,13.01,1.0072,268.4,140.765625,109.453125,130.46875,168.6875,163.25,23.1,472.0,16301.0,163.87,132.51,164.38,31.62,34.27,2900.0,111.825,29.5,313.25,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.63,1155.4,2.1135,1.0674,2.026,905.0,1.0194,14.835,394.6
2016-02-05 02:22:00,0.7178,31.37,1.4556,368.75,2767.0,0.7288,60.5,1904.5,1.1208,121.1796875,155.45,70.25,0.0085685,125.8,460.0,135.1,1577.2,16725.0,16755.0,4148.25,468.2,1008.2,877.5,13.01,1.0072,268.4,140.765625,109.453125,130.46875,168.6875,163.25,23.1,472.0,16303.0,163.87,132.51,164.4,31.65,34.28,2900.0,111.825,29.5,313.25,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.66,1155.5,2.114,1.0674,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:23:00,0.7178,31.37,1.4554,368.75,2767.0,0.7288,60.57,1904.25,1.12065,121.1796875,155.45,70.25,0.0085685,125.8,460.0,135.1,1577.2,16725.0,16755.0,4148.0,468.4,1008.2,877.5,13.01,1.0072,268.4,140.765625,109.453125,130.46875,168.6875,163.28125,23.1,472.0,16303.0,163.87,132.51,164.38,31.65,34.28,2900.0,111.825,29.5,313.25,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.66,1155.4,2.114,1.0674,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:24:00,0.7177,31.4,1.4553,369.0,2767.0,0.7286,60.57,1904.25,1.12055,121.1796875,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16730.0,16755.0,4148.25,468.4,1008.2,877.5,13.01,1.0071,268.4,140.765625,109.453125,130.46875,168.6875,163.28125,23.1,472.0,16304.0,163.86,132.51,164.38,31.65,34.28,2900.0,111.825,29.5,313.25,1.0787,1.021,1441.0,154.72,34.34,1974.0,31.66,1155.5,2.1135,1.0674,2.026,905.0,1.0194,14.84,394.6
2016-02-05 02:25:00,0.7174,31.41,1.4554,369.0,2767.0,0.7286,60.55,1905.0,1.1203,121.171875,155.45,70.25,0.008565999999999999,125.8,460.0,135.1,1577.2,16740.0,16765.0,4149.0,468.4,1008.6,877.5,13.01,1.007,268.4,140.765625,109.453125,130.453125,168.65625,163.21875,23.1,472.0,16309.0,163.86,132.51,164.42,31.65,34.31,2901.0,111.825,29.5,313.25,1.0787,1.021,1441.0,154.73,34.34,1974.0,31.66,1155.4,2.114,1.0683,2.026,905.2,1.0205,14.84,394.6
2016-02-05 02:26:00,0.7173,31.44,1.4554,369.0,2767.0,0.7285,60.55,1904.75,1.12025,121.171875,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16740.0,16765.0,4149.25,468.4,1008.4,878.0,13.01,1.007,268.4,140.765625,109.4453125,130.46875,168.65625,163.25,23.1,472.25,16305.0,163.86,132.51,164.38,31.65,34.3,2901.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.74,34.34,1974.0,31.66,1155.3,2.1145,1.0683,2.026,905.2,1.0205,14.84,394.6
2016-02-05 02:27:00,0.7173,31.43,1.4556,369.0,2767.0,0.7284,60.55,1904.75,1.12035,121.171875,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16730.0,16765.0,4149.25,468.4,1008.4,877.5,13.01,1.007,268.4,140.765625,109.4453125,130.453125,168.65625,163.21875,23.1,472.25,16305.0,163.84,132.51,164.34,31.65,34.27,2902.0,111.83,29.5,313.0,1.0787,1.021,1441.0,154.73,34.34,1974.0,31.63,1155.3,2.114,1.0674,2.026,905.2,1.0196,14.84,394.6
2016-02-05 02:28:00,0.7173,31.41,1.4556,369.0,2767.0,0.7284,60.55,1904.75,1.1203,121.1640625,155.45,70.25,0.008565999999999999,125.8,460.0,135.1,1577.2,16735.0,16765.0,4149.25,468.4,1008.4,877.5,13.01,1.007,268.4,140.734375,109.4453125,130.453125,168.625,163.1875,23.1,472.25,16308.0,163.83,132.5,164.3,31.65,34.27,2902.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.71,34.34,1974.0,31.63,1155.3,2.1145,1.0674,2.026,905.2,1.0196,14.845,394.6
2016-02-05 02:29:00,0.7173,31.41,1.4549,369.0,2767.0,0.7284,60.55,1904.5,1.12055,121.1640625,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16730.0,16760.0,4148.0,468.4,1008.4,877.5,13.01,1.0071,268.4,140.734375,109.4453125,130.453125,168.625,163.1875,23.1,472.25,16302.0,163.82,132.5,164.36,31.65,34.27,2901.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.71,34.34,1974.0,31.63,1155.4,2.1145,1.0674,2.025,905.0,1.0196,14.845,394.6
2016-02-05 02:30:00,0.7173,31.41,1.4549,369.0,2767.0,0.7284,60.55,1904.25,1.1207,121.1640625,155.45,70.25,0.008568000000000001,125.8,460.0,135.1,1577.2,16725.0,16755.0,4147.75,468.4,1008.4,877.5,13.01,1.0073,268.4,140.734375,109.4453125,130.453125,168.625,163.21875,23.15,472.25,16303.0,163.81,132.5,164.36,31.65,34.26,2901.0,111.825,29.5,312.75,1.0787,1.021,1441.0,154.67,34.24,1974.0,31.61,1155.5,2.1145,1.0674,2.026,905.5,1.0198,14.85,394.6
2016-02-05 02:31:00,0.7172,31.41,1.4549,369.0,2767.0,0.7283,60.55,1904.25,1.12055,121.1640625,155.45,70.25,0.008568000000000001,125.8,460.0,135.1,1577.2,16725.0,16755.0,4147.5,468.4,1008.4,877.5,13.01,1.0071,268.4,140.734375,109.4453125,130.4375,168.59375,163.1875,23.15,472.25,16300.0,163.79,132.49,164.3,31.58,34.2,2901.0,111.825,29.5,312.25,1.0787,1.021,1441.0,154.65,34.24,1974.0,31.56,1155.5,2.116,1.0651,2.023,905.7,1.0178,14.85,394.6
2016-02-05 02:32:00,0.7171,31.4,1.455,369.0,2767.0,0.7283,60.55,1904.5,1.1205,121.1640625,155.45,70.25,0.008568000000000001,125.8,460.0,135.1,1577.2,16730.0,16755.0,4148.25,468.4,1008.1,877.5,13.01,1.0072,268.4,140.734375,109.4453125,130.453125,168.625,163.21875,23.15,472.25,16303.0,163.82,132.51,164.32,31.56,34.19,2901.0,111.825,29.5,312.25,1.0787,1.021,1441.0,154.68,34.24,1974.0,31.56,1155.3,2.116,1.0651,2.023,906.0,1.0178,14.85,394.6
2016-02-05 02:33:00,0.7171,31.42,1.4551,369.0,2767.0,0.7282,60.55,1904.25,1.12055,121.1640625,155.45,70.25,0.008568000000000001,125.8,460.0,135.1,1577.2,16725.0,16755.0,4147.25,468.2,1008.2,877.5,13.01,1.0071,268.4,140.734375,109.4453125,130.453125,168.59375,163.1875,23.15,472.25,16302.0,163.85,132.51,164.36,31.56,34.19,2901.0,111.825,29.5,312.25,1.0787,1.021,1441.0,154.69,34.24,1974.0,31.56,1155.3,2.116,1.065,2.024,906.0,1.017,14.845,394.6
2016-02-05 02:34:00,0.7171,31.41,1.4548,369.0,2767.0,0.7282,60.55,1903.5,1.1205,121.171875,155.45,70.25,0.00857,125.8,460.0,135.1,1577.2,16700.0,16730.0,4145.5,468.2,1007.6,877.5,13.01,1.0073,268.3,140.734375,109.4453125,130.453125,168.625,163.21875,23.15,472.25,16295.0,163.87,132.52,164.36,31.49,34.14,2899.0,111.825,29.5,312.0,1.0787,1.021,1441.0,154.7,34.12,1974.0,31.53,1155.4,2.116,1.0637,2.024,906.0,1.0153,14.85,394.6
2016-02-05 02:35:00,0.7171,31.42,1.4533,369.0,2767.0,0.728,60.55,1903.0,1.1204,121.171875,155.45,70.25,0.008569499999999999,125.8,460.0,135.1,1577.2,16695.0,16725.0,4144.5,468.2,1007.4,877.5,13.01,1.0071,268.3,140.734375,109.4453125,130.46875,168.625,163.21875,23.15,472.25,16295.0,163.84,132.51,164.36,31.53,34.12,2899.0,111.825,29.5,312.0,1.0787,1.021,1441.0,154.71,34.14,1974.0,31.51,1155.5,2.116,1.0634,2.024,906.0,1.0153,14.85,394.6
2016-02-05 02:36:00,0.7169,31.4,1.4517,369.0,2767.0,0.7279,60.55,1902.75,1.1202,121.171875,155.45,70.25,0.008569499999999999,125.8,460.0,135.1,1577.2,16690.0,16715.0,4143.25,468.2,1007.2,877.5,13.01,1.0069,268.3,140.734375,109.4453125,130.46875,168.65625,163.25,23.2,472.25,16290.0,163.86,132.51,164.42,31.47,34.12,2897.0,111.825,29.5,312.0,1.0787,1.021,1441.0,154.73,34.14,1974.0,31.49,1155.2,2.1145,1.0636,2.024,905.1,1.0153,14.85,394.6
2016-02-05 02:37:00,0.7169,31.4,1.4525,369.0,2767.0,0.728,60.55,1902.75,1.12015,121.171875,155.45,70.25,0.008569499999999999,125.8,460.0,135.1,1577.2,16690.0,16725.0,4143.75,468.2,1007.2,877.5,13.01,1.0069,268.4,140.734375,109.4453125,130.453125,168.625,163.21875,23.2,472.25,16291.0,163.85,132.51,164.4,31.53,34.18,2897.0,111.83,29.5,312.5,1.0787,1.021,1441.0,154.73,34.14,1974.0,31.55,1155.2,2.115,1.0646,2.025,905.1,1.0153,14.85,394.6
2016-02-05 02:38:00,0.7167,31.4,1.4524,369.0,2767.0,0.7281,60.55,1903.5,1.11995,121.171875,155.45,70.25,0.008565000000000001,125.8,460.0,135.1,1577.2,16710.0,16740.0,4145.5,468.2,1007.2,877.5,13.01,1.0068,268.4,140.734375,109.4453125,130.4375,168.59375,163.21875,23.2,472.25,16297.0,163.84,132.51,164.36,31.53,34.19,2899.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.72,34.14,1974.0,31.55,1155.2,2.116,1.0655,2.025,904.9,1.018,14.84,394.6
2016-02-05 02:39:00,0.7167,31.4,1.4525,369.0,2767.0,0.728,60.55,1903.0,1.1203,121.171875,155.45,70.25,0.0085655,125.8,460.0,135.1,1577.2,16700.0,16730.0,4144.5,468.2,1007.7,877.5,13.01,1.0068,268.4,140.734375,109.4453125,130.453125,168.625,163.21875,23.2,472.25,16293.0,163.86,132.52,164.36,31.53,34.19,2899.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.73,34.14,1974.0,31.56,1155.0,2.116,1.0663,2.025,905.0,1.018,14.84,394.6
2016-02-05 02:40:00,0.7168,31.4,1.4526,369.0,2767.0,0.728,60.54,1902.5,1.12045,121.171875,155.45,70.25,0.0085655,125.8,460.0,135.1,1577.2,16695.0,16730.0,4143.75,468.2,1007.7,877.5,13.01,1.0069,268.4,140.734375,109.4453125,130.453125,168.59375,163.1875,23.2,472.25,16289.0,163.84,132.51,164.34,31.53,34.18,2897.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.71,34.14,1974.0,31.55,1155.1,2.1155,1.0656,2.025,905.0,1.0164,14.845,394.6
2016-02-05 02:41:00,0.7168,31.41,1.4527,369.0,2767.0,0.728,60.54,1903.75,1.11985,121.15625,155.45,70.25,0.0085625,125.8,460.0,135.1,1577.2,16715.0,16750.0,4146.75,468.2,1007.9,877.5,13.01,1.0066,268.5,140.71875,109.4375,130.421875,168.53125,163.125,23.2,472.25,16300.0,163.79,132.5,164.26,31.57,34.22,2901.0,111.83,29.5,312.75,1.0787,1.021,1441.0,154.68,34.23,1974.0,31.59,1154.9,2.1165,1.0658,2.025,904.6,1.0164,14.84,394.6
2016-02-05 02:42:00,0.7169,31.42,1.4527,369.0,2767.0,0.7281,60.54,1903.5,1.11975,121.15625,155.45,70.25,0.0085645,125.8,460.0,135.1,1577.2,16710.0,16750.0,4145.5,468.2,1007.9,877.75,13.01,1.0066,268.5,140.71875,109.4375,130.4375,168.53125,163.15625,23.2,472.25,16295.0,163.82,132.51,164.32,31.56,34.22,2899.0,111.83,29.5,313.0,1.0787,1.021,1441.0,154.7,34.23,1974.0,31.57,1155.1,2.1135,1.0658,2.024,904.6,1.0164,14.84,394.6
2016-02-05 02:43:00,0.717,31.42,1.4534,369.0,2767.0,0.728,60.52,1903.25,1.12025,121.1640625,155.45,70.25,0.008566500000000001,125.8,460.0,135.1,1577.2,16710.0,16740.0,4145.5,468.2,1007.9,877.75,13.01,1.007,268.4,140.71875,109.4375,130.4375,168.59375,163.1875,23.2,472.25,16293.0,163.83,132.51,164.36,31.56,34.22,2900.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.72,34.23,1974.0,31.58,1155.2,2.1125,1.0669,2.026,904.6,1.0164,14.845,394.6
2016-02-05 02:44:00,0.717,31.43,1.4533,369.0,2767.0,0.728,60.52,1903.0,1.1202,121.1640625,155.45,70.25,0.008566500000000001,125.8,460.0,135.1,1577.2,16710.0,16745.0,4144.25,468.2,1007.3,877.5,13.01,1.0068,268.4,140.71875,109.4375,130.4375,168.59375,163.1875,23.2,472.25,16291.0,163.83,132.51,164.34,31.56,34.21,2899.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.71,34.23,1974.0,31.57,1155.2,2.113,1.0669,2.026,904.6,1.0164,14.845,394.6
2016-02-05 02:45:00,0.717,31.4,1.4529,369.0,2767.0,0.7279,60.52,1903.0,1.1203,121.1640625,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16705.0,16735.0,4145.0,468.2,1007.5,877.5,13.01,1.0071,268.4,140.71875,109.4296875,130.4375,168.59375,163.1875,23.2,472.25,16290.0,163.83,132.51,164.34,31.57,34.21,2899.0,111.83,29.5,313.25,1.0787,1.021,1441.0,154.71,34.23,1974.0,31.57,1155.3,2.113,1.0669,2.026,904.6,1.0164,14.85,394.6
2016-02-05 02:46:00,0.7169,31.4,1.4529,369.0,2767.0,0.7277,60.54,1903.5,1.12025,121.1640625,155.45,70.25,0.008565999999999999,125.8,460.0,135.1,1577.2,16705.0,16740.0,4145.5,468.2,1007.5,877.5,13.01,1.007,268.4,140.71875,109.4375,130.453125,168.59375,163.1875,23.2,472.25,16294.0,163.83,132.51,164.3,31.57,34.19,2899.0,111.83,29.5,313.0,1.0787,1.021,1441.0,154.71,34.23,1974.0,31.56,1155.3,2.113,1.0669,2.025,904.6,1.0164,14.845,394.6
2016-02-05 02:47:00,0.7169,31.42,1.453,369.0,2767.0,0.7278,60.54,1904.0,1.12025,121.15625,155.45,70.25,0.008565000000000001,125.8,460.0,135.1,1577.2,16725.0,16755.0,4147.25,468.2,1008.2,877.75,13.01,1.007,268.4,140.71875,109.4375,130.4375,168.59375,163.1875,23.2,472.25,16300.0,163.8,132.51,164.26,31.6,34.23,2902.0,111.83,29.5,313.0,1.0787,1.021,1441.0,154.68,34.23,1974.0,31.6,1155.1,2.1135,1.0669,2.026,904.6,1.0186,14.845,394.6
2016-02-05 02:48:00,0.7169,31.42,1.453,369.0,2767.0,0.7279,60.51,1904.0,1.1203,121.15625,155.45,70.25,0.0085645,125.8,460.0,135.1,1577.2,16735.0,16765.0,4147.5,468.2,1008.2,877.75,13.01,1.0069,268.4,140.703125,109.4375,130.421875,168.53125,163.15625,23.2,472.25,16300.0,163.77,132.5,164.22,31.6,34.25,2901.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.66,34.23,1974.0,31.63,1155.0,2.1135,1.0646,2.025,904.6,1.0195,14.845,394.6
2016-02-05 02:49:00,0.7169,31.42,1.4529,369.25,2767.0,0.7279,60.49,1903.5,1.12045,121.1640625,155.45,70.25,0.0085655,125.8,460.0,135.1,1577.2,16725.0,16765.0,4146.0,468.2,1008.1,877.75,13.01,1.0069,268.4,140.703125,109.4375,130.4375,168.5625,163.15625,23.15,472.25,16294.0,163.79,132.5,164.24,31.6,34.22,2900.0,111.83,29.5,313.0,1.0787,1.021,1441.0,154.67,34.23,1974.0,31.6,1155.0,2.1135,1.0646,2.024,904.6,1.0196,14.845,394.6
2016-02-05 02:50:00,0.7169,31.4,1.4528,369.25,2767.0,0.7279,60.48,1903.25,1.1205,121.1640625,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16715.0,16745.0,4144.75,468.2,1007.7,877.75,13.01,1.0072,268.4,140.703125,109.4375,130.453125,168.59375,163.1875,23.15,472.25,16293.0,163.79,132.5,164.28,31.59,34.23,2898.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.68,34.23,1974.0,31.6,1155.0,2.1125,1.0646,2.023,904.6,1.0194,14.85,394.6
2016-02-05 02:51:00,0.717,31.4,1.4531,369.25,2767.0,0.7278,60.48,1903.0,1.1207,121.1640625,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16710.0,16740.0,4144.25,468.2,1007.7,877.75,13.01,1.0074,268.4,140.703125,109.4375,130.4375,168.59375,163.1875,23.15,472.25,16292.0,163.79,132.51,164.26,31.59,34.21,2898.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.68,34.23,1974.0,31.59,1155.4,2.113,1.0659,2.025,904.6,1.0194,14.85,394.6
2016-02-05 02:52:00,0.717,31.4,1.4529,369.25,2767.0,0.7279,60.47,1903.0,1.1206,121.1640625,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16705.0,16735.0,4143.75,468.2,1007.7,877.5,13.01,1.007,268.5,140.703125,109.4375,130.453125,168.59375,163.21875,23.2,472.25,16289.0,163.79,132.51,164.26,31.59,34.23,2899.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.68,34.23,1974.0,31.6,1155.2,2.1125,1.0659,2.024,904.6,1.0194,14.85,394.6
2016-02-05 02:53:00,0.717,31.41,1.4528,369.25,2767.0,0.7279,60.47,1903.25,1.12055,121.1640625,155.45,70.25,0.008565999999999999,125.8,460.0,135.1,1577.2,16710.0,16735.0,4144.75,468.2,1007.7,877.5,13.01,1.007,268.5,140.734375,109.4375,130.453125,168.59375,163.21875,23.2,472.25,16292.0,163.79,132.51,164.26,31.59,34.21,2900.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.67,34.23,1974.0,31.59,1155.2,2.1125,1.0659,2.025,904.4,1.0194,14.855,394.6
2016-02-05 02:54:00,0.7168,31.41,1.4526,369.25,2767.0,0.7279,60.47,1903.25,1.12025,121.1640625,155.45,70.25,0.0085655,125.8,460.0,135.1,1577.2,16710.0,16745.0,4145.25,468.2,1007.9,877.5,13.01,1.0069,268.5,140.734375,109.4375,130.453125,168.59375,163.21875,23.2,472.25,16293.0,163.78,132.5,164.24,31.59,34.22,2901.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.66,34.23,1974.0,31.6,1155.2,2.113,1.0659,2.025,904.4,1.0194,14.85,394.6
2016-02-05 02:55:00,0.7165,31.4,1.4516,369.25,2767.0,0.7278,60.47,1903.5,1.12,121.1640625,155.45,70.25,0.008565000000000001,125.8,460.0,135.1,1577.2,16720.0,16745.0,4145.75,468.2,1007.9,877.5,13.01,1.0068,268.4,140.734375,109.4296875,130.453125,168.59375,163.21875,23.2,472.25,16297.0,163.78,132.51,164.24,31.59,34.22,2901.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.67,34.23,1974.0,31.59,1155.0,2.1115,1.0664,2.026,904.3,1.0194,14.85,394.6
2016-02-05 02:56:00,0.7168,31.4,1.4521,369.25,2767.0,0.7278,60.46,1904.0,1.12035,121.15625,155.45,70.25,0.008566500000000001,125.8,460.0,135.1,1577.2,16720.0,16750.0,4146.25,468.2,1008.3,877.5,13.01,1.0072,268.4,140.734375,109.4296875,130.4375,168.59375,163.1875,23.2,472.25,16299.0,163.77,132.5,164.18,31.6,34.22,2902.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.66,34.23,1974.0,31.6,1155.2,2.111,1.0659,2.026,904.2,1.0194,14.85,394.6
2016-02-05 02:57:00,0.7168,31.4,1.4524,369.25,2767.0,0.7278,60.46,1904.25,1.1205,121.1640625,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16725.0,16760.0,4147.75,468.2,1008.3,877.5,13.01,1.0076,268.4,140.734375,109.4296875,130.4375,168.5625,163.15625,23.2,472.25,16301.0,163.77,132.5,164.2,31.6,34.23,2903.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.65,34.23,1974.0,31.62,1155.1,2.1115,1.0659,2.025,904.5,1.0194,14.85,394.6
2016-02-05 02:58:00,0.7168,31.4,1.4523,369.25,2767.0,0.728,60.47,1904.75,1.12015,121.1640625,155.45,70.25,0.0085655,125.8,460.0,135.1,1577.2,16735.0,16760.0,4149.75,468.2,1008.8,877.75,13.01,1.0073,268.4,140.71875,109.4296875,130.4375,168.53125,163.15625,23.2,472.25,16306.0,163.75,132.49,164.18,31.6,34.27,2905.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.64,34.23,1974.0,31.65,1154.9,2.1125,1.0663,2.025,904.3,1.0194,14.845,394.6
2016-02-05 02:59:00,0.7168,31.41,1.4521,369.25,2767.0,0.7279,60.47,1905.0,1.12025,121.1640625,155.45,70.25,0.008567,125.8,460.0,135.1,1577.2,16735.0,16760.0,4149.25,468.2,1008.8,877.75,13.01,1.0074,268.4,140.71875,109.4375,130.4375,168.5625,163.15625,23.2,472.25,16306.0,163.77,132.49,164.2,31.62,34.22,2905.0,111.825,29.5,312.75,1.0787,1.021,1441.0,154.65,34.26,1974.0,31.61,1154.9,2.113,1.0659,2.025,904.7,1.0197,14.85,394.6
2016-02-05 03:00:00,0.7167,31.41,1.4518,369.25,2767.0,0.7279,60.47,1905.5,1.12055,121.1640625,155.45,70.25,0.0085675,125.8,460.0,135.1,1577.2,16740.0,16770.0,4151.25,468.2,1008.8,877.75,13.01,1.0074,268.4,140.71875,109.4375,130.4375,168.53125,163.15625,23.2,472.25,16310.0,163.75,132.5,164.18,31.62,34.24,2909.0,111.825,29.5,313.0,1.0787,1.021,1441.0,154.64,34.26,1974.0,31.64,1154.8,2.114,1.0659,2.025,904.4,1.0197,14.85,394.6
2016-02-05 03:01:00,0.7167,31.41,1.4529,369.25,2767.0,0.7277,60.44,1902.75,1.12155,121.1796875,155.45,70.25,0.008575,125.8,460.0,135.1,1577.2,16705.0,16735.0,4143.75,468.2,1007.5,877.75,13.01,1.0081,268.4,140.75,109.4453125,130.46875,168.625,163.21875,23.2,472.25,16288.0,163.83,132.51,164.34,31.53,34.12,2901.0,111.825,29.5,312.25,1.0787,1.021,1441.0,154.69,34.13,1974.0,31.53,1155.5,2.114,1.0626,2.025,905.0,1.0185,14.855,394.6
2016-02-05 03:02:00,0.7166,31.41,1.453,369.25,2767.0,0.7278,60.44,1903.0,1.1215,121.1796875,155.45,70.25,0.0085745,125.8,460.0,135.1,1577.2,16700.0,16735.0,4144.75,468.2,1007.8,877.75,13.01,1.0084,268.4,140.765625,109.4453125,130.484375,168.625,163.21875,23.2,472.25,16292.0,163.84,132.51,164.36,31.55,34.14,2903.0,111.825,29.5,312.0,1.0787,1.021,1441.0,154.72,34.17,1974.0,31.53,1155.7,2.115,1.0626,2.025,905.6,1.0179,14.86,394.6
2016-02-05 03:03:00,0.7166,31.41,1.4531,369.25,2767.0,0.7278,60.4,1904.0,1.12175,121.1875,155.45,70.25,0.008574,125.8,460.0,135.1,1577.2,16705.0,16735.0,4147.0,468.2,1008.1,877.75,13.01,1.0085,268.5,140.765625,109.4453125,130.484375,168.5625,163.1875,23.15,472.25,16297.0,163.82,132.51,164.32,31.49,34.07,2904.0,111.825,29.5,311.75,1.0787,1.021,1441.0,154.71,34.1,1974.0,31.49,1155.5,2.1135,1.0617,2.026,905.1,1.0172,14.855,394.6
