,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-03-06 00:01:00,0.6425,30.75,1.4182,360.0,2270.0,0.7781,42.23,685.0,1.2581,117.390625,92.825,61.75,0.01018,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.75,126.859375,47.0,515.75,6618.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.94,936.2,1.6565,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:02:00,0.6425,30.75,1.4177,360.0,2270.0,0.7785,42.23,684.75,1.2581,117.390625,92.825,61.75,0.01018,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.75,126.859375,47.0,515.75,6619.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.96,936.2,1.6565,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:03:00,0.6425,30.75,1.4182,360.0,2270.0,0.7785,42.23,684.5,1.2581,117.390625,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.75,126.859375,47.0,515.75,6615.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.96,936.2,1.6565,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:04:00,0.6428,30.75,1.4182,360.0,2270.0,0.7785,42.23,684.5,1.2581,117.390625,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.84375,47.0,515.75,6615.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.94,936.2,1.6565,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:05:00,0.6428,30.75,1.4182,360.0,2270.0,0.7776,42.23,684.0,1.258,117.390625,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.84375,47.0,515.75,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.94,936.3,1.6565,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:06:00,0.6428,30.75,1.4182,360.0,2270.0,0.7786,42.23,684.25,1.258,117.390625,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.1,854.0,12.85,0.8597,262.7,108.57031200000002,121.75,126.84375,47.0,516.0,6613.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.92,936.3,1.6575,1.1791,4.114,1074.9,1.3271,13.295,384.2
2009-03-06 00:07:00,0.6428,30.75,1.4184,360.0,2270.0,0.7785,42.23,684.25,1.258,117.375,92.825,61.75,0.010189,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.84375,47.0,516.0,6613.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.92,936.3,1.6575,1.1791,4.114,1074.9,1.3271,13.29,384.2
2009-03-06 00:08:00,0.6428,30.75,1.4182,360.0,2270.0,0.7785,42.23,684.25,1.2582,117.38281200000002,92.825,61.75,0.010189,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.828125,47.0,516.0,6613.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.9,936.3,1.6575,1.1791,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:09:00,0.6428,30.75,1.4182,360.0,2270.0,0.7785,42.23,684.25,1.2582,117.38281200000002,92.825,61.75,0.010189,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.8125,47.0,516.0,6610.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.9,936.1,1.6575,1.1791,4.114,1074.9,1.3271,13.28,384.2
2009-03-06 00:10:00,0.6425,30.75,1.418,360.5,2270.0,0.7785,42.23,684.25,1.2581,117.375,92.825,61.75,0.010189,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.71875,126.8125,47.0,516.0,6610.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.0,1.6575,1.1791,4.114,1074.9,1.3271,13.28,384.2
2009-03-06 00:11:00,0.6422,30.75,1.4178,360.75,2270.0,0.7781,42.23,684.25,1.2581,117.375,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.8125,47.0,516.0,6611.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.92,936.2,1.6575,1.1781,4.114,1074.9,1.3271,13.28,384.2
2009-03-06 00:12:00,0.6419,30.75,1.4178,360.75,2270.0,0.7781,42.23,684.25,1.2578,117.375,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.71875,126.796875,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.92,936.2,1.6575,1.1781,4.114,1074.9,1.3271,13.28,384.2
2009-03-06 00:13:00,0.6419,30.75,1.4178,360.75,2270.0,0.7783,42.23,684.25,1.2578,117.375,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8597,262.7,108.57031200000002,121.71875,126.796875,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.2,1.6575,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:14:00,0.6419,30.75,1.4177,360.75,2270.0,0.7783,42.23,684.0,1.2578,117.375,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8598,262.7,108.57031200000002,121.71875,126.796875,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.88,936.2,1.6575,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:15:00,0.6419,30.75,1.4176,360.75,2270.0,0.7783,42.23,684.0,1.2577,117.375,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8598,262.7,108.57031200000002,121.71875,126.828125,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.88,936.3,1.6575,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:16:00,0.6419,30.75,1.4175,360.75,2270.0,0.7783,42.23,684.25,1.2579,117.375,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8598,262.7,108.57031200000002,121.71875,126.828125,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.83,936.3,1.6585,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:17:00,0.6419,30.75,1.4175,360.75,2270.0,0.7783,42.23,684.0,1.2579,117.375,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,854.0,12.85,0.8598,262.7,108.57031200000002,121.71875,126.84375,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.83,936.3,1.6585,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:18:00,0.6419,30.75,1.4175,360.75,2270.0,0.7783,42.23,684.0,1.2579,117.375,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,855.5,12.85,0.8598,262.7,108.57031200000002,121.71875,126.84375,47.0,515.75,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.83,936.3,1.6585,1.1781,4.114,1074.9,1.3271,13.285,384.2
2009-03-06 00:19:00,0.6419,30.75,1.4174,360.75,2270.0,0.7783,42.23,684.0,1.2579,117.38281200000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,856.0,12.85,0.8598,262.7,108.57031200000002,121.71875,126.84375,47.0,515.75,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.3,1.6585,1.1781,4.11,1074.9,1.3271,13.285,384.2
2009-03-06 00:20:00,0.6419,30.75,1.4176,361.0,2270.0,0.7783,42.23,684.0,1.2578,117.38281200000002,92.825,61.75,0.010187,108.35,560.0,83.7,7130.0,7190.0,1080.0,351.3,856.0,12.85,0.8598,262.7,108.5625,121.71875,126.84375,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.1,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:21:00,0.6419,30.75,1.4175,361.0,2270.0,0.7783,42.23,684.25,1.2581,117.390625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,856.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.84375,47.0,516.0,6612.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.85,936.1,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:22:00,0.642,30.75,1.4174,361.0,2270.0,0.7783,42.23,684.25,1.258,117.390625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,856.0,12.85,0.8597,262.7,108.57031200000002,121.734375,126.84375,47.0,516.0,6611.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.3,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:23:00,0.6418,30.75,1.4178,361.0,2270.0,0.7783,42.23,684.25,1.258,117.390625,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,856.0,12.85,0.8597,262.7,108.57031200000002,121.71875,126.8125,47.0,516.0,6611.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.2,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:24:00,0.6418,30.75,1.4175,360.75,2270.0,0.7783,42.23,684.5,1.2582,117.390625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,854.25,12.85,0.8597,262.7,108.578125,121.734375,126.8125,47.0,516.0,6614.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.2,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:25:00,0.6418,30.75,1.4175,360.75,2270.0,0.7783,42.23,685.0,1.2582,117.390625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.75,351.3,854.25,12.85,0.8597,262.7,108.578125,121.734375,126.828125,47.0,516.0,6619.0,124.44,116.875,100.6,43.86,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.4,1.6585,1.1781,4.11,1074.9,1.3271,13.295,384.2
2009-03-06 00:26:00,0.6419,30.75,1.4174,360.75,2270.0,0.7783,42.23,684.75,1.2582,117.390625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.75,351.3,854.25,12.85,0.8599,262.7,108.578125,121.75,126.828125,47.0,516.0,6618.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.0,1.6585,1.1781,4.11,1074.9,1.3271,13.305,384.2
2009-03-06 00:27:00,0.6419,30.75,1.4174,360.75,2270.0,0.7783,42.23,684.75,1.2582,117.390625,92.825,61.75,0.010187,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,854.25,12.85,0.8599,262.7,108.578125,121.734375,126.828125,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,935.9,1.6585,1.1781,4.11,1074.9,1.3271,13.305,384.2
2009-03-06 00:28:00,0.6414,30.75,1.4175,360.75,2270.0,0.7783,42.23,685.0,1.2577,117.39843700000002,92.825,61.75,0.010186,108.35,560.0,83.7,7130.0,7190.0,1081.0,351.3,854.25,12.85,0.86,262.7,108.578125,121.75,126.828125,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.0,1.6585,1.1781,4.11,1074.9,1.3271,13.305,384.2
2009-03-06 00:29:00,0.6417,30.75,1.4173,360.75,2270.0,0.7783,42.23,685.0,1.258,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.86,262.7,108.578125,121.75,126.828125,47.0,516.0,6617.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,935.9,1.6585,1.1781,4.11,1074.9,1.3271,13.305,384.2
2009-03-06 00:30:00,0.6417,30.75,1.4171,360.75,2270.0,0.7784,42.23,684.75,1.2576,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.86,262.7,108.578125,121.75,126.828125,47.0,516.0,6617.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,935.5,1.66,1.1781,4.11,1074.9,1.3271,13.28,384.2
2009-03-06 00:31:00,0.6415,30.75,1.4171,360.75,2270.0,0.778,42.23,685.0,1.2576,117.40625,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.8601,262.7,108.578125,121.765625,126.84375,47.0,516.0,6619.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.88,935.6,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:32:00,0.6415,30.75,1.4171,360.75,2270.0,0.778,42.23,684.75,1.2575,117.40625,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.8601,262.7,108.578125,121.765625,126.84375,47.0,515.75,6619.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.88,935.8,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:33:00,0.641,30.75,1.4167,360.75,2270.0,0.778,42.23,684.75,1.2574,117.40625,92.825,61.75,0.010185,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.8602,262.7,108.578125,121.75,126.828125,47.0,515.75,6619.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.89,935.8,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:34:00,0.6409,30.75,1.4166,360.75,2270.0,0.7778,42.23,684.5,1.2574,117.40625,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,854.25,12.85,0.8603,262.7,108.578125,121.75,126.828125,47.0,515.75,6619.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.89,935.7,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:35:00,0.6408,30.75,1.4164,360.5,2270.0,0.7776,42.23,684.75,1.257,117.40625,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.0,12.85,0.8605,262.7,108.578125,121.75,126.828125,47.0,515.75,6619.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.89,935.7,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:36:00,0.641,30.75,1.4166,360.5,2270.0,0.7776,42.23,684.75,1.2572,117.40625,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.0,12.85,0.8604,262.7,108.578125,121.765625,126.8125,47.0,515.75,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.89,935.9,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:37:00,0.641,30.75,1.4172,360.5,2270.0,0.778,42.23,684.75,1.2577,117.39843700000002,92.825,61.75,0.010181,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.0,12.85,0.8606,262.8,108.578125,121.75,126.796875,47.0,515.75,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,935.9,1.66,1.1781,4.11,1074.9,1.3271,13.29,384.2
2009-03-06 00:38:00,0.641,30.75,1.4172,360.5,2270.0,0.778,42.23,684.75,1.2575,117.39843700000002,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.0,12.85,0.861,262.8,108.578125,121.75,126.796875,47.0,515.75,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.1,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:39:00,0.641,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2577,117.39843700000002,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.0,12.85,0.861,262.8,108.578125,121.75,126.796875,47.0,515.75,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.1,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:40:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2573,117.39843700000002,92.825,61.75,0.010183,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.0,12.85,0.861,262.8,108.578125,121.75,126.796875,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.1,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:41:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,684.75,1.2574,117.39843700000002,92.825,61.75,0.01018,108.35,560.0,83.7,7130.0,7190.0,1081.75,351.2,856.5,12.85,0.861,262.8,108.578125,121.75,126.796875,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.3,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:42:00,0.6409,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2574,117.39843700000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.5,12.85,0.861,263.0,108.578125,121.75,126.796875,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,936.1,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:43:00,0.6411,30.75,1.4172,360.5,2270.0,0.778,42.23,684.75,1.2574,117.39843700000002,92.825,61.75,0.010181,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.5,12.85,0.861,263.0,108.578125,121.75,126.8125,47.0,516.0,6616.0,124.44,116.875,100.6,43.84,44.1,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,935.8,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:44:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2574,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.5,12.85,0.861,263.0,108.578125,121.75,126.8125,47.0,516.0,6619.0,124.44,116.875,100.6,43.84,44.05,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.87,935.9,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:45:00,0.641,30.75,1.4172,360.5,2270.0,0.778,42.23,685.25,1.2574,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.5,12.85,0.861,263.0,108.578125,121.75,126.8125,47.0,516.0,6619.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.85,936.0,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:46:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,685.25,1.2575,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.2,856.5,12.85,0.8611,263.0,108.578125,121.75,126.8125,47.0,516.0,6621.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.1,1.66,1.1781,4.112,1074.9,1.3271,13.29,384.2
2009-03-06 00:47:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,685.5,1.2575,117.39843700000002,92.825,61.75,0.010184,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.3,856.5,12.85,0.8611,263.0,108.578125,121.75,126.8125,47.0,516.0,6621.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.83,936.2,1.66,1.1781,4.112,1074.9,1.3271,13.3,384.2
2009-03-06 00:48:00,0.6412,30.75,1.4172,360.5,2270.0,0.778,42.23,685.25,1.2575,117.39843700000002,92.825,61.75,0.010181,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.3,856.5,12.85,0.8611,263.0,108.578125,121.75,126.8125,47.0,516.0,6621.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.84,936.3,1.66,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:49:00,0.6413,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2575,117.39843700000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.3,856.5,12.85,0.8608,263.0,108.578125,121.734375,126.8125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.2,1.66,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:50:00,0.6413,30.75,1.4172,360.5,2270.0,0.778,42.23,685.0,1.2577,117.38281200000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.5,351.3,856.5,12.85,0.8606,263.0,108.578125,121.734375,126.8125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.2,1.668,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:51:00,0.6407,30.75,1.4172,360.5,2270.0,0.7778,42.23,685.0,1.2576,117.38281200000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.5,12.85,0.8608,263.0,108.578125,121.734375,126.78125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.86,936.2,1.668,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:52:00,0.6406,30.75,1.4166,360.5,2270.0,0.7776,42.23,685.0,1.2573,117.38281200000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.5,12.85,0.8602,263.0,108.578125,121.734375,126.78125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.9,936.3,1.6685,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:53:00,0.6408,30.75,1.4167,360.5,2270.0,0.7776,42.23,685.0,1.2574,117.38281200000002,92.825,61.75,0.010179,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.5,12.85,0.8604,263.0,108.578125,121.734375,126.78125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.93,936.4,1.669,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:54:00,0.6408,30.75,1.4162,360.5,2270.0,0.7776,42.23,685.0,1.2573,117.38281200000002,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.5,12.85,0.8603,263.0,108.578125,121.734375,126.78125,47.0,516.0,6620.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.92,936.5,1.669,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:55:00,0.6406,30.75,1.4163,360.5,2270.0,0.7776,42.23,685.5,1.2579,117.38281200000002,92.825,61.75,0.010181,108.35,560.0,83.7,7130.0,7190.0,1081.25,351.3,856.5,12.85,0.8606,263.0,108.578125,121.734375,126.78125,47.0,516.0,6619.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.91,936.4,1.6715,1.1781,4.119,1074.9,1.3271,13.3,384.2
2009-03-06 00:56:00,0.6407,30.75,1.4165,360.5,2270.0,0.7784,42.23,685.5,1.2581,117.38281200000002,92.825,61.75,0.010182,108.35,560.0,83.7,7130.0,7190.0,1082.0,351.3,856.5,12.85,0.8607,263.0,108.578125,121.734375,126.78125,47.0,516.0,6622.0,124.44,116.875,100.6,43.84,44.04,1853.0,108.37,11880.0,13319.0,1525.0,44.09,1779.0,43.9,936.5,1.6715,1.1781,4.119,1074.9,1.3271,13.3,384.2
