,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-03-06 09:16:00,0.6425,30.85,1.4244,359.5,2278.0,0.7807,42.4,689.5,1.2715,117.21875,92.95,62.5,0.010251999999999999,108.65,565.0,84.075,7175.0,7215.0,1081.75,353.7,856.0,12.9,0.8666,261.9,108.47656200000002,121.71875,126.71875,47.0,519.25,6646.0,124.87,117.02,100.82,44.92,44.59,1847.0,108.385,11880.0,13319.0,1520.0,44.85,1800.0,44.92,938.0,1.699,1.1924,4.063,1076.5,1.332,13.335,383.0
2009-03-06 09:17:00,0.6426,30.85,1.425,359.5,2273.0,0.7808,42.32,688.25,1.2716,117.234375,92.95,62.5,0.01025,108.55,565.0,84.075,7175.0,7215.0,1080.0,353.2,856.0,12.91,0.8667,261.9,108.49218700000002,121.734375,126.78125,47.0,519.25,6638.0,124.9,117.03,100.82,44.93,44.58,1845.0,108.39,11880.0,13319.0,1520.0,44.85,1800.0,44.93,939.5,1.6975,1.1919,4.0680000000000005,1077.8,1.3362,13.36,383.0
2009-03-06 09:18:00,0.6429,30.85,1.4255,359.5,2275.0,0.7811,42.3,688.75,1.2718,117.24218700000002,92.95,62.5,0.010253,108.7,565.0,84.075,7180.0,7215.0,1080.75,353.5,856.0,12.9,0.8669,261.9,108.5,121.75,126.78125,47.0,519.25,6641.0,124.88,117.02,100.82,44.97,44.58,1847.0,108.385,11880.0,13319.0,1520.0,44.85,1800.0,44.97,939.2,1.6975,1.1929,4.065,1078.5,1.3368,13.355,383.0
2009-03-06 09:19:00,0.6433,30.85,1.4258,359.5,2275.0,0.7814,42.31,689.25,1.2722,117.21093700000002,93.25,62.5,0.010243,108.6,565.0,84.1,7180.0,7215.0,1082.0,353.5,856.0,12.89,0.8668,261.9,108.49218700000002,121.703125,126.6875,47.0,519.25,6644.0,124.86,117.01,100.82,44.93,44.56,1847.0,108.385,11880.0,13319.0,1520.0,44.85,1800.0,44.93,938.8,1.6975,1.192,4.062,1077.0,1.3363,13.35,383.0
2009-03-06 09:20:00,0.6434,30.85,1.4267,359.5,2275.0,0.7818,42.31,689.25,1.273,117.22656200000002,93.275,62.5,0.010239,108.65,565.0,84.1,7180.0,7215.0,1081.75,353.3,856.0,12.89,0.8671,261.9,108.49218700000002,121.71875,126.703125,47.0,519.25,6643.0,124.89,117.025,100.82,44.94,44.59,1845.0,108.39,11880.0,13319.0,1520.0,44.85,1800.0,44.95,939.5,1.6975,1.1929,4.063,1077.0,1.3359,13.36,383.0
2009-03-06 09:21:00,0.6431,30.85,1.4249,359.5,2273.0,0.7819,42.31,688.0,1.2724,117.21875,93.275,62.5,0.010248,108.6,565.0,84.1,7165.0,7215.0,1080.0,352.7,856.0,12.89,0.8669,261.9,108.49218700000002,121.6875,126.71875,47.0,519.25,6635.0,124.89,117.025,100.82,44.87,44.46,1841.0,108.39,11880.0,13319.0,1520.0,44.85,1800.0,44.85,939.4,1.696,1.1891,4.058,1077.0,1.3315,13.355,383.0
2009-03-06 09:22:00,0.6434,30.85,1.4264,359.5,2270.0,0.7813,42.23,689.0,1.2733,117.1875,93.275,62.5,0.010246,108.45,565.0,84.1,7175.0,7215.0,1081.25,353.0,856.0,12.89,0.8676,261.9,108.484375,121.625,126.609375,47.0,519.25,6642.0,124.88,117.01,100.82,44.88,44.51,1843.0,108.385,11880.0,13319.0,1520.0,44.85,1800.0,44.88,939.4,1.6955,1.1897,4.05,1077.0,1.3319,13.365,383.0
2009-03-06 09:23:00,0.6435,30.85,1.4267,359.5,2265.0,0.7816,42.35,689.25,1.2733,117.203125,93.275,62.5,0.01025,108.45,565.0,84.1,7170.0,7215.0,1081.75,353.4,856.0,12.89,0.8679,261.9,108.484375,121.65625,126.609375,47.0,519.25,6646.0,124.86,116.995,100.82,44.92,44.57,1844.0,108.37,11880.0,13319.0,1520.0,44.85,1800.0,44.9,938.6,1.696,1.1896,4.044,1080.0,1.3322,13.355,383.0
2009-03-06 09:24:00,0.6437,30.85,1.4265,359.5,2265.0,0.7816,42.3,690.0,1.2736,117.19531200000002,93.275,62.5,0.010244,108.5,565.0,84.1,7175.0,7215.0,1083.25,353.9,856.0,12.9,0.8679,261.9,108.47656200000002,121.65625,126.609375,47.0,519.25,6651.0,124.86,116.995,100.82,44.93,44.61,1847.0,108.37,11880.0,13319.0,1520.0,44.85,1800.0,44.95,938.7,1.701,1.191,4.038,1080.0,1.3281,13.35,383.0
2009-03-06 09:25:00,0.6439,30.85,1.4269,359.5,2265.0,0.7825,42.35,689.75,1.2744,117.17968700000002,93.275,62.5,0.01025,108.55,565.0,84.1,7175.0,7215.0,1083.25,353.8,856.0,12.9,0.8686,261.9,108.484375,121.59375,126.515625,47.0,519.25,6648.0,124.84,116.98,100.82,44.94,44.58,1844.0,108.37,11880.0,13319.0,1520.0,44.85,1800.0,44.94,937.2,1.7,1.1903,4.04,1080.0,1.327,13.33,383.0
2009-03-06 09:26:00,0.6434,30.85,1.4268,359.5,2265.0,0.7821,42.35,689.75,1.2738,117.09375,93.275,62.7,0.01024,108.55,565.0,84.1,7180.0,7215.0,1083.0,353.5,856.0,12.91,0.8682,261.9,108.46875,121.46875,126.234375,47.0,519.25,6648.0,124.75,116.925,100.82,44.93,44.63,1845.0,108.355,11880.0,13319.0,1520.0,44.85,1800.0,44.95,934.2,1.6975,1.191,4.03,1076.5,1.3252,13.29,383.0
2009-03-06 09:27:00,0.6436,30.85,1.4266,359.5,2265.0,0.7819,42.35,689.0,1.2737,117.109375,93.275,62.55,0.010244,108.5,565.0,84.1,7170.0,7215.0,1082.5,353.2,856.0,12.92,0.8681,261.9,108.47656200000002,121.5,126.3125,47.0,519.25,6642.0,124.78,116.945,100.82,44.94,44.61,1843.0,108.355,11880.0,13319.0,1520.0,44.85,1800.0,44.95,933.1,1.6975,1.1913,4.0280000000000005,1076.0,1.3272,13.28,383.0
2009-03-06 09:28:00,0.6434,30.85,1.4261,359.5,2265.0,0.7818,42.35,689.25,1.2731,117.13281200000002,93.275,62.55,0.010237999999999999,108.5,565.0,84.1,7165.0,7220.0,1082.25,353.4,856.0,12.92,0.8677,261.9,108.484375,121.53125,126.390625,47.0,519.25,6648.0,124.8,116.965,100.82,44.97,44.64,1843.0,108.365,11880.0,13319.0,1520.0,44.85,1800.0,44.98,934.1,1.6995,1.1908,4.0280000000000005,1076.0,1.3278,13.28,383.0
2009-03-06 09:29:00,0.6432,30.85,1.4264,359.5,2268.0,0.7818,42.35,689.0,1.2729,117.14843700000002,93.275,62.475,0.010241,108.5,565.0,84.1,7165.0,7215.0,1081.25,353.1,856.0,12.92,0.8679,261.9,108.484375,121.578125,126.4375,47.0,519.25,6645.0,124.84,116.985,100.82,44.94,44.62,1842.0,108.37,11880.0,13319.0,1520.0,44.85,1800.0,44.94,933.3,1.699,1.1915,4.021,1076.0,1.3274,13.275,383.0
2009-03-06 09:30:00,0.6434,30.85,1.4266,359.5,2268.0,0.7818,42.4,688.75,1.2734,117.17968700000002,93.275,62.475,0.010243,108.65,565.0,84.1,7160.0,7215.0,1081.25,353.0,856.0,12.91,0.8684,261.9,108.49218700000002,121.609375,126.53125,47.0,519.25,6641.0,124.82,116.985,100.82,45.01,44.67,1842.0,108.375,11880.0,13319.0,1520.0,44.85,1800.0,45.01,934.4,1.701,1.1931,4.029,1076.0,1.3281,13.28,383.0
2009-03-06 09:31:00,0.6429,30.85,1.4265,359.5,2272.0,0.7811,42.4,688.25,1.2732,117.1875,93.275,62.5,0.01024,108.55,565.0,84.1,7165.0,7215.0,1080.25,352.0,856.0,12.91,0.8682,261.9,108.49218700000002,121.609375,126.515625,47.0,519.25,6638.0,124.84,116.99,100.82,44.99,44.68,1838.0,108.375,11880.0,13319.0,1520.0,44.71,1800.0,44.99,933.3,1.7005,1.1916,4.031000000000001,1076.0,1.3257,13.29,383.0
2009-03-06 09:32:00,0.6429,30.85,1.4263,359.5,2266.0,0.7812,42.22,687.0,1.2733,117.16406200000002,93.275,62.5,0.010245,108.6,565.0,84.1,7145.0,7215.0,1079.25,351.5,856.0,12.91,0.8685,261.9,108.49218700000002,121.5625,126.421875,47.3,519.25,6628.0,124.83,116.985,100.82,44.93,44.62,1836.0,108.375,11880.0,13319.0,1520.0,44.71,1800.0,44.93,934.2,1.7015,1.1915,4.03,1076.8,1.324,13.31,383.0
2009-03-06 09:33:00,0.643,30.85,1.4265,359.5,2266.0,0.781,42.22,688.5,1.2731,117.15625,93.275,62.5,0.010243,108.65,565.0,84.1,7160.0,7215.0,1080.5,352.2,856.0,12.92,0.8685,261.9,108.49218700000002,121.578125,126.453125,47.0,519.25,6642.0,124.81,116.965,100.82,44.91,44.62,1838.0,108.37,11880.0,13319.0,1520.0,44.71,1800.0,44.92,936.3,1.7025,1.1925,4.023,1076.8,1.324,13.325,383.0
2009-03-06 09:34:00,0.6424,30.85,1.4254,359.5,2265.0,0.7808,42.3,686.5,1.2723,117.171875,93.275,62.5,0.010245,108.55,565.0,84.125,7145.0,7215.0,1076.75,351.2,856.0,12.89,0.8684,261.9,108.5,121.578125,126.53125,46.85,519.25,6628.0,124.77,116.95,100.82,44.72,44.46,1836.0,108.36,11880.0,13319.0,1520.0,44.71,1800.0,44.71,937.2,1.7035,1.1888,4.024,1076.8,1.3192,13.35,383.0
2009-03-06 09:35:00,0.6418,30.85,1.4247,359.5,2260.0,0.7806,42.26,685.75,1.272,117.19531200000002,93.275,62.5,0.010242,108.45,565.0,84.1,7135.0,7215.0,1075.25,350.6,856.0,12.9,0.8683,261.9,108.50781200000002,121.640625,126.65625,47.25,519.25,6627.0,124.88,117.01,100.82,44.76,44.5,1834.0,108.38,11880.0,13319.0,1520.0,44.71,1800.0,44.76,938.4,1.7,1.1885,4.024,1076.8,1.32,13.355,383.0
2009-03-06 09:36:00,0.6421,30.85,1.4247,359.5,2260.0,0.7807,42.25,686.5,1.2718,117.203125,93.25,62.5,0.010243,108.25,565.0,84.1,7140.0,7215.0,1076.25,350.8,856.0,12.88,0.8685,261.9,108.5,121.640625,126.65625,47.2,519.25,6632.0,124.87,117.005,100.82,44.7,44.42,1835.0,108.385,11880.0,13319.0,1520.0,44.71,1800.0,44.73,937.3,1.699,1.1876,4.02,1076.8,1.3188,13.355,383.0
2009-03-06 09:37:00,0.6422,30.85,1.4253,359.5,2260.0,0.7808,42.25,686.5,1.2723,117.203125,93.25,62.5,0.010243,108.4,565.0,84.1,7150.0,7215.0,1077.25,351.4,856.0,12.89,0.8684,261.9,108.5,121.65625,126.625,47.2,519.25,6634.0,124.87,116.995,100.82,44.82,44.6,1835.0,108.38,11880.0,13319.0,1520.0,44.71,1800.0,44.88,937.7,1.7,1.1909,4.025,1076.8,1.3232,13.355,383.0
2009-03-06 09:38:00,0.6426,30.85,1.4255,359.5,2266.0,0.7809,42.25,688.0,1.2724,117.19531200000002,93.25,62.575,0.01024,108.25,565.0,84.125,7160.0,7215.0,1077.5,351.7,856.0,12.89,0.8682,261.9,108.5,121.609375,126.5625,47.05,519.25,6646.0,124.86,116.99,100.82,44.92,44.63,1839.0,108.38,11880.0,13319.0,1520.0,44.71,1800.0,44.92,936.5,1.7,1.1924,4.024,1076.8,1.3223,13.345,383.0
2009-03-06 09:39:00,0.643,30.85,1.4264,359.5,2269.0,0.7813,42.3,689.5,1.2729,117.203125,93.25,62.65,0.010237000000000001,108.5,565.0,84.125,7170.0,7220.0,1079.25,352.4,856.0,12.89,0.8684,261.9,108.5,121.640625,126.59375,47.05,519.25,6659.0,124.84,116.99,100.82,44.98,44.7,1842.0,108.375,11880.0,13319.0,1520.0,44.71,1800.0,44.98,935.6,1.702,1.1948,4.022,1076.8,1.3255,13.34,383.0
2009-03-06 09:40:00,0.6426,30.85,1.4267,359.5,2269.0,0.7812,42.3,688.5,1.2725,117.203125,93.25,62.65,0.010237000000000001,108.6,565.0,84.125,7170.0,7220.0,1075.75,351.5,856.0,12.9,0.8683,261.9,108.5,121.640625,126.59375,46.8,519.25,6655.0,124.84,116.985,100.82,44.86,44.61,1841.0,108.37,11880.0,13319.0,1520.0,44.71,1800.0,44.87,935.3,1.7035,1.1919,4.0169999999999995,1077.2,1.3235,13.325,383.0
2009-03-06 09:41:00,0.6427,30.85,1.4267,359.5,2269.0,0.7814,42.4,689.5,1.2728,117.203125,93.25,62.65,0.01023,108.45,565.0,84.125,7175.0,7220.0,1076.5,352.3,856.0,12.89,0.8683,261.9,108.5,121.65625,126.5625,46.65,519.25,6661.0,124.85,116.995,100.82,44.83,44.59,1845.0,108.37,11880.0,13319.0,1520.0,44.71,1800.0,44.84,933.0,1.7045,1.1913,4.024,1076.5,1.3205,13.285,383.0
2009-03-06 09:42:00,0.6436,30.85,1.4278,359.5,2268.0,0.7818,42.39,691.75,1.2733,117.171875,93.25,62.525,0.010225,108.5,565.0,84.125,7195.0,7220.0,1080.75,354.0,856.0,12.89,0.8683,261.9,108.5,121.578125,126.4375,46.35,519.25,6679.0,124.84,116.99,100.82,45.05,44.74,1849.0,108.375,11880.0,13319.0,1520.0,44.71,1800.0,45.06,931.6,1.706,1.196,4.038,1075.0,1.3265,13.29,383.0
2009-03-06 09:43:00,0.6461,30.85,1.4295,359.5,2276.0,0.7823,42.4,696.5,1.2747,117.15625,93.25,62.5,0.010218000000000001,108.55,565.0,84.15,7230.0,7270.0,1085.25,356.2,856.0,12.93,0.8685,261.9,108.49218700000002,121.578125,126.4375,46.0,519.25,6718.0,124.81,116.965,100.82,45.25,44.8,1855.0,108.365,11880.0,13319.0,1520.0,44.76,1800.0,45.25,931.5,1.7065,1.1984,4.04,1074.0,1.328,13.27,383.0
2009-03-06 09:44:00,0.6457,30.85,1.4286,359.5,2275.0,0.7826,42.4,696.5,1.2741,117.171875,93.25,62.5,0.010209999999999999,108.6,565.0,84.325,7230.0,7280.0,1084.25,355.9,856.0,12.93,0.8684,261.9,108.49218700000002,121.609375,126.515625,45.8,519.25,6719.0,124.79,116.955,100.82,45.17,44.74,1857.0,108.365,11880.0,13319.0,1520.0,44.78,1800.0,45.19,933.0,1.709,1.1975,4.04,1075.5,1.3276,13.3,383.0
2009-03-06 09:45:00,0.6465,30.85,1.4297,359.5,2277.0,0.7827,42.46,698.5,1.2746,117.16406200000002,93.4,62.5,0.010206,108.85,565.0,84.4,7245.0,7305.0,1086.5,356.8,856.0,12.94,0.8687,261.9,108.49218700000002,121.59375,126.453125,45.4,519.25,6736.0,124.81,116.955,100.82,45.28,44.83,1859.0,108.365,11880.0,13319.0,1520.0,44.78,1800.0,45.3,933.4,1.7105,1.2005,4.047,1075.5,1.3297,13.305,383.0
2009-03-06 09:46:00,0.6457,30.85,1.4291,359.5,2277.0,0.7824,42.5,696.75,1.2734,117.1875,93.4,62.6,0.010209999999999999,108.95,565.0,84.35,7240.0,7305.0,1084.0,355.7,856.0,12.94,0.868,261.9,108.5,121.640625,126.484375,45.5,519.25,6724.0,124.83,116.975,100.82,45.15,44.82,1857.0,108.37,11880.0,13319.0,1520.0,44.78,1800.0,45.22,932.8,1.712,1.2004,4.039,1075.5,1.3305,13.29,383.0
2009-03-06 09:47:00,0.6452,30.85,1.4281,359.5,2280.0,0.7818,42.5,696.25,1.2727,117.203125,93.4,62.6,0.010209000000000001,109.0,565.0,84.375,7240.0,7305.0,1083.25,355.5,856.0,12.97,0.8675,261.9,108.50781200000002,121.640625,126.484375,45.7,519.25,6721.0,124.82,116.975,100.82,45.29,44.81,1855.0,108.375,11880.0,13319.0,1520.0,44.78,1800.0,45.29,932.8,1.709,1.2014,4.045,1075.5,1.3337,13.275,384.4
2009-03-06 09:48:00,0.6457,30.85,1.4279,359.5,2284.0,0.7821,42.59,697.0,1.2732,117.17968700000002,93.4,62.65,0.010206999999999999,108.9,565.0,84.4,7240.0,7305.0,1084.25,356.1,856.0,12.99,0.8677,261.9,108.49218700000002,121.609375,126.421875,45.85,519.25,6725.0,124.84,116.98,100.82,45.31,44.82,1858.0,108.375,11880.0,13319.0,1520.0,44.78,1803.0,45.31,934.5,1.712,1.2014,4.046,1076.9,1.3338,13.295,384.6
2009-03-06 09:49:00,0.645,30.85,1.4277,359.5,2288.0,0.782,42.56,696.0,1.2712,117.1875,93.4,62.65,0.010201,108.85,565.0,84.375,7225.0,7305.0,1083.75,355.9,856.0,12.97,0.8671,261.9,108.5,121.640625,126.421875,46.0,519.25,6720.0,124.85,116.99,100.82,45.39,44.82,1857.0,108.375,11880.0,13319.0,1520.0,44.78,1810.0,45.4,934.0,1.71,1.2016,4.046,1077.0,1.3355,13.3,384.6
2009-03-06 09:50:00,0.6452,30.85,1.4281,359.5,2288.0,0.782,42.57,695.75,1.2723,117.203125,93.4,62.65,0.010204000000000001,108.85,565.0,84.45,7225.0,7275.0,1083.25,355.7,856.0,12.98,0.8673,261.9,108.5,121.640625,126.421875,45.85,519.25,6717.0,124.85,116.98,100.82,45.39,44.81,1856.0,108.37,11880.0,13319.0,1520.0,44.82,1810.0,45.4,934.2,1.7095,1.202,4.048,1076.2,1.3355,13.305,384.7
2009-03-06 09:51:00,0.6451,30.85,1.4283,359.5,2284.0,0.7815,42.6,695.0,1.2721,117.234375,93.4,62.65,0.010212,108.6,565.0,84.375,7210.0,7275.0,1082.0,355.4,856.0,12.97,0.8673,261.9,108.50781200000002,121.71875,126.546875,45.75,519.25,6709.0,124.88,117.0,100.82,45.34,44.73,1853.0,108.38,11880.0,13319.0,1520.0,44.72,1810.0,45.31,935.2,1.709,1.2002,4.046,1076.2,1.3328,13.31,384.2
2009-03-06 09:52:00,0.645,30.85,1.4283,359.5,2282.0,0.7814,42.46,695.0,1.2723,117.234375,93.45,62.7,0.010211,108.65,565.0,84.375,7210.0,7275.0,1080.75,355.6,856.0,12.97,0.8673,261.9,108.515625,121.71875,126.546875,45.7,519.25,6708.0,124.9,116.995,100.82,45.4,44.78,1853.0,108.375,11880.0,13319.0,1520.0,44.72,1810.0,45.36,934.8,1.7085,1.2017,4.044,1078.0,1.3326,13.305,384.5
2009-03-06 09:53:00,0.6451,30.85,1.4279,359.5,2279.0,0.782,42.43,696.0,1.2725,117.21875,93.5,62.8,0.010209999999999999,108.85,565.0,84.375,7225.0,7275.0,1082.5,356.6,856.0,12.96,0.8676,261.9,108.50781200000002,121.703125,126.515625,45.7,519.25,6717.0,124.88,116.985,100.82,45.37,44.76,1858.0,108.375,11880.0,13319.0,1520.0,44.73,1810.0,45.37,934.6,1.7095,1.2012,4.039,1077.9,1.3307,13.305,384.5
2009-03-06 09:54:00,0.6446,30.85,1.4265,359.5,2277.0,0.7806,42.36,694.25,1.2709,117.25781200000002,93.5,62.825,0.010213,108.85,565.0,84.4,7200.0,7250.0,1078.5,355.2,856.0,12.94,0.8668,261.9,108.515625,121.78125,126.765625,45.7,519.25,6701.0,124.95,116.995,100.82,45.25,44.6,1850.0,108.375,11880.0,13319.0,1520.0,44.65,1810.0,45.23,935.5,1.7055,1.1989,4.038,1078.0,1.3307,13.31,384.5
2009-03-06 09:55:00,0.6441,30.85,1.4267,359.5,2277.0,0.7803,42.21,693.0,1.2707,117.25,93.5,62.8,0.010214,108.6,565.0,84.375,7195.0,7250.0,1076.75,354.5,856.0,12.93,0.8666,261.9,108.515625,121.75,126.578125,46.0,519.25,6694.0,124.96,117.005,100.82,45.24,44.59,1846.0,108.375,11880.0,13319.0,1520.0,44.65,1810.0,45.24,936.7,1.7045,1.1991,4.029,1078.0,1.3308,13.325,384.0
2009-03-06 09:56:00,0.6441,30.85,1.427,359.5,2277.0,0.7803,42.22,693.5,1.271,117.265625,93.5,62.775,0.010209999999999999,108.6,565.0,84.375,7200.0,7250.0,1078.0,354.9,856.0,12.93,0.8668,261.9,108.52343700000002,121.78125,126.578125,46.0,519.25,6698.0,124.94,117.0,100.82,45.22,44.65,1848.0,108.375,11880.0,13319.0,1520.0,44.65,1810.0,45.23,935.8,1.7035,1.1988,4.026,1078.0,1.33,13.325,384.0
2009-03-06 09:57:00,0.6436,30.85,1.4258,359.5,2277.0,0.7802,42.15,691.5,1.2706,117.28906200000002,93.5,62.7,0.010209000000000001,108.65,565.0,84.35,7185.0,7250.0,1076.25,353.7,856.0,12.93,0.867,261.9,108.53906200000002,121.8125,126.65625,46.25,519.25,6679.0,124.97,117.005,100.82,45.13,44.56,1843.0,108.375,11880.0,13319.0,1525.0,44.65,1810.0,45.12,936.8,1.7035,1.1961,4.016,1078.7,1.3282,13.34,384.0
2009-03-06 09:58:00,0.644,30.85,1.426,359.5,2275.0,0.7807,42.15,691.5,1.2708,117.28906200000002,93.5,62.725,0.010205,108.6,565.0,84.325,7185.0,7250.0,1077.25,354.1,856.0,12.93,0.8672,261.9,108.53906200000002,121.828125,126.6875,46.25,519.25,6675.0,125.0,117.025,100.82,45.16,44.61,1845.0,108.385,11880.0,13319.0,1525.0,44.65,1810.0,45.14,936.0,1.7005,1.1977,4.022,1078.9,1.3298,13.335,384.0
2009-03-06 09:59:00,0.6441,30.85,1.4267,359.5,2275.0,0.7808,42.2,692.25,1.2709,117.28125,93.5,62.7,0.0102,108.65,565.0,84.325,7180.0,7250.0,1077.5,354.1,856.0,12.92,0.8671,261.9,108.53125,121.796875,126.703125,46.3,519.25,6678.0,124.96,117.01,100.82,45.1,44.56,1845.0,108.375,11880.0,13319.0,1525.0,44.65,1810.0,45.1,937.0,1.7005,1.1975,4.022,1078.9,1.328,13.35,384.0
2009-03-06 10:00:00,0.6434,30.85,1.427,359.5,2275.0,0.7802,42.2,690.25,1.2702,117.3125,93.5,62.7,0.010204000000000001,108.65,565.0,84.325,7170.0,7250.0,1074.75,352.9,856.0,12.93,0.8671,261.9,108.53906200000002,121.859375,126.765625,46.5,519.25,6663.0,125.0,117.03,100.82,45.03,44.51,1842.0,108.38,11880.0,13319.0,1525.0,44.65,1810.0,45.04,937.0,1.6985,1.196,4.0169999999999995,1078.9,1.3281,13.34,384.0
2009-03-06 10:01:00,0.6442,30.85,1.4284,359.5,2278.0,0.7804,42.2,691.5,1.2706,117.28125,93.5,62.7,0.0102,108.65,565.0,84.325,7180.0,7250.0,1075.75,353.5,856.0,12.94,0.867,261.9,108.53125,121.796875,126.671875,46.55,519.25,6676.0,124.95,117.015,100.82,45.15,44.59,1847.0,108.375,11880.0,13319.0,1525.0,44.65,1804.0,45.17,937.2,1.7005,1.1984,4.029,1078.9,1.3317,13.355,384.0
2009-03-06 10:02:00,0.6436,30.85,1.4273,359.5,2276.0,0.7801,42.2,689.25,1.2691,117.30468700000002,93.5,62.675,0.010199,108.7,565.0,84.25,7160.0,7250.0,1071.75,352.5,856.0,12.94,0.8668,261.9,108.546875,121.84375,126.734375,46.65,519.25,6660.0,124.97,117.025,100.82,45.02,44.47,1842.0,108.38,11880.0,13319.0,1525.0,44.65,1806.0,45.02,937.3,1.697,1.1938,4.029,1078.9,1.3275,13.345,384.0
2009-03-06 10:03:00,0.6435,30.85,1.4276,359.5,2276.0,0.7806,42.0,690.0,1.2691,117.28125,93.15,62.65,0.010190000000000001,108.5,565.0,84.2,7170.0,7250.0,1072.0,352.9,856.0,12.93,0.8663,261.9,108.53125,121.796875,126.6875,46.65,519.25,6665.0,124.97,117.015,100.82,45.08,44.53,1845.0,108.375,11880.0,13319.0,1525.0,44.65,1806.0,45.07,936.3,1.6985,1.1968,4.024,1078.9,1.3291,13.335,384.0
2009-03-06 10:04:00,0.6436,30.85,1.4267,359.5,2274.0,0.7804,41.97,688.75,1.2695,117.3125,93.025,62.625,0.010192,108.55,565.0,84.05,7160.0,7200.0,1071.25,352.2,856.0,12.92,0.8667,261.9,108.546875,121.859375,126.75,46.75,519.25,6654.0,125.01,117.035,100.82,44.91,44.31,1843.0,108.38,11880.0,13319.0,1525.0,44.33,1804.0,44.9,936.3,1.6945,1.193,4.018,1078.9,1.3255,13.335,384.1
2009-03-06 10:05:00,0.6435,30.85,1.4267,359.5,2274.0,0.7793,42.06,688.0,1.2692,117.32031200000002,93.225,62.675,0.010190000000000001,108.45,565.0,84.175,7145.0,7200.0,1069.5,351.9,856.0,12.92,0.8666,261.9,108.53906200000002,121.859375,126.75,46.7,519.25,6648.0,125.05,117.06,100.82,44.9,44.3,1842.0,108.38,11880.0,13319.0,1525.0,44.33,1804.0,44.9,937.0,1.695,1.193,4.013,1078.9,1.3259,13.34,384.1
2009-03-06 10:06:00,0.643,30.85,1.4255,359.5,2270.0,0.7793,42.0,688.0,1.2685,117.30468700000002,92.9,62.5,0.010185,108.45,565.0,84.0,7150.0,7200.0,1069.25,352.0,856.0,12.91,0.8661,261.9,108.53906200000002,121.859375,126.8125,46.7,519.25,6648.0,125.03,117.055,100.82,44.93,44.37,1843.0,108.375,11880.0,13319.0,1525.0,44.33,1804.0,44.94,936.8,1.695,1.1933,4.002,1078.9,1.3263,13.345,383.7
2009-03-06 10:07:00,0.6433,30.85,1.4253,359.5,2271.0,0.7795,42.0,689.0,1.2688,117.28125,92.9,62.625,0.010186,108.5,565.0,84.125,7160.0,7200.0,1070.75,352.3,856.0,12.92,0.8664,261.9,108.53125,121.8125,126.71875,46.65,519.25,6657.0,125.0,117.025,100.82,44.99,44.35,1846.0,108.365,11880.0,13319.0,1525.0,44.33,1804.0,44.96,935.8,1.6965,1.193,3.992,1078.9,1.3271,13.33,383.7
2009-03-06 10:08:00,0.6434,30.85,1.4253,359.5,2271.0,0.7796,42.0,687.75,1.2688,117.28906200000002,92.9,62.4,0.010184,108.5,565.0,84.05,7150.0,7200.0,1069.25,351.7,856.0,12.92,0.8663,261.9,108.53125,121.8125,126.765625,46.65,519.25,6647.0,125.04,117.04,100.82,44.86,44.26,1843.0,108.365,11880.0,13319.0,1525.0,44.33,1804.0,44.86,936.2,1.695,1.193,3.977,1078.9,1.3252,13.335,383.7
2009-03-06 10:09:00,0.643,30.85,1.425,359.5,2271.0,0.7794,42.0,687.0,1.2687,117.296875,92.875,62.35,0.010184,108.35,565.0,84.15,7150.0,7200.0,1068.5,351.0,856.0,12.93,0.8668,261.9,108.53125,121.84375,126.78125,46.75,519.25,6639.0,125.04,117.05,100.82,44.71,44.1,1839.0,108.37,11880.0,13319.0,1525.0,44.17,1804.0,44.69,935.8,1.695,1.1878,3.98,1078.9,1.3204,13.325,384.0
2009-03-06 10:10:00,0.6433,30.85,1.4258,359.5,2275.0,0.7798,41.95,688.5,1.269,117.30468700000002,93.25,62.375,0.010183,108.45,565.0,83.975,7165.0,7200.0,1070.25,351.5,856.0,12.91,0.8667,261.9,108.52343700000002,121.84375,126.78125,46.55,519.25,6652.0,125.03,117.045,100.82,44.78,44.22,1845.0,108.37,11880.0,13319.0,1525.0,44.17,1804.0,44.79,934.9,1.695,1.1909,3.9810000000000003,1078.9,1.3215,13.31,384.0
2009-03-06 10:11:00,0.6429,30.85,1.4263,359.5,2273.0,0.7799,41.95,687.5,1.2691,117.3125,92.925,62.4,0.010183,108.3,565.0,83.95,7155.0,7200.0,1069.0,350.9,856.0,12.92,0.8669,261.9,108.53125,121.84375,126.75,46.65,519.25,6644.0,125.03,117.05,100.82,44.77,44.15,1843.0,108.375,11880.0,13319.0,1525.0,44.19,1804.0,44.77,935.5,1.6955,1.1904,3.98,1078.9,1.3216,13.31,384.0
