,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2020-11-06 00:20:00,116.44140630000001,0.7268,35.35,1.3135,15740.0,409.25,2331.0,0.76425,70.02,3481.25,1.18325,125.8125,135.475,67.4,0.009672499999999999,108.7,563.5,108.275,1911.0,1168.5,24365.0,24385.0,11939.0,545.4,1647.4,1105.0,14.39,1.1081,388.0,158.671875,110.421875,138.9375,220.09375,174.71875,28.4,608.25,28155.0,176.38,135.84,229.36,37.71,39.89,3188.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.72,1941.8,3.1045,1.143,2.918,896.9,1.0926,25.37,389.1
2020-11-06 00:21:00,116.44140630000001,0.7267,35.36,1.3134,15750.0,409.25,2331.0,0.76425,70.02,3482.25,1.1832,125.8125,135.475,67.4,0.0096705,108.7,563.5,108.275,1911.0,1168.5,24370.0,24380.0,11943.25,545.4,1648.3,1105.5,14.39,1.1081,388.2,158.671875,110.421875,138.9375,220.09375,174.71875,28.4,608.5,28160.0,176.38,135.84,229.36,37.71,39.9,3189.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.72,1941.6,3.105,1.143,2.917,897.4,1.0926,25.375,389.1
2020-11-06 00:22:00,116.44140630000001,0.7267,35.35,1.3133,15755.0,409.25,2331.0,0.7642,70.02,3481.75,1.18315,125.8125,135.475,67.4,0.0096705,108.7,563.5,108.275,1911.0,1168.5,24360.0,24365.0,11938.25,545.4,1648.0,1105.0,14.39,1.108,388.0,158.671875,110.421875,138.9375,220.09375,174.71875,28.4,608.5,28159.0,176.38,135.84,229.36,37.71,39.89,3189.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.91,1601.0,37.72,1941.7,3.1055,1.143,2.917,897.4,1.0926,25.38,389.1
2020-11-06 00:23:00,116.44140630000001,0.7266,35.34,1.3132,15755.0,409.25,2331.0,0.7642,70.02,3481.75,1.18315,125.8125,135.475,67.4,0.00967,108.7,563.5,108.275,1911.0,1168.5,24355.0,24365.0,11937.75,545.4,1647.8,1104.75,14.39,1.108,388.0,158.671875,110.421875,138.921875,220.09375,174.71875,28.4,608.5,28158.0,176.38,135.84,229.36,37.71,39.88,3188.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.7,1941.5,3.1055,1.143,2.92,897.4,1.0926,25.365,389.1
2020-11-06 00:24:00,116.44140630000001,0.7267,35.34,1.3133,15760.0,409.0,2331.0,0.7642,70.02,3481.5,1.1832,125.8046875,135.475,67.4,0.009672,108.7,563.5,108.275,1911.0,1168.3,24355.0,24365.0,11937.75,545.4,1647.6,1104.75,14.39,1.1081,388.0,158.65625,110.421875,138.921875,220.09375,174.71875,28.4,608.25,28158.0,176.39,135.84,229.36,37.71,39.88,3187.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.88,1601.0,37.71,1941.6,3.106,1.143,2.917,897.3,1.0926,25.365,389.1
2020-11-06 00:25:00,116.44140630000001,0.7267,35.34,1.3133,15765.0,409.0,2331.0,0.7642,70.02,3480.75,1.18315,125.8125,135.475,67.4,0.0096705,108.7,563.5,108.275,1911.0,1168.3,24345.0,24355.0,11934.0,545.4,1647.5,1104.5,14.39,1.1081,388.0,158.65625,110.421875,138.9375,220.09375,174.71875,28.4,608.25,28154.0,176.39,135.84,229.36,37.71,39.89,3186.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.88,1601.0,37.71,1942.0,3.1055,1.143,2.917,897.3,1.0926,25.375,389.1
2020-11-06 00:26:00,116.44140630000001,0.7267,35.33,1.3132,15765.0,409.0,2331.0,0.7642,70.02,3480.75,1.1831,125.8125,135.475,67.4,0.0096705,108.7,563.5,108.275,1911.0,1168.0,24350.0,24355.0,11932.0,545.4,1647.6,1105.0,14.39,1.1081,388.0,158.65625,110.421875,138.921875,220.09375,174.71875,28.4,608.25,28152.0,176.39,135.84,229.36,37.71,39.9,3188.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.72,1942.0,3.106,1.143,2.9189999999999996,897.3,1.0926,25.38,389.1
2020-11-06 00:27:00,116.44140630000001,0.7267,35.34,1.3133,15775.0,409.25,2331.0,0.76425,70.02,3481.5,1.1831,125.8125,135.475,67.4,0.009670999999999999,108.7,563.5,108.275,1911.0,1168.0,24355.0,24360.0,11937.5,545.4,1648.1,1104.75,14.39,1.1081,388.0,158.65625,110.421875,138.921875,220.0625,174.71875,28.4,608.5,28160.0,176.39,135.84,229.36,37.74,39.92,3189.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.92,1601.0,37.75,1942.2,3.1065,1.1436,2.9189999999999996,897.9,1.0927,25.38,389.1
2020-11-06 00:28:00,116.44140630000001,0.7268,35.34,1.3133,15770.0,409.25,2331.0,0.76435,70.02,3483.0,1.18325,125.8125,135.475,67.4,0.009670999999999999,108.7,563.5,108.275,1911.0,1168.0,24350.0,24360.0,11940.0,545.4,1648.7,1104.75,14.39,1.1081,388.1,158.65625,110.421875,138.921875,220.0625,174.71875,28.4,608.5,28167.0,176.39,135.84,229.36,37.75,39.92,3189.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.93,1601.0,37.77,1942.6,3.107,1.1438,2.92,898.0,1.0927,25.4,389.1
2020-11-06 00:29:00,116.44140630000001,0.7268,35.36,1.3134,15815.0,409.25,2331.0,0.7644,70.02,3483.25,1.18325,125.8125,135.475,67.4,0.009670999999999999,108.7,563.5,108.275,1911.0,1168.0,24355.0,24360.0,11939.75,545.4,1648.9,1105.5,14.39,1.1081,388.1,158.671875,110.421875,138.921875,220.0625,174.71875,28.4,608.75,28169.0,176.39,135.84,229.36,37.77,39.93,3190.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.93,1601.0,37.77,1942.3,3.1075,1.1438,2.9189999999999996,898.2,1.0927,25.39,389.1
2020-11-06 00:30:00,116.44140630000001,0.7265,35.36,1.313,15805.0,409.5,2331.0,0.7643,70.02,3483.25,1.1831,125.8125,135.475,67.4,0.0096695,108.7,563.5,108.275,1911.0,1168.0,24350.0,24360.0,11944.0,545.4,1648.9,1105.5,14.39,1.1079,388.1,158.671875,110.421875,138.921875,220.09375,174.71875,28.45,608.75,28166.0,176.39,135.84,229.36,37.77,39.92,3189.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.93,1601.0,37.75,1942.0,3.107,1.1437,2.917,898.2,1.0927,25.385,389.1
2020-11-06 00:31:00,116.44140630000001,0.7266,35.38,1.3132,15845.0,409.5,2331.0,0.7643,70.02,3483.75,1.1832,125.8125,135.475,67.4,0.0096695,108.7,563.5,108.275,1911.0,1168.0,24350.0,24360.0,11949.0,545.4,1649.2,1106.25,14.39,1.108,388.3,158.65625,110.421875,138.921875,220.09375,174.71875,28.45,609.0,28168.0,176.39,135.84,229.36,37.77,39.92,3190.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.93,1601.0,37.77,1942.3,3.1095,1.1436,2.9189999999999996,897.5,1.0932,25.405,389.1
2020-11-06 00:32:00,116.44140630000001,0.7264,35.34,1.313,15875.0,409.0,2331.0,0.76425,70.01,3481.0,1.18295,125.8125,135.475,67.4,0.009669,108.7,563.5,108.275,1911.0,1168.3,24340.0,24345.0,11941.5,545.4,1647.6,1105.0,14.39,1.1078,387.9,158.65625,110.421875,138.921875,220.09375,174.71875,28.45,608.25,28139.0,176.4,135.84,229.36,37.77,39.91,3187.0,112.44,26.2,324.0,1.1428,1.0916,1324.0,170.48,39.93,1601.0,37.77,1940.9,3.106,1.1438,2.9219999999999997,896.9,1.0928,25.34,389.1
2020-11-06 00:33:00,116.44140630000001,0.7263,35.33,1.313,15880.0,409.0,2331.0,0.76415,69.98,3481.25,1.18285,125.8125,135.475,67.4,0.009669,108.7,563.5,108.275,1911.0,1167.9,24335.0,24345.0,11944.75,545.4,1647.6,1104.75,14.39,1.1078,387.9,158.65625,110.421875,138.921875,220.09375,174.71875,28.45,608.25,28138.0,176.4,135.84,229.36,37.77,39.89,3187.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.74,1940.9,3.1055,1.1433,2.9210000000000003,895.8,1.0928,25.34,389.1
2020-11-06 00:34:00,116.44140630000001,0.7263,35.34,1.313,15890.0,409.0,2331.0,0.76415,69.95,3481.0,1.18285,125.8125,135.475,67.4,0.0096685,108.7,563.25,108.275,1911.0,1167.3,24335.0,24345.0,11944.75,545.4,1647.4,1105.0,14.39,1.1078,387.9,158.65625,110.421875,138.921875,220.09375,174.71875,28.5,608.0,28134.0,176.41,135.84,229.36,37.73,39.89,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.73,1940.8,3.1055,1.1426,2.923,895.8,1.092,25.345,389.1
2020-11-06 00:35:00,116.44140630000001,0.7263,35.35,1.313,15890.0,409.0,2331.0,0.76415,69.95,3480.0,1.1828,125.8125,135.475,67.4,0.009669,108.7,563.25,108.275,1911.0,1167.3,24330.0,24340.0,11941.5,545.4,1647.1,1105.25,14.39,1.1077,387.9,158.65625,110.421875,138.9375,220.09375,174.71875,28.5,608.0,28128.0,176.4,135.84,229.24,37.73,39.88,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.73,1941.1,3.1065,1.1426,2.9210000000000003,895.8,1.0922,25.35,389.1
2020-11-06 00:36:00,116.44140630000001,0.7263,35.35,1.313,15875.0,409.0,2331.0,0.7642,69.95,3481.25,1.1829,125.8125,135.475,67.4,0.0096685,108.7,563.25,108.275,1911.0,1167.2,24340.0,24340.0,11947.0,545.4,1647.6,1105.25,14.39,1.1077,387.9,158.65625,110.421875,138.9375,220.0625,174.71875,28.5,608.0,28136.0,176.4,135.83,229.24,37.73,39.9,3186.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.91,1601.0,37.74,1941.0,3.1065,1.1426,2.923,896.3,1.0922,25.335,389.1
2020-11-06 00:37:00,116.44140630000001,0.7262,35.34,1.313,15860.0,409.25,2331.0,0.7641,69.99,3480.25,1.18275,125.8125,135.475,67.4,0.009668000000000001,108.7,563.25,108.275,1911.0,1167.2,24325.0,24335.0,11942.25,545.4,1647.2,1105.25,14.39,1.1077,387.9,158.65625,110.421875,138.921875,220.0625,174.75,28.5,608.0,28130.0,176.4,135.84,229.24,37.73,39.88,3184.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.73,1940.9,3.1065,1.1426,2.923,896.3,1.0922,25.335,389.1
2020-11-06 00:38:00,116.44140630000001,0.7262,35.34,1.3129,15890.0,409.0,2331.0,0.7641,69.99,3479.75,1.18265,125.8125,135.475,67.4,0.009666,108.7,563.25,108.275,1911.0,1166.8,24325.0,24330.0,11942.75,545.4,1647.1,1105.0,14.39,1.1077,387.9,158.65625,110.421875,138.921875,220.0625,174.71875,28.5,607.75,28127.0,176.4,135.84,229.24,37.73,39.89,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.75,1940.7,3.106,1.1426,2.9219999999999997,896.4,1.0922,25.33,389.1
2020-11-06 00:39:00,116.44140630000001,0.7262,35.3,1.3129,15900.0,409.0,2331.0,0.7641,69.96,3479.5,1.18265,125.8125,135.475,67.4,0.0096655,108.7,563.25,108.275,1911.0,1166.6,24325.0,24335.0,11940.75,545.4,1647.0,1104.75,14.39,1.1077,387.8,158.65625,110.421875,138.921875,220.0625,174.71875,28.5,607.75,28129.0,176.4,135.84,229.24,37.73,39.87,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.89,1601.0,37.73,1940.5,3.1045,1.143,2.9219999999999997,896.4,1.0922,25.315,389.1
2020-11-06 00:40:00,116.44140630000001,0.7258,35.29,1.3129,15890.0,408.5,2331.0,0.76405,69.91,3479.25,1.18255,125.8125,135.475,67.4,0.009665,108.7,563.25,108.275,1911.0,1166.5,24345.0,24350.0,11940.75,545.4,1647.0,1104.0,14.39,1.1076,387.7,158.65625,110.421875,138.9375,220.0625,174.71875,28.5,607.25,28128.0,176.4,135.84,229.24,37.69,39.85,3184.0,112.44,26.2,323.5,1.1428,1.0916,1324.0,170.48,39.86,1601.0,37.69,1940.3,3.1035,1.1424,2.9219999999999997,895.8,1.0922,25.305,389.1
2020-11-06 00:41:00,116.44140630000001,0.7259,35.27,1.3128,15890.0,408.0,2331.0,0.76405,69.89,3479.5,1.18265,125.8125,135.475,67.4,0.009666,108.7,562.0,108.275,1911.0,1166.2,24340.0,24340.0,11940.25,545.4,1647.2,1103.5,14.39,1.1076,387.4,158.65625,110.421875,138.921875,220.0625,174.71875,28.5,606.5,28132.0,176.4,135.84,229.24,37.69,39.87,3184.0,112.44,26.2,323.5,1.1428,1.0916,1324.0,170.48,39.87,1601.0,37.72,1940.5,3.104,1.1422,2.92,895.5,1.0922,25.31,389.1
2020-11-06 00:42:00,116.44140630000001,0.7259,35.28,1.3128,15880.0,408.0,2331.0,0.7641,69.89,3480.0,1.1827,125.8125,135.475,67.4,0.009667,108.7,562.0,108.275,1911.0,1166.4,24335.0,24340.0,11940.5,545.4,1647.4,1103.5,14.39,1.1076,387.4,158.65625,110.421875,138.921875,220.0625,174.71875,28.5,606.5,28137.0,176.4,135.84,229.24,37.74,39.9,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.9,1601.0,37.75,1940.6,3.105,1.1431,2.9210000000000003,895.5,1.0922,25.325,389.1
2020-11-06 00:43:00,116.44140630000001,0.726,35.27,1.3128,15880.0,408.0,2331.0,0.7641,69.89,3480.25,1.18275,125.8125,135.475,67.4,0.009667499999999999,108.7,562.0,108.275,1911.0,1166.4,24330.0,24340.0,11942.75,545.4,1647.3,1103.5,14.39,1.1076,387.3,158.65625,110.421875,138.921875,220.0625,174.75,28.5,606.5,28137.0,176.4,135.84,229.24,37.74,39.89,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.9,1601.0,37.74,1940.7,3.105,1.143,2.923,895.5,1.0922,25.33,389.1
2020-11-06 00:44:00,116.44140630000001,0.726,35.27,1.313,15830.0,408.25,2331.0,0.76415,69.9,3481.75,1.1828,125.8125,135.475,67.4,0.009667,108.7,562.0,108.275,1911.0,1166.3,24335.0,24340.0,11945.0,545.4,1647.8,1103.5,14.39,1.1077,387.4,158.65625,110.421875,138.9375,220.0625,174.71875,28.45,606.5,28150.0,176.4,135.84,229.24,37.74,39.9,3185.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.91,1601.0,37.75,1940.5,3.105,1.1431,2.923,895.5,1.0922,25.33,389.1
2020-11-06 00:45:00,116.44140630000001,0.7261,35.28,1.313,15810.0,408.25,2331.0,0.7642,69.89,3481.0,1.1828,125.8046875,135.475,67.4,0.009666,108.7,562.5,108.275,1911.0,1166.3,24345.0,24350.0,11943.75,545.4,1647.8,1103.75,14.39,1.1077,387.5,158.65625,110.421875,138.90625,220.0625,174.71875,28.45,607.0,28149.0,176.39,135.84,229.24,37.74,39.89,3186.0,112.44,26.2,323.75,1.1428,1.0916,1324.0,170.48,39.9,1601.0,37.74,1940.1,3.1055,1.1429,2.925,895.5,1.0922,25.31,389.1
