,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-06-06 00:01:00,0.9587,62.89,1.9577,645.25,2800.0,0.9831,64.92,1405.0,1.5575,110.4375,112.5,75.1,0.009427,136.2,818.5,100.875,14485.0,14660.0,2055.75,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.5,12614.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.2,881.8,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:02:00,0.9587,62.89,1.957,645.25,2800.0,0.9831,64.92,1405.25,1.5573,110.4375,112.5,75.1,0.009427,136.2,818.5,100.875,14485.0,14660.0,2055.75,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.22,881.8,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:03:00,0.9587,62.89,1.957,645.25,2800.0,0.9831,64.92,1405.0,1.5571,110.4375,112.5,75.1,0.009427,136.2,818.5,100.875,14485.0,14660.0,2055.75,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.0,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.26,881.8,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:04:00,0.9587,62.89,1.957,645.25,2800.0,0.9831,64.92,1405.0,1.5571,110.4375,112.5,75.1,0.009427,136.2,818.5,100.875,14485.0,14660.0,2055.75,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.0,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.26,881.9,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:05:00,0.9587,62.89,1.957,645.75,2800.0,0.9831,64.92,1405.25,1.5573,110.4375,112.5,75.1,0.009426,136.2,818.5,100.875,14485.0,14660.0,2055.5,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.26,881.9,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:06:00,0.9587,62.89,1.957,645.75,2800.0,0.9831,64.92,1405.0,1.5569,110.4375,112.5,75.1,0.009425,136.2,818.5,100.875,14485.0,14660.0,2055.25,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.09375,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.26,881.8,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:07:00,0.9587,62.89,1.957,646.0,2800.0,0.983,64.92,1405.0,1.557,110.4375,112.5,75.1,0.009425,136.2,818.5,100.875,14485.0,14660.0,2055.25,638.1,765.3,1454.5,9.66,0.9625,378.5,105.59375,113.078125,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.23,881.6,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:08:00,0.9587,62.89,1.9565,646.0,2800.0,0.9829,64.92,1405.0,1.557,110.453125,112.5,75.1,0.009425,136.2,818.5,100.875,14485.0,14660.0,2055.25,638.1,765.3,1454.5,9.66,0.9622,378.5,105.59375,113.078125,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.23,881.6,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:09:00,0.9587,62.89,1.9565,646.0,2800.0,0.9829,64.92,1405.25,1.557,110.453125,112.5,75.1,0.009424,136.2,818.5,100.875,14485.0,14660.0,2055.25,638.1,765.3,1454.5,9.66,0.9619,378.5,105.59375,113.078125,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.21,881.6,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
2008-06-06 00:10:00,0.9587,62.89,1.9565,646.0,2800.0,0.9829,64.92,1405.25,1.557,110.453125,112.5,75.1,0.009424,136.2,818.5,100.875,14485.0,14660.0,2055.25,638.1,765.3,1454.5,9.66,0.9619,378.5,105.59375,113.078125,113.3125,786.5,12618.0,111.35,106.61,87.88,128.23,127.9,3710.0,102.48,36936.0,34048.0,128.81,1526.0,128.21,881.8,3.5805,3.6909,12.571,2030.0,3.3345,17.155,333.0
