,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-07-02 00:01:00,111.52343700000002,0.801,35.24,1.6465,355.0,2486.0,0.8708,60.75,917.0,1.411,114.97656200000002,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9296,382.2,108.22656200000002,116.296875,118.375,28.25,537.5,8430.0,120.93,115.46,94.82,69.04,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.03,938.8,2.3185,1.7587,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:02:00,111.52343700000002,0.801,35.24,1.6463,355.0,2486.0,0.8708,60.75,917.0,1.4109,114.97656200000002,103.55,61.225,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9296,382.2,108.22656200000002,116.296875,118.390625,28.25,537.5,8430.0,120.93,115.46,94.82,69.04,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,938.8,2.3185,1.7587,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:03:00,111.52343700000002,0.8011,35.24,1.6463,355.0,2486.0,0.8708,60.75,917.0,1.4109,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9296,382.2,108.22656200000002,116.296875,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.08,68.56,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.2,2.319,1.7587,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:04:00,111.52343700000002,0.8011,35.24,1.6465,355.0,2486.0,0.8708,60.75,917.0,1.4112,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9296,382.2,108.22656200000002,116.296875,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.08,68.55,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.0,2.319,1.7587,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:05:00,111.52343700000002,0.801,35.24,1.6467,355.0,2486.0,0.8708,60.75,917.0,1.4114,114.97656200000002,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.08,68.56,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.0,2.319,1.7584,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:06:00,111.52343700000002,0.8011,35.24,1.6467,355.0,2486.0,0.8708,60.75,916.75,1.4115,114.97656200000002,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.0,2.319,1.7585,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:07:00,111.52343700000002,0.8011,35.24,1.6467,355.0,2486.0,0.8708,60.75,917.0,1.4114,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.13,939.0,2.319,1.7581,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:08:00,111.52343700000002,0.8011,35.24,1.6467,355.0,2486.0,0.8708,60.75,917.0,1.4113,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.14,938.9,2.319,1.7581,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:09:00,111.52343700000002,0.8011,35.24,1.6467,354.75,2486.0,0.8708,60.75,916.75,1.411,114.984375,103.55,61.225,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.40625,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.14,938.9,2.319,1.7581,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:10:00,111.52343700000002,0.8008,35.24,1.6457,354.75,2486.0,0.8707,60.75,917.0,1.4109,114.984375,103.55,61.225,0.010364,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,938.9,2.319,1.7581,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:11:00,111.52343700000002,0.8009,35.24,1.6451,354.75,2486.0,0.8707,60.75,916.75,1.4108,114.984375,103.55,61.225,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9297,382.2,108.22656200000002,116.3125,118.390625,28.25,537.5,8429.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,938.8,2.319,1.7581,3.787,1192.0,1.851,13.71,460.7
2009-07-02 00:12:00,111.52343700000002,0.8005,35.24,1.645,354.75,2486.0,0.8707,60.75,917.0,1.4105,114.984375,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9293,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,938.7,2.319,1.7581,3.787,1192.0,1.851,13.715,460.7
2009-07-02 00:13:00,111.52343700000002,0.8006,35.24,1.645,354.75,2486.0,0.8705,60.75,916.75,1.4107,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9293,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8426.0,120.93,115.46,94.82,69.13,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,938.7,2.319,1.7581,3.787,1192.0,1.851,13.715,460.7
2009-07-02 00:14:00,111.52343700000002,0.8006,35.24,1.6452,354.75,2486.0,0.8705,60.75,917.0,1.4106,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9292,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8427.0,120.93,115.46,94.82,69.13,68.51,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.06,939.0,2.319,1.7581,3.787,1192.0,1.851,13.715,460.7
2009-07-02 00:15:00,111.52343700000002,0.8005,35.24,1.6453,354.75,2486.0,0.8703,60.75,917.0,1.4105,114.984375,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9292,382.2,108.22656200000002,116.3125,118.390625,28.25,537.5,8428.0,120.93,115.46,94.82,69.07,68.5,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.06,939.0,2.3175,1.7581,3.787,1192.0,1.851,13.715,460.7
2009-07-02 00:16:00,111.52343700000002,0.8007,35.24,1.6454,354.75,2486.0,0.8704,60.75,917.25,1.4108,114.97656200000002,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1158.5,17.72,0.9293,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8430.0,120.93,115.46,94.82,69.07,68.5,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.06,939.0,2.3175,1.7581,3.784,1192.0,1.851,13.715,460.7
2009-07-02 00:17:00,111.52343700000002,0.8005,35.24,1.6452,354.75,2486.0,0.8704,60.75,917.0,1.4106,114.97656200000002,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9294,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8430.0,120.93,115.46,94.82,69.07,68.5,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,938.8,2.3175,1.7561,3.784,1192.0,1.851,13.715,460.7
2009-07-02 00:18:00,111.52343700000002,0.8006,35.24,1.6452,354.75,2486.0,0.8704,60.75,917.0,1.4107,114.97656200000002,103.55,61.225,0.010359,118.8,576.25,85.325,9850.0,9900.0,1476.0,456.6,512.9,1158.75,17.72,0.9294,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.07,68.49,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.06,938.8,2.3175,1.7561,3.784,1192.0,1.851,13.715,460.7
2009-07-02 00:19:00,111.52343700000002,0.8006,35.24,1.6454,354.5,2486.0,0.8704,60.75,917.25,1.4107,114.97656200000002,103.55,61.225,0.010359,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.0,17.72,0.9293,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.49,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,938.8,2.319,1.7561,3.784,1192.0,1.851,13.725,460.7
2009-07-02 00:20:00,111.52343700000002,0.8007,35.24,1.6454,354.5,2486.0,0.8703,60.75,917.5,1.4107,114.96875,103.55,61.225,0.010359,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.0,17.72,0.9293,382.2,108.22656200000002,116.3125,118.375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.49,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.03,938.9,2.319,1.7561,3.784,1192.0,1.85,13.725,460.7
2009-07-02 00:21:00,111.52343700000002,0.8007,35.24,1.6454,354.5,2486.0,0.8703,60.75,917.5,1.4107,114.96875,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.3125,118.375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.48,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.01,938.9,2.319,1.7561,3.784,1192.0,1.85,13.725,460.7
2009-07-02 00:22:00,111.52343700000002,0.8007,35.24,1.6454,354.5,2486.0,0.8705,60.75,917.25,1.4107,114.96875,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.3125,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.07,68.48,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.0,939.0,2.319,1.7561,3.784,1192.0,1.85,13.725,460.7
2009-07-02 00:23:00,111.52343700000002,0.8007,35.24,1.6452,354.5,2486.0,0.8705,60.75,917.25,1.4107,114.97656200000002,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.296875,118.375,28.25,537.5,8428.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.0,939.0,2.3175,1.7561,3.784,1192.0,1.85,13.73,460.7
2009-07-02 00:24:00,111.52343700000002,0.8005,35.24,1.6453,354.5,2486.0,0.8705,60.75,917.25,1.4107,114.97656200000002,103.55,61.225,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.296875,118.359375,28.25,537.5,8428.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.02,939.0,2.3175,1.7561,3.784,1192.0,1.85,13.73,460.7
2009-07-02 00:25:00,111.52343700000002,0.8005,35.24,1.6453,354.5,2486.0,0.8705,60.75,917.5,1.4107,114.97656200000002,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.296875,118.34375,28.25,537.5,8431.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.02,939.0,2.3175,1.7561,3.784,1192.0,1.85,13.73,460.7
2009-07-02 00:26:00,111.52343700000002,0.8005,35.24,1.6453,354.5,2486.0,0.8705,60.75,917.25,1.4108,114.97656200000002,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.5,456.6,512.9,1159.25,17.72,0.9293,382.2,108.234375,116.296875,118.34375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.03,939.0,2.3175,1.7561,3.784,1192.0,1.85,13.73,460.7
2009-07-02 00:27:00,111.52343700000002,0.8005,35.24,1.6453,354.5,2486.0,0.8705,60.75,917.25,1.4108,114.97656200000002,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9293,382.2,108.234375,116.296875,118.34375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.02,939.3,2.3175,1.7561,3.784,1192.0,1.85,13.73,460.7
2009-07-02 00:28:00,111.52343700000002,0.8006,35.24,1.6453,354.5,2486.0,0.8705,60.75,917.0,1.4108,114.96875,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.5,17.72,0.9293,382.2,108.22656200000002,116.296875,118.34375,28.25,537.5,8429.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.02,939.4,2.3175,1.7561,3.7889999999999997,1192.0,1.85,13.735,460.7
2009-07-02 00:29:00,111.52343700000002,0.8006,35.24,1.6454,354.5,2486.0,0.8705,60.75,917.0,1.4109,114.96875,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.9,1158.5,17.72,0.9293,382.2,108.22656200000002,116.296875,118.34375,28.25,537.5,8427.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.02,939.3,2.3175,1.7561,3.7889999999999997,1192.0,1.85,13.735,460.7
2009-07-02 00:30:00,111.52343700000002,0.8006,35.24,1.6454,354.5,2486.0,0.8705,60.75,916.75,1.4109,114.96875,103.55,61.225,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.9,1158.0,17.72,0.9293,382.2,108.22656200000002,116.296875,118.34375,28.25,537.5,8426.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.01,939.3,2.3175,1.7561,3.7889999999999997,1192.0,1.85,13.735,460.7
2009-07-02 00:31:00,111.52343700000002,0.8006,35.24,1.6451,355.0,2486.0,0.8705,60.75,916.75,1.4109,114.96875,103.55,61.225,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.9,1158.0,17.72,0.9293,382.2,108.22656200000002,116.3125,118.34375,28.25,537.25,8428.0,120.93,115.46,94.82,69.07,68.47,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.01,939.5,2.3195,1.7561,3.7889999999999997,1192.0,1.85,13.735,460.7
2009-07-02 00:32:00,111.52343700000002,0.8007,35.24,1.6456,355.0,2486.0,0.8705,60.75,917.0,1.4113,114.96875,103.55,61.225,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.9,1158.0,17.72,0.9294,382.2,108.234375,116.296875,118.34375,28.25,537.25,8429.0,120.93,115.46,94.82,69.07,68.44,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.03,939.5,2.321,1.7561,3.7910000000000004,1192.0,1.85,13.735,460.7
2009-07-02 00:33:00,111.52343700000002,0.8009,35.24,1.6456,355.0,2486.0,0.8705,60.75,917.0,1.4112,114.96875,103.55,61.2,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1158.0,17.72,0.9296,382.2,108.234375,116.3125,118.359375,28.25,537.25,8429.0,120.93,115.46,94.82,69.03,68.5,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.06,939.5,2.3215,1.7561,3.7910000000000004,1192.0,1.85,13.735,460.7
2009-07-02 00:34:00,111.52343700000002,0.8008,35.24,1.6459,355.0,2486.0,0.8705,60.8,917.0,1.4113,114.96875,103.55,61.125,0.010362,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1158.0,17.72,0.9294,382.2,108.234375,116.3125,118.359375,28.25,537.25,8429.0,120.93,115.46,94.82,69.03,68.5,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,939.4,2.322,1.7561,3.7910000000000004,1192.0,1.85,13.735,460.7
2009-07-02 00:35:00,111.52343700000002,0.8008,35.24,1.6461,355.0,2486.0,0.8705,60.8,917.0,1.4112,114.96875,103.55,61.125,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1158.0,17.72,0.9294,382.2,108.234375,116.3125,118.390625,28.25,537.5,8429.0,120.93,115.46,94.82,69.03,68.49,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.08,939.4,2.3205,1.7561,3.79,1192.0,1.85,13.72,460.7
2009-07-02 00:36:00,111.52343700000002,0.8008,35.24,1.6461,355.0,2486.0,0.8705,60.74,917.0,1.4112,114.96875,103.55,61.125,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1158.0,17.72,0.9294,382.2,108.234375,116.3125,118.375,28.25,537.75,8429.0,120.93,115.46,94.82,69.03,68.55,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.5,2.3205,1.7561,3.79,1192.0,1.85,13.74,460.7
2009-07-02 00:37:00,111.52343700000002,0.8008,35.24,1.6461,355.0,2486.0,0.8705,60.74,917.0,1.4113,114.96875,103.55,61.1,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1158.0,17.72,0.9296,382.2,108.234375,116.3125,118.375,28.25,537.75,8429.0,120.93,115.46,94.82,69.03,68.55,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.4,2.3205,1.7561,3.79,1192.0,1.851,13.735,460.7
2009-07-02 00:38:00,111.52343700000002,0.8008,35.24,1.6461,355.0,2486.0,0.8705,60.74,916.75,1.4114,114.96875,103.55,61.1,0.01036,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.6,1158.0,17.72,0.9296,382.2,108.234375,116.3125,118.375,28.25,537.75,8428.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.6,2.326,1.757,3.793,1192.0,1.851,13.75,460.7
2009-07-02 00:39:00,111.52343700000002,0.8004,35.24,1.6461,355.0,2486.0,0.8705,60.74,917.0,1.4112,114.96875,103.55,61.1,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.6,1160.0,17.72,0.9296,382.2,108.234375,116.3125,118.390625,28.25,537.75,8428.0,120.93,115.46,94.82,69.03,68.6,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.6,2.3255,1.757,3.795,1192.0,1.851,13.75,460.7
2009-07-02 00:40:00,111.52343700000002,0.8003,35.24,1.6461,355.0,2486.0,0.8705,60.74,917.0,1.4113,114.96875,103.55,61.1,0.010362999999999999,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.6,1160.0,17.72,0.9296,382.2,108.234375,116.3125,118.390625,28.25,537.75,8426.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.5,2.3255,1.757,3.795,1192.0,1.851,13.755,460.7
2009-07-02 00:41:00,111.52343700000002,0.8003,35.24,1.6458,355.0,2486.0,0.8704,60.74,917.0,1.4113,114.96875,103.55,61.1,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.3,1160.0,17.72,0.9296,382.2,108.234375,116.3125,118.40625,28.25,537.75,8426.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.5,2.3255,1.757,3.79,1192.0,1.851,13.755,460.7
2009-07-02 00:42:00,111.52343700000002,0.8001,35.24,1.6457,355.0,2486.0,0.8704,60.74,916.75,1.4111,114.984375,103.55,61.1,0.010361,118.8,576.25,85.325,9850.0,9900.0,1475.0,456.6,512.3,1160.0,17.72,0.9296,382.2,108.234375,116.3125,118.40625,28.25,537.75,8428.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.8,2.3255,1.757,3.7880000000000003,1192.0,1.851,13.75,460.7
2009-07-02 00:43:00,111.52343700000002,0.8002,35.24,1.6457,355.0,2486.0,0.8704,60.74,916.75,1.4111,114.97656200000002,103.55,61.1,0.010359,118.8,576.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.40625,28.25,537.75,8428.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.4,2.324,1.757,3.7880000000000003,1192.0,1.851,13.725,460.7
2009-07-02 00:44:00,111.52343700000002,0.8002,35.24,1.6457,355.0,2486.0,0.8704,60.8,916.75,1.4111,114.97656200000002,103.55,61.1,0.010359,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.40625,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.59,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.5,2.324,1.757,3.7880000000000003,1192.0,1.851,13.725,460.7
2009-07-02 00:45:00,111.52343700000002,0.8001,35.24,1.6457,355.0,2486.0,0.8702,60.8,917.0,1.411,114.97656200000002,103.55,61.1,0.010359,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.40625,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.57,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.08,939.5,2.324,1.757,3.7880000000000003,1192.0,1.851,13.725,460.7
2009-07-02 00:46:00,111.52343700000002,0.8002,35.24,1.6451,354.5,2486.0,0.8702,60.8,917.0,1.4111,114.97656200000002,103.55,61.1,0.010359,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.390625,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.56,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,939.3,2.324,1.757,3.7880000000000003,1192.0,1.851,13.725,460.7
2009-07-02 00:47:00,111.52343700000002,0.8001,35.24,1.6452,354.5,2486.0,0.8702,60.8,917.0,1.4111,114.97656200000002,103.55,61.1,0.01036,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.359375,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.56,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,939.2,2.324,1.757,3.7889999999999997,1192.0,1.851,13.75,460.7
2009-07-02 00:48:00,111.52343700000002,0.8002,35.24,1.6454,354.5,2486.0,0.8702,60.8,917.0,1.411,114.96093700000002,103.55,61.1,0.01036,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.3,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.359375,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.56,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.05,939.2,2.324,1.757,3.7889999999999997,1192.0,1.851,13.745,460.7
2009-07-02 00:49:00,111.52343700000002,0.8004,35.24,1.6454,354.5,2486.0,0.8704,60.8,917.0,1.4112,114.96093700000002,103.55,61.1,0.01036,118.8,575.25,85.325,9850.0,9900.0,1475.0,456.6,512.6,1160.0,17.72,0.9295,382.2,108.234375,116.3125,118.359375,28.25,537.25,8428.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.09,939.5,2.324,1.757,3.7889999999999997,1192.0,1.851,13.74,460.7
2009-07-02 00:50:00,111.52343700000002,0.8002,35.24,1.6454,354.5,2486.0,0.8704,60.8,917.0,1.4113,114.96093700000002,103.55,61.1,0.01036,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1160.0,17.72,0.9295,382.2,108.234375,116.296875,118.359375,28.25,537.25,8429.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.11,939.5,2.324,1.757,3.7889999999999997,1192.0,1.851,13.73,460.7
2009-07-02 00:51:00,111.52343700000002,0.8005,35.24,1.6453,354.5,2486.0,0.8704,60.8,917.25,1.4111,114.96093700000002,103.55,61.1,0.01036,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1160.0,17.72,0.9294,382.2,108.234375,116.296875,118.359375,28.25,537.25,8431.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.5,2.324,1.757,3.79,1192.0,1.851,13.745,460.7
2009-07-02 00:52:00,111.52343700000002,0.8003,35.24,1.6453,354.5,2486.0,0.8706,60.8,917.0,1.4112,114.96093700000002,103.55,61.1,0.010357,118.8,575.25,85.325,9850.0,9900.0,1475.0,456.6,512.6,1160.0,17.72,0.9294,382.2,108.234375,116.296875,118.375,28.25,537.25,8431.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.4,2.324,1.757,3.7910000000000004,1192.0,1.851,13.74,460.7
2009-07-02 00:53:00,111.52343700000002,0.8002,35.24,1.6453,354.5,2486.0,0.8706,60.8,917.0,1.411,114.96875,103.55,61.1,0.010358,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1160.0,17.72,0.9294,382.2,108.234375,116.3125,118.390625,28.25,537.25,8431.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.5,2.324,1.757,3.792,1192.0,1.851,13.725,460.7
2009-07-02 00:54:00,111.52343700000002,0.8002,35.24,1.6457,354.5,2486.0,0.8706,60.8,916.75,1.411,114.96875,103.55,61.1,0.010358,118.8,575.25,85.325,9850.0,9900.0,1475.25,456.6,512.6,1160.0,17.72,0.9294,382.2,108.234375,116.3125,118.390625,28.25,537.25,8431.0,120.93,115.46,94.82,69.03,68.58,2423.0,107.95,1.7091,1292.0,67.75,1571.0,69.12,939.5,2.324,1.757,3.792,1192.0,1.851,13.725,460.7
