,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2020-02-07 00:01:00,0.6722,31.38,1.2949,9915.0,381.5,2888.0,0.75235,67.69,3340.75,1.1006,119.6953125,135.9,65.5,0.009114,100.45,467.25,119.575,2029.3,1094.1,23800.0,23810.0,9438.5,461.3,1677.0,883.75,14.71,1.0286,288.9,144.25,107.953125,130.671875,191.0,161.65625,15.75,555.75,29277.0,174.02,134.59,206.98,51.05,55.12,3792.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.11,1996.0,51.05,1568.9,2.582,1.668,1.87,963.3,1.496,17.78,415.6
2020-02-07 00:02:00,0.6722,31.38,1.2949,9915.0,381.5,2888.0,0.7523,67.69,3340.75,1.10055,119.6953125,135.9,65.5,0.0091145,100.45,467.25,119.575,2029.3,1094.1,23800.0,23810.0,9437.25,461.3,1677.1,883.75,14.71,1.0286,288.9,144.25,107.953125,130.671875,191.0,161.65625,15.75,555.75,29276.0,174.02,134.59,206.98,51.05,55.12,3792.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.11,1996.0,51.04,1568.9,2.582,1.668,1.87,963.5,1.496,17.78,415.6
2020-02-07 00:03:00,0.6722,31.37,1.2949,9920.0,381.5,2888.0,0.7523,67.69,3340.5,1.10055,119.6953125,135.9,65.5,0.009114,100.45,467.25,119.575,2029.3,1093.5,23800.0,23810.0,9436.75,461.3,1676.9,883.75,14.71,1.0286,288.9,144.25,107.953125,130.671875,191.0,161.65625,15.75,555.75,29273.0,174.02,134.59,206.98,51.05,55.1,3792.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.11,1996.0,51.05,1568.9,2.582,1.668,1.87,963.5,1.496,17.78,415.6
2020-02-07 00:04:00,0.6722,31.37,1.295,9920.0,381.5,2888.0,0.75235,67.69,3340.75,1.10055,119.6953125,135.9,65.5,0.009114,100.45,467.25,119.575,2029.3,1093.5,23805.0,23820.0,9438.0,461.3,1677.1,883.75,14.71,1.0286,288.9,144.25,107.953125,130.671875,190.96875,161.65625,15.75,555.75,29278.0,174.02,134.59,206.98,51.05,55.11,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.11,1996.0,51.06,1568.4,2.582,1.668,1.87,963.1,1.496,17.775,415.6
2020-02-07 00:05:00,0.6722,31.37,1.2951,9920.0,381.5,2888.0,0.75235,67.69,3340.5,1.10055,119.6953125,135.9,65.5,0.0091145,100.45,467.25,119.575,2029.3,1093.5,23805.0,23820.0,9437.0,461.3,1677.2,883.75,14.71,1.0286,288.9,144.234375,107.953125,130.65625,190.9375,161.65625,15.75,555.75,29275.0,174.01,134.59,206.98,51.05,55.09,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.08,1996.0,51.04,1568.9,2.582,1.668,1.87,963.1,1.496,17.775,415.6
2020-02-07 00:06:00,0.6722,31.37,1.295,9920.0,381.5,2888.0,0.75235,67.69,3340.75,1.10055,119.6875,135.9,65.5,0.0091145,100.45,467.25,119.575,2029.3,1093.8,23805.0,23820.0,9437.75,461.3,1676.9,883.75,14.71,1.0286,288.9,144.234375,107.953125,130.65625,190.9375,161.65625,15.75,555.75,29276.0,174.01,134.59,206.98,51.05,55.1,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.08,1996.0,51.05,1569.1,2.582,1.668,1.87,963.0,1.496,17.78,415.6
2020-02-07 00:07:00,0.6722,31.37,1.295,9915.0,381.5,2888.0,0.75235,67.69,3340.75,1.10055,119.6953125,135.9,65.5,0.009115,100.45,467.25,119.575,2029.3,1093.8,23800.0,23820.0,9437.25,461.3,1677.0,883.75,14.71,1.0286,288.9,144.25,107.94921875,130.671875,190.96875,161.65625,15.75,555.75,29276.0,174.01,134.59,206.98,51.05,55.09,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.1,1996.0,51.04,1569.3,2.582,1.668,1.87,963.5,1.496,17.785,415.6
2020-02-07 00:08:00,0.6722,31.36,1.2951,9915.0,381.5,2888.0,0.75235,67.69,3340.75,1.10065,119.6953125,135.9,65.5,0.009115,100.45,467.25,119.575,2029.3,1093.8,23800.0,23820.0,9436.25,461.3,1677.0,883.75,14.71,1.0287,288.9,144.25,107.94921875,130.671875,190.96875,161.65625,15.75,555.75,29275.0,174.01,134.59,206.98,51.05,55.11,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.1,1996.0,51.05,1569.5,2.582,1.6676,1.87,963.5,1.496,17.78,415.6
2020-02-07 00:09:00,0.6722,31.37,1.2951,9915.0,381.75,2888.0,0.75235,67.69,3341.0,1.10065,119.6953125,135.9,65.5,0.0091145,100.45,467.25,119.575,2029.3,1093.8,23800.0,23820.0,9437.25,461.3,1677.1,883.75,14.71,1.0287,288.9,144.25,107.94921875,130.671875,191.0,161.65625,15.75,555.75,29278.0,174.0,134.59,206.98,51.05,55.11,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.1,1996.0,51.06,1569.4,2.583,1.6676,1.869,963.5,1.496,17.78,415.6
2020-02-07 00:10:00,0.6722,31.36,1.2952,9915.0,381.75,2888.0,0.75235,67.69,3340.75,1.10065,119.6953125,135.9,65.5,0.0091145,100.45,467.25,119.575,2029.3,1093.8,23800.0,23820.0,9436.5,461.3,1677.1,883.75,14.71,1.0287,288.9,144.25,107.94921875,130.671875,191.0,161.65625,15.75,555.75,29277.0,174.0,134.59,206.98,51.05,55.1,3793.0,112.01,13.4,509.0,1.6666,1.4968,1277.0,166.35,55.09,1996.0,51.05,1569.5,2.583,1.6676,1.868,963.8,1.496,17.785,415.6
