,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2019-05-03 00:01:00,0.7006,27.48,1.3067,5460.0,370.75,2363.0,0.7433,75.5,2922.5,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.2,22290.0,22305.0,7761.25,1588.6,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.49,3439.0,111.92,14.5,635.75,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.7,1273.3,2.791,2.0686,2.6010000000000004,852.8,2.0181,14.645,329.8
2019-05-03 00:02:00,0.7006,27.48,1.3067,5460.0,370.75,2363.0,0.7433,75.5,2922.5,1.1214,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.2,22290.0,22305.0,7760.75,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26299.0,165.16,132.92,188.26,61.63,70.49,3439.0,111.92,14.5,635.75,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.69,1273.3,2.791,2.0686,2.6010000000000004,852.6,2.0181,14.645,329.8
2019-05-03 00:03:00,0.7006,27.48,1.3067,5455.0,371.0,2363.0,0.74325,75.5,2922.75,1.1214,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.2,22290.0,22305.0,7761.5,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26299.0,165.16,132.92,188.26,61.63,70.49,3439.0,111.92,14.5,635.75,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.7,1273.2,2.7915,2.0686,2.6010000000000004,852.5,2.0181,14.645,329.8
2019-05-03 00:04:00,0.7006,27.48,1.3066,5455.0,371.0,2363.0,0.74325,75.5,2922.5,1.1214,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.2,22290.0,22305.0,7761.5,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.48,3439.0,111.92,14.5,635.75,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.69,1273.4,2.791,2.069,2.6010000000000004,852.5,2.0181,14.645,329.8
2019-05-03 00:05:00,0.7006,27.48,1.3067,5450.0,371.0,2363.0,0.74325,75.5,2922.5,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.2,22295.0,22305.0,7761.25,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.48,3439.0,111.92,14.5,635.75,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.7,1273.4,2.791,2.069,2.6010000000000004,852.4,2.0181,14.645,329.8
2019-05-03 00:06:00,0.7005,27.48,1.3067,5450.0,371.0,2363.0,0.74325,75.5,2922.75,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.5,22295.0,22305.0,7761.75,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26299.0,165.16,132.92,188.26,61.63,70.47,3439.0,111.92,14.5,635.5,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.68,1273.3,2.791,2.0685,2.6010000000000004,852.9,2.0181,14.645,329.8
2019-05-03 00:07:00,0.7005,27.48,1.3068,5450.0,370.75,2363.0,0.74325,75.5,2922.75,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.5,22295.0,22305.0,7761.75,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26299.0,165.16,132.92,188.26,61.63,70.47,3439.0,111.92,14.5,635.5,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.68,1273.4,2.791,2.0684,2.602,853.2,2.0181,14.645,329.8
2019-05-03 00:08:00,0.7005,27.48,1.3068,5450.0,370.75,2363.0,0.74325,75.5,2922.5,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.5,22295.0,22305.0,7761.5,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.47,3439.0,111.92,14.5,635.5,2.069,2.0187,1341.0,161.88,70.46,1924.0,61.67,1273.3,2.7905,2.0686,2.602,853.3,2.0175,14.645,329.8
2019-05-03 00:09:00,0.7006,27.48,1.3067,5460.0,370.75,2363.0,0.74325,75.5,2922.5,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.5,22300.0,22305.0,7761.75,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.43,3439.0,111.92,14.5,635.25,2.069,2.0187,1341.0,161.88,70.42,1924.0,61.64,1273.3,2.7905,2.068,2.602,853.5,2.0175,14.645,329.8
2019-05-03 00:10:00,0.7006,27.48,1.3067,5460.0,370.75,2363.0,0.74335,75.5,2922.75,1.12145,115.2890625,147.925,93.325,0.009,91.3,408.0,114.075,1903.4,1076.5,22290.0,22305.0,7761.5,1588.7,843.75,12.22,0.9846,297.1,131.375,106.34375,123.234375,164.5,147.125,15.0,446.75,26298.0,165.16,132.92,188.26,61.63,70.45,3439.0,111.92,14.5,635.25,2.069,2.0187,1341.0,161.88,70.42,1924.0,61.66,1273.4,2.791,2.0678,2.6010000000000004,853.5,2.017,14.65,329.8
