,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2014-06-06 00:01:00,0.9329,38.71,1.681,447.25,3089.0,0.9155,85.61,1941.75,1.3657,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1154.9,1460.25,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16854.0,145.26,127.68,131.64,102.51,108.85,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.5,3.0765,2.8839,4.721,1444.7,2.9617,19.045,460.7
2014-06-06 00:02:00,0.9329,38.71,1.681,447.25,3089.0,0.9155,85.61,1941.5,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1154.9,1460.25,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16854.0,145.26,127.68,131.64,102.51,108.85,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.48,1253.4,3.0745,2.8839,4.72,1444.4,2.9617,19.045,460.7
2014-06-06 00:03:00,0.9329,38.71,1.681,447.25,3089.0,0.9155,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.75,460.9,1155.1,1460.25,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16855.0,145.26,127.68,131.64,102.51,108.84,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.4,3.074,2.8839,4.72,1444.4,2.9617,19.045,460.7
2014-06-06 00:04:00,0.9329,38.71,1.681,447.25,3089.0,0.9155,85.61,1942.0,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3784.0,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16856.0,145.26,127.68,131.64,102.51,108.84,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.4,3.0745,2.8839,4.72,1444.4,2.9617,19.045,460.7
2014-06-06 00:05:00,0.9329,38.71,1.681,447.75,3089.0,0.9154,85.61,1942.0,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3784.0,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16856.0,145.26,127.68,131.64,102.51,108.84,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.48,1253.4,3.0735,2.8839,4.72,1444.5,2.9617,19.045,460.7
2014-06-06 00:06:00,0.933,38.71,1.681,447.75,3089.0,0.9154,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3784.0,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16855.0,145.26,127.68,131.64,102.51,108.84,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.48,1253.4,3.074,2.8839,4.72,1444.6,2.9617,19.045,460.7
2014-06-06 00:07:00,0.933,38.71,1.6809,447.75,3089.0,0.9154,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.75,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,603.75,16855.0,145.26,127.68,131.64,102.51,108.84,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.48,1253.5,3.072,2.8839,4.72,1444.6,2.9617,19.04,460.7
2014-06-06 00:08:00,0.9329,38.71,1.6809,447.5,3089.0,0.9154,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.3125,135.46875,12.7,604.0,16854.0,145.26,127.68,131.64,102.51,108.83,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.5,3.0725,2.8839,4.72,1444.7,2.9617,19.04,460.7
2014-06-06 00:09:00,0.9329,38.71,1.6809,447.5,3089.0,0.9154,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.609375,147.28125,135.4375,12.7,604.0,16854.0,145.26,127.68,131.64,102.51,108.83,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.4,3.0725,2.8839,4.72,1444.7,2.9617,19.04,460.7
2014-06-06 00:10:00,0.9329,38.71,1.6809,447.5,3089.0,0.9154,85.61,1941.75,1.3658,119.35156200000002,200.7,122.575,0.009772,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1155.1,1460.5,16.88,1.1217,490.7,109.859375,124.59375,147.28125,135.4375,12.7,604.0,16853.0,145.26,127.68,131.64,102.51,108.83,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.4,3.0725,2.8839,4.72,1444.7,2.9617,19.04,460.7
2014-06-06 00:11:00,0.9328,38.71,1.6809,447.5,3089.0,0.9154,85.61,1941.5,1.3657,119.35156200000002,200.7,122.575,0.009771,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.5,460.9,1155.1,1460.25,16.88,1.1216,490.7,109.859375,124.59375,147.25,135.4375,12.7,604.0,16853.0,145.26,127.68,131.64,102.51,108.83,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.4,3.0725,2.8839,4.718999999999999,1444.7,2.9617,19.04,460.7
2014-06-06 00:12:00,0.9327,38.71,1.6809,447.5,3089.0,0.9154,85.61,1941.5,1.3657,119.35156200000002,200.7,122.575,0.009771,168.8,713.5,141.475,1974.4,1037.6,15070.0,15130.0,3783.25,460.9,1155.1,1460.25,16.88,1.1216,490.7,109.859375,124.59375,147.21875,135.4375,12.7,604.0,16853.0,145.26,127.68,131.64,102.51,108.83,3273.0,110.645,15.65,901.0,2.8867,2.958,1891.0,138.4,108.87,1957.0,102.49,1253.3,3.0725,2.8839,4.718999999999999,1443.8,2.9617,19.045,460.7
