,@3N#,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2009-05-08 00:01:00,112.25,0.7508,38.9,1.5003,412.0,2444.0,0.8541,58.79,914.5,1.3371,116.53125,99.15,67.425,0.010097,124.4,611.25,82.35,9485.0,9490.0,1399.5,498.8,1111.25,15.47,0.8843,345.4,108.63281200000002,120.109375,120.25,32.9,590.0,8444.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.32,913.4,2.1505,1.5022,4.147,1154.0,1.6945,13.81,449.0
2009-05-08 00:02:00,112.25,0.7508,38.9,1.5003,412.0,2444.0,0.8541,58.79,914.0,1.3369,116.53125,99.15,67.425,0.010097,124.4,611.25,82.35,9485.0,9490.0,1399.5,498.8,1111.25,15.47,0.8842,345.4,108.63281200000002,120.109375,120.25,32.9,590.0,8444.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.3,913.4,2.1505,1.5022,4.147,1154.0,1.6945,13.795,449.0
2009-05-08 00:03:00,112.25,0.7505,38.9,1.5003,412.0,2444.0,0.8541,58.79,914.25,1.3366,116.53125,99.15,67.425,0.0101,124.4,611.25,82.35,9485.0,9490.0,1399.25,498.8,1111.25,15.47,0.8841,345.4,108.63281200000002,120.109375,120.25,32.9,590.0,8444.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.3,913.9,2.1505,1.5022,4.147,1154.0,1.6945,13.795,449.0
2009-05-08 00:04:00,112.25,0.7505,38.9,1.5002,412.25,2444.0,0.8541,58.79,914.25,1.3367,116.53125,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1399.25,498.8,1111.25,15.47,0.8843,345.4,108.625,120.109375,120.25,32.9,590.0,8443.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.3,913.9,2.1505,1.5022,4.147,1154.0,1.6945,13.795,449.0
2009-05-08 00:05:00,112.25,0.7505,38.9,1.5002,412.25,2444.0,0.8541,58.79,913.75,1.3366,116.53125,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1398.75,498.2,1111.25,15.47,0.8843,345.4,108.625,120.109375,120.25,32.9,590.0,8440.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.3,913.9,2.1505,1.5022,4.147,1154.0,1.6945,13.795,449.0
2009-05-08 00:06:00,112.25,0.7505,38.9,1.5002,412.25,2444.0,0.8539,58.79,914.0,1.3367,116.53125,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1398.75,498.2,1111.25,15.47,0.8842,345.4,108.625,120.109375,120.25,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.37,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.3,913.6,2.1589,1.5022,4.147,1154.0,1.6945,13.8,449.0
2009-05-08 00:07:00,112.25,0.7505,38.9,1.5002,412.0,2444.0,0.854,58.79,914.0,1.3367,116.53125,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1398.75,498.2,1111.25,15.47,0.884,345.4,108.625,120.109375,120.25,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.33,913.6,2.1589,1.5022,4.147,1154.0,1.6945,13.8,449.0
2009-05-08 00:08:00,112.25,0.7505,38.9,1.5002,412.0,2444.0,0.854,58.79,914.0,1.3366,116.53125,99.15,67.425,0.010103000000000001,124.4,611.25,82.35,9485.0,9490.0,1398.75,498.2,1111.25,15.47,0.884,345.4,108.625,120.109375,120.25,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.34,913.5,2.1589,1.5022,4.158,1154.0,1.6945,13.8,449.0
2009-05-08 00:09:00,112.25,0.7504,38.9,1.5002,412.0,2444.0,0.854,58.79,914.0,1.3365,116.53125,99.15,67.425,0.010102,124.4,611.25,82.35,9485.0,9490.0,1398.75,498.2,1111.25,15.47,0.8841,345.4,108.625,120.09375,120.234375,32.9,590.0,8440.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.34,913.5,2.1589,1.5022,4.17,1154.0,1.6945,13.8,449.0
2009-05-08 00:10:00,112.25,0.7507,38.9,1.4996,412.0,2444.0,0.854,58.79,914.0,1.3367,116.52343700000002,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1399.0,498.2,1111.25,15.47,0.8841,345.4,108.625,120.09375,120.234375,32.9,590.0,8444.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.5,2.1589,1.5022,4.17,1154.0,1.6945,13.8,449.0
2009-05-08 00:11:00,112.25,0.7505,38.9,1.4997,412.0,2444.0,0.8538,58.79,914.25,1.3365,116.52343700000002,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1399.0,498.2,1111.25,15.47,0.8842,345.4,108.625,120.09375,120.234375,32.9,590.0,8444.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.32,913.5,2.1589,1.5022,4.17,1154.0,1.6945,13.8,449.0
2009-05-08 00:12:00,112.25,0.7505,38.9,1.4997,412.0,2444.0,0.8538,58.79,914.75,1.3366,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.4,1111.25,15.47,0.8841,345.4,108.625,120.09375,120.234375,32.9,590.0,8447.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.6,2.1589,1.5022,4.17,1154.0,1.6945,13.8,449.0
2009-05-08 00:13:00,112.25,0.7507,38.9,1.4997,412.25,2444.0,0.8538,58.79,914.25,1.3367,116.52343700000002,99.15,67.425,0.010098000000000001,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.4,1111.25,15.47,0.8843,345.4,108.625,120.09375,120.265625,32.9,590.0,8443.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.6,2.1589,1.5022,4.17,1154.0,1.6945,13.8,449.0
2009-05-08 00:14:00,112.25,0.7507,38.9,1.4997,412.25,2444.0,0.8538,58.79,913.75,1.3366,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.4,1111.25,15.47,0.8842,345.4,108.625,120.09375,120.265625,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.6,2.1589,1.5022,4.17,1154.0,1.6945,13.815,449.0
2009-05-08 00:15:00,112.25,0.7507,38.9,1.4997,412.25,2444.0,0.8538,58.79,914.0,1.3365,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.4,1111.25,15.47,0.8842,345.4,108.625,120.09375,120.28125,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.31,913.5,2.1589,1.5022,4.17,1154.0,1.6945,13.815,449.0
2009-05-08 00:16:00,112.25,0.7507,38.9,1.4997,412.25,2444.0,0.8537,58.79,913.75,1.3365,116.52343700000002,99.15,67.425,0.010098000000000001,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.4,1111.25,15.47,0.8842,345.4,108.625,120.109375,120.28125,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.37,913.5,2.1589,1.5022,4.17,1154.0,1.6945,13.815,449.0
2009-05-08 00:17:00,112.25,0.7507,38.9,1.4997,412.25,2444.0,0.8537,58.79,914.0,1.3366,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1398.25,497.4,1111.25,15.47,0.8843,345.4,108.625,120.109375,120.265625,32.9,590.0,8438.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.36,913.7,2.1589,1.5022,4.17,1154.0,1.6945,13.805,449.0
2009-05-08 00:18:00,112.25,0.7507,38.9,1.5,412.25,2444.0,0.8536,58.79,913.5,1.3364,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1398.25,497.4,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8440.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.36,913.7,2.1589,1.5022,4.17,1154.0,1.6945,13.805,449.0
2009-05-08 00:19:00,112.25,0.7507,38.9,1.5,412.0,2444.0,0.8536,58.79,914.0,1.3364,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1398.5,497.4,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.36,913.6,2.1589,1.5022,4.17,1154.0,1.6945,13.805,449.0
2009-05-08 00:20:00,112.25,0.751,38.9,1.5,412.25,2444.0,0.8536,58.79,913.5,1.3365,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1398.0,497.4,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8438.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.6,2.1589,1.5022,4.175,1154.0,1.6945,13.805,449.0
2009-05-08 00:21:00,112.25,0.7508,38.9,1.5,412.25,2444.0,0.8536,58.79,913.5,1.3363,116.52343700000002,99.15,67.425,0.010099,124.4,611.25,82.35,9485.0,9490.0,1398.0,498.0,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8438.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.35,913.4,2.154,1.5022,4.175,1154.0,1.6945,13.805,449.0
2009-05-08 00:22:00,112.25,0.7507,38.9,1.5,412.25,2444.0,0.8535,58.79,913.25,1.3361,116.52343700000002,99.15,67.425,0.010102,124.4,611.25,82.35,9485.0,9490.0,1398.0,498.0,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8436.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.34,913.5,2.15,1.5022,4.175,1154.0,1.6945,13.805,449.0
2009-05-08 00:23:00,112.25,0.7506,38.9,1.4997,412.25,2444.0,0.8535,58.79,913.5,1.3361,116.52343700000002,99.15,67.425,0.010101,124.4,611.25,82.35,9485.0,9490.0,1398.0,497.8,1111.25,15.47,0.884,345.4,108.625,120.109375,120.265625,32.9,590.0,8437.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.33,913.6,2.157,1.5022,4.175,1154.0,1.6945,13.805,449.0
2009-05-08 00:24:00,112.25,0.7506,38.9,1.4994,412.5,2444.0,0.8535,58.79,914.25,1.3362,116.53125,99.15,67.425,0.010104,124.4,611.25,82.35,9485.0,9490.0,1398.0,497.9,1111.25,15.47,0.884,345.4,108.625,120.109375,120.28125,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.32,913.5,2.157,1.5022,4.175,1154.0,1.6945,13.805,449.0
2009-05-08 00:25:00,112.25,0.7508,38.9,1.4998,412.5,2444.0,0.8535,58.79,914.0,1.3364,116.53125,99.15,67.425,0.010104,124.4,611.25,82.35,9485.0,9490.0,1399.0,497.6,1111.25,15.47,0.884,345.4,108.625,120.109375,120.28125,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.37,913.6,2.157,1.5022,4.17,1154.0,1.6945,13.805,449.0
2009-05-08 00:26:00,112.25,0.7508,38.9,1.4998,412.5,2444.0,0.8535,58.79,914.0,1.3364,116.53125,99.15,67.425,0.010102,124.4,611.25,82.35,9485.0,9490.0,1399.75,497.6,1111.25,15.47,0.884,345.4,108.625,120.109375,120.296875,32.9,590.0,8441.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.37,913.4,2.157,1.5022,4.17,1154.0,1.6945,13.82,449.0
2009-05-08 00:27:00,112.25,0.7508,38.9,1.4998,412.5,2444.0,0.8535,58.79,914.0,1.3364,116.53125,99.15,67.425,0.010103000000000001,124.4,611.25,82.35,9485.0,9490.0,1399.75,498.3,1111.25,15.47,0.884,345.4,108.625,120.109375,120.296875,32.9,590.0,8442.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.37,913.2,2.157,1.5022,4.17,1154.0,1.6945,13.82,449.0
2009-05-08 00:28:00,112.25,0.7508,38.9,1.4998,412.5,2444.0,0.8535,58.79,914.25,1.3364,116.53125,99.15,67.425,0.010103000000000001,124.4,611.25,82.35,9485.0,9490.0,1399.25,498.3,1111.25,15.47,0.884,345.4,108.625,120.109375,120.296875,32.9,590.0,8443.0,120.61,115.285,94.3,57.35,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.33,913.4,2.157,1.5022,4.178999999999999,1154.0,1.6945,13.82,449.0
2009-05-08 00:29:00,112.25,0.7508,38.9,1.4999,412.5,2444.0,0.8535,58.79,914.5,1.3365,116.53125,99.15,67.425,0.010103000000000001,124.4,611.25,82.35,9485.0,9490.0,1399.25,498.3,1111.25,15.47,0.884,345.4,108.625,120.109375,120.296875,32.9,590.0,8443.0,120.61,115.285,94.3,57.35,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.33,913.4,2.157,1.5022,4.178999999999999,1154.0,1.6945,13.82,449.0
2009-05-08 00:30:00,112.25,0.7509,38.9,1.5008,412.5,2444.0,0.8536,58.79,914.75,1.3371,116.53125,99.15,67.425,0.010095999999999999,124.4,611.25,82.35,9485.0,9490.0,1399.75,498.3,1111.25,15.47,0.8844,345.4,108.63281200000002,120.109375,120.296875,32.9,590.0,8447.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.23,913.4,2.157,1.5022,4.172,1154.0,1.6945,13.82,449.0
2009-05-08 00:31:00,112.25,0.7512,38.9,1.5005,412.5,2444.0,0.8537,58.79,914.75,1.3368,116.52343700000002,99.15,67.425,0.010097,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8844,345.4,108.63281200000002,120.109375,120.296875,32.9,590.0,8450.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.18,913.7,2.157,1.5022,4.1610000000000005,1154.0,1.6945,13.84,449.0
2009-05-08 00:32:00,112.25,0.7516,38.9,1.5013,412.5,2444.0,0.8542,58.79,914.5,1.3378,116.52343700000002,99.15,67.425,0.010095,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8844,345.4,108.63281200000002,120.109375,120.296875,32.9,590.0,8451.0,120.61,115.285,94.3,57.3,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.14,913.8,2.157,1.5022,4.15,1154.0,1.6945,13.845,449.0
2009-05-08 00:33:00,112.25,0.7516,38.9,1.5015,412.5,2444.0,0.8549,58.79,914.75,1.3376,116.52343700000002,99.15,67.425,0.010097,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.885,345.4,108.63281200000002,120.109375,120.28125,32.9,590.0,8450.0,120.61,115.285,94.3,57.13,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.1,913.9,2.15,1.5022,4.149,1154.0,1.6855,13.855,449.0
2009-05-08 00:34:00,112.25,0.7517,38.9,1.5015,412.25,2444.0,0.855,58.79,914.75,1.3376,116.52343700000002,99.15,67.425,0.010097,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8849,345.4,108.63281200000002,120.109375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.13,57.39,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.13,913.8,2.152,1.5022,4.148,1154.0,1.6855,13.84,449.0
2009-05-08 00:35:00,112.25,0.7521,38.9,1.5016,412.25,2444.0,0.855,58.79,914.75,1.3381,116.52343700000002,99.15,67.425,0.010094,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8847,345.4,108.63281200000002,120.109375,120.28125,32.9,590.0,8447.0,120.61,115.285,94.3,57.13,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.09,913.6,2.157,1.5022,4.156000000000001,1154.0,1.6845,13.85,449.0
2009-05-08 00:36:00,112.25,0.7523,38.9,1.5019,412.25,2444.0,0.855,58.79,914.5,1.3378,116.52343700000002,99.15,67.425,0.010091,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8849,345.4,108.63281200000002,120.109375,120.28125,32.9,590.0,8447.0,120.61,115.285,94.3,57.13,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.12,913.5,2.156,1.5022,4.147,1150.0,1.6845,13.855,449.0
2009-05-08 00:37:00,112.25,0.7516,38.9,1.5015,412.5,2444.0,0.8552,58.79,915.0,1.3381,116.52343700000002,99.15,67.4,0.010091,124.4,611.25,82.375,9485.0,9490.0,1400.25,498.3,1111.25,15.47,0.8853,345.4,108.63281200000002,120.09375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.13,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.11,913.5,2.1555,1.5022,4.147,1150.0,1.6845,13.85,449.0
2009-05-08 00:38:00,112.25,0.752,38.9,1.5012,412.5,2444.0,0.8552,58.79,915.0,1.3377,116.52343700000002,99.15,67.4,0.010092,124.4,611.25,82.375,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8853,345.4,108.63281200000002,120.09375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.13,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.12,913.8,2.1549,1.5022,4.151,1150.0,1.6845,13.86,449.0
2009-05-08 00:39:00,112.25,0.752,38.9,1.5012,412.5,2444.0,0.8552,58.79,914.75,1.3381,116.52343700000002,99.15,67.4,0.010091,124.4,611.25,82.375,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8848,345.4,108.625,120.109375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.13,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.09,913.8,2.1565,1.5022,4.148,1150.0,1.6845,13.87,449.0
2009-05-08 00:40:00,112.25,0.752,38.9,1.5012,412.5,2444.0,0.8552,58.79,914.75,1.3378,116.52343700000002,99.15,67.4,0.01009,124.4,611.25,82.375,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8848,345.4,108.625,120.109375,120.28125,32.9,590.0,8450.0,120.61,115.285,94.3,57.09,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.08,914.0,2.1585,1.5022,4.149,1150.0,1.6845,13.875,449.0
2009-05-08 00:41:00,112.25,0.752,38.9,1.501,412.5,2444.0,0.8552,58.79,914.75,1.3381,116.52343700000002,99.15,67.4,0.010091,124.4,611.25,82.375,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.885,345.4,108.625,120.109375,120.28125,32.9,590.0,8450.0,120.61,115.285,94.3,57.09,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.14,913.9,2.1565,1.5022,4.149,1150.0,1.6845,13.89,449.0
2009-05-08 00:42:00,112.25,0.7524,38.9,1.5017,412.5,2444.0,0.8556,58.79,914.5,1.3386,116.52343700000002,99.15,67.4,0.010089,124.4,611.25,82.375,9485.0,9490.0,1400.0,498.3,1111.25,15.47,0.8855,345.4,108.625,120.109375,120.28125,32.9,590.0,8450.0,120.61,115.285,94.3,57.09,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.12,914.1,2.154,1.5022,4.148,1150.0,1.6845,13.89,449.0
2009-05-08 00:43:00,112.25,0.7521,38.9,1.501,412.5,2444.0,0.8555,58.79,914.5,1.3383,116.52343700000002,99.15,67.4,0.010091,124.4,611.25,82.375,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8853,345.4,108.625,120.09375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.09,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.11,914.1,2.1565,1.5022,4.148,1150.0,1.6845,13.885,449.0
2009-05-08 00:44:00,112.25,0.7521,38.9,1.5016,412.5,2444.0,0.8555,58.79,914.5,1.3388,116.52343700000002,99.15,67.4,0.01009,124.4,611.25,82.375,9485.0,9490.0,1400.75,498.3,1111.25,15.47,0.8855,345.4,108.625,120.09375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.09,57.13,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.16,914.1,2.1575,1.5022,4.147,1150.0,1.6875,13.895,449.0
2009-05-08 00:45:00,112.25,0.7523,38.9,1.5018,412.5,2444.0,0.8555,58.79,914.5,1.3392,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.375,9485.0,9490.0,1400.75,498.3,1111.25,15.47,0.8855,345.4,108.625,120.09375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.09,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.16,914.1,2.1575,1.5022,4.148,1150.0,1.6875,13.9,449.0
2009-05-08 00:46:00,112.25,0.7523,38.9,1.5021,412.5,2444.0,0.8556,58.79,914.75,1.3389,116.52343700000002,99.15,67.4,0.010087,124.4,611.25,82.375,9485.0,9490.0,1400.0,498.3,1111.25,15.47,0.8855,345.4,108.625,120.09375,120.28125,32.9,590.0,8446.0,120.61,115.285,94.3,57.09,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.25,914.1,2.1575,1.5022,4.148,1150.0,1.6875,13.89,449.0
2009-05-08 00:47:00,112.25,0.7523,38.9,1.5026,412.5,2444.0,0.8555,58.82,914.25,1.339,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.4,9485.0,9490.0,1400.0,498.3,1111.25,15.47,0.8855,345.4,108.625,120.09375,120.28125,32.9,590.0,8445.0,120.61,115.285,94.3,57.09,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.22,914.3,2.1585,1.5022,4.148,1154.0,1.6875,13.885,449.0
2009-05-08 00:48:00,112.25,0.7523,38.9,1.5026,412.5,2444.0,0.8555,58.82,914.5,1.339,116.52343700000002,99.15,67.4,0.010088,124.4,611.25,82.4,9485.0,9490.0,1400.0,498.3,1111.25,15.47,0.8859,345.4,108.625,120.09375,120.28125,32.9,590.0,8445.0,120.61,115.285,94.3,57.09,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.2,914.6,2.157,1.5022,4.148,1154.0,1.6966,13.9,449.0
2009-05-08 00:49:00,112.25,0.7526,38.9,1.5023,412.5,2444.0,0.8557,58.82,914.5,1.3388,116.52343700000002,99.15,67.4,0.010089,124.4,611.25,82.4,9485.0,9490.0,1400.0,498.3,1111.25,15.47,0.8857,345.4,108.625,120.09375,120.28125,32.9,590.0,8445.0,120.61,115.285,94.3,57.09,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.18,914.5,2.157,1.5022,4.148,1154.0,1.6966,13.9,449.0
2009-05-08 00:50:00,112.25,0.7526,38.9,1.5023,412.5,2444.0,0.8556,58.82,914.5,1.339,116.52343700000002,99.15,67.4,0.010089,124.4,611.25,82.4,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8857,345.4,108.625,120.09375,120.28125,32.9,590.0,8447.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.18,914.6,2.1549,1.5022,4.148,1154.0,1.6966,13.895,449.0
2009-05-08 00:51:00,112.25,0.7528,38.9,1.5028,412.5,2444.0,0.8556,58.82,914.5,1.3392,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.4,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8859,345.4,108.625,120.09375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.21,914.5,2.154,1.5022,4.149,1154.0,1.6966,13.9,449.0
2009-05-08 00:52:00,112.25,0.7528,38.9,1.5025,412.5,2444.0,0.8554,58.83,914.5,1.339,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.35,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8859,345.4,108.625,120.109375,120.28125,32.9,590.0,8448.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.19,914.2,2.154,1.5022,4.149,1154.0,1.6966,13.905,449.0
2009-05-08 00:53:00,112.25,0.7526,38.9,1.5025,412.0,2444.0,0.8554,58.83,914.25,1.3392,116.52343700000002,99.15,67.4,0.010084000000000001,124.4,611.25,82.35,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8858,345.4,108.625,120.109375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.2,914.4,2.154,1.5022,4.149,1154.0,1.6966,13.9,449.0
2009-05-08 00:54:00,112.25,0.7526,38.9,1.5028,412.25,2444.0,0.8554,58.83,914.25,1.3392,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.35,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8858,345.4,108.625,120.109375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.25,914.5,2.156,1.5022,4.149,1154.0,1.6966,13.9,449.0
2009-05-08 00:55:00,112.25,0.7526,38.9,1.5023,412.5,2444.0,0.8555,58.83,914.5,1.3388,116.52343700000002,99.15,67.4,0.010086,124.4,611.25,82.35,9485.0,9490.0,1400.5,498.3,1111.25,15.47,0.8858,345.4,108.63281200000002,120.109375,120.28125,32.9,590.0,8449.0,120.61,115.285,94.3,57.18,57.15,2404.0,108.035,1.512,1.6905,1460.0,57.55,1810.0,57.22,914.6,2.1585,1.5022,4.149,1154.0,1.6966,13.9,449.0
