,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2013-07-05 00:01:00,0.9081,47.1,1.5039,535.0,2250.0,0.9476,85.66,1624.25,1.2903,120.796875,150.925,97.125,0.009976,121.8,699.5,121.975,1667.3,922.2,14230.0,14360.0,2966.25,1001.3,1441.5,16.42,1.0455,431.8,109.96875,126.125,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.12,1243.0,3.115,2.9497,3.67,1336.5,2.8385,19.28,496.6
2013-07-05 00:02:00,0.9083,47.1,1.5039,535.0,2250.0,0.9476,85.66,1624.0,1.2902,120.796875,150.925,97.125,0.009976,121.8,699.5,121.975,1667.3,922.2,14230.0,14360.0,2966.25,1001.3,1441.5,16.42,1.0455,431.8,109.96875,126.125,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.11,1243.1,3.1145,2.9497,3.67,1336.5,2.8385,19.28,496.6
2013-07-05 00:03:00,0.9082,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.0,1.2902,120.796875,150.925,97.125,0.009976,121.8,699.5,121.975,1667.3,922.2,14230.0,14365.0,2966.0,1001.3,1441.5,16.42,1.0455,431.8,109.96875,126.125,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.11,1243.2,3.1145,2.9497,3.67,1337.5,2.8385,19.28,496.6
2013-07-05 00:04:00,0.908,47.1,1.5039,535.0,2250.0,0.9476,85.66,1624.25,1.2902,120.796875,150.925,97.125,0.009975,121.8,699.5,121.975,1667.3,922.2,14230.0,14375.0,2966.0,1001.3,1441.5,16.42,1.0455,431.8,109.96875,126.125,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.11,1243.2,3.114,2.9497,3.67,1337.5,2.8385,19.28,496.6
2013-07-05 00:05:00,0.9081,47.1,1.5039,535.0,2250.0,0.9476,85.66,1624.25,1.2903,120.796875,150.925,97.125,0.009973000000000001,121.8,699.5,121.975,1667.3,922.2,14245.0,14385.0,2966.25,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.21875,16.81,671.0,15051.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.12,1243.4,3.114,2.9497,3.67,1337.5,2.8385,19.28,496.6
2013-07-05 00:06:00,0.9081,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.25,1.2902,120.796875,150.925,97.125,0.009974,121.8,699.5,121.975,1667.3,922.2,14240.0,14380.0,2966.25,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.12,1243.3,3.114,2.9497,3.67,1338.3,2.8385,19.28,496.6
2013-07-05 00:07:00,0.908,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.25,1.2902,120.78906200000002,150.925,97.125,0.009974,121.8,699.5,121.975,1667.3,922.2,14245.0,14380.0,2966.0,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.21875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.48,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.11,1243.0,3.115,2.9497,3.67,1338.3,2.8385,19.28,496.6
2013-07-05 00:08:00,0.908,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.0,1.2902,120.78906200000002,150.925,97.125,0.009974,121.8,699.5,121.975,1667.3,922.2,14235.0,14375.0,2966.0,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.21875,16.81,671.0,15049.0,142.31,125.89,129.58,101.09,105.47,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.1,1243.2,3.1155,2.9497,3.67,1338.3,2.8385,19.28,496.6
2013-07-05 00:09:00,0.908,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.25,1.2902,120.78125,150.925,97.125,0.009974,121.8,699.5,121.975,1667.3,922.2,14245.0,14385.0,2966.0,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.1875,16.81,671.0,15050.0,142.31,125.89,129.58,101.09,105.47,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.1,1243.0,3.114,2.9497,3.67,1338.3,2.8385,19.28,496.6
2013-07-05 00:10:00,0.908,47.1,1.504,535.0,2250.0,0.9476,85.66,1624.25,1.2902,120.78125,150.925,97.125,0.009974,121.8,699.5,121.975,1667.3,922.2,14245.0,14385.0,2966.0,1001.4,1441.5,16.42,1.0455,431.8,109.96875,126.109375,147.0625,135.1875,16.81,671.0,15049.0,142.31,125.89,129.58,101.09,105.47,2648.0,110.52,21.5,2.986,2.8717,1800.0,133.59,105.53,1508.0,101.11,1242.9,3.1135,2.9497,3.67,1338.3,2.8385,19.28,496.6
