,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,IHO#,IRB#,LRC#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2011-08-05 00:01:00,1.0408,54.65,1.6249,684.5,2924.0,1.0208,104.05,1197.0,1.4079,122.59375,133.4,91.675,0.012728,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2204.5,558.0,724.1,1320.0,27.7,1.3086,346.6,110.14843700000002,128.328125,142.5625,134.59375,27.2,668.75,11344.0,133.37,121.24,116.18,85.56,107.37,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.53,1657.1,4.192,2.9026,3.9339999999999997,1715.6,2.7414,39.175,728.0
2011-08-05 00:02:00,1.0401,54.65,1.6247,684.5,2924.0,1.0208,104.05,1196.5,1.4074,122.59375,133.4,91.675,0.012727,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2204.5,558.0,724.1,1320.0,27.7,1.3088,346.6,110.14843700000002,128.328125,142.5625,134.5625,27.2,668.75,11341.0,133.37,121.24,116.18,85.58,107.28,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.6,1656.8,4.192,2.9026,3.9339999999999997,1715.6,2.7414,39.17,728.0
2011-08-05 00:03:00,1.0403,54.65,1.6248,684.5,2924.0,1.0207,104.05,1196.5,1.4078,122.59375,133.4,91.675,0.012727,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2204.75,558.0,724.1,1320.0,27.7,1.3085,346.6,110.14843700000002,128.328125,142.65625,134.625,27.2,668.75,11341.0,133.37,121.24,116.18,85.62,107.39,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.6,1657.0,4.194,2.9026,3.9339999999999997,1715.6,2.7414,39.19,728.0
2011-08-05 00:04:00,1.0406,54.65,1.625,684.5,2924.0,1.0208,104.05,1197.0,1.4079,122.58593700000002,133.4,91.675,0.012727,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2205.0,558.0,724.2,1320.0,27.7,1.3088,346.6,110.14843700000002,128.328125,142.65625,134.5625,27.2,668.75,11341.0,133.37,121.24,116.18,85.64,107.42,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.7,1657.1,4.1955,2.9026,3.9339999999999997,1715.6,2.7414,39.165,728.0
2011-08-05 00:05:00,1.0406,54.65,1.625,684.5,2924.0,1.0208,104.05,1197.0,1.4079,122.58593700000002,133.4,91.675,0.012726000000000001,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2205.25,558.0,724.2,1320.0,27.7,1.309,346.6,110.14843700000002,128.328125,142.5625,134.59375,27.2,669.5,11341.0,133.37,121.24,116.18,85.64,107.5,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.69,1656.9,4.1955,2.9026,3.9339999999999997,1716.9,2.7414,39.135,728.0
2011-08-05 00:06:00,1.0407,54.62,1.6251,684.5,2924.0,1.0208,104.05,1196.5,1.4081,122.58593700000002,133.4,91.675,0.012727,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2204.5,558.0,724.0,1320.0,27.7,1.309,346.6,110.14843700000002,128.3125,142.53125,134.5625,27.2,669.5,11341.0,133.37,121.24,116.18,85.76,107.54,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.81,1656.3,4.195,2.9026,3.932,1716.9,2.7414,39.09,728.0
2011-08-05 00:07:00,1.0408,54.59,1.6252,684.5,2924.0,1.0209,104.05,1197.0,1.4083,122.5625,133.4,91.675,0.012725,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2205.75,558.0,724.0,1320.5,27.7,1.3089,346.8,110.140625,128.28125,142.53125,134.5625,27.2,669.5,11346.0,133.37,121.24,116.18,85.85,107.54,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.8,1656.0,4.1945,2.9097,3.935,1716.9,2.7414,39.085,728.0
2011-08-05 00:08:00,1.0406,54.59,1.625,684.5,2924.0,1.0209,104.05,1197.25,1.4082,122.57031200000002,133.4,91.675,0.012728,235.05,762.5,117.375,1497.8,1031.7,9310.0,9325.0,2206.0,558.0,724.0,1321.0,27.7,1.3086,346.8,110.140625,128.296875,142.53125,134.5625,27.2,669.5,11346.0,133.37,121.24,116.18,85.72,107.37,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.72,1656.0,4.1945,2.9097,3.9360000000000004,1716.9,2.7414,39.09,728.0
2011-08-05 00:09:00,1.0407,54.69,1.6248,684.5,2924.0,1.021,104.05,1196.75,1.4084,122.57031200000002,133.4,91.675,0.012727,235.05,762.5,117.375,1497.8,1031.7,9305.0,9325.0,2204.75,558.0,724.1,1321.75,27.7,1.3087,346.8,110.140625,128.296875,142.53125,134.53125,27.2,669.5,11343.0,133.37,121.24,116.18,85.72,107.34,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.66,1656.5,4.1945,2.9097,3.9389999999999996,1716.9,2.7414,39.09,728.0
2011-08-05 00:10:00,1.0417,54.69,1.6255,684.5,2924.0,1.0213,104.05,1197.75,1.4101,122.546875,133.4,91.675,0.012726000000000001,235.05,762.5,117.375,1497.8,1031.7,9305.0,9325.0,2206.0,558.0,724.1,1321.75,27.7,1.309,346.8,110.140625,128.265625,142.5,134.5,27.2,669.5,11350.0,133.37,121.24,116.18,85.76,107.55,2367.0,109.16,2.9008,2.7233,2068.0,106.82,1826.0,85.75,1656.5,4.1965,2.9097,3.94,1716.9,2.7414,39.09,728.0
