,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@NKD#,@NQ#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@US#,@W#,@YM#,BD#,BL#,BX#,CRD#,EX#,EZ#,IHO#,IRB#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2008-03-07 00:01:00,0.9281,63.91,2.0099,566.0,2716.0,1.0156,81.78,1309.0,1.5378,114.328125,103.2,57.6,0.009731,154.0,1169.25,90.3,12720.0,1717.0,655.4,1453.5,13.71,0.9783,370.1,107.53906200000002,117.203125,117.1875,1108.5,12069.0,117.49,111.64,92.72,105.41,3581.0,105.14,29364.0,26475.0,105.43,983.7,3.919,2.9699,9.752,2178.0,2.6536,20.35,365.4
2008-03-07 00:02:00,0.9282,63.91,2.0099,566.0,2716.0,1.0156,81.78,1309.0,1.5379,114.328125,103.2,57.6,0.009732,154.0,1169.25,90.3,12720.0,1717.0,655.4,1453.5,13.71,0.9783,370.1,107.53906200000002,117.203125,117.1875,1108.5,12069.0,117.49,111.64,92.72,105.41,3581.0,105.14,29364.0,26475.0,105.44,983.9,3.919,2.9699,9.752,2178.0,2.6536,20.375,365.4
2008-03-07 00:03:00,0.9282,63.91,2.0099,566.0,2716.0,1.0156,81.78,1308.25,1.5379,114.328125,103.2,57.6,0.009733,154.0,1169.25,90.3,12720.0,1717.0,655.4,1453.5,13.71,0.9783,370.1,107.53906200000002,117.203125,117.1875,1108.5,12067.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.43,983.9,3.919,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:04:00,0.9285,63.91,2.0099,566.0,2716.0,1.0158,81.78,1307.75,1.5379,114.328125,103.2,57.6,0.009734,154.0,1169.25,90.3,12720.0,1716.25,655.4,1454.25,13.71,0.9783,370.1,107.53906200000002,117.203125,117.1875,1108.5,12065.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.44,984.0,3.916,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:05:00,0.9291,63.91,2.0099,566.0,2716.0,1.0158,81.78,1308.0,1.5378,114.328125,103.2,57.6,0.009734,154.0,1169.25,90.3,12720.0,1716.25,655.4,1454.25,13.71,0.9783,370.1,107.53906200000002,117.203125,117.1875,1108.5,12062.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.43,984.1,3.916,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:06:00,0.9294,64.0,2.0099,566.0,2716.0,1.0158,81.78,1308.0,1.5379,114.328125,103.2,57.6,0.009734999999999999,154.0,1169.25,90.3,12720.0,1716.25,655.4,1454.25,13.71,0.9783,370.1,107.53906200000002,117.21875,117.203125,1108.5,12062.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.43,983.9,3.916,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:07:00,0.9294,64.0,2.0099,566.0,2716.0,1.0158,81.78,1308.25,1.5379,114.33593700000002,103.2,57.6,0.009737,154.0,1169.25,90.3,12720.0,1717.0,655.4,1454.25,13.71,0.9783,370.1,107.53906200000002,117.21875,117.203125,1108.5,12063.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.45,984.2,3.9145,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:08:00,0.9296,64.0,2.0099,566.0,2716.0,1.0158,81.78,1308.25,1.5382,114.33593700000002,103.2,57.6,0.009736,154.0,1169.25,90.3,12720.0,1717.0,655.4,1452.0,13.71,0.9783,370.1,107.53906200000002,117.21875,117.21875,1108.5,12068.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.44,984.0,3.9145,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:09:00,0.9297,64.0,2.0098,566.0,2716.0,1.0158,81.78,1308.25,1.5382,114.33593700000002,103.2,57.6,0.009738,154.0,1169.25,90.3,12720.0,1717.0,655.4,1452.0,13.71,0.9783,370.1,107.53906200000002,117.21875,117.21875,1108.5,12066.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.48,984.2,3.9175,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:10:00,0.9296,63.9,2.0099,565.75,2716.0,1.016,81.78,1308.25,1.5382,114.328125,103.2,57.6,0.009738,154.0,1169.25,90.3,12720.0,1717.0,655.4,1452.0,13.71,0.9783,370.1,107.546875,117.21875,117.21875,1108.5,12066.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.48,984.2,3.9175,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:11:00,0.9298,63.9,2.0099,565.75,2716.0,1.0161,81.78,1308.5,1.5382,114.328125,103.2,57.6,0.009738,154.0,1169.25,90.3,12720.0,1716.25,655.4,1451.5,13.71,0.9784,370.1,107.546875,117.21875,117.21875,1108.5,12066.0,117.49,111.64,92.72,105.45,3581.0,105.14,29364.0,26475.0,105.44,984.0,3.9175,2.9699,9.752,2178.0,2.6536,20.37,365.4
2008-03-07 00:12:00,0.9296,63.9,2.0099,565.75,2716.0,1.0161,81.78,1307.75,1.5383,114.328125,103.2,57.6,0.009739,154.0,1169.25,90.3,12720.0,1716.25,655.4,1451.5,13.71,0.9786,370.1,107.546875,117.234375,117.21875,1108.5,12059.0,117.49,111.64,92.72,105.46,3581.0,105.14,29364.0,26475.0,105.45,983.8,3.9175,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:13:00,0.9294,63.9,2.0102,565.75,2716.0,1.0161,81.78,1308.0,1.5383,114.35156200000002,103.2,57.6,0.009739,154.0,1169.25,90.3,12720.0,1715.5,655.4,1451.5,13.71,0.9785,370.1,107.546875,117.25,117.21875,1109.75,12059.0,117.49,111.64,92.72,105.46,3581.0,105.14,29364.0,26475.0,105.45,983.9,3.916,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:14:00,0.9298,63.9,2.0102,565.75,2716.0,1.0161,81.78,1307.5,1.5383,114.34375,103.2,57.6,0.009739,154.0,1169.25,90.3,12720.0,1715.5,655.4,1451.5,13.71,0.9785,370.1,107.5625,117.234375,117.21875,1109.75,12059.0,117.49,111.64,92.72,105.46,3581.0,105.14,29364.0,26475.0,105.44,983.9,3.9155,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:15:00,0.9299,63.9,2.0102,565.75,2716.0,1.0162,81.78,1307.5,1.5384,114.35156200000002,103.2,57.6,0.00974,154.0,1169.25,90.3,12720.0,1715.5,655.4,1451.0,13.71,0.9785,370.1,107.5625,117.265625,117.21875,1109.75,12059.0,117.49,111.64,92.72,105.46,3581.0,105.14,29364.0,26475.0,105.46,984.0,3.9155,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:16:00,0.93,63.88,2.0102,565.75,2716.0,1.0162,81.78,1307.5,1.5384,114.36718700000002,103.2,57.6,0.00974,154.0,1169.25,90.3,12720.0,1715.0,655.4,1450.5,13.71,0.9785,370.1,107.5625,117.28125,117.234375,1109.75,12059.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.45,984.1,3.915,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:17:00,0.9306,63.88,2.0104,565.75,2716.0,1.0162,81.78,1307.25,1.5385,114.36718700000002,103.2,57.6,0.00974,154.0,1169.25,90.3,12720.0,1715.0,655.4,1450.75,13.71,0.9785,370.1,107.55468700000002,117.265625,117.234375,1109.75,12059.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.46,984.5,3.9155,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:18:00,0.9316,63.95,2.0105,565.25,2716.0,1.0167,81.78,1307.25,1.5386,114.359375,103.2,57.6,0.00974,154.0,1169.25,90.3,12720.0,1715.0,655.4,1451.0,13.71,0.9785,370.1,107.55468700000002,117.265625,117.234375,1109.75,12059.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.46,984.2,3.9155,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:19:00,0.9309,63.95,2.0104,565.25,2716.0,1.0165,81.78,1307.5,1.5385,114.359375,103.2,57.6,0.009742,154.0,1169.25,90.3,12720.0,1714.5,655.4,1450.75,13.71,0.9785,370.1,107.55468700000002,117.265625,117.234375,1109.75,12060.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.45,984.4,3.9195,2.9699,9.752,2178.0,2.6536,20.36,365.4
2008-03-07 00:20:00,0.9309,63.95,2.0104,565.25,2716.0,1.0166,81.78,1307.5,1.5386,114.359375,103.2,57.6,0.009742,154.0,1169.25,90.3,12720.0,1714.25,655.4,1450.75,13.71,0.9785,370.1,107.55468700000002,117.265625,117.234375,1109.75,12060.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.45,984.5,3.9195,2.9699,9.765,2178.0,2.6536,20.38,365.4
2008-03-07 00:21:00,0.9308,64.02,2.0104,565.25,2716.0,1.0166,81.78,1307.5,1.5386,114.359375,103.2,57.6,0.009742,154.0,1169.25,90.3,12720.0,1714.25,655.4,1450.75,13.71,0.9788,370.1,107.55468700000002,117.265625,117.265625,1109.75,12060.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.45,984.3,3.915,2.9699,9.765,2178.0,2.6536,20.38,365.4
2008-03-07 00:22:00,0.9307,64.11,2.0104,565.25,2716.0,1.0166,81.78,1307.25,1.5385,114.359375,103.2,57.6,0.009742,154.0,1169.25,90.3,12720.0,1714.25,655.4,1450.75,13.71,0.9788,370.1,107.55468700000002,117.265625,117.265625,1109.75,12060.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.7,3.914,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:23:00,0.931,64.15,2.0104,565.25,2716.0,1.0167,81.78,1307.25,1.5386,114.359375,103.2,57.6,0.009742,154.0,1169.25,90.3,12720.0,1714.25,655.4,1451.5,13.71,0.9788,368.2,107.55468700000002,117.265625,117.265625,1109.75,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.46,984.8,3.914,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:24:00,0.9314,64.33,2.0108,565.5,2716.0,1.0167,81.78,1307.25,1.5393,114.36718700000002,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1714.25,655.4,1451.5,13.71,0.9792,368.2,107.55468700000002,117.296875,117.296875,1109.75,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.6,3.919,2.9699,9.765,2178.0,2.6536,20.38,365.4
2008-03-07 00:25:00,0.9315,64.33,2.0105,565.5,2716.0,1.0172,81.78,1307.0,1.539,114.375,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1714.75,655.4,1451.5,13.71,0.979,368.2,107.57031200000002,117.3125,117.3125,1109.75,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.7,3.916,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:26:00,0.9315,64.33,2.0107,565.5,2716.0,1.0171,81.78,1307.5,1.5391,114.375,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1714.75,655.4,1451.5,13.71,0.9793,368.2,107.57031200000002,117.3125,117.328125,1109.75,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.9,3.915,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:27:00,0.931,64.1,2.0107,565.75,2716.0,1.0171,81.78,1307.5,1.539,114.375,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1716.0,655.4,1451.5,13.71,0.9791,368.2,107.5625,117.296875,117.3125,1109.5,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.46,984.7,3.915,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:28:00,0.931,64.34,2.0108,565.5,2716.0,1.0171,81.78,1307.5,1.5392,114.375,103.2,57.6,0.009745,154.0,1169.25,90.3,12720.0,1716.0,655.4,1450.75,13.71,0.9791,368.2,107.5625,117.296875,117.3125,1109.5,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.46,984.7,3.914,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:29:00,0.9312,64.34,2.0108,565.0,2716.0,1.0171,81.78,1307.75,1.5393,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.25,655.4,1450.0,13.71,0.9793,368.2,107.5625,117.296875,117.3125,1109.5,12059.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.46,985.0,3.916,2.9699,9.765,2178.0,2.6536,20.39,365.4
2008-03-07 00:30:00,0.9309,64.34,2.0107,565.0,2716.0,1.0171,81.78,1307.75,1.5392,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.25,655.4,1450.0,13.71,0.9793,368.2,107.5625,117.296875,117.3125,1109.5,12060.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.8,3.913,2.9699,9.765,2178.0,2.6536,20.38,365.4
2008-03-07 00:31:00,0.9309,64.12,2.0102,565.0,2716.0,1.0171,81.78,1307.0,1.539,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.25,655.4,1450.0,13.71,0.9793,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.46,985.1,3.9125,2.9699,9.765,2178.0,2.6536,20.385,365.4
2008-03-07 00:32:00,0.9308,64.12,2.01,565.0,2716.0,1.0171,81.78,1307.25,1.5389,114.375,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1716.0,655.4,1449.0,13.71,0.979,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,984.8,3.916,2.9699,9.765,2178.0,2.6536,20.395,365.4
2008-03-07 00:33:00,0.9307,64.12,2.01,563.75,2716.0,1.0171,81.78,1307.5,1.5388,114.375,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1717.25,655.4,1451.5,13.71,0.979,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.0,3.913,2.9699,9.765,2178.0,2.6536,20.38,365.4
2008-03-07 00:34:00,0.9306,64.12,2.0103,564.75,2716.0,1.017,81.78,1307.5,1.5388,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1717.25,655.4,1448.0,13.71,0.979,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.2,3.913,2.9699,9.765,2178.0,2.6536,20.395,365.4
2008-03-07 00:35:00,0.9307,64.12,2.0103,563.5,2716.0,1.017,81.78,1307.25,1.539,114.375,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1715.75,655.4,1448.0,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.2,3.913,2.9699,9.765,2178.0,2.6536,20.4,365.4
2008-03-07 00:36:00,0.9307,64.12,2.0103,563.5,2716.0,1.0173,81.78,1307.0,1.5391,114.375,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1715.75,655.4,1448.0,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1109.5,12056.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.2,3.918,2.9699,9.765,2173.0,2.6536,20.4,365.4
2008-03-07 00:37:00,0.9307,64.12,2.0103,563.5,2716.0,1.0173,81.78,1307.0,1.539,114.375,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1715.0,655.4,1448.0,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1109.5,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.2,3.918,2.9699,9.765,2173.0,2.6536,20.4,365.4
2008-03-07 00:38:00,0.9305,64.12,2.0103,564.25,2716.0,1.017,81.78,1307.25,1.539,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.0,655.4,1448.0,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1109.75,12057.0,117.49,111.64,92.72,105.49,3581.0,105.14,29364.0,26475.0,105.47,985.2,3.914,2.9699,9.765,2173.0,2.6536,20.395,365.4
2008-03-07 00:39:00,0.9305,63.95,2.0103,564.25,2716.0,1.017,81.78,1307.25,1.539,114.36718700000002,103.2,57.6,0.009751000000000001,154.0,1169.25,90.3,12720.0,1715.0,655.4,1447.75,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1110.0,12057.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.47,985.0,3.914,2.9699,9.765,2173.0,2.6536,20.395,365.4
2008-03-07 00:40:00,0.9306,64.0,2.0102,564.25,2716.0,1.017,81.78,1307.25,1.539,114.36718700000002,103.2,57.6,0.009751000000000001,154.0,1169.25,90.3,12720.0,1715.0,655.4,1446.25,13.71,0.9789,368.4,107.5625,117.296875,117.3125,1110.0,12054.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.47,984.9,3.913,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:41:00,0.9307,64.0,2.0102,564.25,2716.0,1.017,81.78,1307.25,1.539,114.36718700000002,103.2,57.6,0.009751000000000001,154.0,1169.25,90.3,12720.0,1715.25,655.4,1446.5,13.71,0.9789,368.4,107.5625,117.296875,117.3125,1110.0,12055.0,117.49,111.64,92.72,105.47,3581.0,105.14,29364.0,26475.0,105.47,984.8,3.913,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:42:00,0.9307,63.88,2.0102,563.5,2716.0,1.017,81.78,1307.5,1.5392,114.36718700000002,103.2,57.6,0.00975,154.0,1169.25,90.3,12720.0,1715.25,655.4,1445.0,13.71,0.9789,367.8,107.5625,117.296875,117.3125,1110.0,12058.0,117.49,111.64,92.72,105.42,3581.0,105.14,29364.0,26475.0,105.44,984.8,3.913,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:43:00,0.9307,63.88,2.0102,563.5,2716.0,1.0173,81.78,1307.5,1.5388,114.36718700000002,103.2,57.6,0.009748999999999999,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.0,13.71,0.9789,367.8,107.5625,117.296875,117.3125,1110.0,12058.0,117.49,111.64,92.72,105.42,3581.0,105.14,29364.0,26475.0,105.45,984.6,3.914,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:44:00,0.9307,64.0,2.0102,564.5,2716.0,1.0173,81.78,1308.0,1.5389,114.36718700000002,103.2,57.6,0.009748999999999999,154.0,1169.25,90.3,12720.0,1716.5,655.4,1446.25,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1110.0,12061.0,117.49,111.64,92.72,105.42,3581.0,105.14,29364.0,26475.0,105.4,984.1,3.914,2.9699,9.765,2169.0,2.6536,20.385,365.4
2008-03-07 00:45:00,0.9307,64.0,2.0102,565.5,2716.0,1.0176,81.78,1308.25,1.5389,114.36718700000002,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1716.5,655.4,1445.0,13.71,0.9788,367.8,107.5625,117.296875,117.3125,1110.0,12062.0,117.49,111.64,92.72,105.42,3581.0,105.14,29364.0,26475.0,105.37,984.2,3.914,2.9699,9.765,2169.0,2.6536,20.385,365.4
2008-03-07 00:46:00,0.9311,64.0,2.0102,565.25,2716.0,1.0174,81.78,1307.5,1.5387,114.36718700000002,103.2,57.6,0.009748999999999999,154.0,1169.25,90.3,12720.0,1716.5,655.4,1448.5,13.71,0.9787,367.8,107.5625,117.296875,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.39,984.2,3.9145,2.9699,9.765,2169.0,2.6536,20.385,365.4
2008-03-07 00:47:00,0.9315,64.0,2.0102,565.0,2716.0,1.0174,81.78,1307.5,1.5386,114.375,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1716.5,655.4,1448.5,13.71,0.9787,367.8,107.5625,117.296875,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.39,984.2,3.9175,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:48:00,0.9315,64.0,2.0102,565.0,2716.0,1.0174,81.78,1307.5,1.5389,114.36718700000002,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1716.5,655.4,1448.5,13.71,0.9787,367.8,107.5625,117.296875,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.4,984.5,3.9175,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:49:00,0.9317,64.0,2.0102,565.0,2716.0,1.0174,81.78,1307.75,1.5387,114.36718700000002,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1716.5,655.4,1447.75,13.71,0.9787,367.8,107.5625,117.296875,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.4,984.7,3.9175,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:50:00,0.9314,64.0,2.0102,565.0,2716.0,1.0174,81.78,1307.0,1.5388,114.375,103.2,57.6,0.009745,154.0,1169.25,90.3,12720.0,1716.5,655.4,1445.5,13.71,0.9787,367.8,107.5625,117.296875,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.42,984.8,3.9175,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:51:00,0.931,64.0,2.0102,565.0,2716.0,1.0174,81.78,1307.25,1.5385,114.36718700000002,103.2,57.6,0.009745,154.0,1169.25,90.3,12720.0,1716.5,655.4,1445.5,13.71,0.9785,367.8,107.5625,117.28125,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.4,3581.0,105.14,29364.0,26475.0,105.46,984.6,3.9165,2.9699,9.765,2169.0,2.6536,20.4,365.4
2008-03-07 00:52:00,0.931,64.0,2.0103,565.0,2716.0,1.0174,81.78,1307.25,1.5384,114.36718700000002,103.2,57.6,0.009745,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9784,367.8,107.5625,117.28125,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.5,984.6,3.915,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:53:00,0.9307,64.0,2.0103,565.0,2716.0,1.0174,81.78,1307.5,1.5385,114.36718700000002,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9784,367.8,107.5625,117.265625,117.3125,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.47,984.5,3.918,2.9699,9.765,2169.0,2.6536,20.39,365.4
2008-03-07 00:54:00,0.9307,64.0,2.0103,565.0,2716.0,1.0174,81.78,1307.75,1.5386,114.359375,103.2,57.6,0.009744,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9784,367.8,107.5625,117.265625,117.296875,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.49,984.3,3.918,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:55:00,0.9312,64.0,2.0103,565.0,2716.0,1.0174,81.78,1307.75,1.5388,114.35156200000002,103.2,57.6,0.009743,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9784,367.8,107.5625,117.265625,117.296875,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.49,984.5,3.918,2.9699,9.765,2169.0,2.6536,20.395,365.4
2008-03-07 00:56:00,0.9313,64.0,2.0103,565.0,2716.0,1.0174,81.78,1307.75,1.5392,114.35156200000002,103.2,57.6,0.009745,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9784,367.8,107.5625,117.265625,117.265625,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.48,984.6,3.918,2.9699,9.752,2169.0,2.6536,20.39,365.4
2008-03-07 00:57:00,0.9313,64.0,2.0103,565.0,2716.0,1.0176,81.78,1307.5,1.539,114.35156200000002,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1716.0,655.4,1445.5,13.71,0.9785,367.8,107.55468700000002,117.265625,117.265625,1109.5,12063.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.49,983.9,3.918,2.9699,9.752,2169.0,2.6536,20.39,365.4
2008-03-07 00:58:00,0.9315,64.0,2.0103,564.5,2716.0,1.0174,81.78,1307.75,1.5393,114.35156200000002,103.2,57.6,0.009747,154.0,1169.25,90.3,12720.0,1715.25,655.4,1445.5,13.71,0.9785,367.8,107.55468700000002,117.265625,117.25,1109.5,12059.0,117.49,111.64,92.72,105.48,3581.0,105.14,29364.0,26475.0,105.5,983.9,3.918,2.9699,9.752,2169.0,2.6536,20.385,365.4
2008-03-07 00:59:00,0.9316,63.9,2.0107,564.5,2716.0,1.0174,81.78,1308.0,1.5396,114.32031200000002,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.25,655.4,1446.0,13.71,0.9787,367.8,107.55468700000002,117.21875,117.21875,1109.75,12059.0,117.49,111.64,92.72,105.5,3581.0,105.14,29364.0,26475.0,105.5,984.4,3.918,2.9699,9.752,2169.0,2.6536,20.4,365.4
2008-03-07 01:00:00,0.9314,63.9,2.011,564.5,2716.0,1.0174,81.78,1307.75,1.5395,114.328125,103.2,57.6,0.009748,154.0,1169.25,90.3,12720.0,1715.25,655.4,1447.75,13.71,0.9788,368.8,107.53906200000002,117.21875,117.21875,1109.5,12059.0,117.49,111.64,92.72,105.5,3581.0,105.14,29364.0,26475.0,105.5,984.5,3.918,2.9699,9.752,2169.0,2.6536,20.4,365.4
2008-03-07 01:01:00,0.9319,63.9,2.0112,564.5,2716.0,1.0176,81.78,1307.75,1.5397,114.328125,103.2,57.6,0.009748999999999999,154.0,1169.25,90.3,12720.0,1715.25,655.4,1447.75,13.71,0.9788,368.8,107.53906200000002,117.21875,117.21875,1109.5,12059.0,117.49,111.64,92.72,105.5,3581.0,105.14,29364.0,26475.0,105.52,984.4,3.918,2.9699,9.752,2169.0,2.6536,20.4,365.4
2008-03-07 01:02:00,0.9315,63.9,2.0112,565.0,2716.0,1.0176,81.78,1307.5,1.5394,114.33593700000002,103.2,57.6,0.009748999999999999,154.0,1169.25,90.3,12720.0,1717.25,655.4,1447.75,13.71,0.9788,368.8,107.55468700000002,117.234375,117.21875,1109.5,12059.0,117.49,111.64,92.72,105.5,3581.0,105.14,29364.0,26475.0,105.51,984.4,3.9215,2.9699,9.765,2169.0,2.6536,20.4,365.4
