,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2015-08-07 00:01:00,0.736,29.64,1.551,367.0,3066.0,0.762,62.02,2082.0,1.0919,119.4453125,211.375,64.125,0.008015000000000001,124.4,487.75,148.75,1861.7,883.2,20700.0,20725.0,4532.75,497.2,1213.3,953.75,10.75,1.0202,339.3,109.421875,127.015625,160.4375,156.78125,14.4,505.5,17397.0,153.74,130.27,152.6,44.93,49.79,3666.0,111.32,19.4,475.25,1.5473,1.6165,1638.0,148.85,49.77,2032.0,44.91,1087.8,2.334,1.5545,2.8160000000000003,954.0,1.6524,14.65,344.4
2015-08-07 00:02:00,0.7362,29.64,1.5511,367.0,3066.0,0.7621,62.02,2082.25,1.092,119.4453125,211.375,64.125,0.008015000000000001,124.4,487.75,148.75,1861.7,883.2,20700.0,20725.0,4532.75,497.2,1213.3,953.75,10.75,1.0202,339.3,109.421875,127.015625,160.4375,156.78125,14.4,505.5,17397.0,153.74,130.27,152.6,44.93,49.81,3666.0,111.32,19.4,475.25,1.5473,1.6165,1638.0,148.85,49.8,2032.0,44.92,1087.9,2.334,1.5555,2.8160000000000003,954.3,1.6524,14.65,344.4
2015-08-07 00:03:00,0.7362,29.64,1.5512,367.0,3066.0,0.7621,62.02,2082.25,1.0922,119.4453125,211.375,64.125,0.008015000000000001,124.4,487.75,148.75,1861.7,883.2,20700.0,20715.0,4532.75,497.2,1213.3,953.75,10.75,1.0202,339.3,109.421875,127.015625,160.4375,156.78125,14.4,505.5,17396.0,153.74,130.27,152.6,44.93,49.81,3666.0,111.32,19.4,475.25,1.5473,1.6165,1638.0,148.85,49.8,2032.0,44.92,1087.7,2.3345,1.5555,2.8160000000000003,954.4,1.6524,14.65,344.4
2015-08-07 00:04:00,0.7362,29.64,1.5512,367.0,3066.0,0.7621,62.02,2082.25,1.0923,119.4453125,211.375,64.125,0.008014,124.4,487.75,148.75,1861.7,883.2,20700.0,20715.0,4532.5,497.2,1213.3,953.75,10.75,1.0202,339.3,109.421875,127.015625,160.4375,156.78125,14.4,505.5,17396.0,153.74,130.27,152.6,44.93,49.85,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.95,1087.6,2.3345,1.5563,2.8160000000000003,954.4,1.6549,14.65,344.4
2015-08-07 00:05:00,0.736,29.64,1.5511,367.0,3066.0,0.7621,62.01,2082.0,1.0923,119.4453125,211.375,64.125,0.008014,124.4,487.75,148.75,1861.7,883.2,20700.0,20715.0,4532.25,497.2,1213.3,953.75,10.75,1.0199,339.3,109.421875,127.015625,160.4375,156.78125,14.4,505.5,17396.0,153.74,130.27,152.6,44.93,49.85,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.94,1087.4,2.334,1.5563,2.8160000000000003,954.4,1.6549,14.655,344.4
2015-08-07 00:06:00,0.736,29.64,1.5511,367.0,3066.0,0.7621,62.01,2082.0,1.0923,119.4453125,211.375,64.125,0.008014,124.4,487.75,148.75,1861.7,883.2,20705.0,20720.0,4532.25,497.2,1213.3,953.75,10.75,1.0199,339.3,109.421875,127.015625,160.4375,156.8125,14.4,505.5,17395.0,153.74,130.27,152.6,44.93,49.86,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.94,1087.6,2.334,1.5563,2.8160000000000003,954.4,1.6549,14.655,344.4
2015-08-07 00:07:00,0.736,29.64,1.5511,367.0,3066.0,0.7621,62.02,2082.25,1.0922,119.4453125,211.375,64.125,0.0080135,124.4,487.75,148.75,1861.7,883.2,20705.0,20720.0,4532.5,497.2,1213.3,953.75,10.75,1.0199,339.3,109.421875,127.015625,160.4375,156.8125,14.4,505.5,17395.0,153.74,130.27,152.6,44.93,49.84,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.94,1087.7,2.3345,1.5561,2.8160000000000003,954.4,1.6549,14.655,344.4
2015-08-07 00:08:00,0.736,29.64,1.5511,367.0,3066.0,0.7621,62.02,2082.0,1.0922,119.4453125,211.375,64.125,0.008014499999999999,124.4,487.75,148.75,1861.7,883.2,20710.0,20725.0,4532.75,497.2,1213.3,953.75,10.75,1.0199,339.3,109.421875,127.015625,160.4375,156.8125,14.4,505.5,17396.0,153.74,130.27,152.6,44.93,49.84,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.94,1088.0,2.3345,1.5561,2.8160000000000003,954.4,1.6549,14.66,344.4
2015-08-07 00:09:00,0.736,29.64,1.5513,367.0,3066.0,0.7621,62.05,2082.25,1.0925,119.4453125,211.375,64.125,0.008014499999999999,124.4,487.75,148.75,1861.7,883.2,20710.0,20725.0,4532.75,497.2,1213.3,953.75,10.75,1.0203,339.3,109.421875,127.03125,160.5,156.8125,14.4,505.5,17395.0,153.74,130.27,152.6,44.93,49.84,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.95,1087.8,2.3345,1.5561,2.8160000000000003,954.4,1.6549,14.665,344.4
2015-08-07 00:10:00,0.7359,29.64,1.5514,367.0,3066.0,0.762,62.05,2082.0,1.0924,119.4453125,211.375,64.125,0.008015000000000001,124.4,487.75,148.75,1861.7,883.2,20710.0,20725.0,4532.5,497.2,1213.3,953.75,10.75,1.0203,339.3,109.421875,127.03125,160.5,156.8125,14.4,505.25,17395.0,153.74,130.27,152.6,44.93,49.84,3666.0,111.32,19.4,475.5,1.5473,1.6165,1638.0,148.85,49.84,2032.0,44.93,1087.7,2.3345,1.5561,2.8160000000000003,954.4,1.6549,14.655,344.4
