,@AD#,@BO#,@BP#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2012-09-07 00:01:00,1.0298,57.16,1.5931,798.25,2693.0,1.018,75.68,1432.0,1.2634,124.17968700000002,146.5,71.45,0.012669,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2827.0,638.0,836.8,1743.25,19.11,1.0483,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.5,13282.0,140.17,125.2,129.78,94.79,112.91,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.87,1692.4,3.521,3.1322,2.755,1565.5,2.9846,32.095,551.4
2012-09-07 00:02:00,1.0302,57.16,1.5933,798.25,2693.0,1.018,75.68,1431.75,1.2637,124.17968700000002,146.5,71.45,0.012669,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2827.0,638.0,836.8,1743.0,19.11,1.0485,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.5,13283.0,140.17,125.2,129.78,94.79,112.91,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.87,1692.3,3.521,3.1322,2.755,1565.5,2.9846,32.095,551.4
2012-09-07 00:03:00,1.0303,57.16,1.5932,798.25,2693.0,1.018,75.68,1431.75,1.2636,124.17968700000002,146.5,71.45,0.012669,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2827.0,638.0,836.8,1743.0,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.5,13284.0,140.17,125.2,129.78,94.79,112.94,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.85,1692.5,3.522,3.1322,2.755,1565.7,2.9846,32.1,551.4
2012-09-07 00:04:00,1.0302,57.16,1.5932,798.0,2693.0,1.018,75.68,1431.75,1.2635,124.17968700000002,146.5,71.45,0.012668,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2827.0,638.0,836.8,1743.0,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.125,16.0,891.5,13281.0,140.17,125.2,129.78,94.79,112.9,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.82,1692.6,3.5225,3.1322,2.7539999999999996,1565.7,2.9846,32.095,551.4
2012-09-07 00:05:00,1.0303,57.16,1.5932,798.0,2693.0,1.0179,75.68,1431.75,1.2635,124.1875,146.5,71.45,0.012668,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.75,638.0,836.8,1742.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.25,13283.0,140.17,125.2,129.78,94.79,112.92,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.84,1692.8,3.523,3.1317,2.7539999999999996,1565.7,2.9846,32.115,551.4
2012-09-07 00:06:00,1.0302,57.16,1.5932,798.25,2693.0,1.018,75.68,1431.75,1.2635,124.1875,146.5,71.45,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.75,638.0,837.0,1742.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.25,13283.0,140.17,125.2,129.78,94.79,112.92,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.84,1693.0,3.523,3.1317,2.755,1565.7,2.9846,32.125,551.4
2012-09-07 00:07:00,1.0301,57.16,1.5933,798.0,2693.0,1.018,75.68,1431.5,1.2635,124.1875,146.5,71.35,0.012666,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.75,638.0,837.0,1742.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.25,13283.0,140.17,125.2,129.78,94.79,112.92,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.84,1692.9,3.522,3.1317,2.755,1566.4,2.9846,32.135,551.4
2012-09-07 00:08:00,1.0301,57.16,1.5932,798.0,2693.0,1.0179,75.68,1431.5,1.2634,124.1875,146.5,71.35,0.012666,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.25,638.0,837.0,1742.75,19.11,1.0484,525.1,110.17968700000002,132.609375,165.4375,149.15625,16.0,891.25,13279.0,140.17,125.2,129.78,94.79,112.9,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.8,1692.9,3.522,3.1317,2.755,1566.1,2.9846,32.125,551.4
2012-09-07 00:09:00,1.0302,57.16,1.5933,798.0,2693.0,1.018,75.68,1431.75,1.2633,124.1875,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.5,638.0,836.8,1742.75,19.11,1.0484,525.1,110.17968700000002,132.609375,165.40625,149.15625,16.0,891.25,13283.0,140.17,125.2,129.78,94.79,112.9,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.8,1692.9,3.521,3.1317,2.7539999999999996,1566.1,2.9846,32.13,551.4
2012-09-07 00:10:00,1.0301,57.16,1.5934,798.0,2693.0,1.018,75.68,1431.75,1.2635,124.1875,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.5,638.0,836.8,1743.5,19.11,1.0484,525.1,110.17968700000002,132.625,165.40625,149.1875,16.0,891.25,13282.0,140.17,125.2,129.78,94.79,112.9,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.8,1693.0,3.521,3.1317,2.753,1566.1,2.9846,32.13,551.4
2012-09-07 00:11:00,1.0301,57.16,1.5934,798.0,2693.0,1.0181,75.68,1431.75,1.2635,124.1875,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.25,638.0,836.7,1743.5,19.11,1.0484,525.1,110.17968700000002,132.625,165.40625,149.1875,16.0,891.25,13282.0,140.17,125.2,129.78,94.83,112.89,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.87,1693.1,3.5215,3.1317,2.753,1567.3,2.9846,32.125,551.4
2012-09-07 00:12:00,1.0301,57.16,1.5933,798.0,2693.0,1.018,75.7,1432.0,1.2635,124.1875,146.5,71.35,0.012666,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.25,638.0,836.8,1743.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.40625,149.15625,16.0,891.25,13284.0,140.17,125.2,129.78,94.85,112.89,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.85,1692.8,3.522,3.1317,2.7539999999999996,1567.3,2.9846,32.14,551.4
2012-09-07 00:13:00,1.0302,57.16,1.5933,798.0,2693.0,1.0181,75.7,1432.0,1.2635,124.1875,146.5,71.35,0.012666,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.25,638.0,836.8,1743.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.40625,149.15625,16.0,891.25,13285.0,140.17,125.2,129.78,94.85,112.89,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.85,1693.0,3.5225,3.1317,2.7539999999999996,1567.3,2.986,32.14,551.4
2012-09-07 00:14:00,1.0302,57.16,1.5933,798.0,2693.0,1.0181,75.67,1432.0,1.2635,124.1875,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.25,638.0,836.8,1743.5,19.11,1.0484,525.1,110.17968700000002,132.609375,165.40625,149.15625,16.0,891.25,13284.0,140.17,125.2,129.78,94.85,112.89,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.85,1693.0,3.522,3.1317,2.7539999999999996,1567.3,2.9859,32.135,551.4
2012-09-07 00:15:00,1.0302,57.16,1.5932,798.0,2693.0,1.0181,75.67,1432.0,1.2635,124.1875,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.0,638.0,836.8,1743.5,19.11,1.0484,525.1,110.17968700000002,132.625,165.40625,149.15625,16.0,890.75,13282.0,140.17,125.2,129.78,94.85,112.93,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.85,1693.2,3.5245,3.1317,2.7560000000000002,1567.3,2.9859,32.14,551.4
2012-09-07 00:16:00,1.0302,57.14,1.5932,798.0,2693.0,1.0181,75.67,1432.0,1.2635,124.19531200000002,146.5,71.35,0.012667,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.0,638.0,836.7,1743.5,19.11,1.0485,525.1,110.17968700000002,132.640625,165.4375,149.1875,16.0,890.75,13283.0,140.17,125.2,129.78,94.85,112.93,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.84,1693.2,3.524,3.1317,2.7560000000000002,1567.3,2.9859,32.14,551.4
2012-09-07 00:17:00,1.0303,57.14,1.5932,797.75,2693.0,1.0182,75.67,1431.75,1.2635,124.19531200000002,146.5,71.35,0.012669,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.0,638.0,836.7,1742.75,19.11,1.0485,525.1,110.17968700000002,132.640625,165.4375,149.1875,16.0,890.75,13281.0,140.17,125.2,129.78,94.85,112.93,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.87,1693.3,3.525,3.1317,2.7569999999999997,1568.8,2.9859,32.145,551.4
2012-09-07 00:18:00,1.0303,57.14,1.5933,797.75,2693.0,1.0182,75.67,1432.0,1.2636,124.19531200000002,146.5,71.35,0.012669,159.6,910.75,126.125,1501.7,963.5,8860.0,8835.0,2826.0,638.0,836.7,1743.0,19.11,1.0485,525.1,110.17968700000002,132.625,165.4375,149.1875,16.0,890.75,13281.0,140.17,125.2,129.78,94.85,112.93,2530.0,110.68,24.1,3.1655,3.0334,2030.0,132.84,113.88,1725.0,94.88,1693.4,3.525,3.1317,2.758,1568.8,2.9859,32.14,551.4
