,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2019-07-05 00:01:00,0.7042,28.15,1.2621,11260.0,433.0,2465.0,0.767,67.33,3002.75,1.1345,118.265625,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7902.75,442.0,1578.6,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26994.0,173.92,134.68,205.86,56.73,63.23,3531.0,112.315,12.95,574.75,1.8821,1.8898,1422.0,166.64,63.24,1799.0,56.71,1420.9,2.6705,1.8813,2.287,839.7,1.8907,15.31,321.9
2019-07-05 00:02:00,0.7042,28.15,1.2621,11260.0,433.0,2465.0,0.76705,67.33,3003.0,1.1345,118.265625,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7902.75,442.0,1578.6,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.78125,14.2,508.25,26993.0,173.92,134.68,205.86,56.73,63.23,3531.0,112.315,12.95,574.75,1.8821,1.8898,1422.0,166.64,63.24,1799.0,56.72,1421.0,2.671,1.8813,2.286,839.7,1.8907,15.31,321.9
2019-07-05 00:03:00,0.7042,28.15,1.2621,11235.0,433.0,2465.0,0.76695,67.33,3003.0,1.13445,118.2734375,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7903.5,442.0,1578.6,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26993.0,173.92,134.68,205.86,56.73,63.23,3531.0,112.315,12.95,574.75,1.8821,1.8898,1422.0,166.64,63.24,1799.0,56.71,1420.8,2.6715,1.8813,2.286,839.9,1.8907,15.31,321.9
2019-07-05 00:04:00,0.7042,28.15,1.2621,11230.0,433.0,2465.0,0.76695,67.33,3003.25,1.13445,118.2734375,137.475,77.35,0.009319,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7903.25,442.0,1578.6,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26995.0,173.92,134.68,205.86,56.73,63.23,3531.0,112.315,12.95,574.75,1.8821,1.8898,1422.0,166.64,63.24,1799.0,56.71,1420.8,2.6715,1.8813,2.286,840.0,1.8907,15.31,321.9
2019-07-05 00:05:00,0.7041,28.15,1.2621,11220.0,433.0,2465.0,0.76695,67.33,3003.0,1.13445,118.2734375,137.475,77.35,0.009319,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7903.0,442.0,1578.6,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26994.0,173.92,134.68,205.86,56.73,63.27,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.74,1420.7,2.6715,1.8821,2.285,840.2,1.8911,15.31,321.9
2019-07-05 00:06:00,0.7042,28.15,1.2621,11230.0,433.0,2465.0,0.767,67.33,3003.0,1.13445,118.2734375,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7902.5,442.0,1578.8,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26994.0,173.92,134.68,205.86,56.74,63.28,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.74,1420.6,2.6715,1.8821,2.286,840.2,1.8918,15.31,321.9
2019-07-05 00:07:00,0.7042,28.15,1.2622,11230.0,433.0,2465.0,0.767,67.33,3003.0,1.1345,118.2734375,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7902.5,442.0,1578.7,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26994.0,173.92,134.68,205.86,56.74,63.28,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.74,1420.7,2.6715,1.8821,2.286,840.2,1.8918,15.31,321.9
2019-07-05 00:08:00,0.7042,28.15,1.2623,11190.0,433.0,2465.0,0.76695,67.35,3003.0,1.1345,118.2734375,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7902.5,442.0,1578.7,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26994.0,173.92,134.68,205.86,56.74,63.27,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.75,1420.7,2.671,1.8821,2.286,840.3,1.8918,15.31,321.9
2019-07-05 00:09:00,0.7042,28.15,1.2623,11200.0,433.0,2465.0,0.76695,67.33,3003.25,1.1345,118.2734375,137.475,77.35,0.0093195,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7903.0,442.0,1578.7,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26995.0,173.92,134.68,205.86,56.74,63.27,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.75,1420.9,2.6715,1.8821,2.285,840.7,1.8918,15.315,321.9
2019-07-05 00:10:00,0.7042,28.15,1.2622,11220.0,433.0,2465.0,0.767,67.33,3003.25,1.1345,118.2734375,137.475,77.35,0.0093205,114.85,437.75,106.825,1948.9,1063.8,21675.0,21685.0,7903.25,442.0,1578.7,885.0,12.56,1.0216,306.9,138.796875,107.55859375,128.328125,179.78125,156.8125,14.2,508.25,26995.0,173.92,134.68,205.86,56.74,63.28,3531.0,112.315,12.95,575.0,1.8821,1.8898,1422.0,166.64,63.26,1799.0,56.74,1421.0,2.671,1.8821,2.286,840.7,1.8913,15.315,321.9
