,@3N#,@AD#,@BO#,@BP#,@BTC#,@C#,@CC#,@CD#,@CT#,@ES#,@ETH#,@EU#,@FV#,@GF#,@HE#,@JY#,@KC#,@KW#,@LE#,@MFS#,@MME#,@NIY#,@NKD#,@NQ#,@RS#,@RTY#,@S#,@SB#,@SF#,@SM#,@TN#,@TU#,@TY#,@UB#,@US#,@VX#,@W#,@YM#,BD#,BL#,BX#,CRD#,EB#,EX#,EZ#,FVS#,GAS#,IHO#,IRB#,LRC#,OAT#,QBZ#,QC#,QCL#,QGC#,QHG#,QHO#,QNG#,QPL#,QRB#,QSI#,QW#
2021-10-08 00:01:00,115.2578125,0.7308,61.91,1.3611,54320.0,537.0,2737.0,0.7968,114.14,4392.25,3600.5,1.15665,122.546875,161.575,82.05,0.008945,201.6,744.75,130.55,2266.3,1246.9,28165.0,28185.0,14886.5,927.0,2248.9,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.265625,189.46875,158.25,20.25,743.75,34676.0,169.56,134.95,202.16,79.26,82.86,4077.5,112.235,21.4,714.5,2.4834,2.3515,2126.0,165.83,82.86,1866.0,79.24,1759.4,4.2605,2.4821,5.834,983.5,2.3489,22.5,512.9
2021-10-08 00:02:00,115.2578125,0.73075,61.91,1.3611,54320.0,537.0,2737.0,0.7968,114.14,4391.25,3600.5,1.15665,122.546875,161.575,82.05,0.008944,201.6,744.75,130.55,2266.3,1246.3,28165.0,28185.0,14883.25,927.0,2248.3,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.265625,189.4375,158.25,20.25,743.75,34669.0,169.56,134.95,202.16,79.26,82.86,4077.5,112.235,21.4,714.5,2.4834,2.3515,2126.0,165.83,82.86,1866.0,79.24,1759.1,4.2605,2.4821,5.841,983.5,2.3489,22.495,512.9
2021-10-08 00:03:00,115.2578125,0.73075,61.91,1.361,54320.0,536.75,2737.0,0.7968,114.15,4391.0,3600.5,1.1566,122.5390625,161.575,82.05,0.008944,201.6,744.75,130.55,2266.3,1246.1,28160.0,28185.0,14881.5,927.0,2248.4,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.265625,189.4375,158.25,20.25,743.75,34666.0,169.56,134.95,202.16,79.26,82.87,4077.0,112.235,21.4,714.5,2.4834,2.3515,2126.0,165.83,82.86,1866.0,79.24,1758.9,4.2605,2.4821,5.843999999999999,983.5,2.349,22.495,512.9
2021-10-08 00:04:00,115.2578125,0.7308,61.91,1.361,54320.0,536.75,2737.0,0.79675,114.15,4391.5,3596.0,1.15665,122.5390625,161.575,82.05,0.0089445,201.6,744.75,130.55,2266.3,1246.1,28165.0,28195.0,14884.25,927.0,2248.3,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.265625,189.46875,158.25,20.25,743.75,34670.0,169.56,134.95,202.16,79.26,82.89,4077.0,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.88,1866.0,79.27,1758.8,4.26,2.4827,5.845,983.5,2.3491,22.495,512.9
2021-10-08 00:05:00,115.2578125,0.73085,61.92,1.3611,54320.0,537.0,2737.0,0.79675,114.15,4391.5,3596.0,1.15665,122.5390625,161.575,82.05,0.008944,201.6,744.75,130.55,2266.3,1246.6,28160.0,28190.0,14884.5,927.0,2248.3,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.28125,189.4375,158.25,20.25,743.75,34671.0,169.56,134.95,202.16,79.26,82.89,4077.5,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.88,1866.0,79.27,1758.8,4.261,2.4827,5.843999999999999,983.5,2.3491,22.495,512.9
2021-10-08 00:06:00,115.2578125,0.7308,61.92,1.3611,54320.0,537.0,2737.0,0.79675,113.98,4391.5,3596.0,1.1566,122.5390625,161.575,82.05,0.008944,201.6,744.75,130.55,2266.3,1246.1,28140.0,28180.0,14883.0,927.0,2248.4,1258.25,19.92,1.0776,321.2,144.609375,109.9765625,131.265625,189.4375,158.25,20.25,743.75,34668.0,169.56,134.95,202.16,79.27,82.88,4077.0,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.88,1866.0,79.27,1758.7,4.2605,2.4827,5.849,983.5,2.3491,22.495,512.9
2021-10-08 00:07:00,115.2578125,0.7308,61.92,1.361,54320.0,537.0,2737.0,0.79675,113.98,4391.75,3596.0,1.1566,122.5390625,161.575,82.05,0.0089435,201.6,744.75,130.55,2266.3,1246.1,28145.0,28180.0,14886.0,927.0,2248.5,1258.25,19.92,1.0776,321.2,144.59375,109.9765625,131.265625,189.46875,158.25,20.25,743.5,34672.0,169.56,134.95,202.16,79.27,82.88,4078.0,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.88,1866.0,79.27,1758.7,4.261,2.4827,5.845,983.5,2.3495,22.495,512.9
2021-10-08 00:08:00,115.2578125,0.7308,61.92,1.361,54320.0,537.0,2737.0,0.79675,113.97,4391.5,3596.0,1.1566,122.5390625,161.575,82.05,0.008943000000000001,201.6,744.75,130.55,2266.3,1246.1,28135.0,28160.0,14884.75,927.0,2248.0,1258.25,19.92,1.0776,321.2,144.59375,109.9765625,131.265625,189.46875,158.21875,20.25,743.5,34666.0,169.56,134.95,202.16,79.27,82.85,4076.5,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.85,1866.0,79.25,1758.6,4.2615,2.4827,5.841,983.5,2.3499,22.49,512.9
2021-10-08 00:09:00,115.2578125,0.7308,61.92,1.361,54320.0,537.0,2737.0,0.79675,113.97,4392.0,3596.0,1.1566,122.53125,161.575,82.05,0.008942,201.6,744.75,130.55,2266.3,1246.2,28140.0,28170.0,14885.75,927.0,2248.8,1258.0,19.92,1.0774,321.2,144.578125,109.9765625,131.25,189.40625,158.21875,20.25,743.5,34668.0,169.56,134.95,202.16,79.27,82.88,4077.0,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.87,1866.0,79.28,1758.5,4.2615,2.4827,5.845,983.0,2.3502,22.49,512.9
2021-10-08 00:10:00,115.2578125,0.731,61.92,1.3611,54320.0,537.0,2737.0,0.7968,113.97,4392.25,3596.0,1.1567,122.53125,161.575,82.05,0.008942,201.6,744.75,130.55,2266.3,1246.8,28160.0,28190.0,14887.5,927.0,2248.9,1258.25,19.92,1.0775,321.2,144.578125,109.97265625,131.25,189.375,158.1875,20.25,743.5,34675.0,169.54,134.95,202.14,79.27,82.88,4077.5,112.235,21.4,714.75,2.4834,2.3515,2126.0,165.83,82.87,1866.0,79.28,1758.7,4.262,2.4827,5.837000000000001,983.4,2.351,22.495,512.9
